text,tweet_text
"We must engage in authentic dialogue about truly creating Opportunity for All. This moment illuminates the need to re-create an economic system that marginalizes, stigmatizes, suffers brutality, and perpetuates division. #GeorgeFloyd #educateyourself #PoliceBrutality #economy","We must engage in authentic dialogue about truly creating Opportunity for All. This moment illuminates the need to re-create an economic system that marginalizes, stigmatizes, suffers brutality, and perpetuates division. George Floyd educateyourself Police Brutality economy"
"#GeorgeFloyd #memorial @Staten Island, New York https://www.instagram.com/p/CBAuEagDSfy/?igshid=xyhpxwi8ir9y","George Floyd memorial  Island, New York "
Rioters have been destroying property and attacking people there's nothing right about what they do. In the middle of this is antifa and black lives matter and local thugs. I'm willing to have a dialogue but these people aren't willing to talk because they can't win such a debate,Rioters have been destroying property and attacking people there is nothing right about what they do. In the middle of this is antifa and black lives matter and local thugs. i am willing to have a dialogue but these people aren't willing to talk because they can't win such a debate
My daddy and my brothers are not a threat! They matter. #BlackLivesMatter #EmauniJ #Manleysblendedfamily #GODFamilyCommunity #SAKEbyEmauniJ #CCNAACP #BlessedBookedBusy #ImSMARTandImBEAUTIFUL #BLACKAUTHOR #NATURALHAIR #BLACKGIRLSROCK #blackgirlmagic #WHATDOILOOKLIKE #CDDMGMT,My daddy and my brothers are not a threat! They matter. Black Lives Matter Emauni J Manleysblendedfamily G O D Family Community S A K Eby Emauni J CCNAACP Blessed Booked Busy Im S M A R Tand Im B E A U T I F U L BLACKAUTHOR NATURALHAIR BLACKGIRLSROCK blackgirlmagic WHATDOILOOKLIKE CDDMGMT
I guess that includes the rioters and the looters? Antifa and black lives matter they don't know what peace they only want chaos,I guess that includes the rioters and the looters? Antifa and black lives matter they don't know what peace they only want chaos
Well I don't think it was a conspiracy I think George Floyd was murdered by police officers who are sworn to protect. But these rioters and looters nothing is good coming to them. ,Well I don't think it was a conspiracy I think George Floyd was murdered by police officers who are sworn to protect. But these rioters and looters nothing is good coming to them. 
Much respect for you bro for using your platform for positively and truth in these times!! #BlackLivesMatter ,Much respect for you bro for using your platform for positively and truth in these times!! Black Lives Matter 
"You must be blind, not the video with Dr.Umar the George Floyd video","You must be blind, not the video with Dr.Umar the George Floyd video"
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/5XHhZ7hT via @Change,Mayor Jacob Frey: Justice for George Floyd - Sign the Petition!  via 
"Cardinal Tobin condemns George Floyd death, decries 'purveyors of polarization' https://www.northjersey.com/story/news/new-jersey/2020/06/03/cardinal-tobin-condemns-george-floyd-death-warns-divide-u-s/3137079001/ via @northjersey","Cardinal Tobin condemns George Floyd death, decries 'purveyors of polarization'  via "
GMA is doing a whole segment on BTS/BLM and everything kpop stans have been doing to help #BlackLivesMatter,GMA is doing a whole segment on BTS/BLM and everything kpop stans have been doing to help Black Lives Matter
So many people drank 45s kool aid. And NEVER heard Kap’s message. IT WAS NEVER ABOUT THE MILITARY OR THE FLAG! IT WAS ALWAYS ABOUT ENDING THE MANNER AND REASON #GeorgeFloyd died!!!,So many people drank 45s kool aid. And NEVER heard kap is message. IT WAS NEVER ABOUT THE MILITARY OR THE FLAG! IT WAS ALWAYS ABOUT ENDING THE MANNER AND REASON George Floyd died!!!
Once again. Black Lives Matter. Full Stop. ,Once again. Black Lives Matter. Full Stop. 
Seeing the video of #IyannaDior being attacked hurt my soul. We cannot advocate for black lives matter without accepting everyone that includes our black trans brothers and sisters. #BlackLivesMatter #BlackTransLivesMatter,Seeing the video of Iyanna Dior being attacked hurt my soul. We cannot advocate for black lives matter without accepting everyone that includes our black trans brothers and sisters. Black Lives Matter Black Trans Lives Matter
This is a step in the right direction for actionable steps. #BlackLivesMatter #BlackLivesMatterLA,This is a step in the right direction for actionable steps. Black Lives Matter Black Lives MatterLA
It was to see @MYAPLANET9 at the #DCProtests last night. #BlackLivesMatter,It was to see  at the D C Protests last night. Black Lives Matter
Why you come march with us sister? Then you can make tweeted listicle of what the police and national guard are doing too! #BlackLivesMatter #GeorgeFloyd,Why you come march with us sister? Then you can make tweeted listicle of what the police and national guard are doing too! Black Lives Matter George Floyd
"As a mother of white boys, I worry about a million things when they leave the house, but the one thing I’ve never worried about is them getting harassed or killed by police just because of the color of their skin. #WhitePrivilege #BlackLivesMatter ","As a mother of white boys, I worry about a million things when they leave the house, but the one thing i have never worried about is them getting harassed or killed by police just because of the color of their skin. White Privilege Black Lives Matter "
Lol. 3500 murders last year and the police acocunted for less than 1% 7 murders during the riots of George Floyd. If that doesnt tell you everything you need to know i cant help you,Lol. 3500 murders last year and the police acocunted for less than 1% 7 murders during the riots of George Floyd. If that doesnt tell you everything you need to know i cant help you
Amen! #BlackLivesMatter ,Amen! Black Lives Matter 
Retweet #BlackLivesMatter #ICantBreathe #protests2020 #BlackLivesMatterDC,Retweet Black Lives Matter I Cant Breathe protests2020 Black Lives MatterDC
"Wow. This whole piece is garbage, but @DanHenninger should be ashamed for this line... “George Floyd died after rough treatment from arresting Minneapolis policeman Derek Chauvin, who was arrested and charged with murder.” ","Wow. This whole piece is garbage, but  should be ashamed for this line... ""George Floyd died after rough treatment from arresting Minneapolis policeman Derek Chauvin, who was arrested and charged with murder."" "
"Covid-19 has killed more Americans in 6 months than the Vietnam War in 19 years. Now, it will definitely kill more black Americans than the police have. Protesting during a #pandemic is killing more black Americans than white supremacy. Act like #BlackLivesMatter #biggerpicture","Covid-19 has killed more Americans in 6 months than the Vietnam War in 19 years. Now, it will definitely kill more black Americans than the police have. Protesting during a pandemic is killing more black Americans than white supremacy. Act like Black Lives Matter biggerpicture"
"Personal opinion: #BLACK_LIVES_MATTER is a human rights issue, not a political one. ","Personal opinion: BLACK_LIVES_MATTER is a human rights issue, not a political one. "
Hope. #blacklifematters #BlackLivesMatter #thursdayvibes #nojusticenopeace #thursdaymorning #GeorgeFloyd,Hope. blacklifematters Black Lives Matter thursdayvibes nojusticenopeace thursdaymorning George Floyd
remember when they said “this is the most diverse group of cops you could get. It’s not about race”. Lk THIS is what they see as diverse? I guess this is the extent of diversity they’ll tolerate.. as long as they’re still the majority and the other two can pass..#BlackLivesMatter ,"remember when they said ""this is the most diverse group of cops you could get. it is not about race"". Lk THIS is what they see as diverse? I guess this is the extent of diversity they will tolerate.. as long as they are still the majority and the other two can pass..Black Lives Matter "
@CNN @MSNBC what happened to the side box with the current COVID19 numbers? Don’t forget about this problem for another. #BlackLivesMatter,  what happened to the side box with the current COVID19 numbers? Don't forget about this problem for another. Black Lives Matter
"Good Morning, This cartoon is a good analogy as to why saying All Lives Matter is a slap in the face to Black Lives Matter. No one ever said that All lives didn't matter, it's just that the systematic oppression,… https://www.instagram.com/p/CBAyfl_nQV7/?igshid=fniy4pqwusmg","Good Morning, This cartoon is a good analogy as to why saying All Lives Matter is a slap in the face to Black Lives Matter. No one ever said that All lives didn't matter, it is just that the systematic oppression,… "
Moments from yesterday. Wednesday was the first day that felt relatively calm after nearly a week of tumultuous events in the aftermath of George Floyd’s murder by former Minneapolis police officer Derek Chauvin… https://www.instagram.com/p/CBAyyKJlT1G/?igshid=18gssknag907v,Moments from yesterday. Wednesday was the first day that felt relatively calm after nearly a week of tumultuous events in the aftermath of George floyd is murder by former Minneapolis police officer Derek Chauvin… 
#Richmond #RVA #RichmondVA #RichmondProtest #RVAProtest #loveRVA #GeorgeFloyd #GeorgeFloydProtests #BlackLivesMatter,Richmond RVA RichmondVA RichmondProtest RVAProtest R V A George Floyd George FloydProtests Black Lives Matter
We're witnessing the mainstream media call shenanigans on everything #coronavirus related for the last 6 months for the same of painting a @POTUS a racist with the blood of #GeorgeFloyd over his handling of the aftermath of the murder. Nevermind people are destroying themselves.,we are witnessing the mainstream media call shenanigans on everything coronavirus related for the last 6 months for the same of painting a  a racist with the blood of George Floyd over his handling of the aftermath of the murder. Nevermind people are destroying themselves.
They’re going to blame George Floyd’s death on COVID...,they are going to blame George floyd is death on COVID...
"@Wendys $KD131630 Is My Cash App Name, I Need You All atp Promote #BlackTransLivesMatter Just As Much As #BlackLivesMatter Come On Fight The Big Fight"," $KD131630 Is My Cash App Name, I Need You All atp Promote Black Trans Lives Matter Just As Much As Black Lives Matter Come On Fight The Big Fight"
$KD131630 @square @CashApp #BlackLivesMatter Stand Up... And Give Back! ,$KD131630   Black Lives Matter Stand Up... And Give Back! 
Many of us criticize white silence and we have not used our own voices. If you're in the area come and be a part of this... #enoughisenough #blacklivesmatter #racism #timetospeak... #diversityequityinclusion,Many of us criticize white silence and we have not used our own voices. If you are in the area come and be a part of this... enoughisenough blacklivesmatter racism timetospeak... diversityequityinclusion
I would not have posted white lives matter or blue lives matter or even black lives matter because it’s understood thou shall not kill. This is one one the most hateful trends these people are no better than nazis ,I would not have posted white lives matter or blue lives matter or even black lives matter because it is understood thou shall not kill. This is one one the most hateful trends these people are no better than nazis 
"I might not be the same, but that’s not important. No freedom till we’re equal, damn right I support it. #BlackLivesMatter ","I might not be the same, but that is not important. No freedom till we are equal, damn right I support it. Black Lives Matter "
"#Repost rvamag ・・・ Justice for George Floyd • The (soon to be former) Confederate statue of Robert E. Lee lit up with a message of solidarity against police violence • Last night in Richmond, Va • This photo was… https://www.instagram.com/p/CBA0THKlOPr/?igshid=13pa8ohha8hi0","Repost rvamag ・・・ Justice for George Floyd • The (soon to be former) Confederate statue of Robert E. Lee lit up with a message of solidarity against police violence • Last night in Richmond, Va • This photo was… "
"Photo by: @deedwyerjonts Location: The White House ————————————————————————— As People protest after the death of “George Floyd” at the White House on June 2, 2020, Snipers can be seen on the rooftop surveilling… https://www.instagram.com/p/CBA0gtpBkk7/?igshid=if9yaa1kqchp","Photo by:  Location: The White House ————————————————————————— As People protest after the death of ""George Floyd"" at the White House on June 2, 2020, Snipers can be seen on the rooftop surveilling… "
#change #growth #2020 #BlackLivesMatter ,change growth 2020 Black Lives Matter 
"Mokun: ""...as a black journalist this feeling is almost unreal.. though this protest is outside you can feel emotion of hundreds, if not thousands who together have taken a knee."" A thread from last night. #RVA #RichmondProtest #RVAProtest #loveRVA #BlackLivesMatter ","Mokun: ""...as a black journalist this feeling is almost unreal.. though this protest is outside you can feel emotion of hundreds, if not thousands who together have taken a knee."" A thread from last night. RVA Richmond Protest RVAProtest R V A Black Lives Matter "
"Wait, they really trynna say that George Floyd had conroa ","Wait, they really trynna say that George Floyd had conroa "
A sea of people united for a cause! Says a lot about the cause! #BlackLivesMatter #HongKongProtests #Tiananmen #TiananmenVigil,A sea of people united for a cause! Says a lot about the cause! Black Lives Matter Hong Kong Protests Tiananmen TiananmenVigil
"#GeorgeFloyd when all the protestors and the mourners fall ill and/or perish from #coronavirus in cities and states run by @DNC politicians, who will the media blame for Pandemic Spread? They should be looking in the mirror because it is they who have been fanning the flames.","George Floyd when all the protestors and the mourners fall ill and/or perish from coronavirus in cities and states run by  politicians, who will the media blame for Pandemic Spread? They should be looking in the mirror because it is they who have been fanning the flames."
George Floyd’s murder triggered global outrage &amp; came as we face a pandemic which put a chokehold on our economy &amp; killed 1000’s with an illness causing shortness of breath. Today’s #QuarantineJukebox song is Harder To Breathe by Maroon 5. https://youtu.be/rV8NHsmVMPE #ICantBreathe,George floyd is murder triggered global outrage &amp; came as we face a pandemic which put a chokehold on our economy &amp; killed 1000's with an illness causing shortness of breath. today is Quarantine Jukebox song is Harder To Breathe by Maroon 5.  I Cant Breathe
Looking for a reason to go downtown? Interested in peacefully making your voice as an activist and/or ally heard? Msg me! #BlackLivesMatter,Looking for a reason to go downtown? Interested in peacefully making your voice as an activist and/or ally heard? Msg me! Black Lives Matter
"“We don’t know how long, but we feel like to race to get rid of it, to rush to either spray wash off everything, just kind of sweeps the conversation under the rug...” -Charlie Dupree, Rector of St. Paul's #RVA #RichmondProtest #RVAProtest #loveRVA #BlackLivesMatter ","""We don't know how long, but we feel like to race to get rid of it, to rush to either spray wash off everything, just kind of sweeps the conversation under the rug..."" -Charlie Dupree, Rector of St. paul is RVA Richmond Protest RVAProtest R V A Black Lives Matter "
If you cheered for Katniss you need to be screaming Black Lives Matter and get into the arena.,If you cheered for Katniss you need to be screaming Black Lives Matter and get into the arena.
#BlackLivesMatter we shouldn’t have to say this. Don’t protest a protest. ,Black Lives Matter we shouldn't have to say this. Don't protest a protest. 
"Senator...do black lives matter to you? If so, say so!","Senator...do black lives matter to you? If so, say so!"
"@ChrisStigall Chris, you took my thoughts right out of my brain! I will only take the knee to Christ! And I will not feel white guilt as I had nothing to do with George Floyd dying! Someday we will all bow down to Christ &amp; until that day comes not gonna do it for mankind!"," Chris, you took my thoughts right out of my brain! I will only take the knee to Christ! And I will not feel white guilt as I had nothing to do with George Floyd dying! Someday we will all bow down to Christ &amp; until that day comes not gonna do it for mankind!"
"July 4, 1996 unarmed Gulf War veteran Nathaniel Levi Gaines was shot in the back by a member of the New York City Police. Say the name. Nathaniel Levi Gates, Jr. #BlackHistory #AmericanHistory #BlackLivesMatter ","July 4, 1996 unarmed Gulf War veteran Nathaniel Levi Gaines was shot in the back by a member of the New York City Police. Say the name. Nathaniel Levi Gates, Jr. Black History American History Black Lives Matter "
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/HtfdSRWf via @Change,Mayor Jacob Frey: Justice for George Floyd - Sign the Petition!  via 
POWER TO THE PEOPLE! #GeorgeFloyd #PoliceBrutality #TheShowMustBePaused #FreedomAintFree #EnoughIsEnough #NoJusticeNoPeace #RevolutionIsChange #StandWithThePeople… https://www.instagram.com/p/CBA2LdlF9kfP-T7BD77tsDwaW3tjNNPyuZsofo0/?igshid=v2gcbjilajpa,POWER TO THE PEOPLE! George Floyd Police Brutality The Show Must Be Paused Freedom Aint Free Enough Is Enough No Justice No Peace Revolution Is Change Stand With The People… 
@heezo thank you for your clear message on what we all can do to effect change. @mollywood thanks for providing the forum #BlackLivesMatter , thank you for your clear message on what we all can do to effect change.  thanks for providing the forum Black Lives Matter 
Has the left wing media finished potraying President as creating a killer virus to destroy the great economy he built and strangling George Floyd yet....,Has the left wing media finished potraying President as creating a killer virus to destroy the great economy he built and strangling George Floyd yet....
The Independent: George Floyd protests – live: Trump lashes out at top general Jim Mattis after scathing attack on ‘immature leadership’ as Obama delivers message of hope. http://www.independent.co.uk/news/world/americas/george-floyd-protests-live-trump-black-lives-matter-police-riots-today-update-a9548041.html via @GoogleNews,The Independent: George Floyd protests – live: Trump lashes out at top general Jim Mattis after scathing attack on ‘immature leadership' as Obama delivers message of hope.  via 
"Required Listening. If you haven’t heard it, get hip. Way ahead of its time and timeless. Get hip to this. Thanks garlandjeffreysofficial ! #wakeup #blacklivesmatter #hailhailrockandroll @Coney Island USA https://www.instagram.com/p/CBA245LAvqK/?igshid=6pjfhx49ivqr","Required Listening. If you haven't heard it, get hip. Way ahead of its time and timeless. Get hip to this. Thanks garlandjeffreysofficial ! wakeup blacklivesmatter hailhailrockandroll  Island USA "
"New mural a couple blocks from our house #morningwalks #blm #blacklivesmatter @Pittsburgh, Pennsylvania https://www.instagram.com/p/CBA3LarjNmA/?igshid=306b9kcjx5xv",New mural a couple blocks from our house morningwalks blm blacklivesmatter  Pennsylvania 
"Former Secretary of Defense James Mattis issued a statement calling President Trump the first president in his lifetime that ""does not try to unite the American people"" as nationwide protests continue over the death of George Floyd. ","Former Secretary of Defense James Mattis issued a statement calling President Trump the first president in his lifetime that ""does not try to unite the American people"" as nationwide protests continue over the death of George Floyd. "
"Yesterday I learned that the call to “defund the police” really means to give that extra money to black communities so that they can self-police and build on infrastructure. It’s ok to ask questions. We’re listening, learning and taking action together. #BlackLivesMatter","Yesterday I learned that the call to ""defund the police"" really means to give that extra money to black communities so that they can self-police and build on infrastructure. it is ok to ask questions. we are listening, learning and taking action together. Black Lives Matter"
"Officers and their abuse of power and brutality cases are one off situations. I replied, well you know only 1% of the population have lost their lives to COVID but that hasn't make YOU any less ""cautious"". #BlackLivesMatter #COVID #2020Protests #thisisamerica2020 #boombaclat","Officers and their abuse of power and brutality cases are one off situations. I replied, well you know only 1% of the population have lost their lives to COVID but that hasn't make YOU any less ""cautious"". Black Lives Matter COVID 2020Protests thisisamerica2020 boombaclat"
@CalThomas excellent article in wash times today. But the real problem is Soros sponsored groups jumping on any testy situation. The killing of George Floyd was horrendous but has been escalated into riots by white vigilantes who hate the ., excellent article in wash times today. But the real problem is Soros sponsored groups jumping on any testy situation. The killing of George Floyd was horrendous but has been escalated into riots by white vigilantes who hate the .
My timeline is back to normal and that not ok. This isn’t over. We need to continue to spread awareness because there are still protests. There are still black peoples being mistreated and dying. Continue the fight! #BlackLivesMatter,My timeline is back to normal and that not ok. This isn't over. We need to continue to spread awareness because there are still protests. There are still black peoples being mistreated and dying. Continue the fight! Black Lives Matter
"People literally get paid to hold signs that say ""eat more chicken,"" but if you hold a sign that says ""Black Lives Matter,"" you're now at increased risk of death.","People literally get paid to hold signs that say ""eat more chicken,"" but if you hold a sign that says ""Black Lives Matter,"" you are now at increased risk of death."
Let's check my time line to see how many Black @drewbrees is are burning his sorry ass jersey this morning @Saints @Kaepernick7 #BlackLivesMatter,let is check my time line to see how many Black  is are burning his sorry ass jersey this morning   Black Lives Matter
Use your platform to shed light on just how real racism and inequality are in our profession because your voice is critical. Silence is deafening. #TwitteRx #BlackLivesMatter,Use your platform to shed light on just how real racism and inequality are in our profession because your voice is critical. Silence is deafening. Twitte Rx Black Lives Matter
Continue to use your platform when #BLM isn’t a “trending” topic anymore to raise awareness and educate others. #TwitteRx #BlackLivesMatter,"Continue to use your platform when BLM isn't a ""trending"" topic anymore to raise awareness and educate others. Twitte Rx Black Lives Matter"
Time to make a difference today. Getting active with 100+ of my brothers in the streets of HARLEM. #BlackLivesMatter,Time to make a difference today. Getting active with 100+ of my brothers in the streets of HARLEM. Black Lives Matter
Yes! Btw...I love your shirt! #EverydayAtDunbar @DunbarLPP still representing in the streets. #BlackLivesMatter #KnowYourRights,Yes! Btw...I love your shirt! Everyday At Dunbar  still representing in the streets. Black Lives Matter Know Your Rights
.@Visa has put together a comprehensive program to back #BlackLivesMatter internally and externally. Overwhelming corporate response is definitely a sign the protests are working. ,. has put together a comprehensive program to back Black Lives Matter internally and externally. Overwhelming corporate response is definitely a sign the protests are working. 
Trump supporters are so fucking stupid!!! Forcing a small business to reopen because you want a haircut IS NOT the same as fighting racist fucks who enjoy killing black Americans! Fuck off with you saying “Understand now!” #FUCKOFF #BlackLivesMatter #FuckTrump #FuckWhitePeople,"Trump supporters are so fucking stupid!!! Forcing a small business to reopen because you want a haircut IS NOT the same as fighting racist fucks who enjoy killing black Americans! Fuck off with you saying ""Understand now!"" FUCKOFF Black Lives Matter Fuck Trump Fuck White People"
The world watching and hopefully learning #BlackLivesMatter,The world watching and hopefully learning Black Lives Matter
People must demand concrete change from institutions. Saying they support the #BlackLivesMatter movement is not enough! They need to listen to POCs at their institutions and beyond to understand what is needed.,People must demand concrete change from institutions. Saying they support the Black Lives Matter movement is not enough! They need to listen to POCs at their institutions and beyond to understand what is needed.
"Yo Twitter, y’all need to do your thing with this racist piece of shit. He sent this to a mutual friend on Facebook. He has now deleted his account on Facebook. #blacklifematters #BlackLivesMatter #DrewBrees #ThursdayThoughts #earthquake #RacismInAmerica","Yo Twitter, y'all need to do your thing with this racist piece of shit. He sent this to a mutual friend on Facebook. He has now deleted his account on Facebook. blacklifematters Black Lives Matter Drew Brees Thursday Thoughts earthquake Racism In America"
How much he truly cares about the American people. (COVID-19) Defense Production Act - ehhhh I’ll wait. (Black Lives Matter) Insurrection Act - Lightspeed go!!,How much he truly cares about the American people. (COVID-19) Defense Production Act - ehhhh i will wait. (Black Lives Matter) Insurrection Act - Lightspeed go!!
Last known address. He took down his Facebook so my friends are trying to figure out his workplace to alert them. Seems like a winner. #blacklifematters #BlackLivesMatter #RacismInAmerica,Last known address. He took down his Facebook so my friends are trying to figure out his workplace to alert them. Seems like a winner. blacklifematters Black Lives Matter Racism In America
