text,tweet_text
Why you come march with us sister? Then you can make tweeted listicle of what the police and national guard are doing too! #BlackLivesMatter #GeorgeFloyd,Why you come march with us sister? Then you can make tweeted listicle of what the police and national guard are doing too! #BlackLivesMatter #GeorgeFloyd
"As a mother of white boys, I worry about a million things when they leave the house, but the one thing I’ve never worried about is them getting harassed or killed by police just because of the color of their skin. #WhitePrivilege #BlackLivesMatter ","As a mother of white boys, I worry about a million things when they leave the house, but the one thing I’ve never worried about is them getting harassed or killed by police just because of the color of their skin. #WhitePrivilege #BlackLivesMatter "
Lol. 3500 murders last year and the police acocunted for less than 1% 7 murders during the riots of George Floyd. If that doesnt tell you everything you need to know i cant help you,Lol. 3500 murders last year and the police acocunted for less than 1% 7 murders during the riots of George Floyd. If that doesnt tell you everything you need to know i cant help you
Amen! #BlackLivesMatter ,Amen! #BlackLivesMatter 
Retweet #BlackLivesMatter #ICantBreathe #protests2020 #BlackLivesMatterDC,Retweet #BlackLivesMatter #ICantBreathe #protests2020 #BlackLivesMatterDC
"Wow. This whole piece is garbage, but @DanHenninger should be ashamed for this line... “George Floyd died after rough treatment from arresting Minneapolis policeman Derek Chauvin, who was arrested and charged with murder.” ","Wow. This whole piece is garbage, but @DanHenninger should be ashamed for this line... “George Floyd died after rough treatment from arresting Minneapolis policeman Derek Chauvin, who was arrested and charged with murder.” "
"Covid-19 has killed more Americans in 6 months than the Vietnam War in 19 years. Now, it will definitely kill more black Americans than the police have. Protesting during a #pandemic is killing more black Americans than white supremacy. Act like #BlackLivesMatter #biggerpicture","Covid-19 has killed more Americans in 6 months than the Vietnam War in 19 years. Now, it will definitely kill more black Americans than the police have. Protesting during a #pandemic is killing more black Americans than white supremacy. Act like #BlackLivesMatter #biggerpicture"
"Personal opinion: #BLACK_LIVES_MATTER is a human rights issue, not a political one. ","Personal opinion: #BLACK_LIVES_MATTER is a human rights issue, not a political one. "
Hope. #blacklifematters #BlackLivesMatter #thursdayvibes #nojusticenopeace #thursdaymorning #GeorgeFloyd,Hope. #blacklifematters #BlackLivesMatter #thursdayvibes #nojusticenopeace #thursdaymorning #GeorgeFloyd
remember when they said “this is the most diverse group of cops you could get. It’s not about race”. Lk THIS is what they see as diverse? I guess this is the extent of diversity they’ll tolerate.. as long as they’re still the majority and the other two can pass..#BlackLivesMatter ,remember when they said “this is the most diverse group of cops you could get. It’s not about race”. Lk THIS is what they see as diverse? I guess this is the extent of diversity they’ll tolerate.. as long as they’re still the majority and the other two can pass..#BlackLivesMatter 
@CNN @MSNBC what happened to the side box with the current COVID19 numbers? Don’t forget about this problem for another. #BlackLivesMatter,@CNN @MSNBC what happened to the side box with the current COVID19 numbers? Don’t forget about this problem for another. #BlackLivesMatter
"Good Morning, This cartoon is a good analogy as to why saying All Lives Matter is a slap in the face to Black Lives Matter. No one ever said that All lives didn't matter, it's just that the systematic oppression,… https://www.instagram.com/p/CBAyfl_nQV7/?igshid=fniy4pqwusmg","Good Morning, This cartoon is a good analogy as to why saying All Lives Matter is a slap in the face to Black Lives Matter. No one ever said that All lives didn't matter, it's just that the systematic oppression,… https://www.instagram.com/p/CBAyfl_nQV7/?igshid=fniy4pqwusmg"
Moments from yesterday. Wednesday was the first day that felt relatively calm after nearly a week of tumultuous events in the aftermath of George Floyd’s murder by former Minneapolis police officer Derek Chauvin… https://www.instagram.com/p/CBAyyKJlT1G/?igshid=18gssknag907v,Moments from yesterday. Wednesday was the first day that felt relatively calm after nearly a week of tumultuous events in the aftermath of George Floyd’s murder by former Minneapolis police officer Derek Chauvin… https://www.instagram.com/p/CBAyyKJlT1G/?igshid=18gssknag907v
#Richmond #RVA #RichmondVA #RichmondProtest #RVAProtest #loveRVA #GeorgeFloyd #GeorgeFloydProtests #BlackLivesMatter,#Richmond #RVA #RichmondVA #RichmondProtest #RVAProtest #loveRVA #GeorgeFloyd #GeorgeFloydProtests #BlackLivesMatter
We're witnessing the mainstream media call shenanigans on everything #coronavirus related for the last 6 months for the same of painting a @POTUS a racist with the blood of #GeorgeFloyd over his handling of the aftermath of the murder. Nevermind people are destroying themselves.,We're witnessing the mainstream media call shenanigans on everything #coronavirus related for the last 6 months for the same of painting a @POTUS a racist with the blood of #GeorgeFloyd over his handling of the aftermath of the murder. Nevermind people are destroying themselves.
They’re going to blame George Floyd’s death on COVID...,They’re going to blame George Floyd’s death on COVID...
"@Wendys $KD131630 Is My Cash App Name, I Need You All atp Promote #BlackTransLivesMatter Just As Much As #BlackLivesMatter Come On Fight The Big Fight","@Wendys $KD131630 Is My Cash App Name, I Need You All atp Promote #BlackTransLivesMatter Just As Much As #BlackLivesMatter Come On Fight The Big Fight"
$KD131630 @square @CashApp #BlackLivesMatter Stand Up... And Give Back! ,$KD131630 @square @CashApp #BlackLivesMatter Stand Up... And Give Back! 
Many of us criticize white silence and we have not used our own voices. If you're in the area come and be a part of this... #enoughisenough #blacklivesmatter #racism #timetospeak... #diversityequityinclusion,Many of us criticize white silence and we have not used our own voices. If you're in the area come and be a part of this... #enoughisenough #blacklivesmatter #racism #timetospeak... #diversityequityinclusion
I would not have posted white lives matter or blue lives matter or even black lives matter because it’s understood thou shall not kill. This is one one the most hateful trends these people are no better than nazis ,I would not have posted white lives matter or blue lives matter or even black lives matter because it’s understood thou shall not kill. This is one one the most hateful trends these people are no better than nazis 
"I might not be the same, but that’s not important. No freedom till we’re equal, damn right I support it. #BlackLivesMatter ","I might not be the same, but that’s not important. No freedom till we’re equal, damn right I support it. #BlackLivesMatter "
"#Repost rvamag ・・・ Justice for George Floyd • The (soon to be former) Confederate statue of Robert E. Lee lit up with a message of solidarity against police violence • Last night in Richmond, Va • This photo was… https://www.instagram.com/p/CBA0THKlOPr/?igshid=13pa8ohha8hi0","#Repost rvamag ・・・ Justice for George Floyd • The (soon to be former) Confederate statue of Robert E. Lee lit up with a message of solidarity against police violence • Last night in Richmond, Va • This photo was… https://www.instagram.com/p/CBA0THKlOPr/?igshid=13pa8ohha8hi0"
"Photo by: @deedwyerjonts Location: The White House ————————————————————————— As People protest after the death of “George Floyd” at the White House on June 2, 2020, Snipers can be seen on the rooftop surveilling… https://www.instagram.com/p/CBA0gtpBkk7/?igshid=if9yaa1kqchp","Photo by: @deedwyerjonts Location: The White House ————————————————————————— As People protest after the death of “George Floyd” at the White House on June 2, 2020, Snipers can be seen on the rooftop surveilling… https://www.instagram.com/p/CBA0gtpBkk7/?igshid=if9yaa1kqchp"
#change #growth #2020 #BlackLivesMatter ,#change #growth #2020 #BlackLivesMatter 
"Mokun: ""...as a black journalist this feeling is almost unreal.. though this protest is outside you can feel emotion of hundreds, if not thousands who together have taken a knee."" A thread from last night. #RVA #RichmondProtest #RVAProtest #loveRVA #BlackLivesMatter ","Mokun: ""...as a black journalist this feeling is almost unreal.. though this protest is outside you can feel emotion of hundreds, if not thousands who together have taken a knee."" A thread from last night. #RVA #RichmondProtest #RVAProtest #loveRVA #BlackLivesMatter "
"Wait, they really trynna say that George Floyd had conroa ","Wait, they really trynna say that George Floyd had conroa "
A sea of people united for a cause! Says a lot about the cause! #BlackLivesMatter #HongKongProtests #Tiananmen #TiananmenVigil,A sea of people united for a cause! Says a lot about the cause! #BlackLivesMatter #HongKongProtests #Tiananmen #TiananmenVigil
"#GeorgeFloyd when all the protestors and the mourners fall ill and/or perish from #coronavirus in cities and states run by @DNC politicians, who will the media blame for Pandemic Spread? They should be looking in the mirror because it is they who have been fanning the flames.","#GeorgeFloyd when all the protestors and the mourners fall ill and/or perish from #coronavirus in cities and states run by @DNC politicians, who will the media blame for Pandemic Spread? They should be looking in the mirror because it is they who have been fanning the flames."
George Floyd’s murder triggered global outrage &amp; came as we face a pandemic which put a chokehold on our economy &amp; killed 1000’s with an illness causing shortness of breath. Today’s #QuarantineJukebox song is Harder To Breathe by Maroon 5. https://youtu.be/rV8NHsmVMPE #ICantBreathe,George Floyd’s murder triggered global outrage &amp; came as we face a pandemic which put a chokehold on our economy &amp; killed 1000’s with an illness causing shortness of breath. Today’s #QuarantineJukebox song is Harder To Breathe by Maroon 5. https://youtu.be/rV8NHsmVMPE #ICantBreathe
Looking for a reason to go downtown? Interested in peacefully making your voice as an activist and/or ally heard? Msg me! #BlackLivesMatter,Looking for a reason to go downtown? Interested in peacefully making your voice as an activist and/or ally heard? Msg me! #BlackLivesMatter
"“We don’t know how long, but we feel like to race to get rid of it, to rush to either spray wash off everything, just kind of sweeps the conversation under the rug...” -Charlie Dupree, Rector of St. Paul's #RVA #RichmondProtest #RVAProtest #loveRVA #BlackLivesMatter ","“We don’t know how long, but we feel like to race to get rid of it, to rush to either spray wash off everything, just kind of sweeps the conversation under the rug...” -Charlie Dupree, Rector of St. Paul's #RVA #RichmondProtest #RVAProtest #loveRVA #BlackLivesMatter "
If you cheered for Katniss you need to be screaming Black Lives Matter and get into the arena.,If you cheered for Katniss you need to be screaming Black Lives Matter and get into the arena.
#BlackLivesMatter we shouldn’t have to say this. Don’t protest a protest. ,#BlackLivesMatter we shouldn’t have to say this. Don’t protest a protest. 
"Senator...do black lives matter to you? If so, say so!","Senator...do black lives matter to you? If so, say so!"
"@ChrisStigall Chris, you took my thoughts right out of my brain! I will only take the knee to Christ! And I will not feel white guilt as I had nothing to do with George Floyd dying! Someday we will all bow down to Christ &amp; until that day comes not gonna do it for mankind!","@ChrisStigall Chris, you took my thoughts right out of my brain! I will only take the knee to Christ! And I will not feel white guilt as I had nothing to do with George Floyd dying! Someday we will all bow down to Christ &amp; until that day comes not gonna do it for mankind!"
"July 4, 1996 unarmed Gulf War veteran Nathaniel Levi Gaines was shot in the back by a member of the New York City Police. Say the name. Nathaniel Levi Gates, Jr. #BlackHistory #AmericanHistory #BlackLivesMatter ","July 4, 1996 unarmed Gulf War veteran Nathaniel Levi Gaines was shot in the back by a member of the New York City Police. Say the name. Nathaniel Levi Gates, Jr. #BlackHistory #AmericanHistory #BlackLivesMatter "
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/HtfdSRWf via @Change,Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/HtfdSRWf via @Change
POWER TO THE PEOPLE! #GeorgeFloyd #PoliceBrutality #TheShowMustBePaused #FreedomAintFree #EnoughIsEnough #NoJusticeNoPeace #RevolutionIsChange #StandWithThePeople… https://www.instagram.com/p/CBA2LdlF9kfP-T7BD77tsDwaW3tjNNPyuZsofo0/?igshid=v2gcbjilajpa,POWER TO THE PEOPLE! #GeorgeFloyd #PoliceBrutality #TheShowMustBePaused #FreedomAintFree #EnoughIsEnough #NoJusticeNoPeace #RevolutionIsChange #StandWithThePeople… https://www.instagram.com/p/CBA2LdlF9kfP-T7BD77tsDwaW3tjNNPyuZsofo0/?igshid=v2gcbjilajpa
@heezo thank you for your clear message on what we all can do to effect change. @mollywood thanks for providing the forum #BlackLivesMatter ,@heezo thank you for your clear message on what we all can do to effect change. @mollywood thanks for providing the forum #BlackLivesMatter 
Has the left wing media finished potraying President as creating a killer virus to destroy the great economy he built and strangling George Floyd yet....,Has the left wing media finished potraying President as creating a killer virus to destroy the great economy he built and strangling George Floyd yet....
The Independent: George Floyd protests – live: Trump lashes out at top general Jim Mattis after scathing attack on ‘immature leadership’ as Obama delivers message of hope. http://www.independent.co.uk/news/world/americas/george-floyd-protests-live-trump-black-lives-matter-police-riots-today-update-a9548041.html via @GoogleNews,The Independent: George Floyd protests – live: Trump lashes out at top general Jim Mattis after scathing attack on ‘immature leadership’ as Obama delivers message of hope. http://www.independent.co.uk/news/world/americas/george-floyd-protests-live-trump-black-lives-matter-police-riots-today-update-a9548041.html via @GoogleNews
"Required Listening. If you haven’t heard it, get hip. Way ahead of its time and timeless. Get hip to this. Thanks garlandjeffreysofficial ! #wakeup #blacklivesmatter #hailhailrockandroll @Coney Island USA https://www.instagram.com/p/CBA245LAvqK/?igshid=6pjfhx49ivqr","Required Listening. If you haven’t heard it, get hip. Way ahead of its time and timeless. Get hip to this. Thanks garlandjeffreysofficial ! #wakeup #blacklivesmatter #hailhailrockandroll @Coney Island USA https://www.instagram.com/p/CBA245LAvqK/?igshid=6pjfhx49ivqr"
"New mural a couple blocks from our house #morningwalks #blm #blacklivesmatter @Pittsburgh, Pennsylvania https://www.instagram.com/p/CBA3LarjNmA/?igshid=306b9kcjx5xv","New mural a couple blocks from our house #morningwalks #blm #blacklivesmatter @Pittsburgh, Pennsylvania https://www.instagram.com/p/CBA3LarjNmA/?igshid=306b9kcjx5xv"
"Former Secretary of Defense James Mattis issued a statement calling President Trump the first president in his lifetime that ""does not try to unite the American people"" as nationwide protests continue over the death of George Floyd. ","Former Secretary of Defense James Mattis issued a statement calling President Trump the first president in his lifetime that ""does not try to unite the American people"" as nationwide protests continue over the death of George Floyd. "
"Yesterday I learned that the call to “defund the police” really means to give that extra money to black communities so that they can self-police and build on infrastructure. It’s ok to ask questions. We’re listening, learning and taking action together. #BlackLivesMatter","Yesterday I learned that the call to “defund the police” really means to give that extra money to black communities so that they can self-police and build on infrastructure. It’s ok to ask questions. We’re listening, learning and taking action together. #BlackLivesMatter"
"Officers and their abuse of power and brutality cases are one off situations. I replied, well you know only 1% of the population have lost their lives to COVID but that hasn't make YOU any less ""cautious"". #BlackLivesMatter #COVID #2020Protests #thisisamerica2020 #boombaclat","Officers and their abuse of power and brutality cases are one off situations. I replied, well you know only 1% of the population have lost their lives to COVID but that hasn't make YOU any less ""cautious"". #BlackLivesMatter #COVID #2020Protests #thisisamerica2020 #boombaclat"
@CalThomas excellent article in wash times today. But the real problem is Soros sponsored groups jumping on any testy situation. The killing of George Floyd was horrendous but has been escalated into riots by white vigilantes who hate the .,@CalThomas excellent article in wash times today. But the real problem is Soros sponsored groups jumping on any testy situation. The killing of George Floyd was horrendous but has been escalated into riots by white vigilantes who hate the .
My timeline is back to normal and that not ok. This isn’t over. We need to continue to spread awareness because there are still protests. There are still black peoples being mistreated and dying. Continue the fight! #BlackLivesMatter,My timeline is back to normal and that not ok. This isn’t over. We need to continue to spread awareness because there are still protests. There are still black peoples being mistreated and dying. Continue the fight! #BlackLivesMatter
"People literally get paid to hold signs that say ""eat more chicken,"" but if you hold a sign that says ""Black Lives Matter,"" you're now at increased risk of death.","People literally get paid to hold signs that say ""eat more chicken,"" but if you hold a sign that says ""Black Lives Matter,"" you're now at increased risk of death."
Let's check my time line to see how many Black @drewbrees is are burning his sorry ass jersey this morning @Saints @Kaepernick7 #BlackLivesMatter,Let's check my time line to see how many Black @drewbrees is are burning his sorry ass jersey this morning @Saints @Kaepernick7 #BlackLivesMatter
Use your platform to shed light on just how real racism and inequality are in our profession because your voice is critical. Silence is deafening. #TwitteRx #BlackLivesMatter,Use your platform to shed light on just how real racism and inequality are in our profession because your voice is critical. Silence is deafening. #TwitteRx #BlackLivesMatter
Continue to use your platform when #BLM isn’t a “trending” topic anymore to raise awareness and educate others. #TwitteRx #BlackLivesMatter,Continue to use your platform when #BLM isn’t a “trending” topic anymore to raise awareness and educate others. #TwitteRx #BlackLivesMatter
