text,tweet_text
"Looters in Atlanta have now broken into one of the most expensive malls in all of America. Make no mistake, this has absolutely nothing to do with George Floyd’s death or justice. ","Looters in Atlanta have now broken into one of the most expensive malls in all of America. Make no mistake, this has absolutely nothing to do with George floyd is death or justice. "
Man right here in the gray sweatshirt lead a peaceful protest here tonight in Baltimore and now got himself and the people of the CITY a meeting with the police commissioner tomorrow at 12pm. Hats off to this gentleman right here. #Baltimore #GeorgeFloyd ,Man right here in the gray sweatshirt lead a peaceful protest here tonight in Baltimore and now got himself and the people of the CITY a meeting with the police commissioner tomorrow at 12pm. Hats off to this gentleman right here. Baltimore George Floyd 
"Philly police attempt to disperse crowd after hundreds mased/gassed on Parkway. This was @5:30 as curfew nears. Dude w/ white shirt provokes scuffle, shoves baton into civilian’s throat. #phillyprotest #blacklivesmatter #GeorgeFloydprotests #protests2020 – at Park Towne Place Premier Apartment Homes","Philly police attempt to disperse crowd after hundreds mased/gassed on Parkway. This was  as curfew nears. Dude w/ white shirt provokes scuffle, shoves baton into civilian is throat. phillyprotest blacklivesmatter George Floydprotests protests2020 – at Park Towne Place Premier Apartment Homes"
"An image for the history books: Peaceful protestors sing “Lean On Me” as federal and military police look on, standing guard in front of military vehicles parked in front of the White House. #GeorgeFloyd ","An image for the history books: Peaceful protestors sing ""Lean On Me"" as federal and military police look on, standing guard in front of military vehicles parked in front of the White House. George Floyd "
Here’s Hennepin County Attorney Mike Freeman claiming today there’s “other evidence” beyond the video of #GeorgeFloyd being killed by a Minneapolis cop that doesn’t support criminal charges against that cop (he doesn’t mention what this evidence is) ,"here is Hennepin County Attorney Mike Freeman claiming today there is ""other evidence"" beyond the video of George Floyd being killed by a Minneapolis cop that doesn't support criminal charges against that cop (he doesn't mention what this evidence is) "
"Live Drone Footage recorded by me of a peaceful protest in Newark, NJ . Protesting for George Floyd and justice to the men responsible. We are protesting for all lives lost due to racism and inequality – at Newark City Hall","Live Drone Footage recorded by me of a peaceful protest in Newark, NJ . Protesting for George Floyd and justice to the men responsible. We are protesting for all lives lost due to racism and inequality – at Newark City Hall"
"Mr. @realDonaldTrump We don’t need to crack down on protesters, but to Listen to the protesters! #BlackLivesMatter ","Mr.  We don't need to crack down on protesters, but to Listen to the protesters! Black Lives Matter "
George Floyd was part of #SteelerNation,George Floyd was part of Steeler Nation
Shooting someone in the back is the act of a coward. Any cop who shoots someone in the back is both a coward and a murderer. #AtlantaShooting #BlackLivesMatter,Shooting someone in the back is the act of a coward. Any cop who shoots someone in the back is both a coward and a murderer. Atlanta Shooting Black Lives Matter
#GeorgeFloyd Protest just outside of the White House. – at Lafayette Statue,George Floyd Protest just outside of the White House. – at Lafayette Statue
DEVELOPING: 150 people shutdown 14 & U St. in DC over the death of #GeorgeFloyd. They’re not satisfied with the arrest of former Minneapolis Police Officer Derek Chauvin. Some are outraged he’s only facing 3rd degree murder &amp; manslaughter. Some want 1st degree charge. #DCProtest,DEVELOPING: 150 people shutdown 14 & U St. in DC over the death of George Floyd. they are not satisfied with the arrest of former Minneapolis Police Officer Derek Chauvin. Some are outraged he is only facing 3rd degree murder &amp; manslaughter. Some want 1st degree charge. D C Protest
"#NOW: Hundreds are packing into H Street north of the White House for a third consecutive evening of protests over the death of George Floyd. Turnout is high even after yesterday’s clashes. It’s wholly peaceful at the moment, they’ve taken a knee chanting “stop killing us.” ","NOW: Hundreds are packing into H Street north of the White House for a third consecutive evening of protests over the death of George Floyd. Turnout is high even after yesterday is clashes. it is wholly peaceful at the moment, they have taken a knee chanting ""stop killing us."" "
"The scene outside the White House this evening. #GeorgeFloyd Police have Lafayette Square and a section of Pennsylvania Avenue blocked off, so demonstrators are gathering on H Street. @realDonaldTrump arrived back from Florida about 20 minutes ago. – at The White House","The scene outside the White House this evening. George Floyd Police have Lafayette Square and a section of Pennsylvania Avenue blocked off, so demonstrators are gathering on H Street.  arrived back from Florida about 20 minutes ago. – at The White House"
"Through my tears, I wrote down some thoughts about how I’m processing George Floyd ","Through my tears, I wrote down some thoughts about how i am processing George Floyd "
"On #BlackLivesMatter Plaza, we said “no” In November, we say “next” ","On Black Lives Matter Plaza, we said ""no"" In November, we say ""next"" "
"Protest is growing outside the White House. Protesters chant, “Black Lives Matter, “No Justice, No Peace.” They’re outraged over the deaths of George Floyd, Breonna Taylor and other unarmed African Americans in the United States. #GeorgeFloyd #BreonnaTaylor @NBCNews @MSNBC – at The White House","Protest is growing outside the White House. Protesters chant, ""Black Lives Matter, ""No Justice, No Peace."" they are outraged over the deaths of George Floyd, Breonna Taylor and other unarmed African Americans in the United States. George Floyd Breonna Taylor   – at The White House"
VIDEO — Freeze frame of DC Police firing what appear to be pepper balls into the Lafayette Square crowd. One of our photojournalists had to take time to recover and clean his eyes #BlackLivesMatter @WUSA9,VIDEO — Freeze frame of DC Police firing what appear to be pepper balls into the Lafayette Square crowd. One of our photojournalists had to take time to recover and clean his eyes Black Lives Matter 
Thank you for your Black Lives Matter post. Now show me your budget. ,Thank you for your Black Lives Matter post. Now show me your budget. 
"If you support Black Lives Matter, you must back housing for all. @afrolatinax @BostonGlobe","If you support Black Lives Matter, you must back housing for all.  "
"Really upbeat here right now, after a man walked into the middle of the massive crowd blasting music. People are singing, dancing & waving signs. Some demonstrators remain face to face with the military & federal police, but things are peaceful at this #GeorgeFloyd protest. – at Lafayette Square Park","Really upbeat here right now, after a man walked into the middle of the massive crowd blasting music. People are singing, dancing & waving signs. Some demonstrators remain face to face with the military & federal police, but things are peaceful at this George Floyd protest. – at Lafayette Square Park"
NEW — Unmarked Officers guarding White House: DC Code requires District personnel policing First Amendment assemblies to be equipped with “enhanced identification” badges. That rule does NOT apply to federal law enforcement officers. #GeorgeFloyd @WUSA9,"NEW — Unmarked Officers guarding White House: DC Code requires District personnel policing First Amendment assemblies to be equipped with ""enhanced identification"" badges. That rule does NOT apply to federal law enforcement officers. George Floyd "
“Racism is a public health crisis!” About a hundred doctors and nurses join the #BlackLivesMatter protest here in DC. ,"""Racism is a public health crisis!"" About a hundred doctors and nurses join the Black Lives Matter protest here in DC. "
"Calmer now with loud and ceaseless chanting at the White House, among the shouts here: George Floyd, say his name/No morals, no peace/Stop killing us/I can’t breathe. “None of us WANT to be here in the middle of a pandemic,” a protester yells out from the crowd behind me. ","Calmer now with loud and ceaseless chanting at the White House, among the shouts here: George Floyd, say his name/No morals, no peace/Stop killing us/I can't breathe. ""None of us WANT to be here in the middle of a pandemic,"" a protester yells out from the crowd behind me. "
"As an #Episcopal priest, I unequivocally condemn the display of militaristic white supremacy crap that just took place in front of St. John's Episcopal Church in Washington D.C. #BlackLivesMatter #protests2020 #vile","As an Episcopal priest, I unequivocally condemn the display of militaristic white supremacy crap that just took place in front of St. john is Episcopal Church in Washington D.C. Black Lives Matter protests2020 vile"
"#NOW: Hundreds are taking a knee and chanting near the White House for a fifth day of protests over George Floyd’s death, back even after two days of escalating force from police. This might be the most people I’ve seen gather this early in the evening. – at Lafayette Square Park","NOW: Hundreds are taking a knee and chanting near the White House for a fifth day of protests over George floyd is death, back even after two days of escalating force from police. This might be the most people i have seen gather this early in the evening. – at Lafayette Square Park"
He spent millions of dollars to bring in the military because he wanted a show. She showed him with a squad of talented artists and a few buckets of paint. #BlackLivesMatter ,He spent millions of dollars to bring in the military because he wanted a show. She showed him with a squad of talented artists and a few buckets of paint. Black Lives Matter 
Black Lives Matter at West Virginia University. ,Black Lives Matter at West Virginia University. 
"TODAY at 3:45 PM ET, join us LIVE on Facebook in observing a moment of silence for #8minutesand46seconds. If you can, stop everything, and take those moments to honor the life of #GeorgeFloyd. #JusticeForGeorgeFloyd #BlackLivesMatter #BLM #iCantBreathe #WeAreDoneDying","TODAY at 3:45 PM ET, join us LIVE on Facebook in observing a moment of silence for 8minutesand46seconds. If you can, stop everything, and take those moments to honor the life of George Floyd. Justice For George Floyd Black Lives Matter BLM Cant Breathe We Are Done Dying"
"“In policing, people always talk about “bad apples.” Well, bad apples come from rotten trees—law enforcement agencies imbued with structural racism.” Read my latest article at @BrookingsGov about #GeorgeFloyd #ChristianCooper #protests @BrookingsInst","""In policing, people always talk about ""bad apples."" Well, bad apples come from rotten trees—law enforcement agencies imbued with structural racism."" Read my latest article at  about George Floyd Christian Cooper protests "
"Hundreds gathered now for a day of #GeorgeFloydProtests here at Black Lives Matter Plaza, formerly 16th Street. The tone is upbeat. Food, music, limited police presence. It’s hard to imagine this was a battlefield less than a week ago. ","Hundreds gathered now for a day of George Floyd Protests here at Black Lives Matter Plaza, formerly 16th Street. The tone is upbeat. Food, music, limited police presence. it is hard to imagine this was a battlefield less than a week ago. "
"“It is very moving, very moving, very impressive. I think what the people in DC and around the nation are sending a mighty, powerful and strong message to the world that WE WILL GET THERE.” Congressman John Lewis on #BlackLivesMatter Plaza this morning ","""It is very moving, very moving, very impressive. I think what the people in DC and around the nation are sending a mighty, powerful and strong message to the world that WE WILL GET THERE."" Congressman John Lewis on Black Lives Matter Plaza this morning "
"Washington D.C. — today’s peaceful protest. Demands of justice for George Floyd, Breonna Taylor and Ahmaud Arbery. ","Washington D.C. — today is peaceful protest. Demands of justice for George Floyd, Breonna Taylor and Ahmaud Arbery. "
"DEVELOPING: Hundreds of people are peacefully protesting at Howard University in Washington, DC. They plan to march to the White House. They demand the 3 other officers also be arrested & charged in the death of #GeorgeFloyd. @msnbc @nbcwashington @NBCBLK – at Howard University","DEVELOPING: Hundreds of people are peacefully protesting at Howard University in Washington, DC. They plan to march to the White House. They demand the 3 other officers also be arrested & charged in the death of George Floyd.    – at Howard University"
"Social security told me stop showing off, I told em shut up black lives matter BITCH ","Social security told me stop showing off, I told em shut up black lives matter BITCH "
"Today on May 30,2020, history was made in Newark, NJ as hundreds of people gathered PEACEFULLY to protest against the murder of George Floyd &amp; to promote justice and solidarity throughout this nation. I am so proud of us for taking a step towards change! We did this!!! ","Today on May 30,2020, history was made in Newark, NJ as hundreds of people gathered PEACEFULLY to protest against the murder of George Floyd &amp; to promote justice and solidarity throughout this nation. I am so proud of us for taking a step towards change! We did this!!! "
"Literially, the current ariel view of 16th street in Washington, DC headed towards the Whitehouse. Giant Black Lives Matter mural painted into the street. #BlackLivesMatterDC #blacklivesmatter ","Literially, the current ariel view of 16th street in Washington, DC headed towards the Whitehouse. Giant Black Lives Matter mural painted into the street. Black Lives Matter D C blacklivesmatter "
THIS IS NOT OUR PROTEST. This is NOT OUR PROTEST. We are getting hundreds of messages because it uses the official name of our organization in DC (Black Lives Matter DC). ALSO: PLEASE. PLEASE. PLEASE. PLEASE STOP DOING “DIE-INS” ,"THIS IS NOT OUR PROTEST. This is NOT OUR PROTEST. We are getting hundreds of messages because it uses the official name of our organization in DC (Black Lives Matter DC). ALSO: PLEASE. PLEASE. PLEASE. PLEASE STOP DOING ""DIE-INS"" "
Protesters put up a memorial on the small fence near the White House: Breonna Taylor Atatiana Jefferson Ahmaud Arbery Botham Jean Philando Castile Alton Sterling Sandra Bland Michael Brown Walter Scott Laquan McDonald Tamir Rice Trayvon Martin George Floyd #BlackLivesMatter,Protesters put up a memorial on the small fence near the White House: Breonna Taylor Atatiana Jefferson Ahmaud Arbery Botham Jean Philando Castile Alton Sterling Sandra Bland Michael Brown Walter Scott Laquan McDonald Tamir Rice Trayvon Martin George Floyd Black Lives Matter
I am a Black man before anything else #BlackLivesMatter #dcprotester #GeorgeFloyd,I am a Black man before anything else Black Lives Matter dcprotester George Floyd
BLACK LIVES MATTER DC LEGAL SUPPORT FUND https://www.gofundme.com/f/defendblmdc?utm_medium=social&amp;utm_source=twitter&amp;utm_campaign=p_na+share-sheet&amp;rcid=100533376d9b4a9fa0d41ff87ec62519 @gofundme,BLACK LIVES MATTER DC LEGAL SUPPORT FUND  
"#Breaking: Former Minneapolis Police Officer #DerekChauvin, who killed #GeorgeFloyd has been arrested. We will not rest until all of the officers have been charged in this murder. #WeAreDoneDying #JusticeForGeorgeFloyd","Breaking: Former Minneapolis Police Officer Derek Chauvin, who killed George Floyd has been arrested. We will not rest until all of the officers have been charged in this murder. We Are Done Dying Justice For George Floyd"
#BREAKING — DC POLICE REINFORCEMENTS HAVE ARRIVED IN LAFAYETTE SQUARE — to protect Andrew Jackson statue in front of the White House #BlackLivesMatter @WUSA9 - Protesters we’re trying to tear down statue,BREAKING — DC POLICE REINFORCEMENTS HAVE ARRIVED IN LAFAYETTE SQUARE — to protect Andrew Jackson statue in front of the White House Black Lives Matter  - Protesters we are trying to tear down statue
"#SwannStreet has been liberated! Shoutout to everyone there who took a stand against police brutality and kept the focus on #BlackLivesMatter and #JusticeForGeorgeFloyd. Now time to #DivestfromMPD, an utter disgrace for DC. Follow @StopCopTerrorDC and @DMVBlackLives.","Swann Street has been liberated! Shoutout to everyone there who took a stand against police brutality and kept the focus on Black Lives Matter and Justice For George Floyd. Now time to Divestfrom M P D, an utter disgrace for DC. Follow  and "
"This was MayorBowser’s #BlackLivesMatterPlaza early in #DC 6/27/20. @DCPoliceDept (seen here) attacked protestors and unhoused folks EVERY MORNING. We’ve been telling the world for years, no one is listening. #DC residents are under siege. Where tf are y’all? #BlackLivesMatter – at Black Lives Matter Plaza","This was mayorbowser is Black Lives Matter Plaza early in DC 6/27/20.  (seen here) attacked protestors and unhoused folks EVERY MORNING. we have been telling the world for years, no one is listening. DC residents are under siege. Where tf are y'all? Black Lives Matter – at Black Lives Matter Plaza"
"New fence around the White House becomes a canvas for protesters. George Floyd, Black Lives Matter, racial injustice and police reform are all prominent messages: @NBCNews","New fence around the White House becomes a canvas for protesters. George Floyd, Black Lives Matter, racial injustice and police reform are all prominent messages: "
"Started peacefully, ended peacefully #BaltimoreProtest #BLACK_LIVES_MATTER ","Started peacefully, ended peacefully Baltimore Protest BLACK_LIVES_MATTER "
Protesters in front of the White House. #GeorgeFloyd. @CBSNews – at Lafayette Square Park,Protesters in front of the White House. George Floyd.  – at Lafayette Square Park
A powerful moment as protestors take a 9 minute moment of silence outside of @NMAAHC in honor of #GeorgeFloyd #BlackLivesMatter #dcprotest,A powerful moment as protestors take a 9 minute moment of silence outside of  in honor of George Floyd Black Lives Matter dcprotest
"A tweet of mine earlier in this thread about a Secret Service sniper team going into a building overlooking the protest went viral. As an update on that, two of the agents are visible on the rooftop from Black Lives Matter Plaza. ","A tweet of mine earlier in this thread about a Secret Service sniper team going into a building overlooking the protest went viral. As an update on that, two of the agents are visible on the rooftop from Black Lives Matter Plaza. "
Protesters have written this message on DC’s Black Lives Matter mural on 16th street NW in front of the White House ,Protesters have written this message on dc is Black Lives Matter mural on 16th street NW in front of the White House 
"#NOW: Thousands are gathering across DC for a day full of protests after a tumultuous week in the aftermath of George Floyd’s killing. Yellow paint spelling Black Lives Matter cover the two blocks approaching the White House, ending with a DC flag near Lafayette Park. ","NOW: Thousands are gathering across DC for a day full of protests after a tumultuous week in the aftermath of George floyd is killing. Yellow paint spelling Black Lives Matter cover the two blocks approaching the White House, ending with a DC flag near Lafayette Park. "
As Americans unify behind Black Lives Matter the president is doubling down on defending the Confederacy ,As Americans unify behind Black Lives Matter the president is doubling down on defending the Confederacy 
.@realDonaldTrump stop attacking @washingtondc @MayorBowser and start trying to bring people together! invite family members of #BlackLivesMatter invite AfroAmerican leaders! Listen! They Want to be heard! Start a National conversation with Police+Black leaders! Now! #EmpathyDay,. stop attacking   and start trying to bring people together! invite family members of Black Lives Matter invite AfroAmerican leaders! Listen! They Want to be heard! Start a National conversation with Police+Black leaders! Now! Empathy Day
Officer Michael Baker of @DCPoliceDept’s Aviation Unit made this post yesterday as he checked-in saying he was “On Duty. Ready to go hunting!” @ChiefNewsham you and @MayorBowser sanctioning this game? #DCProtests #BlackLivesMatter #DefundThePolice #DefendBlackLife,"Officer Michael Baker of  is Aviation Unit made this post yesterday as he checked-in saying he was ""On Duty. Ready to go hunting!""  you and  sanctioning this game? D C Protests Black Lives Matter Defund The Police Defend Black Life"
Rioters outside the White House are stealing barricades from secret service. How is this helping you get justice for George Floyd??????? https://twitter.com/nunchuckery/status/1266571479266856967/video/1,Rioters outside the White House are stealing barricades from secret service. How is this helping you get justice for George Floyd??????? 
Super important distinction: WE ARE ABOLITIONISTS! We are NOT reformists. You? #BlackLivesMatterDC #BlackLivesMatter #dcprotest #DefundThePolice #GeorgeFloyd #BreonnaTaylor #DefendBlackLife #DCProtests #DecarcerateDC #StopMPD #DCorNothing #ChocolateCity #WeKeepUsSafe,Super important distinction: WE ARE ABOLITIONISTS! We are NOT reformists. You? Black Lives Matter D C Black Lives Matter dcprotest Defund The Police George Floyd Breonna Taylor Defend Black Life D C Protests Decarcerate D C Stop M P D D Cor Nothing Chocolate City We Keep Us Safe
"Starting to get the feeling this is about more than George Floyd, black lives mattering, etc.... ","Starting to get the feeling this is about more than George Floyd, black lives mattering, etc.... "
"A huge peaceful turnout for the #BlackLivesMatter protest in Bethesda, Maryland. ","A huge peaceful turnout for the Black Lives Matter protest in Bethesda, Maryland. "
"Lightning, heavy rain and wind gusts in Washington DC. But the people protesting police brutality and the death of George Floyd refuse to let the weather stop their peaceful demonstration outside the White House. I edited this a couple minutes ago. @nbcwashington @MSNBC – at The White House","Lightning, heavy rain and wind gusts in Washington DC. But the people protesting police brutality and the death of George Floyd refuse to let the weather stop their peaceful demonstration outside the White House. I edited this a couple minutes ago.   – at The White House"
@Khaled_Da_Juice you made a difference my brother & I’m proud of you #blacklivesmatter, you made a difference my brother & i am proud of you blacklivesmatter
"Family Court Supervisor FIRED After Tearing Down Black Lives Matter Signs in South Philadelphia. “Black lives matter,” a woman tells Michael Henkel in the video. “Not to me they don’t,” Henkel replies: @NBCPhiladelphia.","Family Court Supervisor FIRED After Tearing Down Black Lives Matter Signs in South Philadelphia. ""Black lives matter,"" a woman tells Michael Henkel in the video. ""Not to me they don't,"" Henkel replies: "
Protest in front of the White House. #georgefloyd. @CBSNews,Protest in front of the White House. georgefloyd. 
Pence refuses to utter the words Black Lives Matter on Face the Nation because the leaders of the movement have “a political agenda of the radical left.” On the same day Trump retweeted “White power” video from the Villages ,"Pence refuses to utter the words Black Lives Matter on Face the Nation because the leaders of the movement have ""a political agenda of the radical left."" On the same day Trump retweeted ""White power"" video from the Villages "
"No Matter how much you try and change course, all roads TO and FROM the White House in November go through the #BLACKVOTE! #WeAreDoneDying #BlackLivesMatter #BlackVotesMatter","No Matter how much you try and change course, all roads TO and FROM the White House in November go through the BLACKVOTE! We Are Done Dying Black Lives Matter Black Votes Matter"
NOW: A woman just climbed over the barrier outside the White House. Secret service officers took her into custody. Some protesters tell me Trump has not shown leadership over race relations in America. They’re angry over deaths: #GeorgeFloyd #BreonnaTaylor. @MSNBC @NBCNews – at The White House,NOW: A woman just climbed over the barrier outside the White House. Secret service officers took her into custody. Some protesters tell me Trump has not shown leadership over race relations in America. they are angry over deaths: George Floyd Breonna Taylor.   – at The White House
"I’d compare the mood around 16th and H to nothing less than a festival. There’s a Black Lives Matter drum circle outside the damaged AFL-CIO building. It’s one big party, packed like I’ve rarely seen it here with new marches splitting off and others returning all the time. ","i would compare the mood around 16th and H to nothing less than a festival. there is a Black Lives Matter drum circle outside the damaged AFL-CIO building. it is one big party, packed like i have rarely seen it here with new marches splitting off and others returning all the time. "
"#NOW: The security perimeter around the White House swallowed part of H and 16th streets overnight amid a surge in police presence, but that hasn’t kept people from gathering in downtown DC for a sixth day of protests over George Floyd’s killing. ","NOW: The security perimeter around the White House swallowed part of H and 16th streets overnight amid a surge in police presence, but that hasn't kept people from gathering in downtown DC for a sixth day of protests over George floyd is killing. "
George Floyd Protesters Marching to White House. NBC Washington’s Shomari Stone Reports LIVE from the scene. #GeorgeFloydProtest #DCProtest,George Floyd Protesters Marching to White House. NBC washington is Shomari Stone Reports LIVE from the scene. George Floyd Protest D C Protest
"“Freedom is the continuous action we all must take, and each generation must do its part to create an even more fair, more just society.” Congressman John Lewis I have been moved by his words & actions, and I’m humbled that he visited #BlackLivesMatter Plaza. The work goes on... ","""Freedom is the continuous action we all must take, and each generation must do its part to create an even more fair, more just society."" Congressman John Lewis I have been moved by his words & actions, and i am humbled that he visited Black Lives Matter Plaza. The work goes on... "
"BREAKING: Protesters lit another fire. US Park Police are pushing them back with OC spray, “flash bangs.” Some protesters are clashing with police. They say the death of #GeorgeFloyd is “the straw that broke the camels back.” @nbcwashington @MSNBC","BREAKING: Protesters lit another fire. US Park Police are pushing them back with OC spray, ""flash bangs."" Some protesters are clashing with police. They say the death of George Floyd is ""the straw that broke the camels back.""  "
"Fine, I stan Jungkook. K-Pop stans harnessed their power to fight for the good of Black Lives Matter. ","Fine, I stan Jungkook. K-Pop stans harnessed their power to fight for the good of Black Lives Matter. "
"A pint of joy to a peck of trouble, And never a laugh but the moans come double; And that is life! #Protest #GeorgeFloyd #WeAreDoneDying ","A pint of joy to a peck of trouble, And never a laugh but the moans come double; And that is life! Protest George Floyd We Are Done Dying "
"Grateful for the leadership of @ewarren in attending and kneeling for 8 minutes, 46 seconds at the Black Lives Matter protest today. Where’s the rest of Congress? #BlackLivesMatter – at Martin Luther King, Jr. Memorial","Grateful for the leadership of  in attending and kneeling for 8 minutes, 46 seconds at the Black Lives Matter protest today. where is the rest of Congress? Black Lives Matter – at Martin Luther King, Jr. Memorial"
