"tweet_id";"permalink";"username";"to_person";"text";"tweet_created_dt";"retweets";"favorites";"mentions";"hashtags";"geo";"record_inserted_date";"state";"radius";"search_keyword"
"1268496363073003522";"https://twitter.com/hwdewing/status/1268496363073003522";"hwdewing";"";"Watch Barack Obama's full speech on the George Floyd protests in the Uni... https://youtu.be/0ui923iXlKU via @YouTube like him or not - support him or not — @BarackObama is addressing the issues of our day";"2020-06-04 10:54:35";"0";"2";"@YouTube @BarackObama";"";"";"2020-07-29 09:39:26";"Washington, D.C";"100mi";"georgesfloyd"
"1268496415191445505";"https://twitter.com/Envysheit/status/1268496415191445505";"Envysheit";"";"Wow !! This aged well #BlackLivesMatter #ImWithKap";"2020-06-04 10:54:47";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #ImWithKap";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268496451614789632";"https://twitter.com/MAthaPresident/status/1268496451614789632";"MAthaPresident";"";"These Covid cases about to skyrocket after the protest/riots! It’s still #BlackLivesMatter tho #COVID";"2020-06-04 10:54:56";"0";"1";"";"#BlackLivesMatter #BlackLivesMatter #COVID";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268496562294063108";"https://twitter.com/FinnochioScott/status/1268496562294063108";"FinnochioScott";"_mroan";"I was wondering... #lambily #MariahCarey #BlackLivesMatter #languishing";"2020-06-04 10:55:22";"0";"0";"";"#lambily #MariahCarey #BlackLivesMatter #BlackLivesMatter #languishing";"";"2020-07-29 16:48:04";"Washington, D.C";"200mi";"BlackLivesMatter"
"1268497928773079042";"https://twitter.com/levarct/status/1268497928773079042";"levarct";"CNBC";"@tiktok_us is part of the problem #BlackLivesMatter people should STOP using the platform now";"2020-06-04 11:00:48";"0";"0";"@tiktok_us";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268498071777939456";"https://twitter.com/mvxthegreat/status/1268498071777939456";"mvxthegreat";"";"my heart has been extremely heavy lately and I just needed to vent out how I feel. love you all : _.r.o.d.__ #blacklivesmatter @New Jersey https://www.instagram.com/p/CBAr9m4A3G7/?igshid=3kkzrjbffy8x";"2020-06-04 11:01:22";"0";"0";"";"#blacklivesmatter #blacklivesmatter";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268498246525161474";"https://twitter.com/FindingxBrandon/status/1268498246525161474";"FindingxBrandon";"";"I don’t agree with @TomiLahren but I can’t say that I hate her for voicing her own opinions and beliefs. There’s already to much hate going on in this world and that’s why the #BlackLivesMatter movement is happening. But a video came up on my timeline and";"2020-06-04 11:02:04";"0";"1";"@TomiLahren";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268498403291533313";"https://twitter.com/yusukeuramesssy/status/1268498403291533313";"yusukeuramesssy";"";"The same people that were just calling these protesters poor, are making post about being proud to be black and loving their people. POOR black lives matter too. Your “Black pride” is performative sis ";"2020-06-04 11:02:41";"0";"1";"";"";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268498731802001412";"https://twitter.com/realOOkafor/status/1268498731802001412";"realOOkafor";"BillyBaldwin";"A rising star. #BlackLivesMatter ";"2020-06-04 11:03:59";"0";"1";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268499574869630977";"https://twitter.com/unclescotty7471/status/1268499574869630977";"unclescotty7471";"BillKristol";"#TrumpOut2020 #BlackLivesMatter ";"2020-06-04 11:07:20";"0";"0";"";"#TrumpOut2020 #BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268499677902749696";"https://twitter.com/santis4_star/status/1268499677902749696";"santis4_star";"";"@georgefloyd was a bad dude who went to prison 9 times and actually threatened a pregnant woman! Why are we making him a martyr? Trillions in damage for what?? ";"2020-06-04 11:07:45";"0";"0";"@georgefloyd";"";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268499981004156928";"https://twitter.com/angelamorsa/status/1268499981004156928";"angelamorsa";"";"@drewbrees You undid all the wonderful things you’ve done for so many in an instant. #WhitePrivilege #DrewBreesIsCancelled #BlackLivesMatter";"2020-06-04 11:08:57";"0";"1";"@drewbrees";"#WhitePrivilege #DrewBreesIsCancelled #BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:31";"District of Columbia";"200mi";"BlackLivesMatter"
"1268500492386217985";"https://twitter.com/DiversityEric/status/1268500492386217985";"DiversityEric";"";"Anyone who values a piece of cloth more than the lives of their fellow citizens doesn’t really love America — not really. cc @drewbrees #BlackLivesMatter";"2020-06-04 11:10:59";"0";"1";"@drewbrees";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268500654173179904";"https://twitter.com/Jason_Garth_Hue/status/1268500654173179904";"Jason_Garth_Hue";"";"Please watch, listen, share, and implement. #Facts #BLM #BlackLivesMatter #PatriotAct";"2020-06-04 11:11:38";"0";"0";"";"#Facts #BLM #BlackLivesMatter #BlackLivesMatter #PatriotAct";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268500996126367745";"https://twitter.com/_its_DK/status/1268500996126367745";"_its_DK";"JensenBritonic";"He went in! #BlackLivesMatter ";"2020-06-04 11:12:59";"0";"1";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268501251349757952";"https://twitter.com/TJs_BCAngel/status/1268501251349757952";"TJs_BCAngel";"avery_pannell";"My niece @avery_pannell has pretty much summarized the thoughts and lives of more than 1/2 of black America! Well said babygirl!! Thank you!! All Lives will matter ONLY WHEN #BlackLivesMatter ";"2020-06-04 11:14:00";"0";"2";"@avery_pannell";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268501321998532608";"https://twitter.com/DCJeffreyB/status/1268501321998532608";"DCJeffreyB";"hannah_natanson";"Are you listening yet? #BlackLivesMatter ";"2020-06-04 11:14:17";"0";"3";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268501474574774276";"https://twitter.com/heyitsmeshanie/status/1268501474574774276";"heyitsmeshanie";"";"I always find it funny how big corporations embrace PRIDE month and speaking out about LGBTQ rights but have to consider things more carefully when they speak out about Black Lives Matter and Racism. #BlackLivesMatter ";"2020-06-04 11:14:53";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268501855677624320";"https://twitter.com/opera_soul/status/1268501855677624320";"opera_soul";"";"Let’s talk about it. #BlackLivesMatter #JusticeforGeorgeFloyd #EqualityForAll #BLM #blacklifematters #GeorgeFloyd";"2020-06-04 11:16:24";"0";"3";"";"#BlackLivesMatter #BlackLivesMatter #JusticeforGeorgeFloyd #EqualityForAll #BLM #blacklifematters #GeorgeFloyd";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268501942692720642";"https://twitter.com/chaz_hong/status/1268501942692720642";"chaz_hong";"chaz_hong";"June 4th is #TiananmenSquareMassacre Day. This is how the world sees us. No deploying our own troop against the civilians. #BlackLivesMatter ";"2020-06-04 11:16:45";"0";"3";"";"#TiananmenSquareMassacre #BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268501995180212225";"https://twitter.com/SportsJefe81/status/1268501995180212225";"SportsJefe81";"BillKristol";"When you lose the Generals... #BlackLivesMatter #TrumpOut2020 #TrumpVirus2020";"2020-06-04 11:16:57";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #TrumpOut2020 #TrumpVirus2020";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268502136318558208";"https://twitter.com/hainey_amber/status/1268502136318558208";"hainey_amber";"";"I went to the @womensmarch in 2017. They never deployed the military. That, my friends, is white privilege. #BlackLivesMatter ";"2020-06-04 11:17:31";"0";"0";"@womensmarch";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268502177439416321";"https://twitter.com/JulianJenkins1/status/1268502177439416321";"JulianJenkins1";"";"Personal perspective from @nateburleson on @gmfb today. Powerful and heartfelt. #BlackLivesMatter #USNavy";"2020-06-04 11:17:41";"0";"2";"@nateburleson @gmfb";"#BlackLivesMatter #BlackLivesMatter #USNavy";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268502419610185728";"https://twitter.com/DaleFickett/status/1268502419610185728";"DaleFickett";"SeamusPFinn";"We must engage in authentic dialogue about truly creating Opportunity for All. This moment illuminates the need to re-create an economic system that marginalizes, stigmatizes, suffers brutality, and perpetuates division. #GeorgeFloyd #educateyourself #PoliceBrutality #economy";"2020-06-04 11:18:39";"0";"0";"";"#GeorgeFloyd #educateyourself #PoliceBrutality #economy";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268502627601592320";"https://twitter.com/MrOkra/status/1268502627601592320";"MrOkra";"";"#GeorgeFloyd #memorial @Staten Island, New York https://www.instagram.com/p/CBAuEagDSfy/?igshid=xyhpxwi8ir9y";"2020-06-04 11:19:28";"0";"0";"";"#GeorgeFloyd #memorial";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268502719591002112";"https://twitter.com/Steven_KJV/status/1268502719591002112";"Steven_KJV";"greta";"Rioters have been destroying property and attacking people there's nothing right about what they do. In the middle of this is antifa and black lives matter and local thugs. I'm willing to have a dialogue but these people aren't willing to talk because they can't win such a debate";"2020-06-04 11:19:50";"0";"0";"";"";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268502841129422849";"https://twitter.com/EmauniJManley/status/1268502841129422849";"EmauniJManley";"";"My daddy and my brothers are not a threat! They matter. #BlackLivesMatter #EmauniJ #Manleysblendedfamily #GODFamilyCommunity #SAKEbyEmauniJ #CCNAACP #BlessedBookedBusy #ImSMARTandImBEAUTIFUL #BLACKAUTHOR #NATURALHAIR #BLACKGIRLSROCK #blackgirlmagic #WHATDOILOOKLIKE #CDDMGMT";"2020-06-04 11:20:19";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #EmauniJ #Manleysblendedfamily #GODFamilyCommunity #SAKEbyEmauniJ #CCNAACP #BlessedBookedBusy #ImSMARTandImBEAUTIFUL #BLACKAUTHOR #NATURALHAIR #BLACKGIRLSROCK #blackgirlmagic #WHATDOILOOKLIKE #CDDMGMT";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268503237231104004";"https://twitter.com/Steven_KJV/status/1268503237231104004";"Steven_KJV";"MA1KSA";"I guess that includes the rioters and the looters? Antifa and black lives matter they don't know what peace they only want chaos";"2020-06-04 11:21:54";"0";"1";"";"";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268504093301125121";"https://twitter.com/Steven_KJV/status/1268504093301125121";"Steven_KJV";"Michael79369051";"Well I don't think it was a conspiracy I think George Floyd was murdered by police officers who are sworn to protect. But these rioters and looters nothing is good coming to them. ";"2020-06-04 11:25:18";"0";"1";"";"";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268504822300508161";"https://twitter.com/GhostDaBoogie/status/1268504822300508161";"GhostDaBoogie";"showstopper2123";"Much respect for you bro for using your platform for positively and truth in these times!! #BlackLivesMatter ";"2020-06-04 11:28:11";"0";"4";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268506656402440192";"https://twitter.com/mafashions/status/1268506656402440192";"mafashions";"hentaiibooty";"You must be blind, not the video with Dr.Umar the George Floyd video";"2020-06-04 11:35:29";"0";"7";"";"";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268507018102542336";"https://twitter.com/MindyCleary/status/1268507018102542336";"MindyCleary";"";"Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/5XHhZ7hT via @Change";"2020-06-04 11:36:55";"0";"0";"@Change";"";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268507334210465793";"https://twitter.com/barryckushnir/status/1268507334210465793";"barryckushnir";"";"Cardinal Tobin condemns George Floyd death, decries 'purveyors of polarization' https://www.northjersey.com/story/news/new-jersey/2020/06/03/cardinal-tobin-condemns-george-floyd-death-warns-divide-u-s/3137079001/ via @northjersey";"2020-06-04 11:38:10";"0";"0";"@northjersey";"";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268507565887029248";"https://twitter.com/heyjimin_today/status/1268507565887029248";"heyjimin_today";"";"GMA is doing a whole segment on BTS/BLM and everything kpop stans have been doing to help #BlackLivesMatter";"2020-06-04 11:39:06";"0";"1";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268507873279119360";"https://twitter.com/kweenb428/status/1268507873279119360";"kweenb428";"zanderson";"So many people drank 45s kool aid. And NEVER heard Kap’s message. IT WAS NEVER ABOUT THE MILITARY OR THE FLAG! IT WAS ALWAYS ABOUT ENDING THE MANNER AND REASON #GeorgeFloyd died!!!";"2020-06-04 11:40:19";"0";"0";"";"#GeorgeFloyd";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268508102401363968";"https://twitter.com/jennmh2/status/1268508102401363968";"jennmh2";"dndnws";"Once again. Black Lives Matter. Full Stop. ";"2020-06-04 11:41:14";"0";"3";"";"";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268508292940288001";"https://twitter.com/LivingWithDee/status/1268508292940288001";"LivingWithDee";"";"Seeing the video of #IyannaDior being attacked hurt my soul. We cannot advocate for black lives matter without accepting everyone that includes our black trans brothers and sisters. #BlackLivesMatter #BlackTransLivesMatter";"2020-06-04 11:41:59";"0";"0";"";"#IyannaDior #BlackLivesMatter #BlackLivesMatter #BlackTransLivesMatter #BlackTransLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268508481998467072";"https://twitter.com/ebonyajohnson/status/1268508481998467072";"ebonyajohnson";"DEADLINE";"This is a step in the right direction for actionable steps. #BlackLivesMatter #BlackLivesMatterLA";"2020-06-04 11:42:44";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #BlackLivesMatterLA";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268509172682895367";"https://twitter.com/DiegoGarcesTV/status/1268509172682895367";"DiegoGarcesTV";"";"It was to see @MYAPLANET9 at the #DCProtests last night. #BlackLivesMatter";"2020-06-04 11:45:29";"0";"0";"@MYAPLANET9";"#DCProtests #BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268509833591951360";"https://twitter.com/chrennix/status/1268509833591951360";"chrennix";"PressSec";"Why you come march with us sister? Then you can make tweeted listicle of what the police and national guard are doing too! #BlackLivesMatter #GeorgeFloyd";"2020-06-04 11:48:06";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #GeorgeFloyd";"";"2020-07-29 09:39:26";"Washington, D.C";"100mi";"georgesfloyd"
"1268510023631675392";"https://twitter.com/JerzyWendy/status/1268510023631675392";"JerzyWendy";"GeorgeTakei";"As a mother of white boys, I worry about a million things when they leave the house, but the one thing I’ve never worried about is them getting harassed or killed by police just because of the color of their skin. #WhitePrivilege #BlackLivesMatter ";"2020-06-04 11:48:52";"0";"0";"";"#WhitePrivilege #BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268510736222957574";"https://twitter.com/bacarty2/status/1268510736222957574";"bacarty2";"Weedity93";"Lol. 3500 murders last year and the police acocunted for less than 1% 7 murders during the riots of George Floyd. If that doesnt tell you everything you need to know i cant help you";"2020-06-04 11:51:41";"0";"1";"";"";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268510889650655238";"https://twitter.com/Nwagner2sweet/status/1268510889650655238";"Nwagner2sweet";"TheRock";"Amen! #BlackLivesMatter ";"2020-06-04 11:52:18";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:30";"District of Columbia";"200mi";"BlackLivesMatter"
"1268511074220945408";"https://twitter.com/GoFechTV/status/1268511074220945408";"GoFechTV";"";"Retweet #BlackLivesMatter #ICantBreathe #protests2020 #BlackLivesMatterDC";"2020-06-04 11:53:02";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #ICantBreathe #protests2020 #BlackLivesMatterDC";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268511109524475905";"https://twitter.com/WesleyWhistle/status/1268511109524475905";"WesleyWhistle";"DanHenninger";"Wow. This whole piece is garbage, but @DanHenninger should be ashamed for this line... “George Floyd died after rough treatment from arresting Minneapolis policeman Derek Chauvin, who was arrested and charged with murder.” ";"2020-06-04 11:53:10";"0";"3";"@DanHenninger";"";"";"2020-07-29 09:39:25";"Washington, D.C";"100mi";"georgesfloyd"
"1268511450580082689";"https://twitter.com/orlandoroebuck/status/1268511450580082689";"orlandoroebuck";"";"Covid-19 has killed more Americans in 6 months than the Vietnam War in 19 years. Now, it will definitely kill more black Americans than the police have. Protesting during a #pandemic is killing more black Americans than white supremacy. Act like #BlackLivesMatter #biggerpicture";"2020-06-04 11:54:32";"0";"0";"";"#pandemic #BlackLivesMatter #BlackLivesMatter #biggerpicture";"";"2020-07-30 11:54:29";"District of Columbia";"200mi";"BlackLivesMatter"
"1268511871189090305";"https://twitter.com/m_mcamacho/status/1268511871189090305";"m_mcamacho";"";"Personal opinion: #BLACK_LIVES_MATTER is a human rights issue, not a political one. ";"2020-06-04 11:56:12";"0";"1";"";"#BLACK_LIVES_MATTER";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268512151750217729";"https://twitter.com/snarkysillysad/status/1268512151750217729";"snarkysillysad";"BerniceKing";"Hope. #blacklifematters #BlackLivesMatter #thursdayvibes #nojusticenopeace #thursdaymorning #GeorgeFloyd";"2020-06-04 11:57:19";"0";"0";"";"#blacklifematters #BlackLivesMatter #BlackLivesMatter #thursdayvibes #nojusticenopeace #thursdaymorning #GeorgeFloyd";"";"2020-07-30 12:10:20";"District of Columbia";"200mi";"georgesfloyd"
"1268512215486922752";"https://twitter.com/AlexNickel15/status/1268512215486922752";"AlexNickel15";"nicolee_britney";"remember when they said “this is the most diverse group of cops you could get. It’s not about race”. Lk THIS is what they see as diverse? I guess this is the extent of diversity they’ll tolerate.. as long as they’re still the majority and the other two can pass..#BlackLivesMatter ";"2020-06-04 11:57:34";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:34:41";"Washington, D.C";"100mi";"BlackLivesMatter"
"1268512345472589824";"https://twitter.com/RachelMSlade/status/1268512345472589824";"RachelMSlade";"";"@CNN @MSNBC what happened to the side box with the current COVID19 numbers? Don’t forget about this problem for another. #BlackLivesMatter";"2020-06-04 11:58:05";"0";"0";"@CNN @MSNBC";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:54:29";"District of Columbia";"200mi";"BlackLivesMatter"
"1268512357283762176";"https://twitter.com/sunshinen2nmd/status/1268512357283762176";"sunshinen2nmd";"";"Good Morning, This cartoon is a good analogy as to why saying All Lives Matter is a slap in the face to Black Lives Matter. No one ever said that All lives didn't matter, it's just that the systematic oppression,… https://www.instagram.com/p/CBAyfl_nQV7/?igshid=fniy4pqwusmg";"2020-06-04 11:58:08";"0";"0";"";"";"";"2020-07-30 11:54:29";"District of Columbia";"200mi";"BlackLivesMatter"
