sentiment,sentiment_score,tweet_text
fear,3.3680000000000003,The murder of George Floyd by police in Minneapolis ha caught me at a loss for word I cant breathe ‘This is what it mean to be black in America Tried Convicted Killed for being Black The word I have are the word Ive already written
trust,2.4290000000000003,Thanks Mr Williams for bearing witness about your attempt to save life of GeorgeFloyd Your bravery and Heart speaks volume about the strength of Black men for Black people in America calling for prosecution of officer for murder on
trust,1.883,Alan MacLeo Tongue sticking out cheeky playful or blowing a raspberry While serving a Minnesotas chief prosecutor between 1999 and 2007 Amy Klobuchar declined to bring charge against more than two dozen officer who had killed citizen while on duty – including against the cop that killed George Floyd
sadness,2.391,black life matter science is real no human is illegal love is love believe woman end rape culture abortion is a right
trust,0.961,blue life do not matter because blue life do not exist stop being fucking stupid police can take off their uniform black people can not we are a walking target wake tf up blacklivesmatter
fear,2.204,This GeorgeFloyd killingunrest really hurt Amy Klobuchars chance a Bidens VP She wa county prosecutor covering Minneapolis before becoming senator Too easy to tie her to systemic problem that let police brutality go unchecked Fair or not
trust,0.961,This is your reminder Fuck yo target fuck yo autozone and fuck yo police acab anyways Those building are replaceable Black body are not Police are here to protect capitalism not life BlackLivesMatter MinneapolisUprising
sadness,0.91,Whats the name of the cop with the skinny toothpick arm who is seen choking out a handcuffed George Floyd in Minneapolis How do the Democrat Party liar make this psychopathic case go away They cant
trust,2.992,When irresponsible Muslims kill innocent people we hear ALL Muslims especially Imams need to speak up or hold a millionman march condemning it Agreed I hope someone would tell police to do a million man march condemning killing of GeorgeFloyd BlackLivesMatter
trust,1.969,These white people mad about a fucking target being looted but fucking silent over an innocent man being killed in broad daylight ARE YALL SEEING THE ISSURE HERE CAUSE I DEFINITELY CAN minneapolisriots GeorgeFloyd BlackLivesMatters
fear,2.226,I would like to remind people that the woman who called the cop on a black bird watcher had her dog taken away THE NEXT DAY because she wa deemed unfit to care for it DAYS have gone by and the police officer who MURDERED George Floyd ha yet to be charged with his crime
fear,4.03,Shocked to wake up see Minneapolis on fire over the death of George Floyd It look like a war zone People have had enough The senseless death of Mr Floyd people have had enough The cruelty to black men amp young boy ha to stop Its not enough to just care we have to stop HATE
fear,1.2819999999999998,I think that weve got to see that a riot is the language of the unheard And what is it that America ha failed to hear It ha failed to hear that the economic plight of the Negro poor ha worsened over the last few year Dr Martin Luther King Jr BlackLivesMatter
sadness,3.937,Its pretty sad if all a black man can get after being murdered is • A witness make a video • 2 day protest more arrest • SM hashtags • destruction of property • 1 day news feature • murderer get fired Sadly well be moving on from GeorgeFloyd story pretty soon
anger,2.522,Every one should be outraged sad and disgusted by the video of George Floyd being MURDERED a a white person who want to see change in the way African American people are treated in our country we can not stay silent BlackLivesMatter
trust,3.265,Our music is to Uplift Nations and shame on you if your not putting God 1st Justice for George Floyd BlackLivesMatter georgefloyd Salute shattamovement Beatboppermusic
trust,1.7819999999999998,SAY THEIR NAMES George Floyd Trayvon Martin Breonna Taylor Ahmaud Arbery Tamir Rice Oscar Grant Eric Garner Philando Castile Samuel Dubose Sandra Bland Walter Scott Terrence Crutcher BlackLivesMatter JusticeForGeorgeFloyd GeorgeFloyd
trust,1.071,i dont fuckng care if this ruin your acc AESTHETIC or whatever SAY THEIR NAMES George Floyd Trayvon Martin Breonna Taylor Ahmaud Arbery Tamir Rice Oscar Grant Eric Garner Philando Castile Samuel Dubose Sandra Bland Walter Scott Terrence Crutcher BlackLivesMatter
anticipation,2.343,Dont stop talking about this next week Dont wait until the next black person dy Dont wait until it caught on film Dont wait until someone is profiled This shit will keep happening a long a we allow the cycle to continue For the billionth time BlackLivesMatter
fear,5.025,Armed white protester screaming in cop face over COVID19 restriction are granted first amendment protection while protester reacting to the death of George Floyd are met with tear gas and then they call BLM a terrorist organization for being angry about it
trust,1.884,Lets stop calling them Karens Amys and lil cute name that perpetuate a image of innocence show a humanistic side and make them appear harmless Lets begin to call them what they are racist and white supremacist minneapolisriots BlackLivesMatter JusticeForGeorgeFloyd
trust,0.711,Incredibly stupid logic Burning down your city for attention isnt getting justice for George Floyd
trust,2.6950000000000003,This is not a time to be silent Advocate to make a difference in your life Keep others accountable for their action Black citizen are suffering from ignorance of others and lack of privilege Black life matter Black soul matter Black success matter Black happiness matter
fear,4.821000000000001,Imagine the violence and destruction of having an occupying force kill your people with impunity unless you make their gasping agonizing death on live video go viral Imagine that Stuff can be replaced GeorgeFloyd can not
fear,2.7769999999999997,WHAT REALLY IS JUSTICE A black cop who killed a handcuffed man wa immediately charged with murder a he should be A white officer murdered GeorgeFloyd Instead of an immediate arrest the killer wa just fired icantbreathe blackinamerica racism racialbias injustice
trust,1.82,These last few day have been extremely difficult to comprehend Tragedy everywhere George Floyd COVID Be kind and be good to one another Be a strong a you can for a long a you can for your family amp community
trust,2.0469999999999997,Our music is for ALL NATIONS Shoutout to We Making History for All To Stand Up and Unite Some of youit May not being your timebut it Shatta Wale Time right now And when it your turnwe will bless you too Blessed up to the SM team GeorgeFloyd
fear,4.2330000000000005,George Floyd wa brutally and violently murdered by the Minneapolis Park Police He wasnt violent He wasnt combative He wa compliant He wa scared And the last fucking thing he wanted wa his mother Fuck you if you think that city shouldnt burn
trust,3.696,Black Heterosexual Community Pay attention to how Black LGBTQIA people are supporting justice for the loss of life of an innocent straight Black man Start reciprocating that when it come to the bullying and murder of Black Trans and Gay Folk BlackLivesMatter GeorgeFloyd
fear,3.499,Mayor Jacob Frey is giving a speech about peace and radical love while announcing that he is authorizing an expanded set of power for the police that murdered George Floyd then shot gassed and attacked the people who came to protest the police involved murder
trust,1.577,As a black person in America all it take is one AmyCooper that lead to one 911 call amp for me amp my black body to end up like GeorgeFloyd lying pulseless in the street under the knee of an unfit biased amp overly agressive police officer
trust,1.3670000000000002,Mfs are rioting in the name of George Floyd because they dont hearseetake heed to our social medium post they dont care for peaceful protesting or any of that fucking pretty pretty nice nice hooplah Stop suggesting mf be peaceful when SHIT AINT EVER BEEN PEACEFUL
sadness,0.422,Blacklivesmatter RIP George Floyd
sadness,1.1340000000000001,Rush Limbaugh this afternoon Everyone get just one life And George Floyd lost his It is unexplainable and unjustifiable George Floyd did not deserve to lose his life
fear,1.4680000000000002,oh did GeorgeFloyd not know how to carry himself in a tuff situation a a knee wa pressed into his neck what about BreonnaTaylor a she sat peacefully in her home if only she knew how to carry herself a she wa shot 8 time i guess
sadness,1.6789999999999998,Always blaming everyone but himself He feel for George Floyd I dont think so he never even cared that 1 hundred thousand died
sadness,1.4220000000000002,This is every black man cry This is every black parent cry What do we tell our child What do we tell them GeorgeFloyd icantbreathe blackinamerica racism racialbias keeprecording exposeracism injustice traumatized exhausted
trust,1.6640000000000001,We are determinedto work and fight until Justice run down like water and righteousness like a mighty stream Martin Luther King Jr JusticeWillBeServed GeorgeFloyd icantbreathe
trust,1.445,The attorney that represented the officer that killed Philando Castile ha been hired by the officer that killed George Floyd Gross
fear,2.6310000000000002,George Floyd had the cop called on him over a possible counterfeit 20 bill He didnt rob the store He didnt assault anyone He didnt resist arrest He did beg for his life while a crooked cop held him down with a knee to his neck suffocating him BlackLivesMatter
trust,0.477,do black life matter on chromatica
trust,1.743,talk to your family member friend coworkers everyone you know about GeorgeFloyd It is incredible how little information that we see on twitter reach the eye of older generation The more people that are informed the more will realize BlackLivesMatter
anger,3.2219999999999995,ACAB BlackLivesMatter 窃钩者诛，窃国者侯：He who steal a hook get hanged a a crook yet he who steal the kingdom make himself a duke When the current system and law is built to enable oppression and murder rebelling and breaking the law is not an evil act
trust,1.602,recognize your privilege BlackLivesMatter JusticeForGeorgeFloyd RIPGeorgeFloyd
trust,1.391,We need more cop like this BlackLivesMatter
sadness,1.6789999999999998,if youre deadass defending the cop that kneed george floyds neck until he couldnt breathe and died all fucking disrespect
trust,0.907,No girly posting on ur private story with 10 people on it saying black life matter doesnt count why tf are you hiding it
trust,1.876,Minneapolis City Council VP Andrea Jenkins called on state and local official Thursday to declare racism a public health emergency — while also urging protestors to keep peace and calm in our street in the wake of the death of GeorgeFloyd
fear,0.937,NEW asked by pool reporter about whether he ha spoken to GeorgeFloyds family amp whether the police involved should be prosecuted
fear,2.546,DC Do you all see this protector and promoter of murderous and brutal cop who destroy Black body in DC acting like he care about Black people We KNOW better have the Blood of Black folk on their hand
joy,1.91,George Floyd need justice once and for all These racist act have to stop My prayer are with his friend and family BlackLivesMater JusticeForGeorgeFloyd GeorgeFloydWasMurdered
anger,1.689,JESUS FVCKING CHRIST Shes done Amy Klobuchar declined to prosecute officer at center of George Floyds death after previous conduct complaint
anger,1.945,I dont want to see a SINGLE queer person speaking ill of the riot and protest in Minneapolis The only reason we a a community have any sort of right is because of the QPOC that stood up to the police No life matter until Black life do period BlackLivesMatter
fear,2.415,ENOUGH DAMMIT GeorgeFloyd AhmaudArbery how many more good people have to die before more of u White Americans stand up to take a stand against racism Have we ever seen a black cop do that to a white suspect HELL NO
sadness,1.859,Not feeling humorous dont want to do the quick rejoinder just want to leave this country that is no longer the country I thought it wa I am disgusted by the murder of George Floyd I am disgusted by what we have become a a nation Thats the tweet
fear,0.962,Theres so much history to the nigga who killed George Floyd
trust,2.102,GeorgeFloyd wa murdered in broad daylight after he pled for his life The word I Cant Breathe is a harsh reminder that none of u can breathe until we all can breathe –freely Lets lock arm with organizer on the ground by DEMANDING and CALLING for JUSTICE OurGround
fear,2.155,Wow the top pick for Joe Biden‘s VP Amy Klobuchar declined to prosecute multiple police officer cited for excessive force—including Derick Chauvin the officer at the center of George Floyds death Its not just one bad apple Its a culture
trust,1.406,saying all life matter instead of saying black life matter is like having a broken arm and saying that all bone matter yes all bone matter but right now your broken fuckin arm matter much more than your femur
sadness,2.5940000000000003,I spotted this man on the Upper West Side I heard him shouting near Central Park It wasnt until he wa close enough that I could hear what he wa saying His message follows the death of GeorgeFloyd in Minneapolis who died after a police officer knelt on his neck – at Somewhere
fear,0.7650000000000001,If you can match my donation or contribute literally anything to send a screenshot and well send you a brand new demo George Floyd didnt ask to be a martyr Please help show support in any way you can even a would help
fear,2.189,Heres Hennepin County Attorney Mike Freeman claiming today there other evidence beyond the video of GeorgeFloyd being killed by a Minneapolis cop that doesnt support criminal charge against that cop he doesnt mention what this evidence is
trust,1.3130000000000002,Im only gonna say this once Black Lives matter No person should have to fear for their safety or their childrens safety at the hand of law enforcement If you dont understand that you are part of the problem
sadness,1.469,Ugh I am thoroughly exhausted Black life matter whether or not theyre gentle Whether or not theyve been killed by the police Black Fucking life Fucking Matter Fuck
sadness,1.641,Finished a workout took a deep breath remembered that AhmaudArbery can never take a deep breath after a run Spoke to my mom hung up amp wa sad remembering that GeorgeFloyd can never call his mom again although he called out for her while being killed Heartbroken
sadness,2.978,We stand in solidarity with all victim of police brutality We send our condolence to all those affected by the death of AhmaudArbery BreonnaTaylor amp GeorgeFloyd We will continue to speak out against injustice amp racism SayTheirNames BlackLivesMatter ΣΛΥ
anger,2.0940000000000003,Optics are everythingso I wouldnt be surprised if the same inhumane asshole that murdered GeorgeFloyd arent the same racist setting fire to business to distract amp purposely shift public judgment towards protester instead of the guilty copsJusticeForGeorgeFloyd
fear,1.714,Live from inside the Minneapolis 3rd police precinct Dangerous situation a bullet are going off from the heat of fire thats been set inside Taken from youtube stream minneapolisriots GeorgeFloyd
trust,1.219,lmao the asian people i know that wa speaking out about covid racism where yall at now knowing an asian cop is one of the one responsible for george floyds death
anger,1.873,It took 2 day of riot and all of a sudden George Floyds name is lost in the news because city are burning to the ground Great work everyone
fear,0.9640000000000001,Minneapolisprotests The entire city of Minneapolis And The Minneapolis Police Departments Third Precinct ha been set on fire GeorgeFloyd ThisIsWhyWeKneel GeorgeFloydWasMurdered
trust,1.188,Digital Art by for GeorgeFloyd JusticeForGeorgeFloyd BlackLivesMatter icantbreathe GeorgeFloydWasMurdered GeorgeFlyod JusticeForAll
fear,1.235,Minneapolis Man Cop Who Kneeled on George Floyd ‘Tried to Kill Me in 2008 via
sadness,3.3560000000000003,Its been 65 year since the EmmettTill lynching 57 year since 4 little girl were murdered in an Alabama church 19 year since the RodneyKing beating 8 year since TrayvonMartins tragic death 6 year since the birth of BlackLivesMatter When will our life matter NOW
joy,0.893,TO BE CLEAR BLACK LIVES MATTER DC HAS NOT YET ORGANIZED OR PUBLICIZED ANY PROTEST FOR FRIDAY MAY 29 2020 TAGGING US DOES NOT MEAN WE HAVE ANY KNOWLEDGE OF AN EVENT
trust,1.883,Watching the 3rd precinct burn with firework in the background while folk chant George Floyds name This is the America Im not ashamed to be a part of Love solidarity to all 3rdprecinct GeorgeFloyd BlackLivesMatter
anger,2.641,This is what weve been driven to This is how we respond to continued silence injustice This is what happens when an entire race ha been labeled thug by their acting President for simply fighting for their life right This is America in 2020 BlackLivesMatter
fear,1.374,The president could call for the arrest of George Floyds killer That he instead demanding more statesanctioned violence is a appalling a it is unsurprising
trust,1.109,NEW INFO Councilperson say Officer Chauvin knew GeorgeFloyd for several year
anger,2.218,People are rioting because the black community is tired Who can We call Your president called u THUGS Sorry to say it but these riot are bringing medium and attention because clearly america doesnt want to help So let find someone who can BlackLivesMater GeorgeFloyd
anger,2.4370000000000003,The United Nations ha condemned the killing of GeorgeFloyd urge ‘Serious Action to stop the US Police slaying UNARMED black people
sadness,1.109,Im not black but I see you Im not black but I hear you Im not black but I mourn with you blackvoicesheard blacklivesmatter
trust,2.188,Know their name GeorgeFloyd deserves justice BreonnaTaylor deserves justice AhmaudAubrey deserves justice Police brutality murder and racism must end in this country BlackLivesMatter
trust,0.8979999999999999,Yooo MN Police just arrested a black reporter Omar Herminez for being in the way of another arrest a he wa reporting live on air blacklivesmatter
trust,1.281,CNNs and crew arrested live onair covering GeorgeFloyd protest in Minneapolis early this morning No explanation given for the arrest They did everything I would have done And still they are taken into custody for just doing their job
trust,2.321,Praying for the health and safe release of my friendformer player and his crew Murdering George Floyd is unAmerican arresting medium member who are doing their job and asking for guidance on how to comply is unAmerican Tweeting to shoot looter smdh
anger,4.081,I am a black person and yes I want Justice for George Floyd murder but what people are doing in the protest is terrible Its good to protest but not vandalized and rob place THEY ARE RUINING THERE STATES AND MAKING THING BAD THERE Minneapolis riot GeorgeFloyd
trust,3.3369999999999997,The USA need a national dialogue on race gender and class A national Truth and Conciliation Commission on par with the TRCs of ZA RW CA We dont just need justice for GeorgeFloyd we need justice for 244 year of institutionalized white supremacy AllThePeople
trust,3.5469999999999997,He would just keep u safe there at the end of the night hed say ‘Hey Luz Im gonna wait until you get into your cab Said by a friend who knew George Floyd when he wa a restaurant security guard Another said he loved making people smile
fear,1.54,Interesting the former owner of a nightclub in Minneapolis claim George Floyd and Derek Chauvin the police offer who killed him worked the same shift a security guard at her club
fear,1.828,Raising Black boy I continue to worry about the instantaneously way they will go from cute to criminal in the eye mind of so many people Lord protect my baby in a world that dehumanizes their mind weaponizes their Blackness criminalizes their body GeorgeFloyd
trust,0.344,WHITE PERSON TO WHITE PEOPLE it ok if you didnt speak up in the past it ok if you didnt understand in the past whats not ok is blatantly ignoring it now it not too late to use your voice blacklivesmatter
trust,3.7039999999999997,To all my friend going out to protest today Yall please be safe if you need anything that i can provide from here please call me Fight for whats right but remember there are people that love you and would you alive to see the change you are helping create BlackLivesMatter
joy,1.151,On Thursday I posted a live stream discussing the murder of GeorgeFloyd and reiterated my call to fix our foundation and create a CommonMemory I invite you to watch
trust,1.188,PSA BlackLivesMatter JusticeForGeorgeFloyd ICantBreathe
trust,2.696,I will forever love the advocacy work that doe not only for dark skin woman but for black people FN ha gainned so much from the Black Community that they can not remain silent during this time This is the true definition of an INFLUENCER BLM GeorgeFloyd
anticipation,1.078,We have a racist coming out of the closet on FB let make sure their employer know who they are Joe Cunningham owns Wraps2Go in Greensboro NC Please share and let the world know what he think of u BlackLivesMatter
joy,0.562,BREAKING Omar Jimenez wa just arrested by Minnesota state police live on national television GeorgeFloyd minneapolisriots Minneapolis
sadness,3.4539999999999997,GeorgeFloydWasMurdered We cant let up on Trump about what ha befallen our nation under his watch dont look at the shiny thing he want u to talk about there the death of Mr George Floyd who while dying called for his deceased motherFocusOnTheTrumpDeathToll100K
joy,0.912,Just this week Christian Cooper couldnt ask a white woman to leash her dog wo the cop being called George Floyd couldnt breathe Black entrepreneur couldnt work out in a gym wo the cop being called Omar Jimenez couldnt do his job on live TV wo getting arrested
anticipation,2.1719999999999997,I woke up feeling more anxious than usual today From whats going on in Minneapolis George Floyds death that reporter getting arrested on LIVE TV My heart ache for this world We need healing
sadness,1.547,if youre tired of seeing my post about the protest and BLACK LIVES MATTER you are the problem you should be with u and not rolling your eye at my people being MURDERED tweet and say what you want but it noted where your energy is and how much you truly care
fear,2.375,From the start the black and brown community led the fight for Queer right especially when it wa dangerous If you do not fulfill your duty to stand up for them now you are not living your life correctly The systematic and statesponsored murder must end BlackLivesMatter
trust,1.235,A black reporter wa arrested live on TV and a white reporter wasnt Read the thread BlackLivesMatter
fear,2.432,Literally every conservative What happened to George Floyd wa disgusting and an abuse of power by police Libs CONSERVATIVES CLAIM TO BE PROLIFE BUT CELEBRATED GEORGE FLOYD DYING 500k like
sadness,1.031,Ill be auctioning off a full set of animal crossing lighter EST All proceeds will be donated to the Black Lives Matter movement Keep your eye out for artistssupportblm where other artist will be participating
trust,0.477,ALL POWER TO THE PEOPLE BlackLivesMatter JusticeForGeorgeFlyod
fear,1.265,It is Derek Chauvins arrest that should be the norm and George Floyds murder the anomaly This must happen across the country
fear,2.1959999999999997,Breaking Former Minneapolis Police Officer DerekChauvin who killed GeorgeFloyd ha been arrested We will not rest until all of the officer have been charged in this murder WeAreDoneDying JusticeForGeorgeFloyd
