tweet_created_dt,tweet_text,final_tweet_text,sentiment,sentiment_count,sentiment_score
2020-05-07 20:57:08,This #spokenword say so much. #AhmaudArbery #JusticeForAhmaud #BlackLivesMatter,"['this', '#spokenword', 'says', 'say', 'so', 'much', 'ahmaudarbery', 'justiceforahmaud', 'blacklivesmatter']",,0.0,0.0
2020-05-10 15:35:24,Right. I remember when P!nk said Black Lives Matter and lost a million fan on IG.,"['right', 'i', 'remember', 'when', 'p!nk', 'said', 'say', 'black', 'lives', 'matter', 'and', 'lost', 'lose', 'a', 'million', 'fans', 'fan', 'on', 'ig']",sadness,3.0,1.415
2020-05-10 17:05:41,"it is crazier to see people defend lie in the medium designed to stir up racial animosity, especially given the number of dead cop that resulted from the black life matter movement.","['it', 'is', 'be', 'crazier', 'to', 'see', 'people', 'defend', 'lies', 'lie', 'in', 'the', 'media', 'designed', 'design', 'to', 'stir', 'up', 'racial', 'animosity', 'especially', 'given', 'give', 'the', 'number', 'of', 'dead', 'cops', 'cop', 'that', 'resulted', 'result', 'from', 'the', 'black', 'lives', 'life', 'matter', 'movement']",sadness,3.0,1.3039999999999998
2020-05-10 17:06:53,"Because a a reporter I know a much or more about the black life matter movement a anybody and when I see exactly the same guy using exactly the same playbook a few month before an election, I know what is up.","['because', 'as', 'a', 'reporter', 'i', 'know', 'as', 'much', 'or', 'more', 'about', 'the', 'black', 'lives', 'life', 'matter', 'movement', 'as', 'anybody', 'and', 'when', 'i', 'see', 'exactly', 'the', 'same', 'guy', 'using', 'use', 'exactly', 'the', 'same', 'playbook', 'a', 'few', 'months', 'month', 'before', 'an', 'a', 'election', 'i', 'know', 'what', 'is', 'be', 'up']",trust,2.0,0.891
2020-05-13 12:25:49,"Before anyone try to say anything else about Black people is behavior or bodies, deal w/structural racism. Blacks are 6 time more than Whites to be turned away for #COVID19 testing nan treatment at hospitals. Blacks are dying because our life are devalued #BlackLivesMatter","['before', 'anyone', 'tries', 'try', 'to', 'say', 'anything', 'else', 'about', 'black', 'people', 'is', 'be', 'behavior', 'or', 'bodies', 'body', 'deal', 'w/', 'with', 'structural', 'racism', 'blacks', 'are', 'be', '6', 'times', 'time', 'more', 'than', 'whites', 'to', 'be', 'turned', 'turn', 'away', 'for', 'covid19', 'testing', 'nan', 'treatment', 'at', 'hospitals', 'hospital', 'blacks', 'are', 'be', 'dying', 'die', 'because', 'our', 'we', 'lives', 'life', 'are', 'be', 'devalued', 'devalue', 'blacklives', 'blacklive', 'matter']",sadness,4.0,2.4130000000000003
2020-05-13 18:14:05,#SayHerName #BreonnaTaylor #BlackLivesMatter Thank you for seeking justice. #ForThePeople,"['sayhername', 'breonnataylor', 'blacklivesmatter', 'thank', 'you', 'for', 'seeking', 'seek', 'justice', 'for', 'thepeople']",trust,1.0,0.711
2020-05-16 07:32:53,#BreonnaTaylor executed by police. #AhmaudArbery executed by vigilantes. But white people need their waffles. #BlackLivesMatter,"['breonna', 'taylor', 'executed', 'execute', 'by', 'police', 'ahmaudarbery', 'executed', 'execute', 'by', 'vigilantes', 'vigilante', 'but', 'white', 'people', 'need', 'their', 'they', 'waffles', 'waffle', 'blacklivesmatter']",trust,2.0,0.828
2020-05-18 15:55:05,"Tonight #StLouisSuperman story will finally be released. Many lesson learned, many moment to keep nan guide u in the coming days. Thanks for joining u on the journey. Mon May 18 9PM ET/PT MTV2 #blacklivesmatter","['tonight', 'stlouissuperman', 'story', 'will', 'finally', 'be', 'released', 'release', 'many', 'lessons', 'lesson', 'learned', 'learn', 'many', 'moments', 'moment', 'to', 'keep', 'nan', 'guide', 'us', 'we', 'in', 'the', 'coming', 'come', 'days', 'day', 'thanks', 'for', 'joining', 'join', 'us', 'we', 'on', 'the', 'journey', 'mon', 'may', '18', '9', 'pm', 'et', 'pt', 'mtv2', '#blacklivesmatter']",anticipation,4.0,2.2809999999999997
2020-05-19 10:17:53,#BlackLivesMatter,['#blacklivesmatter'],,0.0,0.0
2020-05-21 10:43:46,"A very important analysis and wake-up call for the church. Do ‘Black life matter less'? Our collective behaviour and lack of positive action to the contrary would suggest so, according to the research by","['a', 'very', 'important', 'analysis', 'and', 'wake', 'up', 'call', 'for', 'the', 'church', 'do', 'black', 'lives', 'life', 'matter', 'less', 'our', 'we', 'collective', 'behaviour', 'and', 'lack', 'of', 'positive', 'action', 'to', 'the', 'contrary', 'would', 'suggest', 'so', 'according', 'accord', 'to', 'the', 'research', 'by']",trust,5.0,2.571
2020-05-21 19:23:07,"My name is José. I am not Black, but I see you. I am not Black, but I hear you. I am not Black, but I stand with you. #JusticeForAhmaud #BlackLivesMatter","['my', 'name', 'is', 'be', 'josé', 'i', 'am', 'be', 'not', 'black', 'but', 'i', 'see', 'you', 'i', 'am', 'be', 'not', 'black', 'but', 'i', 'hear', 'you', 'i', 'am', 'be', 'not', 'black', 'but', 'i', 'stand', 'with', 'you', 'justiceforahmaud', 'blacklivesmatter']",,0.0,0.0
2020-05-22 16:16:57,"Sadly, in the eye of the Democrat party, black conservative dont count. Not ALL black life matter to them. Black conservative are the most politically courageous demographic there is given that an entire political party doe not count them in their identity political base","['sadly', 'in', 'the', 'eyes', 'eye', 'of', 'the', 'democrat', 'party', 'black', 'conservatives', 'conservative', 'do', 'nt', 'not', 'count', 'not', 'all', 'black', 'lives', 'life', 'matter', 'to', 'them', 'they', 'black', 'conservatives', 'conservative', 'are', 'be', 'the', 'most', 'politically', 'courageous', 'demographic', 'there', 'is', 'be', 'given', 'give', 'that', 'an', 'a', 'entire', 'political', 'party', 'does', 'do', 'not', 'count', 'them', 'they', 'in', 'their', 'they', 'identity', 'political', 'base']",trust,4.0,1.97
2020-05-23 15:04:57,Ward 7 Car Caravan for ha started!! All Black Lives Matter #peoplefirst #bethechange #bethevillage,"['ward', '7', 'car', 'caravan', 'for', 'has', 'have', 'started', 'start', 'all', 'black', 'lives', 'matter', '#peoplefirst', 'bethechange', 'bethevillage']",anticipation,1.0,0.75
2020-05-26 15:03:40,"George Floyd wa murdered by two police officer last night in Minneapolis. One kneeled on his neck a he cried out ""I can not breathe."" The other officer stood by and watched his fellow officer murder a Black man.","['george', 'floyd', 'was', 'be', 'murdered', 'murder', 'by', 'two', 'police', 'officers', 'officer', 'last', 'night', 'in', 'minneapolis', 'one', 'kneeled', 'kneel', 'on', 'his', 'he', 'neck', 'as', 'he', 'cried', 'cry', 'out', 'i', 'can', 'not', 'breathe', 'the', 'other', 'officer', 'stood', 'stand', 'by', 'and', 'watched', 'watch', 'his', 'he', 'fellow', 'officer', 'murder', 'a', 'black', 'man']",sadness,4.0,2.5780000000000003
2020-05-26 15:31:41,"Rest in power, George Floyd. This parallel make me sick. Another situation where a Black man can not breathe.","['rest', 'in', 'power', 'george', 'floyd', 'this', 'parallel', 'makes', 'make', 'me', 'i', 'sick', 'another', 'situation', 'where', 'a', 'black', 'man', 'can', 'not', 'breathe']",sadness,2.0,0.812
2020-05-26 16:02:20,"they have been lying about this here land, being the land of the free...for four hundred and one year now. #RIPGeorgeFloyd #ICantBreathe #justiceforFloyd #BlackLivesMatter","['they', 'have', 'been', 'be', 'lying', 'lie', 'about', 'this', 'here', 'land', 'being', 'be', 'the', 'land', 'of', 'the', 'free', 'for', 'four', 'hundred', 'and', 'one', 'years', 'year', 'now', 'ripgeorgefloyd', 'icantbreathe', 'justicefor', 'floyd', 'blacklivesmatter']",disgust,2.0,0.976
2020-05-26 16:24:49,". killed George Floyd on video with excessive force. So much for Trust, Accountability, and Professional Service","['killed', 'kill', 'george', 'floyd', 'on', 'video', 'with', 'excessive', 'force', 'so', 'much', 'for', 'trust', 'accountability', 'and', 'professional', 'service']",trust,3.0,2.149
2020-05-26 19:23:50,the brother is name wa George Floyd https//twitter.com/dontestallworth/status/1265317978716938242?s=21,"['the', 'brother', 'is', 'be', 'name', 'was', 'be', 'george', 'floyd', 'https//twitter.com/dontestallworth/status/1265317978716938242?s=21']",trust,1.0,0.648
2020-05-26 20:18:03,This is America. Enough with watching innocent men and woman caught on camera being murdered and enough with becoming a hashtag.. i would love to live in a world where i do not have to fear for my life because of the color of my skin #blacklivesmatter #GeorgeFloyd,"['this', 'is', 'be', 'america', 'enough', 'with', 'watching', 'watch', 'innocent', 'men', 'man', 'and', 'women', 'woman', 'caught', 'catch', 'on', 'camera', 'being', 'be', 'murdered', 'murder', 'and', 'enough', 'with', 'becoming', 'become', 'a', 'hashtag', 'i', 'would', 'love', 'to', 'live', 'in', 'a', 'world', 'where', 'i', 'do', 'not', 'have', 'to', 'fear', 'for', 'my', 'life', 'because', 'of', 'the', 'color', 'of', 'my', 'skin', '#blacklivesmatter', 'george', 'floyd']",fear,3.0,1.922
2020-05-26 20:33:44,"Rest In Peace #GeorgeFloyd. If you do not know, google him. This is why kneeled.","['rest', 'in', 'peace', 'georgefloyd', 'if', 'you', 'do', 'not', 'know', 'google', 'him', 'he', 'this', 'is', 'be', 'why', 'kneeled', 'kneel']",joy,2.0,1.045
2020-05-26 20:51:17,#AmyCooper called the police and lied on #ChristianCooper in hope that the police would do to him similarly what they did to #GeorgeFloyd. Let that sink in. #BlackLivesMatter #icantbreathe,"['amycooper', 'called', 'call', 'the', 'police', 'and', 'lied', 'lie', 'on', 'christiancooper', 'in', 'hopes', 'hope', 'that', 'the', 'police', 'would', 'do', 'to', 'him', 'he', 'similarly', 'what', 'they', 'did', 'do', 'to', 'georgefloyd', 'let', 'that', 'sink', 'in', 'blacklives', 'matter', '#icantbreathe']",trust,3.0,1.641
2020-05-26 21:03:33,I guess killing unarmed black people is considered essential work #GeorgeFloyd #AhmaudArbery #BreonnaTaylor,"['i', 'guess', 'killing', 'kill', 'unarmed', 'black', 'people', 'is', 'be', 'considered', 'consider', 'essential', 'work', 'georgefloyd', '#ahmaudarbery', '#breonnataylor']",sadness,3.0,1.8900000000000001
2020-05-26 21:56:29,"And now #GeorgeFloyd, an unarmed African American, murdered by a white police in a broad daylight! He wa repeatedly saying ""I can not breathe"" to the officer who ha his knee on the man is neck nan let him die. #blackinamerica #racialbias #keeprecording #exposeinjustice #injustice","['and', 'now', 'georgefloyd', 'an', 'a', 'unarmed', 'african', 'american', 'murdered', 'murder', 'by', 'a', 'white', 'police', 'in', 'a', 'broad', 'daylight', 'he', 'was', 'be', 'repeatedly', 'saying', 'say', 'i', 'can', 'not', 'breathe', 'to', 'the', 'officer', 'who', 'has', 'have', 'his', 'he', 'knee', 'on', 'the', 'man', 'is', 'be', 'neck', 'nan', 'let', 'him', 'he', 'die', '#blackinamerica', '#racialbias', '#racialbia', '#keeprecording', 'ekeeprecord', '#exposeinjustice', '#injustice']",fear,3.0,1.9999999999999998
2020-05-26 22:24:36,My God. We are a country at war. #GeorgeFloyd #PoliceTerrorist,"['my', 'god', 'we', 'are', 'be', 'a', 'country', 'at', 'war', 'george', 'floyd', 'policeterrorist']",fear,2.0,1.036
2020-05-26 23:15:12,The bloodlust must stop. #blacklivesmatter #justiceforgeorgefloyd #restinpower blklivesmatter Pennsylvania https//www.instagram.com/p/CAq00wbDQnQ/?igshid=1a0hhaxlp7apn,"['the', 'bloodlust', 'must', 'stop', '#blacklivesmatter', '#justiceforgeorgefloyd', '#restinpower', 'blklivesmatter', 'pennsylvania', 'https//www.instagram.com/p/caq00wbdqnq/?igshid=1a0hhaxlp7apn']",,0.0,0.0
2020-05-26 23:40:01,HE WAS ASPHYXIATED by a police officer. In broad daylight. With multiple witness screaming at him to stop. Plain a day. No #CPR when unconscious. Mortified. Heartbreaking. i am struggling to find words. #GeorgeFloyd,"['he', 'was', 'be', 'asphyxiated', 'anphyxiate', 'by', 'a', 'police', 'officer', 'in', 'broad', 'daylight', 'with', 'multiple', 'witnesses', 'witness', 'screaming', 'scream', 'at', 'him', 'he', 'to', 'stop', 'plain', 'as', 'day', 'no', 'cpr', 'when', 'unconscious', 'mortified', 'heartbreaking', 'i', 'am', 'be', 'struggling', 'struggle', 'to', 'find', 'words', 'word', 'george', 'floyd']",fear,4.0,2.547
2020-05-27 00:44:26,Bir Amerikan klasiği. 4 polis siyahi bir adamın üzerine çıkmış ve gözaltına almaya çalışıyor. Siyahi adam nefes alamadığını söylüyor ve bu olaydan 3-4 dk sonra nefessiz kalarak ölüyor. İsmi George Floyd.,"['bir', 'amerikan', 'klasiği', '4', 'polis', 'siyahi', 'bir', 'adamın', 'üzerine', 'çıkmış', 've', 'have', 'gözaltına', 'almaya', 'çalışı', 'yor', 'siyahi', 'adam', 'nefes', 'alamadığını', 'söylüyor', 've', 'have', 'bu', 'olaydan', '3', '4', 'dk', 'sonra', 'nefessiz', 'kalarak', 'ölü', 'yor', 'i̇smi', 'george', 'floyd']",,0.0,0.0
2020-05-27 00:44:37,Some art therapy. #BlackLivesMatter,"['some', 'art', 'therapy', 'blacklivesmatter']",anticipation,1.0,0.391
2020-05-27 01:30:11,George Floyd. Remember his name. People watching pleading to Minneapolis police with an officer is knee on his neck not to murder George when he kept telling them he could not breathe. Just STOP this. And we ALL must just stop allowing this to happen.,"['george', 'floyd', 'remember', 'his', 'he', 'name', 'people', 'watching', 'watch', 'pleading', 'plead', 'to', 'minneapolis', 'police', 'with', 'an', 'a', 'officer', 'is', 'be', 'knee', 'on', 'his', 'he', 'neck', 'not', 'to', 'murder', 'george', 'when', 'he', 'kept', 'keep', 'telling', 'tell', 'them', 'they', 'he', 'could', 'not', 'breathe', 'just', 'stop', 'this', 'and', 'we', 'all', 'must', 'just', 'stop', 'allowing', 'allow', 'this', 'to', 'happen']",fear,3.0,1.422
2020-05-27 01:34:19,"His name wa George Floyd, and he wa murdered by monster pretending to be police officers. I hope that for once, justice prevails and these fucking animal rot in prison for the rest of their natural lives.","['his', 'he', 'name', 'was', 'be', 'george', 'floyd', 'and', 'he', 'was', 'be', 'murdered', 'murder', 'by', 'monsters', 'monster', 'pretending', 'pretend', 'to', 'be', 'police', 'officers', 'officer', 'i', 'hope', 'that', 'for', 'once', 'justice', 'prevails', 'prevail', 'and', 'these', 'fucking', 'fuck', 'animals', 'animal', 'rot', 'in', 'prison', 'for', 'the', 'rest', 'of', 'their', 'they', 'natural', 'lives', 'life']",fear,5.0,3.2969999999999997
2020-05-27 02:52:44,"As protest grow in Minneapolis Eric garner is daughter, Emerald reacts to George floyd is death. No one wa ever criminally indicted for Eric garner is death despite being ruled a homicide by Medical Examiner. #icantbreathe #JusticeForFloyd – at Staten Island, NY","['as', 'protests', 'protest', 'grow', 'in', 'minneapolis', 'eric', 'garner', 'is', 'be', 'daughter', 'emerald', 'reacts', 'react', 'to', 'george', 'floyd', 'is', 'be', 'death', 'no', 'one', 'was', 'be', 'ever', 'criminally', 'indicted', 'indict', 'for', 'eric', 'garner', 'is', 'be', 'death', 'despite', 'being', 'be', 'ruled', 'rule', 'a', 'homicide', 'by', 'medical', 'examiner', '#icantbreathe', 'justice', 'forfloyd', 'at', 'staten', 'island', 'ny']",fear,6.0,2.906
2020-05-27 02:57:04,"we are living in time of an unprecedented global pandemic, but this? This image is gonna make history books. George Floyd will make history books. Peace, love and safety to you all.","['we', 'are', 'be', 'living', 'live', 'in', 'times', 'time', 'of', 'an', 'a', 'unprecedented', 'global', 'pandemic', 'but', 'this', 'this', 'image', 'is', 'be', 'gon', 'go', 'na', 'to', 'make', 'history', 'books', 'book', 'george', 'floyd', 'will', 'make', 'history', 'books', 'book', 'peace', 'love', 'and', 'safety', 'to', 'you', 'all']",joy,5.0,2.258
2020-05-27 03:04:22,"Images of violence from #GeorgeFloyd protester will dominate national news coverage tomorrow but remember, they are the minority. The majority are peaceful see previous tweet, but also sad, angry and dismayed they have to be out here again.","['images', 'image', 'of', 'violence', 'from', 'georgefloyd', 'protesters', 'protester', 'will', 'dominate', 'national', 'news', 'coverage', 'tomorrow', 'but', 'remember', 'they', 'are', 'be', 'the', 'minority', 'the', 'majority', 'are', 'be', 'peaceful', 'see', 'previous', 'tweet', 'but', 'also', 'sad', 'angry', 'and', 'dismayed', 'dismay', 'they', 'have', 'to', 'be', 'out', 'here', 'again']",anger,4.0,2.606
2020-05-27 03:37:45,I pray for your family George Floyd. #SayHisName,"['i', 'pray', 'for', 'your', 'you', 'family', 'george', 'floyd', 'sayhisname']",joy,2.0,0.969
2020-05-27 03:43:43,#JusticeForGeorgeFloyd #GeorgeFloyd,"['#justice', 'forgeorgefloyd', 'georgefloyd']",,0.0,0.0
2020-05-27 05:06:51,"I pray for our world in the midst of a pandemic where we need mask to walk outside our homes. I pray for my fellow black people that live in fear of becoming a #and another innocent life taken I pray for change, safety& justice #AmyCooper #BlackLivesMatter #RIPGeorgeFloyd","['i', 'pray', 'for', 'our', 'we', 'world', 'in', 'the', 'midst', 'of', 'a', 'pandemic', 'where', 'we', 'need', 'masks', 'mask', 'to', 'walk', 'outside', 'our', 'we', 'homes', 'home', 'i', 'pray', 'for', 'my', 'fellow', 'black', 'people', 'that', 'live', 'in', 'fear', 'of', 'becoming', 'become', 'a', 'and', 'another', 'innocent', 'life', 'taken', 'take', 'i', 'pray', 'for', 'change', 'safety', '&', 'justice', 'amycooper', 'blacklives', 'matter', '#ripgeorgefloyd']",trust,5.0,2.8989999999999996
2020-05-27 05:36:55,Say his name! #GeorgeFloyd #icantbreathe #blackinamerica #racism #racialbias #keeprecording #exposeracism #injustice,"['say', 'his', 'he', 'name', 'george', 'floyd', '#icantbreathe', '#blackinamerica', '#racism', '#racialbias', '#racialbia', '#keeprecording', 'ekeeprecord', '#exposeracism', '#injustice']",,0.0,0.0
2020-05-27 11:35:16,"For Christians, either Black Lives Matter or you do not think Jesus is Lord. Pick one.","['for', 'christians', 'either', 'black', 'lives', 'life', 'matter', 'or', 'you', 'do', 'not', 'think', 'jesus', 'is', 'be', 'lord', 'pick', 'one']",joy,3.0,1.3439999999999999
2020-05-27 12:19:29,i am a fan and I do not mind if their player want to protest the murder of George Floyd. I do not mind if any player on any team protest this. A man is dead at the hand of the police. His neck pinned down by a knee for over 5 minutes. #TakeAKnee #JusticeForGeorgeFloyd,"['i', 'am', 'be', 'a', 'fan', 'and', 'i', 'do', 'not', 'mind', 'if', 'their', 'they', 'players', 'player', 'want', 'to', 'protest', 'the', 'murder', 'of', 'george', 'floyd', 'i', 'do', 'not', 'mind', 'if', 'any', 'players', 'player', 'on', 'any', 'team', 'protest', 'this', 'a', 'man', 'is', 'be', 'dead', 'at', 'the', 'hands', 'hand', 'of', 'the', 'police', 'his', 'he', 'neck', 'pinned', 'pin', 'down', 'by', 'a', 'knee', 'for', 'over', '5', 'minutes', 'minute', 'takeaknee', '#justice', 'forgeorge', 'floyd']",trust,3.0,1.4449999999999998
2020-05-27 12:33:37,"With a sad heart, l want to offer my condolence to the family of George Floyd he wa murderd by police officer in Minneapolis due one such officer kneeling on his neck a he begged for air. So far they have only been fired why are not they in jail why are they allow to be free","['with', 'a', 'sad', 'heart', 'l', 'want', 'to', 'offer', 'my', 'condolences', 'condolence', 'to', 'the', 'family', 'of', 'george', 'floyd', 'he', 'was', 'be', 'murderd', 'by', 'police', 'officers', 'officer', 'in', 'minneapolis', 'due', 'one', 'such', 'officer', 'kneeling', 'kneel', 'on', 'his', 'he', 'neck', 'as', 'he', 'begged', 'beg', 'for', 'air', 'so', 'far', 'they', 'have', 'only', 'been', 'be', 'fired', 'fire', 'why', 'are', 'be', 'not', 'they', 'in', 'jail', 'why', 'are', 'be', 'they', 'allow', 'to', 'be', 'free']",sadness,5.0,3.3439999999999994
2020-05-27 12:46:47,No justice no peace #BlackLivesMatter #GeorgeFloyd #racistamerica,"['no', 'justice', 'no', 'peace', 'blacklives', 'blacklive', 'matter', 'georgefloyd', '#racistamerica']",trust,3.0,1.79
2020-05-27 12:47:23,"Remember when White Suprematists stormed the MI capitol with guns, forced them to end their session early, and walked away without any repercussions? This wa minnesota is response to #BlackLivesMatter protests. This is White Privilege in action...""","['remember', 'when', 'white', 'suprematists', 'stormed', 'storm', 'the', 'mi', 'capitol', 'with', 'guns', 'gun', 'forced', 'force', 'them', 'they', 'to', 'end', 'their', 'they', 'session', 'early', 'and', 'walked', 'walk', 'away', 'without', 'any', 'repercussions', 'repercussion', 'this', 'was', 'be', 'minnesota', 'is', 'be', 'response', 'to', 'blacklives', 'matter', 'protests', 'protest', 'this', 'is', 'be', 'white', 'privilege', 'in', 'action']",fear,3.0,1.569
2020-05-27 13:13:34,Sometimes... Black men just want to love birds. My youngest boy love birds... I will not let racism stop him from loving birds. Thanks to #ChristianCooper for the inspiration through the hate. #CentralPark #AmyCooper #GeorgeFloyd #Minneapolis #iCantBreathe #BlackLivesMatter,"['sometimes', 'black', 'men', 'man', 'just', 'want', 'to', 'love', 'birds', 'bird', 'my', 'youngest', 'boy', 'loves', 'love', 'birds', 'bird', 'i', 'will', 'not', 'let', 'racism', 'stop', 'him', 'he', 'from', 'loving', 'love', 'birds', 'bird', 'thanks', 'to', 'christiancooper', 'for', 'the', 'inspiration', 'through', 'the', 'hate', 'centralpark', 'amycooper', 'georgefloyd', 'minneapolis', 'icantbreathe', 'blacklivesmatter']",joy,3.0,2.432
2020-05-27 13:49:43,"Murder. that is what it was. George Floyd wa murdered by the police. Call it out, y'all.","['murder', 'that', 'is', 'be', 'what', 'it', 'was', 'be', 'george', 'floyd', 'was', 'be', 'murdered', 'murder', 'by', 'the', 'police', 'call', 'it', 'out', ""y'all""]",fear,2.0,1.234
2020-05-27 14:21:08,"Local cop in Delaware wear blue life matter toboggan when it is cold out. So that go to show you the police themselves do not give a fuck about the black life matter movement. In fact, they hate that shit.","['local', 'cops', 'cop', 'in', 'delaware', 'wear', 'blue', 'lives', 'life', 'matter', 'toboggans', 'toboggan', 'when', 'it', 'is', 'be', 'cold', 'out', 'so', 'that', 'goes', 'go', 'to', 'show', 'you', 'the', 'police', 'themselves', 'do', 'not', 'give', 'a', 'fuck', 'about', 'the', 'black', 'lives', 'life', 'matter', 'movement', 'in', 'fact', 'they', 'hate', 'that', 'shit']",trust,6.0,2.798
2020-05-27 14:30:16,"We can not make a change if you all do not change. Black people... Black adults... Black kids... Are hurting... Maybe if everyone hurt the same for the dehumanization of Black bodies, thing would change #GeraldFloyd #AhmaudArbery #ChristianCooper #Minneapolis #BlackLivesMatter","['we', 'can', 'not', 'make', 'a', 'change', 'if', 'you', 'all', 'do', 'not', 'change', 'black', 'people', 'black', 'adults', 'adult', 'black', 'kids', 'kid', 'are', 'be', 'hurting', 'hurt', 'maybe', 'if', 'everyone', 'hurt', 'the', 'same', 'for', 'the', 'dehumanization', 'of', 'black', 'bodies', 'body', 'things', 'thing', 'would', 'change', 'gerald', 'floyd', '#ahmaudarbery', '#christiancooper', '#minneapolis', 'blacklives', 'matter']",sadness,3.0,1.5939999999999999
