tweet_id,content,sentiment,tweet_text
611897570856714240,A sneak peek @BritishMuseum’s #IndigenousAustralia exhibition http://t.co/cZFrjkM2pK,nocode,A sneak peek IndigenousAustralia exhibition 
614698049328291844,Couldn't agree more ; counting the days till we see @kettlesyard again ! https://t.co/5Re1PZr3HZ,nocode,Couldnt agree more counting the days till we see again 
611634648846876672,"@NationalGallery I do, I do, I do. :)",happy, I do I do I do Embarrassed or blushing 
612736445820858368,@tateliverpool one of my favourite paintings! He was a great artist,happy, one of my favourite paintings He was a great artist
614025292693180416,Free CPD afternoon for @PlymouthMuseum's 2016 'War Games' exhibition on Thurs 2 Jul from 4pm #plymouth. Details at http://t.co/2ctn5flODc,nocode,Free CPD afternoon for 2016 War Games exhibition on Thurs 2 Jul from 4pm plymouth Details at 
614184660906704896,The Magna Carta exhibition @britishmuseum was quite extraordinary. Very imaginatively done. Even a bit of Tony Hancock in there!,happy,The Magna Carta exhibition was quite extraordinary Very imaginatively done Even a bit of Tony Hancock in there
613359710343929857,"Over 100 people signed up for 'What's It Worth?' @britishmuseum! Don't miss out, book now! #cdavalue #PhDchat #ahrc10 http://t.co/ToFPL9m2YY",not-relevant,Over 100 people signed up for Whats It Worth Dont miss out book now cdavalue PhDchat ahrc10 
612734845593219072,"Kudos, @FitzMuseum_UK, for a top-flight WC exhibition!",happy,Kudos for a topflight WC exhibition
615448394635575296,"Jack from @britishmuseum blogs about how #museums can keep up with tech &amp; youngsters, its all in the collection - http://t.co/Tkd8aep3OT",nocode,Jack from blogs about how museums can keep up with tech amp youngsters its all in the collection 
611481493257371649,@_TheWhitechapel @mitpress @monoskop http://t.co/fxp5kjuGV2,nocode, 
612168095252267008,@stiveshouse @MillenniumArt @Tate_StIves @Tremenheere ooh... Please let us know how it is!!!,happy, ooh Please let us know how it is
610763295042224128,£10 off @accessart http://t.co/0biFQaXTQg membership plus offers from @royalacademy  @NationalGallery with @CASSART http://t.co/6JTpkIzyGg,not-relevant,£10 off membership plus offers from with 
611529306917969922,@britishmuseum @Ophiolatrist Spain? Egypt?,nocode, Spain Egypt
615107089619394560,Enjoying the amazing collections @britishmuseum with the family http://t.co/nSbD7DwNM1,happy,Enjoying the amazing collections with the family 
615492699685318656,"Ædwen's Brooch - story of an #AngloSaxon lady, filmed at @WestStowNews for @ElyMuseum &amp; @britishmuseum exhibition https://t.co/oRdig1DerL",nocode,Ædwens Brooch story of an AngloSaxon lady filmed at for amp exhibition 
611239436739870720,@NationalGallery Beautiful painting.  Thank you.,happy, Beautiful painting Thank you
612504789860118528,#definingbeauty @britishmuseum a truly breathtaking exhibition.fascinating on portrayals of women http://t.co/lyoR6HJEqL,happy,definingbeauty a truly breathtaking exhibitionfascinating on portrayals of women 
613390719949099008,@DavidSmithArt @ThelmaHulbert @LisaLooly @DrawntoDevon @MooseAllain @roshvarosha haha not in my case...,nocode, haha not in my case
612328414201147392,The Great Court of the @britishmuseum #london. #photography http://t.co/6Oy3PPHnXy,nocode,The Great Court of the london photography 
613295358463057920,"@britishmuseum It's one of them things, innit?",nocode, Its one of them things innit
613044253921538048,Discover The Arts with Social Media: NOHO Co-Founder Rod McIntosh on NOHO Origins* https://t.co/tJmlzSRVvv @_TheWhitechapel #London #Art,nocode,Discover The Arts with Social Media NOHO CoFounder Rod McIntosh on NOHO Origins London Art
614911271079661568,"@laiyaharvey thank you for the favourite, following you back, your mum @Andjustbeingme did a great job at #DefeatingDepression @RAMMuseum",happy, thank you for the favourite following you back your mum did a great job at DefeatingDepression 
612540027558580224,Treats for the end of June @HeatonsArtTrail followed by #JacksonPollock @tateliverpool *perfect summer*,happy,Treats for the end of June followed by JacksonPollock perfect summer
611582675472777216,@tatteredstones @kettlesyard One of the best places in the country.,happy, One of the best places in the country
612618724726702080,Gemma is visiting Australia today but has failed to find a Hemsworth. Keep trying! #AustrianGP @britishmuseum #Oz http://t.co/vdW5HT3g2S,nocode,Gemma is visiting Australia today but has failed to find a Hemsworth Keep trying AustrianGP Oz 
615216644550430721,@dr_shibley @britishmuseum Awwh - possum!,happy, Awwh possum
612202552764039168,"Only two more weeks to see our exhibition on Roman food @CoriniumMuseum - stunning objects from @britishmuseum , @silchexcavation &amp; Corinium",nocode,Only two more weeks to see our exhibition on Roman food stunning objects from amp Corinium
611947559444172801,"Wonderful experience, hearing Tim Knox’s #objects2015 keynote on contents &amp; decor of UK country houses in gallery 3 of @FitzMuseum_UK!",happy,Wonderful experience hearing Tim Knoxs objects2015 keynote on contents amp decor of UK country houses in gallery 3 of 
611468228330680320,A little bit of #Waterloo1815 history @ThelmaHulbert @HonitonTown today https://t.co/VCcFPrRh81,nocode,A little bit of Waterloo1815 history today 
610834866435923969,Hooray! @MooseAllain wins Evolver Prize 2015! See it at @ThelmaHulbert from 4 July. http://t.co/GYKpsOb0W6,happy,Hooray wins Evolver Prize 2015 See it at from 4 July 
612261754882666496,Fabulous Enid Blyton exhibition @PlymouthMuseum. Great for kids of ALL ages! @LoveOurPast http://t.co/zmsvCN4aH5,happy,Fabulous Enid Blyton exhibition Great for kids of ALL ages 
612184473870970880,"Castle Hill Open Day starts at 12. Art, dance, family activities, tours, talks, a nuclear bunker and more @kettlesyard #CastleHill15",nocode,Castle Hill Open Day starts at 12 Art dance family activities tours talks a nuclear bunker and more CastleHill15
611523835125329920,"@britishmuseum @aroberts_andrew How was the battle controlled? Drums,messages? Did regiments respond to the wrong drummers or instructions?",nocode, How was the battle controlled Drumsmessages Did regiments respond to the wrong drummers or instructions
613296900159209472,@britishmuseum coffin for babies?,nocode, coffin for babies
614755706881855488,"@NationalGallery Important art and true culture, to effectively counter the culture of violence http://t.co/Ax0RKtghS1",nocode, Important art and true culture to effectively counter the culture of violence 
610463913805774848,@7stories Enid Blyton exhib'n opens @PlymouthMuseum Wed 17 June! We've been helping set up http://t.co/OkrzbdXeVa http://t.co/9FDn5QZXbo,happy, Enid Blyton exhibn opens Wed 17 June Weve been helping set up 
612264160311803905,KETTLE'S YARD: ANTIMUSEUM - meet the Archivist is buzzing! #CastleHill15 @kettlesyard #explorearchives http://t.co/c8UyiYMZpD,happy,KETTLES YAR Sadness ANTIMUSEUM meet the Archivist is buzzing CastleHill15 explorearchives 
613296073138962432,"""Lot more I can do with £13.5m"": Director of @FitzMuseum_UK confirms they are not trying to buy export ban Cezanne http://t.co/cBzuD2P3pH",nocode,Lot more I can do with £135m Director of confirms they are not trying to buy export ban Cezanne 
614460759154798597,A week writing reports about reports suddenly brightened by the thought of #DefiningBeauty at @britishmuseum tomorrow with @LittleMissMoo,happy,A week writing reports about reports suddenly brightened by the thought of DefiningBeauty at tomorrow with 
612252317241446400,Samba time! @britishmuseum @camdentalking #DiscoveryDay http://t.co/SHi5OPmVsN,happy,Samba time DiscoveryDay 
613057647990824960,"@NationalGallery The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant, The 2nd GENOCIDE against Biafrans as promised by Buhari has begun3days of unreported aerial Bombardment in Biafraland
613677567619563520,Lots of ancient artefacts to enjoy @britishmuseum #amazingplace #toomuchforaquickvisit http://t.co/utnDOEiGXO,happy,Lots of ancient artefacts to enjoy amazingplace toomuchforaquickvisit 
611906987052408832,"I'm at @BritishMuseum in London, Greater London https://t.co/JxHG8pCw6s",nocode,Im at in London Greater London 
613976658723405824,St George slaying the dragon. German. 15th Century. @britishmuseum. Painted wooden church statuette http://t.co/BZrfSMJAwJ,nocode,St George slaying the dragon German 15th Century Painted wooden church statuette 
611844583224438784,Plus excellent prizes from the @britishmuseum http://t.co/soUo22G29A http://t.co/YrIWP415oR,happy,Plus excellent prizes from the 
610734851881345024,Behind the walls @_TheWhitechapel http://t.co/mylVk96joW,nocode,Behind the walls 
615065883912765440,See Christopher Williams - The Production Line of Happiness - via @_TheWhitechapel http://t.co/uf8CYDsyiX http://t.co/tWTYeAD3Pe,nocode,See Christopher Williams The Production Line of Happiness via 
610741907426267136,. @NationalGallery What message does oil sponsorship of the arts send to those ngotiating a climate deal in Paris this year #AsktheGallery,angry, What message does oil sponsorship of the arts send to those ngotiating a climate deal in Paris this year AsktheGallery
610255778503634944,"Big pocket required RT @appendixjournal Ancient Roman version of Swiss Army knife, 3rd century CE, at @fitzmuseum_UK. http://t.co/Pol8JwnLna",nocode,Big pocket required RT Ancient Roman version of Swiss Army knife 3rd century CE at 
613634413730078720,MPs are to debate @NationalGallery privatisation tomorrow as #PCS strikes continue http://t.co/7UajHU12bg ask your MP to attend,not-relevant,MPs are to debate privatisation tomorrow as PCS strikes continue ask your MP to attend
608624432752521216,I Love Museums http://t.co/LblvLtgxmR via @camunivmuseums @zoologymuseum @socltweet,happy,I Love Museums via 
613749482723930112,.@IanLaveryMP can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCultureGroup,angry, can you attend adjournment debate tomorrow noprivatisation reinstatecandy 
612371445197447168,"Excellent exhibition at @britishmuseum on Napoleonic era caricature/prints, well worth a look",happy,Excellent exhibition at on Napoleonic era caricatureprints well worth a look
615535685529903104,"I'm at @NationalGallery in London, Greater London https://t.co/qVJtN7jq5d",nocode,Im at in London Greater London 
615245158699954177,"In the Mesoamerican gallery at @BritishMuseum, Lord Shield Jaguar &amp; Lady Xoc of Yaxochilan summon spirits. http://t.co/dzlqOpA4Zo",nocode,In the Mesoamerican gallery at Lord Shield Jaguar amp Lady Xoc of Yaxochilan summon spirits 
612598102336212993,@britishmuseum @drng today shortest day down under-winter solstice *waves*,not-relevant, today shortest day down underwinter solstice waves
615135547321905152,@britishmuseum we love the badge! Here she is visiting Peel Park in 1851 http://t.co/VONu7avCip,happy, we love the badge Here she is visiting Peel Park in 1851 
614423435645743104,#artcubed @stockleyacademy students day @NationalGallery #stockleyart #proudteacher http://t.co/DaI5AA8cp9,nocode,artcubed students day stockleyart proudteacher 
615158141274202112,Remember #Waterloo @BritishMuseum satiric prints show http://t.co/CFKiu266QH or explore #IFPDA http://t.co/RNFAGjI0Lo http://t.co/u5V29POeJJ,nocode,Remember Waterloo satiric prints show or explore IFPDA 
613782715545055232,This de Hooch 'Courtyard of a House in Delft' us quite simply my favorite painting in @NationalGallery Thanks for placing it center stage.,happy,This de Hooch Courtyard of a House in Delft us quite simply my favorite painting in Thanks for placing it center stage
614137043497713665,Termas: Underwater Throne photos taken by Ian Kingsnorth of my recent performance @Tate_StIves http://t.co/2ClcmROoh8 http://t.co/WhXjHh6PdA,nocode,Termas Underwater Throne photos taken by Ian Kingsnorth of my recent performance 
615138927666700288,* @hist_astro @britishmuseum It looks like there's some #ArtisticLicence involved in that sketch of #SummerSolstice #sunrise at #Stonehenge.,nocode, It looks like theres some ArtisticLicence involved in that sketch of SummerSolstice sunrise at Stonehenge
611249760658452480,"@PlymouthMuseum new exhibition http://t.co/uZD8O51WOe  Famous 5 http://t.co/EDVCFIXDVy  btw, #7sTurns10 - @7Stories: http://t.co/cgUdCxkDhc",nocode, new exhibition Famous 5 btw 7sTurns10 
612603409217142785,@ladywhitepeace1 @britishmuseum actually the longest day this year will be June 30th when the next leap second will be added at 23:59:60,not-relevant, actually the longest day this year will be June 30th when the next leap second will be added at 235960
611971153238736896,A @heritagelottery grant helped us acquire 'Whistlejacket' in 1997. Learn more: http://t.... http://t.co/DrJOxGFsXp via @NationalGallery,happy,A grant helped us acquire Whistlejacket in 1997 Learn more via 
614115313316179968,@HackneyAbbott @NationalGallery @johnmcdonnellMP @pcs_union London London London,not-relevant, London London London
614760652180189184,@britishmuseum It's amazing! You're always so up to date! The best museum in the world! Thanks!,happy, Its amazing Youre always so up to date The best museum in the world Thanks
614433267610185728,#indigenousAustralia @britishmuseum moving exh about effect of colonisation &amp; documents the peoples' fight for rights to their 'country'.,nocode,indigenousAustralia moving exh about effect of colonisation amp documents the peoples fight for rights to their country
615490640592310272,Have you seen the #sand in the #paint? @NationalGallery   The #Beach at #Trouville (1870) by Claude #Monet http://t.co/66wZL3xCpn,nocode,Have you seen the sand in the paint The Beach at Trouville 1870 by Claude Monet 
614408417717919744,@FitzMuseum_UK Yum! 😀,happy, Yum grinningface 
612300159603593217,{ @britishmuseum } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/wjMdbqJKKM,nocode, Korea China art London ttot lp vacation trip photography photo Travel travelpics 
613295669399396352,@britishmuseum Of course! Nothing more and nothing less than the eye of Horus! Greetings!,happy, Of course Nothing more and nothing less than the eye of Horus Greetings
610881470576656386,"@kdastgirkhan @NationalGallery u didn't respond to my compliments,earlier?",nocode, u didnt respond to my complimentsearlier
611536471938461696,@DerekSharplol @britishmuseum for the peninsula wars and the 1st defeat of Napolean.,nocode, for the peninsula wars and the 1st defeat of Napolean
612239742361554944,@britishmuseum well deserved. Congrats!,happy, well deserved Congrats
614941836151521280,@britishmuseum loved the exhibition today! My mum especially loved it! X,happy, loved the exhibition today My mum especially loved it X
612964814906884097,@MicroPasts @britishmuseum task 40821 of Foreign Weapons before starting my real job for the day - happy Monday! http://t.co/4tU8k7lgRi,happy, task 40821 of Foreign Weapons before starting my real job for the day happy Monday 
614129980738531328,@RoyalMintUK @NationalGallery @OrdnanceSurvey @RoyalMail All vital and profitable national institutions. Don't let the #Tories sell them off,not-relevant, All vital and profitable national institutions Dont let the Tories sell them off
614381967644205056,User testing and 3D printing @RAMMuseum,nocode,User testing and 3D printing 
615152630738739200,@britishmuseum @GerardAraud Lenin's favourite painter,nocode, Lenins favourite painter
613313648589586432,I got 10/10 in 'Can you guess the artwork?' http://t.co/jyDiunjQg3 #arthistorydegree #wellworthit @NationalGallery @Tate @NatGalleryAus,happy,I got 1010 in Can you guess the artwork arthistorydegree wellworthit 
615135696714657795,@NationalGallery @sladurantaye And Rubens' Massacre of the Innocents @agotoronto http://t.co/S6JyNp1cLr,nocode, And Rubens Massacre of the Innocents 
612576172132704256,@HolbornDining one of the most delicious coffee's ever @RosewoodLondon before tackling the Greek exhibition @britishmuseum,nocode, one of the most delicious coffees ever before tackling the Greek exhibition 
610456280692604929,#AskTheGallery How much did @NationalGallery spend on employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing?,not-relevant,AskTheGallery How much did spend on employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing
612283683815456768,This is how a show should be hung. Don't miss Christopher Williams' The Production Line of Happiness @_TheWhitechapel http://t.co/6GIaHBKSXD,nocode,This is how a show should be hung Dont miss Christopher Williams The Production Line of Happiness 
612273406797578240,A young friend has drawn us a great pic of @kettlesyard inside and out with his new @archiveshub pencil #CastleHill15 http://t.co/kAxZ2Vi2c8,happy,A young friend has drawn us a great pic of inside and out with his new pencil CastleHill15 
610833467912400896,@ReclaimOurBard @pcs_union @NationalGallery : Culture? Funded by the P.R. budget? DO ME A FAVOUR. I wouldn't go there if you paid me.,disgust|angry, Culture Funded by the PR budget DO ME A FAVOUR I wouldnt go there if you paid me
613034415724343296,@Peter_Bridgman got a painting in London Open at @_TheWhitechapel and couple of paintings in Reality at @walkergallery - both open mid July,nocode, got a painting in London Open at and couple of paintings in Reality at both open mid July
613032702359564288,Artist Larissa Sansour discusses the use of sci-fi in her films @_thewhitechapel 27 June with @FL_FLAMIN @Film_London http://t.co/TR3VI57skn,nocode,Artist Larissa Sansour discusses the use of scifi in her films 27 June with 
610435626811424768,@nationalgallery #AskTheGallery When will you be re-instating Candy Udwin? Why should the arts be subject to private profit?,angry, AskTheGallery When will you be reinstating Candy Udwin Why should the arts be subject to private profit
614448677562785792,Patients of Sharp Ward are enjoying historic views of the city thanks to @PlymouthMuseum http://t.co/TIx8wplLu9 http://t.co/x0H2a5lkHy,happy,Patients of Sharp Ward are enjoying historic views of the city thanks to 
611534085975076864,"Rosetta Stone ""@britishmuseum: .@SenderosP example of what the Napoleonic Wars brought out of Egypt #Waterloo200 http://t.co/SX7ks6lwwn”",nocode,Rosetta Stone example of what the Napoleonic Wars brought out of Egypt Waterloo200 
610481355110154240,@Rossy__RORO   It is also a privilege to have the great @NationalGallery in London it is truly wonderful #arttherapy,happy, It is also a privilege to have the great in London it is truly wonderful arttherapy
612308143163502593,@Aisling_Pash @schemaly @britishmuseum Are you encouraging them to violate men's privacy? Assault! This woman's advocating assault!,disgust|angry, Are you encouraging them to violate mens privacy Assault This womans advocating assault
612243489640828928,@NationalGallery The bird cage to represent infancy. The instrument to represent youth . The Armour to represent strength and manhood,nocode, The bird cage to represent infancy The instrument to represent youth The Armour to represent strength and manhood
608374279328165889,Fantastic to be in London today speaking @ACEnterprises event. Met lovely people from @GH_Sudbury &amp; @CamUnivMuseums http://t.co/3uM1n3njPF,happy,Fantastic to be in London today speaking event Met lovely people from amp 
611340246165295104,"@NationalGallery It's a bright but cloudy day. If the sun is behind a cloud, there wouldn't be a lot of shadow, maybe?",not-relevant, Its a bright but cloudy day If the sun is behind a cloud there wouldnt be a lot of shadow maybe
611115652808605696,open source Events CMS @southbankcentre  - could this be what @CamUnivMuseums needs?  @robgethers #culturegeek,nocode,open source Events CMS could this be what needs culturegeek
610751425589714944,#askthegallery What do you take more pride in: Hanging classic artwork or hanging your staff out to dry? @NationalGallery,angry,askthegallery What do you take more pride in Hanging classic artwork or hanging your staff out to dry 
613061763865645056,"@NationalGallery The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant, The 2nd GENOCIDE against Biafrans as promised by Buhari has begun3days of unreported aerial Bombardment in Biafraland
614341859519938560,"""Crisis Through the Ages"" topic of our one-day conference. Booking is free but mandatory. Thx! @ManeyArchaeo @wellcometrust @britishmuseum",nocode,Crisis Through the Ages topic of our oneday conference Booking is free but mandatory Thx 
613830951072829444,"Excited for discussions on the potential, practicalities &amp;challenges of museum archival research #museumarchive @britishmuseum event in July",happy,Excited for discussions on the potential practicalities ampchallenges of museum archival research museumarchive event in July
610741355082551296,Thanks to Lucy &amp; co. New Rhythms Through New Eyes going up in the Education studio @kettlesyard in prep for Saturday! http://t.co/DMWyOwiy23,happy,Thanks to Lucy amp co New Rhythms Through New Eyes going up in the Education studio in prep for Saturday 
614852295055028224,Wonderful book from trip to the @britishmuseum today. Such a fun way to improve on geography knowledge! #maps http://t.co/JYYzIcGp4U,happy,Wonderful book from trip to the today Such a fun way to improve on geography knowledge maps 
611578372456583168,"I'm at @NationalGallery in London, Greater London https://t.co/6XTeuY6JEb",nocode,Im at in London Greater London 
611622400023744512,"In London @nationalgallery, a beautiful Vermeer #inarttours #masterpieces https://t.co/VukC9cOZkD",happy,In London a beautiful Vermeer inarttours masterpieces 
610762408307638272,.@NationalGallery ignores questions on sponsorship fees received from Shell. No surprises. #Artwash https://t.co/sTcbuC1dhz,disgust, ignores questions on sponsorship fees received from Shell No surprises Artwash 
614369179051950080,CEO N Chandra welcomed 450 guests to the TCS UK reception which featured 400 yrs of #shakespeare magic @britishmuseum http://t.co/b0DR7pBRnK,nocode,CEO N Chandra welcomed 450 guests to the TCS UK reception which featured 400 yrs of shakespeare magic 
614547679666917376,"@ATG_Editorial at the #SoFAA dinner listening to the wonderful main speaker, Tim Knox of @FitzMuseum_UK",happy, at the SoFAA dinner listening to the wonderful main speaker Tim Knox of 
614112070053830656,Fantastic @johnmcdonnellMP standing up for workers @NationalGallery #noprivatisation while @edvaizey sits on fence! http://t.co/QzBYpUAtQt,angry,Fantastic standing up for workers noprivatisation while sits on fence 
615210597374930944,Enjoyed a couple of hours in side the British Museum @britishmuseum lonelyplanet #summer #NotSoSunny… https://t.co/BHGoPi3c8T,happy,Enjoyed a couple of hours in side the British Museum lonelyplanet summer NotSoSunny… 
613744184495894529,"@britishmuseum you have incredibly helpful staff here, from security team to support staff in rooms and galleries! #greatservice",happy, you have incredibly helpful staff here from security team to support staff in rooms and galleries greatservice
611621564761669635,Amazing job team @britishmuseum - @periscopeco 2 in the bag. Massive thanks to @thehistoryguy. Happy #Waterloo200 peeps!,happy,Amazing job team 2 in the bag Massive thanks to Happy Waterloo200 peeps
613749377954377728,.@CarolineLucas can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCultureGroup,nocode, can you attend adjournment debate tomorrow noprivatisation reinstatecandy 
613081619977650176,@RAMMuseum / Exeter Redcoats ready for the @rugbyworldcup coming to @SandyParkExeter @RWC2015Exeter pic @maustinpics http://t.co/chHI9ZylF3,nocode, Exeter Redcoats ready for the coming to pic 
613033457472663552,"After his defeat at Waterloo, Napoleon abdicated for the second time http://t.co/bRUD9bNgj6  via @britishmuseum http://t.co/5SlVORrunq",nocode,After his defeat at Waterloo Napoleon abdicated for the second time via 
615233258368823297,.@maxmara Art Prize winner Corin Sworn creates a new large-scale installation @_TheWhitechapel http://t.co/RFTa1anHVt http://t.co/oGF4ir0B1K,nocode, Art Prize winner Corin Sworn creates a new largescale installation 
611950193043472384,"6 years ago today, the greatest museum opened: the #acropolismuseum. @britishmuseum #givethemback #elginmarbles #greece",happy,6 years ago today the greatest museum opene Tongue sticking out cheeky playful or blowing a raspberry the acropolismuseum givethemback elginmarbles greece
614101418748866560,@britishmuseum Spartan! Do you suppose some knew when to pose?,nocode, Spartan Do you suppose some knew when to pose
613680118700109824,BEATRICE GIBSON will present her new film THIS SATURDAY @_TheWhitechapel @FL_FLAMIN Book now: http://t.co/0rDWW3zHKv http://t.co/zQQTulLM3J,nocode,BEATRICE GIBSON will present her new film THIS SATURDAY Book now 
612990084099534848,Had an excellent lunchtime visit to @britishmuseum with @theresecoen this afternoon for the #DefiningBeauty exhibition.,happy,Had an excellent lunchtime visit to with this afternoon for the DefiningBeauty exhibition
614057655011819520,The perfect location to wear #VanessaGounden ... The @britishmuseum's Great Court #WearableART #Artivism http://t.co/RAAvlb1AcW,happy,The perfect location to wear VanessaGounden The Great Court WearableART Artivism 
614307958273515520,@pennyprileszky @stockleyacademy @NationalGallery whole trip free!,happy, whole trip free
610706288398479360,.@nationalgallery Reinstate Candy after tribunal success #AskTheGallery @PCSCultureGroup http://t.co/hiQ6QFT8o0,nocode, Reinstate Candy after tribunal success AskTheGallery 
610744227958517760,@NationalGallery what is the scope of getting some of the art and ideally complete exhibitions outside London? NW maybe  #AskTheGallery,nocode, what is the scope of getting some of the art and ideally complete exhibitions outside London NW maybe AskTheGallery
615252768966733825,"...and @BritishMuseum have the Sutton Hoo Anglo-Saxon hoard, including the iconic helmet. Striking up close. http://t.co/gipigjfNAy",happy,and have the Sutton Hoo AngloSaxon hoard including the iconic helmet Striking up close 
611806642863124480,Looking forward to seeing the Australia exhibition at @britishmuseum soon. My take on the Ancient Greece exhibit: http://t.co/ef2NOvoJJY,happy,Looking forward to seeing the Australia exhibition at soon My take on the Ancient Greece exhibit 
612309398665494528,@Canton_Chris that or piss @schemaly @britishmuseum,not-relevant, that or piss 
614573453954428928,Evidence ?@RieHepworth @PaulKindersley @NTHepburn @kettlesyard  correct Christopher Wood and correct time frame ? http://t.co/PvbJqWAWmr,nocode,Evidence correct Christopher Wood and correct time frame 
610399436905254914,#job Development Officer - @RAMMuseum​ in #Exeter - closing date 10 July http://t.co/wL9M2ylIIZ #museumjobs,not-relevant,job Development Officer in Exeter closing date 10 July museumjobs
614468643380965376,Work experience was great @FitzMuseum_UK http://t.co/qRbr8dBsGr,happy,Work experience was great 
615449784497868800,@britishmuseum I'm curious to know what is the story behind this unsettling display? http://t.co/7yhqISLHSx,nocode, Im curious to know what is the story behind this unsettling display 
614356943659008000,Frans Hals; We replaced the heavy 70s pastiche with a  Dutch 17th century rosewood moulding frame. @NationalGallery http://t.co/g0yhYbE0Pp,nocode,Frans Hals We replaced the heavy 70s pastiche with a Dutch 17th century rosewood moulding frame 
614477090835034113,@RAMMuseum Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here: http://t.co/O4kjQaxQd9,happy, Thanks to Tom for helping me study Bronze Age metalwork this week for my phd Read about my visit here 
611467612271218688,"My ToI Q&amp;A: W/writer,filmmaker &amp; first woman head of  @NationalGallery @RothschildHan on 'The Improbability of Love': http://t.co/6UgzVuXY5W",nocode,My ToI QampA Wwriterfilmmaker amp first woman head of on The Improbability of Love 
614752485748576257,@britishmuseum the trail has disappeared from that linked page.,not-relevant, the trail has disappeared from that linked page
613736453143666692,Henry VIII crowned king #onthisday 1509.19th-century portrait (after Holbein) http://t.co/6g35yBbQqu http://t.co/XltevLY0Qh @britishmuseum,nocode,Henry VIII crowned king onthisday 150919thcentury portrait after Holbein 
613684890396135424,"@WMNNews @Tate_StIves haven't seen the garden yet but will soon. I'm a fan, that's what I am!! Rhyme of the day http://t.co/NchNHWoJJA",happy, havent seen the garden yet but will soon Im a fan thats what I am Rhyme of the day 
