tweet_created_dt,tweet_text,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
2020-05-07 10:51:22,blacklivesmatter blacklivesmatter blacklivesmatter blacklivesmatter blacklivesmatter blacklivesmatter – at University of Pennsylvania,"['blacklivesmatter', 'blacklivesmatter', 'blacklivesmatter', 'blacklivesmatter', 'blacklivesmatter', 'blacklivesmatter', 'at', 'university', 'of', 'pennsylvania']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406,0.0,0.0,anticipation,1.0,0.406
2020-05-07 15:18:14,BlackLivesMatter thats the tweet,"['blacklives', 'blacklive', 'matter', 'that', 's', 'be', 'the', 'tweet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47700000000000004,trust,1.0,0.47700000000000004
2020-05-07 20:57:08,This spokenword say so much AhmaudArbery JusticeForAhmaud BlackLivesMatter,"['this', 'spokenword', 'says', 'say', 'so', 'much', 'ahmaudarbery', 'justice', 'forahmaud', 'blacklivesmatter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.711,trust,1.0,0.711
2020-05-10 15:35:24,Right I remember when Pnk said Black Lives Matter and lost a million fan on IG,"['right', 'i', 'remember', 'when', 'pnk', 'said', 'say', 'black', 'lives', 'matter', 'and', 'lost', 'lose', 'a', 'million', 'fans', 'fan', 'on', 'ig']",1.0,0.261,1.0,0.25,1.0,0.391,0.0,0.0,3.0,1.415,1.0,0.38299999999999995,0.0,0.0,1.0,0.47700000000000004,sadness,3.0,1.415
2020-05-10 17:05:41,Its crazier to see people defend lie in the medium designed to stir up racial animosity especially given the number of dead cop that resulted from the black life matter movement,"['it', 's', 'be', 'crazier', 'to', 'see', 'people', 'defend', 'lies', 'lie', 'in', 'the', 'media', 'designed', 'design', 'to', 'stir', 'up', 'racial', 'animosity', 'especially', 'given', 'give', 'the', 'number', 'of', 'dead', 'cops', 'cop', 'that', 'resulted', 'result', 'from', 'the', 'black', 'lives', 'life', 'matter', 'movement']",2.0,1.0,2.0,0.929,3.0,0.992,1.0,0.43799999999999994,3.0,1.3039999999999998,0.0,0.0,1.0,0.594,2.0,0.907,sadness,3.0,1.3039999999999998
2020-05-10 17:06:53,Because a a reporter I know a much or more about the black life matter movement a anybody and when I see exactly the same guy using exactly the same playbook a few month before an election I know whats up,"['because', 'as', 'a', 'reporter', 'i', 'know', 'as', 'much', 'or', 'more', 'about', 'the', 'black', 'lives', 'life', 'matter', 'movement', 'as', 'anybody', 'and', 'when', 'i', 'see', 'exactly', 'the', 'same', 'guy', 'using', 'use', 'exactly', 'the', 'same', 'playbook', 'a', 'few', 'months', 'month', 'before', 'an', 'a', 'election', 'i', 'know', 'what', 's', 'be', 'up']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43799999999999994,1.0,0.281,0.0,0.0,0.0,0.0,2.0,0.891,trust,2.0,0.891
2020-05-13 12:25:49,Before anyone try to say anything else about Black people behavior or body deal wstructural racism Blacks are 6 time more than Whites to be turned away for COVID19 testing amp treatment at hospital Blacks are dying because our life are devalued BlackLivesMatter,"['before', 'anyone', 'tries', 'try', 'to', 'say', 'anything', 'else', 'about', 'black', 'peoples', 'people', 'behavior', 'or', 'bodies', 'body', 'deal', 'wstructural', 'racism', 'blacks', 'are', 'be', '6', 'times', 'time', 'more', 'than', 'whites', 'to', 'be', 'turned', 'turn', 'away', 'for', 'covid19', 'testing', 'amp', 'treatment', 'at', 'hospitals', 'hospital', 'blacks', 'are', 'be', 'dying', 'die', 'because', 'our', 'we', 'lives', 'life', 'are', 'be', 'devalued', 'devalue', 'blacklives', 'blacklive', 'matter']",1.0,0.455,2.0,0.75,3.0,2.198,2.0,0.75,4.0,2.4130000000000003,1.0,0.22699999999999998,2.0,0.918,3.0,1.399,sadness,4.0,2.4130000000000003
2020-05-13 18:14:05,SayHerName BreonnaTaylor BlackLivesMatter Thank you for seeking justice ForThePeople,"['sayhername', 'breonnataylor', 'blacklives', 'matter', 'thank', 'you', 'for', 'seeking', 'seek', 'justice', 'for', 'thepeople']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,2.0,1.188,trust,2.0,1.188
2020-05-16 07:32:53,BreonnaTaylor executed by police AhmaudArbery executed by vigilante But white people need their waffle BlackLivesMatter,"['breonna', 'taylor', 'executed', 'execute', 'by', 'police', 'ahmaudarbery', 'executed', 'execute', 'by', 'vigilantes', 'vigilante', 'but', 'white', 'people', 'need', 'their', 'they', 'waffles', 'waffle', 'blacklives', 'matter']",1.0,0.03,0.0,0.0,1.0,0.32799999999999996,1.0,0.109,1.0,0.047,0.0,0.0,1.0,0.23399999999999999,3.0,1.305,trust,3.0,1.305
2020-05-18 15:55:05,Tonight StLouisSuperman story will finally be released Many lesson learned many moment to keep amp guide u in the coming day Thanks for joining u on the journey Mon May 18 9PM ETPT MTV2 blacklivesmatter,"['tonight', 'stlouissuperman', 'story', 'will', 'finally', 'be', 'released', 'release', 'many', 'lessons', 'lesson', 'learned', 'learn', 'many', 'moments', 'moment', 'to', 'keep', 'amp', 'guide', 'us', 'we', 'in', 'the', 'coming', 'come', 'days', 'day', 'thanks', 'for', 'joining', 'join', 'us', 'we', 'on', 'the', 'journey', 'mon', 'may', '18', '9', 'pm', 'etpt', 'mtv2', 'blacklivesmatter']",0.0,0.0,1.0,0.125,1.0,0.062,2.0,0.604,0.0,0.0,1.0,0.297,4.0,2.2809999999999997,3.0,1.484,anticipation,4.0,2.2809999999999997
2020-05-19 10:17:53,BlackLivesMatter,['blacklivesmatter'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-05-21 10:43:46,A very important analysis and wakeup call for the church Do ‘Black life matter le Our collective behaviour and lack of positive action to the contrary would suggest so according to the research by,"['a', 'very', 'important', 'analysis', 'and', 'wakeup', 'call', 'for', 'the', 'church', 'do', 'black', 'lives', 'life', 'matter', 'less', 'our', 'we', 'collective', 'behaviour', 'and', 'lack', 'of', 'positive', 'action', 'to', 'the', 'contrary', 'would', 'suggest', 'so', 'according', 'accord', 'to', 'the', 'research', 'by']",0.0,0.0,0.0,0.0,1.0,0.16699999999999998,3.0,1.4409999999999998,1.0,0.281,0.0,0.0,1.0,0.312,5.0,2.571,trust,5.0,2.571
2020-05-21 19:23:07,My name is José I am not Black but I see you I am not Black but I hear you I am not Black but I stand with you JusticeForAhmaud BlackLivesMatter,"['my', 'name', 'is', 'be', 'josé', 'i', 'am', 'be', 'not', 'black', 'but', 'i', 'see', 'you', 'i', 'am', 'be', 'not', 'black', 'but', 'i', 'hear', 'you', 'i', 'am', 'be', 'not', 'black', 'but', 'i', 'stand', 'with', 'you', 'justice', 'forahmaud', 'blacklives', 'matter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.0,0.0,0.0,0.0,2.0,1.188,trust,2.0,1.188
2020-05-22 16:16:57,Sadly in the eye of the Democrat party black conservative dont count Not ALL black life matter to them Black conservative are the most politically courageous demographic there is given that an entire political party doesnt count them in their identity political base,"['sadly', 'in', 'the', 'eyes', 'eye', 'of', 'the', 'democrat', 'party', 'black', 'conservatives', 'conservative', 'do', 'nt', 'not', 'count', 'not', 'all', 'black', 'lives', 'life', 'matter', 'to', 'them', 'they', 'black', 'conservatives', 'conservative', 'are', 'be', 'the', 'most', 'politically', 'courageous', 'demographic', 'there', 'is', 'be', 'given', 'give', 'that', 'an', 'a', 'entire', 'political', 'party', 'does', 'do', 'nt', 'not', 'count', 'them', 'they', 'in', 'their', 'they', 'identity', 'political', 'base']",0.0,0.0,0.0,0.0,1.0,0.154,2.0,1.2029999999999998,2.0,1.093,0.0,0.0,0.0,0.0,4.0,1.97,trust,4.0,1.97
2020-05-23 15:04:57,Ward 7 Car Caravan for ha started All Black Lives Matter peoplefirst bethechange bethevillage,"['ward', '7', 'car', 'caravan', 'for', 'has', 'have', 'started', 'start', 'all', 'black', 'lives', 'life', 'matter', 'peoplefirst', 'bethechange', 'bethevillage']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43799999999999994,1.0,0.281,1.0,0.344,1.0,0.75,1.0,0.47700000000000004,anticipation,1.0,0.75
2020-05-26 15:03:40,George Floyd wa murdered by two police officer last night in Minneapolis One kneeled on his neck a he cried out I cant breathe The other officer stood by and watched his fellow officer murder a Black man,"['george', 'floyd', 'was', 'be', 'murdered', 'murder', 'by', 'two', 'police', 'officers', 'officer', 'last', 'night', 'in', 'minneapolis', 'one', 'kneeled', 'kneel', 'on', 'his', 'he', 'neck', 'as', 'he', 'cried', 'cry', 'out', 'i', 'ca', 'can', 'nt', 'not', 'breathe', 'the', 'other', 'officer', 'stood', 'stand', 'by', 'and', 'watched', 'watch', 'his', 'he', 'fellow', 'officer', 'murder', 'a', 'black', 'man']",1.0,0.897,1.0,0.8390000000000001,3.0,1.422,0.0,0.0,4.0,2.578,1.0,0.617,1.0,0.523,3.0,1.585,sadness,4.0,2.578
2020-05-26 15:31:41,Rest in power George Floyd This parallel make me sick Another situation where a Black man can not breathe,"['rest', 'in', 'power', 'george', 'floyd', 'this', 'parallel', 'makes', 'make', 'me', 'i', 'sick', 'another', 'situation', 'where', 'a', 'black', 'man', 'can', 'not', 'breathe']",0.0,0.0,1.0,0.578,0.0,0.0,1.0,0.469,2.0,0.812,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,0.812
2020-05-26 16:02:20,Theyve been lying about this here land being the land of the freefor four hundred and one year now RIPGeorgeFloyd ICantBreathe justiceforFloyd BlackLivesMatter,"['theyve', 'been', 'be', 'lying', 'lie', 'about', 'this', 'here', 'land', 'being', 'be', 'the', 'land', 'of', 'the', 'freefor', 'four', 'hundred', 'and', 'one', 'years', 'year', 'now', 'ripgeorge', 'floyd', 'icantbreathe', 'justicefor', 'floyd', 'blacklivesmatter']",2.0,0.756,2.0,0.976,0.0,0.0,0.0,0.0,1.0,0.585,0.0,0.0,0.0,0.0,0.0,0.0,disgust,2.0,0.976
2020-05-26 16:24:49,killed George Floyd on video with excessive force So much for Trust Accountability and Professional Service,"['killed', 'kill', 'george', 'floyd', 'on', 'video', 'with', 'excessive', 'force', 'so', 'much', 'for', 'trust', 'accountability', 'and', 'professional', 'service']",1.0,0.418,0.0,0.0,2.0,1.2280000000000002,1.0,0.172,1.0,0.797,0.0,0.0,1.0,0.391,3.0,2.149,trust,3.0,2.149
2020-05-26 19:23:50,the brother name wa George Floyd,"['the', 'brothers', 'brother', 'name', 'was', 'be', 'george', 'floyd']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.648,trust,1.0,0.648
2020-05-26 20:18:03,This is America Enough with watching innocent men and woman caught on camera being murdered and enough with becoming a hashtag Id love to live in a world where i dont have to fear for my life because of the color of my skin blacklivesmatter GeorgeFloyd,"['this', 'is', 'be', 'america', 'enough', 'with', 'watching', 'watch', 'innocent', 'men', 'man', 'and', 'women', 'woman', 'caught', 'catch', 'on', 'camera', 'being', 'be', 'murdered', 'murder', 'and', 'enough', 'with', 'becoming', 'become', 'a', 'hashtag', 'id', 'love', 'to', 'live', 'in', 'a', 'world', 'where', 'i', 'do', 'nt', 'not', 'have', 'to', 'fear', 'for', 'my', 'life', 'because', 'of', 'the', 'color', 'of', 'my', 'skin', 'blacklivesmatter', 'georgefloyd']",2.0,1.397,1.0,0.8390000000000001,3.0,1.922,3.0,1.672,1.0,0.828,2.0,0.937,1.0,0.523,2.0,1.4609999999999999,fear,3.0,1.922
2020-05-26 20:33:44,Rest In Peace GeorgeFloyd If you dont know google him This is why kneeled,"['rest', 'in', 'peace', 'georgefloyd', 'if', 'you', 'do', 'nt', 'not', 'know', 'google', 'him', 'he', 'this', 'is', 'be', 'why', 'kneeled', 'kneel']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.045,0.0,0.0,0.0,0.0,1.0,0.43,1.0,0.602,joy,2.0,1.045
2020-05-26 20:51:17,AmyCooper called the police and lied on ChristianCooper in hope that the police would do to him similarly what they did to GeorgeFloyd Let that sink in BlackLivesMatter icantbreathe,"['amycooper', 'called', 'call', 'the', 'police', 'and', 'lied', 'lie', 'on', 'christiancooper', 'in', 'hopes', 'hope', 'that', 'the', 'police', 'would', 'do', 'to', 'him', 'he', 'similarly', 'what', 'they', 'did', 'do', 'to', 'georgefloyd', 'let', 'that', 'sink', 'in', 'blacklives', 'matter', 'icantbreathe']",1.0,0.348,1.0,0.445,1.0,0.32799999999999996,1.0,0.586,1.0,0.585,1.0,0.36700000000000005,1.0,0.773,3.0,1.641,trust,3.0,1.641
2020-05-26 21:03:33,I guess killing unarmed black people is considered essential work GeorgeFloyd AhmaudArbery BreonnaTaylor,"['i', 'guess', 'killing', 'kill', 'unarmed', 'black', 'people', 'is', 'be', 'considered', 'consider', 'essential', 'work', 'georgefloyd', 'ahmaudarbery', 'breonnataylor']",1.0,0.893,0.0,0.0,2.0,1.8679999999999999,0.0,0.0,3.0,1.8900000000000001,1.0,0.39799999999999996,0.0,0.0,0.0,0.0,sadness,3.0,1.8900000000000001
2020-05-26 21:56:29,And now GeorgeFloyd an unarmed African American murdered by a white police in a broad daylight He wa repeatedly saying I cant breathe to the officer who ha his knee on the man neck amp let him die blackinamerica racialbias keeprecording exposeinjustice injustice,"['and', 'now', 'georgefloyd', 'an', 'a', 'unarmed', 'african', 'american', 'murdered', 'murder', 'by', 'a', 'white', 'police', 'in', 'a', 'broad', 'daylight', 'he', 'was', 'be', 'repeatedly', 'saying', 'say', 'i', 'ca', 'can', 'nt', 'not', 'breathe', 'to', 'the', 'officer', 'who', 'has', 'have', 'his', 'he', 'knee', 'on', 'the', 'mans', 'neck', 'amp', 'let', 'him', 'he', 'die', 'blackinamerica', 'racialbias', 'keeprecording', 'keeprecord', 'exposeinjustice', 'injustice']",2.0,1.397,1.0,0.8390000000000001,3.0,2.0,1.0,0.109,2.0,1.601,1.0,0.617,1.0,0.23399999999999999,3.0,1.4369999999999998,fear,3.0,2.0
2020-05-26 22:24:36,My God We are a country at war GeorgeFloyd PoliceTerrorist,"['my', 'god', 'we', 'are', 'be', 'a', 'country', 'at', 'war', 'georgefloyd', 'policeterrorist']",0.0,0.0,0.0,0.0,2.0,1.036,1.0,0.545,0.0,0.0,0.0,0.0,1.0,0.484,1.0,0.617,fear,2.0,1.036
2020-05-26 23:15:12,The bloodlust must stop blacklivesmatter justiceforgeorgefloyd restinpower blklivesmatter Pennsylvania,"['the', 'bloodlust', 'must', 'stop', 'blacklivesmatter', 'justiceforgeorgefloyd', 'restinpower', 'blklivesmatter', 'pennsylvania']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-05-26 23:40:01,HE WAS ASPHYXIATED by a police officer In broad daylight With multiple witness screaming at him to stop Plain a day No CPR when unconscious Mortified Heartbreaking Im struggling to find word GeorgeFloyd,"['he', 'was', 'be', 'asphyxiated', 'anphyxiate', 'by', 'a', 'police', 'officer', 'in', 'broad', 'daylight', 'with', 'multiple', 'witnesses', 'witness', 'screaming', 'scream', 'at', 'him', 'he', 'to', 'stop', 'plain', 'as', 'day', 'no', 'cpr', 'when', 'unconscious', 'mortified', 'heartbreaking', 'i', 'm', 'be', 'struggling', 'struggle', 'to', 'find', 'words', 'word', 'georgefloyd']",4.0,1.976,2.0,0.938,4.0,2.547,0.0,0.0,1.0,0.379,1.0,0.7190000000000001,0.0,0.0,4.0,2.1719999999999997,fear,4.0,2.547
2020-05-27 00:44:26,Bir Amerikan klasiği 4 polis siyahi bir adamın üzerine çıkmış ve gözaltına almaya çalışıyor Siyahi adam nefes alamadığını söylüyor ve bu olaydan 34 dk sonra nefessiz kalarak ölüyor İsmi George Floyd,"['bir', 'amerikan', 'klasiği', '4', 'polis', 'siyahi', 'bir', 'adamın', 'üzerine', 'çıkmış', 've', 'have', 'gözaltına', 'almaya', 'çalış', 'ı', 'por', 'siyahi', 'adam', 'nefes', 'alamadığını', 'söylüyor', 've', 'have', 'bu', 'olaydan', '34', 'dk', 'sonra', 'nefessiz', 'kalarak', 'ölü', 'yor', 'i̇smi', 'psmi', 'george', 'floyd']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-05-27 00:44:37,Some art therapy BlackLivesMatter,"['some', 'art', 'therapy', 'blacklivesmatter']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
2020-05-27 01:30:11,George Floyd Remember his name People watching pleading to Minneapolis police with an officer knee on his neck not to murder George when he kept telling them he couldnt breathe Just STOP this And we ALL must just stop allowing this to happen,"['george', 'floyd', 'remember', 'his', 'he', 'name', 'people', 'watching', 'watch', 'pleading', 'plead', 'to', 'minneapolis', 'police', 'with', 'an', 'a', 'officers', 'officer', 'knee', 'on', 'his', 'he', 'neck', 'not', 'to', 'murder', 'george', 'when', 'he', 'kept', 'keep', 'telling', 'tell', 'them', 'they', 'he', 'could', 'nt', 'not', 'breathe', 'just', 'stop', 'this', 'and', 'we', 'all', 'must', 'just', 'stop', 'allowing', 'allow', 'this', 'to', 'happen']",1.0,0.897,1.0,0.8390000000000001,3.0,1.422,0.0,0.0,1.0,0.828,1.0,0.617,2.0,1.0070000000000001,2.0,1.093,fear,3.0,1.422
2020-05-27 01:34:19,His name wa George Floyd and he wa murdered by monster pretending to be police officer I hope that for once justice prevails and these fucking animal rot in prison for the rest of their natural life,"['his', 'he', 'name', 'was', 'be', 'george', 'floyd', 'and', 'he', 'was', 'be', 'murdered', 'murder', 'by', 'monsters', 'monster', 'pretending', 'pretend', 'to', 'be', 'police', 'officers', 'officer', 'i', 'hope', 'that', 'for', 'once', 'justice', 'prevails', 'prevail', 'and', 'these', 'fucking', 'fuck', 'animals', 'animal', 'rot', 'in', 'prison', 'for', 'the', 'rest', 'of', 'their', 'they', 'natural', 'lives', 'life']",3.0,1.578,2.0,1.73,5.0,3.297,4.0,2.055,3.0,1.922,2.0,0.984,2.0,1.296,4.0,2.484,fear,5.0,3.297
2020-05-27 02:52:44,As protest grow in Minneapolis Eric Garners daughter Emerald reacts to George Floyds death No one wa ever criminally indicted for Eric Garners death despite being ruled a homicide by Medical Examiner icantbreathe JusticeForFloyd – at Staten Island NY,"['as', 'protests', 'protest', 'grow', 'in', 'minneapolis', 'eric', 'garners', 'daughter', 'emerald', 'reacts', 'react', 'to', 'george', 'floyds', 'death', 'no', 'one', 'was', 'be', 'ever', 'criminally', 'indicted', 'indict', 'for', 'eric', 'garners', 'death', 'despite', 'being', 'be', 'ruled', 'rule', 'a', 'homicide', 'by', 'medical', 'examiner', 'icantbreathe', 'justice', 'forfloyd', 'at', 'staten', 'island', 'ny']",4.0,2.29,2.0,1.492,6.0,2.906,2.0,0.789,2.0,1.7590000000000001,1.0,0.578,3.0,1.391,4.0,2.141,fear,6.0,2.906
2020-05-27 02:57:04,Were living in time of an unprecedented global pandemic but this This image is gonna make history book George Floyd will make history book Peace love and safety to you all,"['were', 'be', 'living', 'live', 'in', 'times', 'time', 'of', 'an', 'a', 'unprecedented', 'global', 'pandemic', 'but', 'this', 'this', 'image', 'is', 'be', 'gon', 'go', 'na', 'to', 'make', 'history', 'books', 'book', 'george', 'floyd', 'will', 'make', 'history', 'books', 'book', 'peace', 'love', 'and', 'safety', 'to', 'you', 'all']",0.0,0.0,0.0,0.0,1.0,0.664,5.0,2.258,1.0,0.75,1.0,0.695,2.0,0.946,3.0,1.649,joy,5.0,2.258
2020-05-27 03:04:22,Images of violence from GeorgeFloyd protester will dominate national news coverage tomorrow but remember they are the minority The majority are peaceful see previous tweet but also sad angry and dismayed they have to be out here again,"['images', 'image', 'of', 'violence', 'from', 'georgefloyd', 'protesters', 'protester', 'will', 'dominate', 'national', 'news', 'coverage', 'tomorrow', 'but', 'remember', 'they', 'are', 'be', 'the', 'minority', 'the', 'majority', 'are', 'be', 'peaceful', 'see', 'previous', 'tweet', 'but', 'also', 'sad', 'angry', 'and', 'dismayed', 'dismay', 'they', 'have', 'to', 'be', 'out', 'here', 'again']",4.0,2.606,1.0,0.469,3.0,1.734,2.0,0.709,3.0,2.192,2.0,0.6559999999999999,3.0,1.367,2.0,1.187,anger,4.0,2.606
2020-05-27 03:37:45,I pray for your family George Floyd SayHisName,"['i', 'pray', 'for', 'your', 'you', 'family', 'george', 'floyd', 'sayhisname']",0.0,0.0,0.0,0.0,1.0,0.109,2.0,0.969,0.0,0.0,1.0,0.18,1.0,0.547,1.0,0.516,joy,2.0,0.969
2020-05-27 03:43:43,JusticeForGeorgeFloyd GeorgeFloyd,"['justice', 'for', 'georgefloyd', 'georgefloyd']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.711,trust,1.0,0.711
