tweet_id,text,tweet_created_dt,retweets,favorites,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
1267766327030267904,"#SwannStreet has been liberated! Shoutout to everyone there who took a stand against police brutality and kept the focus on #BlackLivesMatter and #JusticeForGeorgeFloyd. Now time to #DivestfromMPD, an utter disgrace for DC. Follow @StopCopTerrorDC and @DMVBlackLives.",2020-06-02 10:33:40,593,2226,"['swann', 'street', 'has', 'been', 'liberated', 'shoutout', 'to', 'everyone', 'there', 'who', 'took', 'a', 'stand', 'against', 'police', 'brutality', 'and', 'kept', 'the', 'focus', 'on', 'black', 'lives', 'matter', 'and', 'justice', 'for', 'george', 'floyd', 'now', 'time', 'to', 'divestfrom', 'm', 'p', 'd', 'an', 'utter', 'disgrace', 'for', 'dc', 'follow', 'and']","[""'swann"", 'street', 'have', 'be', 'liberate', 'shoutout', ""to'"", 'everyone', 'there', ""who'"", 'take', 'a', 'stand', 'against', 'police', 'brutality', 'and', 'keep', ""the'"", 'focus', 'on', 'black', 'life', 'matter', 'and', 'justice', 'for', 'george', 'floyd', 'now', 'time', ""to'"", 'divestfrom', 'm', 'p', 'd', 'a', 'utter', 'disgrace', 'for', 'dc', 'follow', 'and']",trust,6.0,3.016,inspired,25.0,3.970057014653405,joy,16.0
1268150459170160641,"Dear Protesters: Stay in the street until elected officials in your city put Policy changes on their Meeting Agendas. Not Resolutions. Not a Commission to study the issue. New Ordinances, Bills & Policies — backed by real Budget dollars. #BlackLivesMatter",2020-06-03 12:00:05,558,1712,"['dear', 'protesters', 'stay', 'in', 'the', 'street', 'until', 'elected', 'officials', 'in', 'your', 'city', 'put', 'policy', 'changes', 'on', 'their', 'meeting', 'agendas', 'not', 'resolutions', 'not', 'a', 'commission', 'to', 'study', 'the', 'issue', 'new', 'ordinances', 'bills', '&', 'policies', 'backed', 'by', 'real', 'budget', 'dollars', 'black', 'lives', 'matter']","['dear', 'protester', 'stay', 'in', ""the'"", 'street', 'until', 'elect', 'official', 'in', 'you', 'city', 'put', 'policy', 'change', 'on', 'they', 'meeting', 'agenda', 'not', 'resolution', 'not', ""a'"", 'commission', ""to'"", 'study', ""the'"", 'issue', 'new', 'ordinance', 'bill', '&', 'policy', 'back', 'by', 'real', 'budget', 'dollar', 'black', 'life', 'matter']",trust,8.0,4.189,annoyed,38.0,6.108994547464991,joy,20.0
1278355695847583745,"Not only does Trump undermine the rule of law, but he seeks to divide us. Don’t take the bait. As a former law enforcement official, I see #BlackLivesMatter as a message of hope, love, and equality. To say it denigrates the luxury of 5th Avenue is to place materialism over lives. ",2020-07-01 15:52:03,533,1780,"['not', 'only', 'does', 'trump', 'undermine', 'the', 'rule', 'of', 'law', 'but', 'he', 'seeks', 'to', 'divide', 'us', 'do', ""n't"", 'take', 'the', 'bait', 'as', 'a', 'former', 'law', 'enforcement', 'official', 'i', 'see', 'black', 'lives', 'matter', 'as', 'a', 'message', 'of', 'hope', 'love', 'and', 'equality', 'to', 'say', 'it', 'denigrates', 'the', 'luxury', 'of', '5th', 'avenue', 'is', 'to', 'place', 'materialism', 'over', 'lives']","['not', 'only', 'do', 'trump', 'undermine', ""the'"", 'rule', 'of', 'law', 'but', ""he'"", 'seek', ""to'"", 'divide', 'we', ""do'"", 'not', 'take', ""the'"", 'bait', 'as', ""a'"", 'former', 'law', 'enforcement', 'official', 'i', 'see', 'black', 'life', 'matter', 'as', 'a', 'message', 'of', 'hope', 'love', 'and', 'equality', ""to'"", 'say', ""it'"", 'denigrate', ""the'"", 'luxury', 'of', '5th', 'avenue', 'be', ""to'"", 'place', 'materialism', 'over', 'life']",trust,9.0,4.838,inspired,29.0,4.960480376743834,joy,15.0
1267904483830517760,"Dear White Gays, who watch Drag Race, listen to House, Tongue Pop, use the terms Shade, Read etc and everything that black queer people shared with the community at large - you know who needs to post #BlackLivesMatter on your VERY POPULAR social media accounts??? ",2020-06-02 19:42:40,516,1717,"['dear', 'white', 'gays', 'who', 'watch', 'drag', 'race', 'listen', 'to', 'house', 'tongue', 'pop', 'use', 'the', 'terms', 'shade', 'read', 'etc', 'and', 'everything', 'that', 'black', 'queer', 'people', 'shared', 'with', 'the', 'community', 'at', 'large', 'you', 'know', 'who', 'needs', 'to', 'post', 'black', 'lives', 'matter', 'on', 'your', 'very', 'popular', 'social', 'media', 'accounts']","['dear', 'white', 'gay', ""who'"", 'watch', ""drag'"", 'race', 'listen', ""to'"", 'house', 'tongue', 'pop', 'use', ""the'"", 'term', 'shade', 'read', 'etc', 'and', 'everything', 'that', 'black', 'queer', 'people', 'share', 'with', ""the'"", 'community', 'at', 'large', 'you', 'know', ""who'"", 'need', ""to'"", 'post', 'black', 'life', 'matter', 'on', 'you', 'very', 'popular', 'social', 'media', 'account']",trust,8.0,3.641,inspired,37.0,6.856495754872509,joy,22.0
1268914983565504515,"Don't forget Black Lives Matter started under Obama and he did nothing to hold killer cops accountable. Obama deported more people than any other president (2.7 million), destroyed Libya (leading to slave markets for African refugees) and waged nonstop war ",2020-06-05 14:38:02,478,1524,"['do', ""n't"", 'forget', 'black', 'lives', 'matter', 'started', 'under', 'obama', 'and', 'he', 'did', 'nothing', 'to', 'hold', 'killer', 'cops', 'accountable', 'obama', 'deported', 'more', 'people', 'than', 'any', 'other', 'president', '2.7', 'million', 'destroyed', 'libya', 'leading', 'to', 'slave', 'markets', 'for', 'african', 'refugees', 'and', 'waged', 'nonstop', 'war']","[""do'"", 'not', 'forget', 'black', 'life', 'matter', 'start', 'under', 'obama', 'and', 'he', 'do', 'nothing', ""to'"", 'hold', 'killer', 'cop', 'accountable', 'obama', 'deport', 'more', 'people', 'than', 'any', ""'other"", 'president', '2.7', 'million', 'destroy', 'libya', 'lead', ""to'"", 'slave', 'market', 'for', 'african', 'refuge', 'and', 'wage', 'nonstop', 'war']",trust,6.0,3.227,angry,34.0,4.941673104275974,joy,14.0
1270903480086155264,Tonight in downtown Miami Police officers arrested 15 people who were peacefully protesting #PoliceBrutality. Here you can see multiple cops have one protestor pinned to the ground as others get knocked over in the chaos. Credit: @Lordgravity_tdm #BlackLivesMatter ,2020-06-11 02:19:36,462,595,"['tonight', 'in', 'downtown', 'miami', 'police', 'officers', 'arrested', '15', 'people', 'who', 'were', 'peacefully', 'protesting', 'police', 'brutality', 'here', 'you', 'can', 'see', 'multiple', 'cops', 'have', 'one', 'protestor', 'pinned', 'to', 'the', 'ground', 'as', 'others', 'get', 'knocked', 'over', 'in', 'the', 'chaos', 'credit', 'black', 'lives', 'matter']","['tonight', 'in', 'downtown', 'miami', 'police', 'officer', 'arrest', '15', 'people', ""who'"", 'be', 'peacefully', 'protest', 'police', 'brutality', 'here', 'you', 'can', 'see', 'multiple', 'cop', 'have', 'one', 'protestor', 'pin', ""to'"", ""the'"", 'ground', 'as', ""'other"", 'get', 'knock', 'over', 'in', ""the'"", 'chaos', 'credit', 'black', 'life', 'matter']",trust,7.0,3.2110000000000003,angry,32.0,5.267634123463034,joy,15.0
1266467443406446593,Where are the anti-government protestors when a black man is killed by the state? Where are the freedom-defenders when a black man is murdered by police? Where are the liberty-lovers when a black man is denied his right to life? If only #GeorgeFloyd was a blonde salon owner...,2020-05-29 20:32:22,388,1072,"['where', 'are', 'the', 'anti-government', 'protestors', 'when', 'a', 'black', 'man', 'is', 'killed', 'by', 'the', 'state', 'where', 'are', 'the', 'freedom', 'defenders', 'when', 'a', 'black', 'man', 'is', 'murdered', 'by', 'police', 'where', 'are', 'the', 'liberty', 'lovers', 'when', 'a', 'black', 'man', 'is', 'denied', 'his', 'right', 'to', 'life', 'if', 'only', 'george', 'floyd', 'was', 'a', 'blonde', 'salon', 'owner']","['where', 'be', ""the'"", 'anti', 'government', 'protestor', 'when', ""a'"", 'black', 'man', 'be', 'kill', 'by', ""the'"", 'state', 'where', 'be', ""the'"", 'freedom', 'defender', 'when', ""a'"", 'black', 'man', 'be', 'murder', 'by', 'police', 'where', 'be', ""the'"", 'liberty', 'lover', 'when', 'be', 'black', 'man', 'be', 'deny', 'he', 'right', ""to'"", 'life', 'if', 'only', 'george', 'floyd', 'be', 'a', 'blonde', 'salon', 'owner']",trust,7.0,3.196,angry,27.0,4.542393645987817,joy,11.0
1267556603852738560,How to contribute: Text FLOYD to 55156 to sign the Justice for George Floyd petition. Add your name to the Justice for George Floyd petition at http://change.org. Donate to the Official George Floyd Memorial Fund set up by his family &amp; organizations like Black Lives Matter. ,2020-06-01 20:40:19,363,1096,"['how', 'to', 'contribute', 'text', 'floyd', 'to', '55156', 'to', 'sign', 'the', 'justice', 'for', 'george', 'floyd', 'petition', 'add', 'your', 'name', 'to', 'the', 'justice', 'for', 'george', 'floyd', 'petition', 'at', 'donate', 'to', 'the', 'official', 'george', 'floyd', 'memorial', 'fund', 'set', 'up', 'by', 'his', 'family', 'organizations', 'like', 'black', 'lives', 'matter']","['how', ""to'"", 'contribute', 'text', 'floyd', ""to'"", '55156', ""to'"", 'sign', ""the'"", 'justice', 'for', 'george', 'floyd', 'petition', 'add', 'you', 'name', ""to'"", ""the'"", 'justice', 'for', 'george', 'floyd', 'petition', 'at', 'donate', ""to'"", ""the'"", 'official', 'george', 'floyd', 'memorial', 'fund', 'set', 'up', 'by', 'he', 'family', 'organization', 'like', 'black', 'life', 'matter']",trust,5.0,2.8680000000000003,inspired,22.0,3.59923426665594,joy,16.0
1268317494214832128,“Black lives matter. It’s a true statement. It’s a humanitarian statement.” @LSUpresident addressing the peaceful demonstration at LSU. – at LSU - Quadrangle,2020-06-03 23:03:49,352,1378,"['black', 'lives', 'matter', 'it', 'is', 'a', 'true', 'statement', 'it', 'is', 'a', 'humanitarian', 'statement', 'addressing', 'the', 'peaceful', 'demonstration', 'at', 'lsu', 'at', 'lsu', 'quadrangle']","['black', 'life', 'matter', 'it', 'be', ""a'"", 'true', 'statement', 'it', 'be', ""a'"", 'humanitarian', 'statement', 'address', ""the'"", 'peaceful', 'demonstration', 'at', 'lsu', 'at', 'lsu', 'quadrangle']",trust,5.0,3.156,inspired,13.0,2.46968124498016,joy,7.0
1268697094262591490,"W/ all this crazy shit that’s happening in the world, I feel like it’s my job to tell the truth for my people. Beyond honored to be on my first assignment w/ the @NewYorker. You can find my work in the article below. #BlackLivesMatter &gt;&gt; ",2020-06-05 00:12:13,348,1069,"['w', 'all', 'this', 'crazy', 'shit', 'that', 'is', 'happening', 'in', 'the', 'world', 'i', 'feel', 'like', 'it', 'is', 'my', 'job', 'to', 'tell', 'the', 'truth', 'for', 'my', 'people', 'beyond', 'honored', 'to', 'be', 'on', 'my', 'first', 'assignment', 'w/', 'the', 'you', 'can', 'find', 'my', 'work', 'in', 'the', 'article', 'below', 'black', 'lives', 'matter', '&gt', '&gt']","[""'w"", 'all', 'this', 'crazy', 'shit', 'that', 'be', 'happen', 'in', ""the'"", 'world', ""i'"", 'feel', 'like', 'it', 'be', 'my', 'job', ""to'"", 'tell', ""the'"", 'truth', 'for', 'my', 'people', 'beyond', 'honor', ""to'"", ""be'"", 'on', 'my', 'first', 'assignment', 'with', 'the', 'you', 'can', 'find', 'my', 'work', 'in', ""the'"", 'article', 'below', 'black', 'life', 'matter', '&gt', '&gt']",trust,5.0,3.3680000000000003,inspired,23.0,4.685936852378158,joy,15.0
1266158014127636480,"In order to make an arrest, there must be probable cause. There is enough probable cause to arrest all 4 officers involved in the police murder of #GeorgeFloyd. There was a heinous crime committed, arrest them &amp; tell them to “tell it to the judge like they tell us in the hood!” ",2020-05-29 00:02:49,335,1030,"['in', 'order', 'to', 'make', 'an', 'arrest', 'there', 'must', 'be', 'probable', 'cause', 'there', 'is', 'enough', 'probable', 'because', 'to', 'arrest', 'all', '4', 'officers', 'involved', 'in', 'the', 'police', 'murder', 'of', 'george', 'floyd', 'there', 'was', 'a', 'heinous', 'crime', 'committed', 'arrest', 'them', 'tell', 'them', 'to', 'tell', 'it', 'to', 'the', 'judge', 'like', 'they', 'tell', 'us', 'in', 'the', 'hood']","[""'in"", 'order', ""to'"", 'make', 'a', 'arrest', 'there', 'must', ""be'"", 'probable', 'cause', 'there', 'be', 'enough', 'probable', 'because', ""to'"", 'arrest', 'all', '4', 'officer', 'involved', 'in', ""the'"", 'police', 'murder', 'of', 'george', 'floyd', 'there', 'be', ""a'"", 'heinous', 'crime', 'commit', 'arrest', 'they', 'tell', 'they', ""to'"", 'tell', 'it', ""to'"", ""the'"", 'judge', 'like', 'they', 'tell', 'we', 'in', 'the', 'hood']",trust,5.0,2.96,angry,23.0,4.4356964863717,joy,12.0
1266876951127560199,"My best friend attended the peaceful protest in Kansas City and was assaulted by a police officer. A 5’2, 140 pound, minor was maced without a reasonable cause. Seeing her in so much pain breaks my heart. #BlackLivesMatters ",2020-05-30 23:39:37,293,486,"['my', 'best', 'friend', 'attended', 'the', 'peaceful', 'protest', 'in', 'kansas', 'city', 'and', 'was', 'assaulted', 'by', 'a', 'police', 'officer', 'a', '5', ""'"", '2', '140', 'pound', 'minor', 'was', 'maced', 'without', 'a', 'reasonable', 'cause', 'seeing', 'her', 'in', 'so', 'much', 'pain', 'breaks', 'my', 'heart', 'black', 'lives', 'matters']","['best', 'friend', 'attend', ""the'"", 'peaceful', 'protest', 'in', 'kansas', 'city', 'and', 'be', 'assault', 'by', ""a'"", 'police', 'officer', 'a', '5', '2', '140', 'pound', 'minor', 'be', 'mace', 'without', ""a'"", 'reasonable', 'cause', 'see', 'she', 'in', ""so'"", 'much', 'pain', 'break', 'my', 'heart', 'black', 'life', 'matter']",trust,6.0,3.4130000000000003,inspired,30.0,4.6490896210924175,joy,12.0
1275494292795129861,"From Peggy Hubbard: ""I did some research to refute the fact that black are killed on a higher rate than any minority group. What i found would BLOW YOU'RE MINDS! BLACK LIVES MATTERS YOUR NARRATIVE IS A FALSEHOOD BASED ON IGNORANCE AND EMOTIONS! HERE THE FACTS!",2020-06-23 18:21:51,248,238,"['from', 'peggy', 'hubbard', 'i', 'did', 'some', 'research', 'to', 'refute', 'the', 'fact', 'that', 'black', 'are', 'killed', 'on', 'a', 'higher', 'rate', 'than', 'any', 'minority', 'group', 'what', 'i', 'found', 'would', 'blow', 'you', 'are', 'minds', 'black', 'lives', 'matters', 'your', 'narrative', 'is', 'a', 'falsehood', 'based', 'on', 'ignorance', 'and', 'emotions', 'here', 'the', 'facts']","['from', 'peggy', 'hubbard', ""i'"", 'do', 'some', 'research', ""to'"", 'refute', ""the'"", 'fact', 'that', 'black', 'be', 'kill', 'on', ""a'"", 'higher', 'rate', 'than', 'any', 'minority', 'group', 'what', ""i'"", 'find', 'would', 'blow', 'you', 'be', 'mind', 'black', 'life', 'matter', 'you', 'narrative', 'be', 'a', 'falsehood', 'base', 'on', 'ignorance', 'and', 'emotion', 'here', ""the'"", 'fact']",trust,7.0,3.383,inspired,30.0,4.797700680268033,joy,17.0
1267536944793292800,"LIVE ANNOUNCEMENT: George Floyd’s legal team announces the independent autopsy's findings, uncovering the truth and pursuing #JusticeForGeorgeFloyd. WATCH NOW: https://www.facebook.com/bencrumplaw/videos/342911463355346/",2020-06-01 19:22:11,237,445,"['live', 'announcement', 'george', 'floyd', 'is', 'legal', 'team', 'announces', 'the', 'independent', 'autopsy', 'is', 'findings', 'uncovering', 'the', 'truth', 'and', 'pursuing', 'justice', 'for', 'george', 'floyd', 'watch', 'now']","['live', 'announcement', 'george', 'floyd', 'be', 'legal', 'team', 'announce', ""the'"", 'independent', 'autopsy', 'be', 'finding', 'uncovering', ""the'"", 'truth', 'and', 'pursue', 'justice', 'for', 'george', 'floyd', 'watch', 'now']",trust,5.0,3.258,dontcare,18.0,2.6898290649624306,joy,8.0
1268080627548598273,#BlackLivesMatter protest in San Juan Puerto Rico. I’m so proud. no freedom till we’re equal. #NoJusticeNoPeace #acab,2020-06-03 07:22:36,232,398,"['black', 'lives', 'matter', 'protest', 'in', 'san', 'juan', 'puerto', 'rico', 'i', 'am', 'so', 'proud', 'no', 'freedom', 'till', 'we', 'are', 'equal', 'no', 'justice', 'no', 'peace', 'acab']","['black', 'life', 'matter', 'protest', 'in', 'san', 'juan', 'puerto', 'rico', ""i'"", 'am', ""so'"", 'proud', ""no'"", 'freedom', 'till', ""we'"", 'be', 'equal', ""no'"", 'justice', ""no'"", 'peace', 'acab']",trust,5.0,3.0789999999999997,dontcare,16.0,2.773413368532384,joy,7.0
