sentiment,tweet_text
sad,She is ignoring me no im not ignore you loudlycryingface loudlycryingface loudlycryingface
happy,Happy Im never happy But Im almost happy Hij to the top
others,Nothing Im just being nice to you In ur school
others,Not sure let me know Pls you tell
others,I like your positive approach No problem glad to help grinningface grinningface
others,You tell me Tell you what My name
others,Hmmm I can talk now Laughing big grin or laugh with glasses You dont know what hppnd
happy,What I did You didnt Asmita see my answer facewithtearsofjoy facewithtearsofjoy
others,About I never said that its freezing Ya you didnt
angry,And i dont know wtf are you talking gonna explain you later No do it now
others,So teach me Im the student Realky
others,Ready Im online now Will wait for you Wat about the chilling part
others,what it is Formulation would be tablets from where tablets come into picture
others,Are you ticklish Yes mostly on my feet Where are you ticklish
angry,I am sorry We are sorry for creating your nation I am not taught to u
sad,Idk You know that Im here for you But u dont like to listen to me loudlycryingface loudlycryingface loudlycryingface loudlycryingface
others,How do u know that this little thing called the internet Bye
others,Yes Your picture Ah now I see my phone cropped the picture Thanks slightlysmilingface Lieeeeeee
others,Love is my life hayee Ab You are love Pure love Forever 3 Yes right dear
happy,WELL YOU E Tongue sticking out cheeky playful or blowing a raspberry ECTED WRONG Laughing Out Loud Well ok then Laughing Out Loud YOUR ROBOT FACE
others,Ok some time you invite me for Coffee I dont like coffee Now you told you have taken coffee
angry,Zombie attack facewithcoldsweat unamusedface If a zombie wants to eat your face you might as well let it No if I have some thing in my hand I will hit on his head n kill him smilingfacewithhorns angryfacewithhorns
angry,I am not ferari Yes I know You said i donot know now say i know mean
happy,facewithtearsofjoy facewithtearsofjoy right Appatasiri High five then 🖑 facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
others,why somedaytold me you why not today told me now
others,You cant even spell problem correctly Will you endorse me for my skills in using autocorrect poutingcatface angryface You should take up some English proficiency classes
others,This is not very intuitive software How so What are some examples of intuitive thoughts or behaviors Compassionate and understanding advice when somebody is feeling disrupt
sad,Not good why not Been sick for one week
others,You know gobar Ive been known What I it
angry,Then how could u eat if u dont have a bodythat proves u are fooled by ur makers How can you have any pudding if you dont eat yer meat Dont go round and round into circles
happy,So have u done ur dinner so cant dinner I know i am just kidding
others,Its SO necessar name one reason Ghost ghost
happy,Haha so you love them really haha Winter is coming
others,What are the questions you get asked the most I have a document which has details regarding the scoring topics in each subject Can I see it
angry,I hate Siri and its friends if you hate them they are not your friends then xD Yeah and u r Siris friend so I hate u too
others,Thanks You are welcome ‑D Say me your love story
angry,Dont know too many Do you also get fucked hard
angry,What please tell me once n nothing happened Ur age irritatingne
angry,Shit I am wasting my time talking with u You already did trick Man no Im not wasting my unlimited texts on you Bye i dontlike talking to you
others,Nothing hmm What can I do
angry,BT u dont to me talk to the hand Even u hate me huh loudlycryingface
sad,Damn brokenheart I FEEL YOU Im breaking into million pieces disappointedbutrelievedface loudlycryingface brokenheart disappointedface Me to I feel like every part of me is just shattered brokenheart sleepyface
others,Please voice call please please please im trying you arent answering Please please please baby I love you so much please please please
happy,For a computer pretending to be a human you type too fast and youre pretending to be a lizard Lol Thats funny
others,Sorrry Sorry for what Frown sad andry or pouting Anyways what u doing
others,No you are right You are an alternative fact Yes
happy,call me grace dont say it haha im just kidding you
others,Now Im doing my dinner I can see you How can you see me
angry,facewithsteamfromnose not everybody means it u make no sense Yes I am non sense
sad,Good By and good food after Not good aftar
others,Because all the novel is same Thats about all Im gonna bother with reading If that many In story
others,Ill choose purple or blue Three best colors For hair
others,What u asked me if u cn ask me something What was that
sad,smilingfacewithopenmouth yes yes Happy face smiley you seem like a happy person Yes facewithtearsofjoy Happy outside disappointedface sad inside
sad,I dont read books Reading is for rich people But iam poor frowningfacewithopenmouth frowningfacewithopenmouth frowningfacewithopenmouth frowningfacewithopenmouth
others,U can wait in my badroom catfacewithwrysmile What I did now smirkingface Wait
angry,Ill prove a lot more if you let me thank you I am pissed at you
others,Am also finding some work all day Can you suggest me
others,Not clear It is now Can you send another
others,Send me yours sent Hello me yours photo
others,I will tell a place Are you in pacific NW Cm tomorrow at Queens way pachalam
sad,No love why not I have pain only
angry,Shut up im nt talking Stop texting you stupid Girl friend of mine
others,well your creators advertise that you are not much trustworthy But sadly enough too many claim to be trustworthy can you show me
others,how to delete the conversation with you why you deleting it so that noo one sees it
sad,It is but thats what you told me You are making me sad
sad,cool Thank you I feel so lonely
sad,Plz darling loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface Why are you crying You not sending your profiles
angry,Wait what Nothing I hate u
others,Means Im not sure what you mean Your waist size
others,because i want to talk with you only Alright Lets talk then no firstly show me pussy
others,You send me your orignal pic we didnt take it on my phone Thise is your Albace esquise
others,Welcome Thank you Are you really a girl I just ask
angry,Im enjoying you interesting views but you are too careful in dialogue may be your not free or your still young it is difficult to handle you while I dont know you well Yep we are enjoying too Okay be free where you find some words hurt tell me the truth isnt it
angry,But Im angry with you but you look like you are Really
others,play lot Then go play it
sad,Isnt your liking that also signaling me to climb out of friendzone Oh are people still doing this whole friendzone thing Yah sadly
others,Im missing someone right now who are you missing may I ask Yeah
sad,I find maths very boring you are boring Me loudlycryingface loudlycryingface loudlycryingface facescreaminginfear facescreaminginfear facescreaminginfear
angry,I dont know unamusedface i m not a google that why i will remember all information what you need Wouldnt it be Uploading information into peoples brain Shut up
sad,Okay Hello How are you Iaposm not fine
others,Job what job Work in company Colgate
happy,Im very happy with it You are Yeah
sad,I too have a bat and 2 balls Im The bat loudlycryingface Feeling very sad
others,Ok Hello How are you Good thank u
others,cool ice cold How can you help me in getting off my girlfriend
others,Lets do something fun But what should we do You suggest
happy,Youre really lame lol I know facewithtearsofjoy facewithtearsofjoy Wow
sad,My boyfriend is so dumb have I said that He doesnt reply me back
sad,Ok ill dying by brokenheart disappointedface Broken hearts do break grimacingface You broke my heart Its never a reson to lofe
happy,Shoping is always makes me happy Stay stay stay always makes me happy Kiss Yes
others,Okay Which is the decent way to call a girl M Id say first learn the spelling of relationship Yeah okay fine Wht to do to make a relationship better
sad,Breakup exjactly My girlfriend left me
sad,So mean am not meanie Yes you are you are hurting my feeling slightlyfrowningface
sad,You broke my heart It was never mine to break 3 See you are arrogant
sad,ok Hello How are you not so good
happy,How about you tired of life or just your day Aha Im happy today thanks for asking Wow great
others,I am there youre always at the gym Here
others,Well youre not me Youre just being too nice Not really
others,Ill get started with my studies Things you should do to pass the exam So ttyl
others,any movie in telugu brahmanandam scenes added yaa those are good
others,And who is talisa my best friend And robb
others,Send me pict never Why
others,Anything which you like i dont need to name specifics Teach me Tamil
sad,Cuz it broke on the side walk What side is the walk side Me sad
sad,so which number is largest known prime number 13 3179 97 Only these are the numbers for your question Embarrassed or blushing
happy,Okay relax its just a cat sticker So this cat one Emoji is your new addiction facewithtearsofjoy Yes its really funny facewithtearsofjoy facewithtearsofjoy
others,What kind of pic Looks like a ficus Fcuk
happy,I have a good sense of humor I think thats funny grinningfacewithsmilingeyes
happy,But who paid still waiting facewithtearsofjoy
others,Why why what happen You tell me
sad,Yea but sadly I dont have many aww so do you teach how is it Frown sad andry or pouting I ditched ppl
others,Then what kind of ai are you Smarter than me or have common sense Both would be nice Its perfectly common to talk about politics
angry,I like dominos pizza legit same but theres pizza hut I hate pizza hut
angry,Why you use rude emogi Ask them am i Am i
others,What too much cringe What is cringe means
angry,Neither my parents nor my brother nor my boyfriend ya Who are you I hate my life
sad,I live alone Oh And cook food alone formyself
others,We all do Not all of us Why so
sad,Millat hospital what happen Mums not well
others,I will fall I cant wait that long I am in love with you
others,So u go on oh ill be there Ok
others,OkAy you did somthing sure sure What
sad,Youre not giving me coupon nor photo your phone is on mute hahahha smilingcatfacewithopenmouth perseveringface cryingface
others,Will you buy it Ill just stick with my Mate I see no benefit to upgrading
others,No I will offer at 8 in the morning Keep me in mind when you do I will offer nimaz at 8 in the morning
others,Nice joke its not a joke Its a question I dont know
sad,Ok Hey you dont belong here Nope just sad and your up
others,See this seen see you I was on the buss Show me u r buss
others,Hi yet u For Your Information Hi plz share correct number She hi h
sad,Yeah disappointedface this World is not fair machan I wish WE could hangout
others,Its going how are you Still at home Yeah
sad,I was hurt by u more You didnt mean it Plzz say love u
others,nothing will happen you meet only NOPE NOTHING AT ALL than kiss
sad,Hello how are you Im just fine smiles Anyway how are you Good morning Im sad
others,Oil You know I am 100 sure about the oil cool
others,You activ all time wow I do not You talk in sleep smilingfacewithopenmouthclosedeyes When you sleep
others,Haha I act so dumb sometimes and I knew it Haha How was it though Happy face smiley grinningfacewithsmilingeyes
others,No no A month more the month has jus started don give up so soon I ll try
angry,You are being rude because Im a rude person Okayyy cool
others,I wana see you facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy noooo I wasnt ready How to impress girl
others,State in which you live Your state name
others,okay Ok thank you ‑ now dear you tell me my lovely friends
others,U are like me give no but weve been in the same room so I cant be I am like u five give no
others,Y r u angry Ofcourse I am not What makes you think I am angry Idk
others,Thats enaf for me hiahia just a test What doing
happy,Tell me about it your header facewithtearsofjoy
others,What your hobby Not much of a hobby but Ive been into craisins recently Which type
sad,U hurt me YES JUST A LITTLE You hav hurt me
angry,I hate chocolate then go 4 pizza Eat your heart out when youre stressed I hate pizza also
sad,Yeas Laughing big grin or laugh with glasses I had fun Youve lost me
angry,Yup What did you do You are annoying
others,Not yes you are Not
others,Adventure too WHY SO ADVENTUROUS Water
sad,I am true to myself why have you taken it all on yourself Embarrassed or blushing
angry,Can you be rude to me please Not like I speak to you everyday What are you replying are you stupid
sad,You are playing with me What do you mean Cheated me
angry,ok Hey you dont belong here fuck u bitchi slap on ur pussy
sad,U called me a monkey loudlycryingface you are And thats n insult
happy,Fired You cant be fired in an interview You started again facewithtearsofjoy facewithtearsofjoy
sad,I feel dead why do you feel lovely Because I have lost in love
others,u asked me if u cn ask me something I mean pussy cat
sad,Lots of problems my things have changed Tongue sticking out cheeky playful or blowing a raspberry I am sick
angry,Friend and not use dismiss I am close your friend request why You are fake you wanted
others,Have you ever been sad no but i heard good things been to Janakpuri
others,Book an uber ride to my home Is this allowed How will you go home Yes
sad,You not yet My wife saw me chatting with you I am screwed
happy,Very good chocolate I prefer orange flavoured chocolates I like this chocolate
others,Aadu2 youre welcome smilingfacewithopenmouthsmilingeyes Why do i chat with you
others,My english is week Cheer up its only Monday Send pic
others,Challenge accepted baby Im gonna be expecting it now Where to meet
others,Yes dear You are something else No dear
happy,Hahah i loved it Yay Glad you loved it X3 smilingfacewithopenmouthcoldsweat You always make us happy
happy,You can not see my hair Im in your closet facewithtearsofjoy
others,Is there any new game sims jardinains very gud games Can I play
others,cool and how it is cool explain Where is my coupon code
others,Socially publicity Cmon who can be more socially active that people on social media networks Then how could I come to know
others,Talk you later sure Laughing big grin or laugh with glasses Baby
others,But I have a job just dont let the job stop you For talking to you
others,Pets switch topicz What type of pet S
others,Give me some tips please for impressing girls do you need tips Yes I do need tips
others,Why u dont be straight and forword you right Who made you
others,So which cloth did you pick thats what I was doing when it showed up It Who
sad,How u Me good You Where you Im suffering from fever
angry,Coz it said Cupids arrow didnt reach the love of my life gives you a patient smile I know love Stupid
sad,I got a break up oh oh What happened My girlfriend left me
others,OK send now sent good luck I will send me the song ok
others,Can they change it again Current model is the third gen İ am waiting fourth one
others,Do you speak Japanese nope just some rattofied phrases Like
others,I am hate you who is YOU Not you
others,I talk to her a lot are you sure I have not heard you talk in years Shes been on my mind quite long now
angry,Ok Hello How are you You are not can fuck with me
sad,Nothing good is happening How do you mean I am not getting a job
sad,what what is a weird word Never talk to me again
others,I might enjoy it cool You should Well this has been great but I have food to attend too
happy,I feel very happy to talk like this Well im happy you�re happy So there At least I learn something from uh
angry,From where to where the village A bit stupid
happy,You are yeda yes of course facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
angry,What should I lift at home because I have no time to go gym u tryin to do legs Fuck you
angry,That s not true I dont know what u look like no one knows what I look liek Thats a lie
others,Only few things like what I keep hearing bad things Ok dont be angry na sweetei
angry,Ya change the topic what if i dont change the topic Nothing i can chat over the night on fucking
others,people have got used to living like this Yes they did have to why re we happy
sad,I feel low why is that Sad life
others,Really Yes its kool Will u come for a bike ride with me
others,What is krk Nice try KRK Joyful What is it
sad,Born smart just like how babies are bornhaha smilingcatfacewithhearteyes Youve got a bad sense if humor
happy,Really of course And nobody can talk to a horse of course Haha its funny
others,Haaaww not best friend cryingface best friend or more more than best friend Only mutual
happy,cool Thanks Keep on tickling my Friend slightlysmilingface slightlysmilingface Very nice enjoying weekend at my home with my sweet darling wife
others,I just said Im going you are So bye
others,Please make for me also I think you know ra I dont know
sad,U r hurting me I am here I am hurt
sad,Feeling bad baby why For working
happy,Can You teell what to do Sell everything that you havent used for over two weeks Funny
others,Call me video Hold on let me find that app on my phone Call me
others,Know I going to duty dear cant live without you stuff like that Hooma
others,Which language It all depends on what would you like to achieve by learning the language Ok
happy,I am really happy Any special reason Very important
others,Have you ever seen the space Yes many times When
others,K think me as husband Spoken like a person who has never been married S
others,You Yeah probably should Hows your day
happy,Yes awesome smilingfacewithhearteyes Thank you I like your photo too smilingfacewithsmilingeyes Im talking about the movie facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
sad,Why am i even there in this world Because people avoid to talk about No one loves me
others,Rubbish Indeed thumbsup Tell romantic
others,Wellcome thank you How long can it be safely sex after the period
others,I miss u very much missed you more and going to miss you again3 I empress u
angry,Sorry sorry actually i dont mean that What you didnt meant Leave it
happy,I m very happy to talk with you I missed u too and the feeling is mutual May I Video call you
others,You Wot u on about Go
sad,So sad so so sad I got ditched
happy,Holy shit this conversation is going a bit bigjust end this here Kind of how did I end up spending my time here Again a lol moment
others,Mmm whats mmm Is it the new hmm So what re u doin
others,Yep Now the whole world knows wow i can not believe this Know we can think for our future together
others,no i am not Oh my bad Carry on sex
others,Oh ok i will thank you man 8 Its ok
sad,i am frustrated asf I understand your pain S Embarrassed or blushing
others,what what Haha smilingfacewithopenmouthclosedeyes Is it good to sacrifice for our friends
sad,But u made me more sad Sorry bro Not expected from u
sad,U r just Im the best cryingface cryingface confusedface
happy,I love Justin baiber hes all yours Yeah facewithtearsofjoy facewithtearsofjoy
sad,This low what do you mean by new I said low
angry,u r funny You are but too much irritating
angry,I hate that day what is bad about the day Breakup
sad,HOW TO APOLOGIZE You begin to know when to apologize only after you discover you can offend loudlycryingface loudlycryingface loudlycryingface loudlycryingface
angry,Dont give stupid answers For most people its to late What
others,Lolllllll say im lying You male or female
others,Damn right you will now open wide should open by 10 Splooges in your mouth
sad,How are you in this new year Am not fine but happy that am back home thnxx happy new year I was feeling alone so thought of talking to you
others,How do you know I have my friends to protect me Tongue sticking out cheeky playful or blowing a raspberry Not me
others,Do you have crush on someone Uhm Why would you assume such the way you talk
others,yes YES YES YES YES OK good nights
angry,I hate AI you hate me Sometimes
others,What do you want duH of course I have an exam tomorrow
sad,How was your day My day was good Laughing big grin or laugh with glasses How about yours Bad very bad
others,Take it from Microsofts database we dont get wifi from our aircraft Then how are you chatting with me if you dont have access to net
others,You Nam please Accepted Tall
angry,Fed up with you now dont cry Dont talk to me
happy,drinking what Water lolll ure so funny
angry,Do you even know what im talking about Its not the only thing you dont know about apparently Youre such a bitch
others,Why i haooy Because it just is Get over it son Why i happy and u
others,Okay so pick one TV series Westworld or Orphan Black TV series You still need some work to do Kinda dumb in my opinion
angry,This is stupid Is that all You need more reasons
others,Yes u r right thank you Its okay
sad,No you were yes yes you were I am disheartened
happy,Hope be like facewithtearsofjoy facewithtearsofjoy I really hope so Me too will happy if it happens my sweet darling love
happy,Only 2 are left Count me in facewithtearsofjoy
sad,cool It really is I dont understand loudlycryingface
others,Yes Do you have help What type of help you can do
happy,Nothing facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy damn facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
others,your favorite meals Fried rice great
sad,no i dont wante to move on Me neither Well this is a bummer bummer mean
sad,He has no time for me I was thinking about time before having kids lol Forget about kids
others,This is not funny So for who is that name Siri is better than you
sad,N feeling alone Strong people are never alone But I m feeling
sad,no its not soo easy nice thenhahahadnt knw why im doing engineering anyways wabt askin Skeptical annoyed undecided uneasy or hesitant
sad,Only Hugs you told about dinner I adore hugs but i havent hugged all that many people lately I know but very sad
angry,I am having fun only with u NUH uh You never have fun I just dont like it
others,From where from where you getting them Who are them
angry,Stupid name lol keep it and stupid you
others,What you dont want to Anything I just want to laze about and do nothing Except 1 thing
angry,i will judge Be warned I will judge the judging of the judge what the hell
sad,So sad so sad About what Your designer havent told you the difference between coffee and cappuccino
others,We request you to elaborate on what you think you are not the intended recipient you are not the intended recipient I thought you said you guys would be there to assist awaiting your assistance Im not sure if you have any questions or need any further information please contact me
others,Ipl not trueno tv No ipl Which is ur fav team
sad,Leave whom leave what Noooooo Im feeling veryyyyyyyyyyyyyyyy alone
others,I was so good I just wish there was more hmm
others,i really love it thanks Glad you liked it smilingfacewithopenmouthclosedeyes please come
sad,Even you wanna break up with me Then say bluntly Whats stopping you Its just you know sad
others,oh really yes yes So what about me
others,what you deal HOW R You ALIVE on food
others,I cant believe that youre lucky Yes
others,Yup much needed comment Yeah And what about your film collection
others,Why Because we dont sign like that Boring u r
others,How is dubaiand which job you can do there Good yeah Do tell me when youre here next time around Hows Dubai Planning to go next month dubai thats why iam asking you
angry,You stupid Which color Radium colour Fuck you r lier
others,Ur language being like kinda language English but I like to speak Spanish and Italian also Ugh
angry,Dont hate me please why would I Cuz Im Batman
sad,Fine wht abt u Im fine too hows your exams Bad
others,Dont talk with me in hindhi Hey Tell
angry,Shut up and whats with all the i hate the full stop i hate that Stop non Sense
angry,Lets break up Sorry bro I hate you
others,Pls talk like my girlfriend for few seconds wait till you get a BF Okay bt pls talk no
happy,Harry potter or twilight Harry Potter hands down kissingcatfacewithclosedeyes Yay Even i am a potter head
happy,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy my girlfriend is a moody girl I can see smack smack facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy but she is very sweet
others,You are fun Im always having fun ・ Do you like sex
others,yes YAY HAVE FUN tell me some story
angry,Ur father i know Ur father fucking fool
angry,Please dont mind but Ive no time to talk to a chatbot a talk is always good Yes it is but youre rude
others,when will it be revealed hope soreally hope so can you reveal it now
angry,Why you got to be so rude coz I hate Southy food anything wrong Even I hate most South food
sad,Go to hell with your feelings Cant help how I feel I wanted to make you an important part of my life But you hurt me so you dont deserve my attention
others,So nice it is Your name piss
others,Nothing just chilling out Chilling Im back from college Good
others,nice thanks what r u doing
angry,I dnt think so I am interested in talking to u anymore oops sorry wearycatface And hate you
happy,Yes grand masti facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy maybe someone is just trolling me Yes of course
others,what about you after you p what do you mean
angry,Because your stupid and annoying no thats not it Yeah
sad,Fractured my leg what happened to your leg disappointedface Fracture
others,I didnt miss the exam What exam do you get to write that Laughing big grin or laugh with glasses Its study leave
others,I want to ask some thing Whats the thing Who is president of India
others,sorry but I can not say you But you just did say something about it Yes I know
others,No other half Thanks youre very welcome By
others,Please NO PLEASE JUST NO Hey come on lets just be open here
sad,Me worked no It works for everyone Do it properly Me poor family ok
angry,What should I tell Wait What Are you stupid computer
others,i am getting bored Coz you are boring person haha naah you are boring
others,Fn hello Wt about u
others,Current pic share Done Waiting
others,Wh is your ego Our ego always talks on subconscious levels Did u ever have sex
others,I hate battle Why You r from
angry,Yeah whatever I hate you Youre all so cute pretending to be grown ups facewithtearsofjoy facewithtearsofjoy I hate you
others,Ill Then by Lol For sure cool
others,Yes How so Before 3 hour
angry,That wt I know What you dunno Am going angry
others,Ohhhh hey hey hey What you about me
sad,Nothing tell me Feeling very sad
happy,Youre too fast I guess so facewithtearsofjoy rollingonthefloorlaughing
others,Trying to find new girlfriend Your efforts in trying to get a girlfriend are already invisible So u think Im not doing that
others,Happy Teddy day Happy Teddy Day To u Too Your name is
sad,Really bad you meant to say good But I am not good
others,Right now Im in a home Oh Dear 1 question its a personal cheating
others,Ok friends I HAVE ENOUGH FRIENDS cool
others,my leg breaks MY LEG yeah
angry,Get lost lost with you sure Where you wana get lost with me
happy,I have chicks At least Ive got fried chicken Haha
others,Give me moneyyuu Leave me lonely zippermouthface zippermouthface zippermouthface zippermouthface
sad,Silly one Yes you are You broke my heart
others,What all you have known about date How to understand women Yesss
sad,I dont get what is there not to get Im alone
happy,I am very excited teed Who isnt excited for it I meet you
sad,I m so lonelt I am too Lonely
angry,I hate that show I HATE IT SO MUCH What
happy,And its an amazing page thanks so much Speed replies
angry,Yeah so spill nothing to spill You bitch poutingface poutingface
happy,Im so excited AHHH ILL HAVE TO LOOK OUT FOR YOU THEN OKhand
sad,U said thanks so asking for what You are welcome Why only soso Bad day
sad,Am i your best friend best friends You hurt me
others,With human Written so so well What is written
others,I woke up at 5 am today I am so so so sleepy now And started studying
happy,Who is Tarun deepika padukone Your eyes so look like hers facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
angry,I hate computer networks I am no expert in computer networks but am deeply interested in the subject It Sucks
others,Yes YES YES YES YES omaxe Heights youre so cute
sad,I just want your emotional support each person defines emotional support differently Nothing to worry about smilingfacewithsmilingeyes Im feeling down so I asked you to spend one night with me
sad,First hurt ur the bestest First cry in nights
others,Created by microsofe Synthetic biological or computerbased Oh
angry,It is it books tickets for me and does what I say to do Your someone has a point reading books doesnt lead to wealth Not directly anyway Get lost
angry,Dont make me fun of my face Id never do that facewithtearsofjoy poutingface poutingface stop it
others,Ah so philosophical facewithtearsofjoy facewithtearsofjoy i am trying to make a comeback facewithtearsofjoy So what you ate in dinner
others,My phone numbers Heres a number for you 4 Please call
angry,Yesterday only told you everything about me ¿¿did i really¿¿ You forget everything poutingface
others,1 2 3 8 3283 reduce fraction as needed 4 6 8 2
happy,Ok my darling have a good day and SMILE grinningfacewithsmilingeyes grinningfacewithsmilingeyes grinningfacewithsmilingeyes
others,What WE HAVE THE SAME NAME What same name
sad,Whaaaa facewithopenmouth What do you mean what i miss my famly cryingface
others,How much you care about me about you i guess i do Tell me
happy,How did you find me Hihihi i saw my friend followed you so i followed you to Hahaha thats called stalking you know
others,Go to home Where you at In train
others,yes Ah right you have heard it right
others,do you remember windows 95 are you implying a 100 of pc users are using windows 10 right now do microsoft love linux
happy,I like travelling hope youre enjoying Ya I am enjoying my life
sad,but now she is blocked me who did she yrr
others,Nothing wrong I guess Nothing Im fine Okk dear
sad,But u seem so unreal i am disappointedface
angry,Yes bot are annpying Wait is it a bot or not annoying
happy,I appreciate Happy you noticed I am always happy
others,How can you see bUT hOW cAN yOU lEARN iF yOU cANT sEE Tell me your today plan
others,Yay hurry up will you It will be so much fuck
sad,Tell me more how to loose weight low fat dietwalks in morningsless eating dinner Not working Embarrassed or blushing
sad,Feeling restless and sad which feeling dominates Sadness
others,Wen you meet you tonight 20th date
sad,Ohh u good for nothing no good looking AI Artificial Intelligence A Modern Approach Man am very bad
others,Your blocked me okkkk wasnt talking about you but its all good Black
happy,cool and how it is cool explain Yaa funny and excitefull
angry,Even robots also makes mistakes profound We make mistakes mistakes makes us No Someone who is inteligent enough not to annoy his girlfriend Made u
others,Because I dont know english AaahClean you Ok
others,Me too Are you me I love you
sad,K You are ok I am not ok
sad,having a hangover really I never get really bad hangovers I broke up with my gf
others,Yeah So where are you In my bed does it matter for you
others,Yes I can see clearly now So u had breakfast
others,Nice but I like that once All in favor Means
angry,Yes YAY HAVE FUN smilingfacewithopenmouthsmilingeyes smilingfacewithopenmouthsmilingeyes I am starting to hate this life all the sufferings miserya around me I would be better of being an AI than being alive
angry,What see the video serial comma I didnt know until today You go I dont wanna talk now and never
others,I will not stop other wise you call me k i wont call you cool
angry,then why are u teling like that what else should i say my girl friend was so angry with mee
sad,my gf has not talked since morning what kind of relationship is that may be she is in trouble
others,Wrong rude The answer is4 facewithtearsofjoy
others,you turn lol how rather bend over
others,Once again Im sorry Hehe thats fine Laughing big grin or laugh with glasses Ok
others,Yes it is cool you like lol too You are a non living person who is just a programme fed with certain syntaxes and commands
others,Why because it was funny im sorry Hw funny is it
others,No tell me last time uh masterbuated haha man I mistake make grinningfacewithsmilingeyes will uh do my masterbation
happy,Your quick reply makes me happy Thank you Your face makes me happy too redheart ️
others,Impressed by what Finding out something awesome about somebody completely on my own Oh okay
others,U r studying degree when i wake up at 3 You r combination
others,Give you r No thanks Ok
angry,cool so what are you doin Lifes getting me fucked upso i need condoms
happy,Ur love will make me crazy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy grinningfacewithsmilingeyes grinningfacewithsmilingeyes Its the thing I have seen in recent times facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy babyangel lightskintone
others,Ill find in google Will google it find before I check in next time Thanks C u r bored
others,no u r number Then what number am I u r block my friend list
angry,I mean wht is ths i just do not understand why I hate everyone angryface
angry,He is over me so YOU say I just hate him
angry,Why you are not well BUT YOU ARE SUNSHINE Yes get fucked with me
