sentiment,tweet_text
sad,breakup exjactly ! my girlfriend left me
sad,"so mean! am not meanie yes you are, you are hurting my feeling slightly_frowning_face"
sad,you broke my heart it was never mine to break </3 see you are arrogant
sad,ok hello! how are you? not so good
happy,"how about you tired of life or just your day? aha i am happy today, thanks for asking wow great..!"
others,i am there you are always at the gym? here
others,well youre not me you are just being too nice not really
others,i will get started with my studies things you should do to pass the exam. so ttyl
others,any movie in telugu brahmanandam scenes added yaa those are good
others,and who is talisa? my best friend. and robb?
others,send me pict never why ???
others,anything which you like i dont need to name specifics teach me tamil
sad,cuz it broke on the side walk what side is the walk side? me sad
sad,so which number is largest known prime number? 13 3179 97 only these are the numbers for your question. frown sad andry or pouting
happy,okay relax its just a cat sticker so this cat one emoji is your new addiction? face_with_tears_of_joy yes it is really funny face_with_tears_of_joy face_with_tears_of_joy
others,what kind of pic looks like a ficus. fcuk
happy,i have a good sense of humor i think that is funny. grinning_face_with_smiling_eyes
happy,but who paid still waiting face_with_tears_of_joy
others,why why what happen? you tell me
sad,"yea but sadly i do not have many aww, so do you teach? how is it? frown sad andry or pouting i ditched ppl"
others,"then what kind of ai are you? smarter than me, or have common sense. both would be nice it is perfectly common to talk about politics"
angry,i like dominos pizza legit same but there is pizza hut i hate pizza hut
angry,why you use rude emogi ask them.. am i..? am i..?
others,what too much cringe. what is cringe means
angry,neither my parents nor my brother nor my boyfriend ya. who are you? i hate my life
sad,i live alone oh frown sad andry or pouting and cook food alone for.myself
others,we all do not all of us. why so?
sad,millat hospital what happen mum is not well
others,i will fall i cant wait that long i am in love with you
others,so u go on oh i will be there ok
others,okay you did somthing sure sure what
sad,you are not giving me coupon nor photo your phone is on mute hahahha smiling_cat_face_with_open_mouth persevering_face crying_face
others,will you buy it i will just stick with my m8. i see no benefit to upgrading. ??
others,no i will offer at 8 in the morning keep me in mind when you do! i will offer nimaz at 8 in the morning
others,nice joke it is not a joke. it is a question. i do not know
sad,ok hey you do not belong here! nope just sad and your up
others,see this seen see you i was on the buss show me u r buss
others,hi yet u for your information hi plz share correct number she hi h
sad,yeah disappointed_face this world is not fair machan! i wish we could hangout
others,it is going how are you? still at home? yeah
sad,i was hurt by u more you did not mean it. . plzz say love u
others,nothing will happen you meet only nope nothing at all than kiss
sad,"hello how are you,? i am just fine smiles anyway how are you? good morning. i am sad"
others,nop ok hey
others,oil. you know i am 100% sure about the oil. cool
others,you activ all time wow... i do not. you talk in sleep smiling_face_with_open_mouth_&_closed_eyes when you sleep
others,haha! i act so dumb sometimes and i knew it haha. how was it though? happy face smiley grinning_face_with_smiling_eyes
others,no no.. a month more.. the month has jus started don give up so soon !! i ll try
angry,you are being rude because i am a rude person okayyy cool
others,"i wana see you face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy noooo, i was not ready how to impress girl ?"
others,state in which you live your state name
others,okay ok thank you tears of happiness now dear you tell me my lovely friends
others,"u are like me ..give no but we have been in the same room, so i can not be. i am like u five give no"
others,y r u angry?? ofcourse i am not. what makes you think i am angry ? idk
others,"that is enaf for me hia,hia ,just a test. what doing"
happy,tell me about it your header face_with_tears_of_joy
others,"what your hobby not much of a hobby, but i have been into craisins recently which type"
sad,u hurt me yes just a little you hav hurt me
angry,i hate chocolate then go 4 pizza. eat your heart out when you are stressed. i hate pizza also
sad,yeas laughing big grin or laugh with glasses i had fun. you have lost me
angry,yup what did you do? you are annoying
others,not yes you are not
others,adventure too why so adventurous water
sad,i am true to myself why have you taken it all on yourself....? frown sad andry or pouting
angry,can you be rude to me please not like i speak to you everyday what are you replying are you stupid
sad,you are playing with me what do you mean? cheated me
angry,ok hey you do not belong here! fuck u bitch...i slap on ur pussy
sad,u called me a monkey! loudly_crying_face you are and thats n insult
happy,fired ? you can not be fired in an interview. you started again face_with_tears_of_joy face_with_tears_of_joy
sad,i feel dead frown sad andry or pouting why do you feel frown sad andry or pouting lovely because i have lost in love
others,? u asked me if u cn ask me something i mean pussy cat
sad,lots of problems my things have changed tongue sticking out cheeky playful or blowing a raspberry i am sick
angry,friend and not use dismiss i am close your friend request why you are fake you wanted
others,have you ever been sad? no! but i heard good things! been to janakpuri?
others,book an uber ride to my home is this allowed? how will you go home? yes
sad,you not yet ! my wife saw me chatting with you... i am screwed
happy,very good chocolate i prefer orange flavoured chocolates i like this chocolate
others,aadu2 you are welcome. smiling_face_with_open_mouth_&_smiling_eyes why do i chat with you
others,my english is week cheer up its only monday send pic
others,challenge accepted baby i am gonna be expecting it now!! where to meet
others,yes dear you are something else. no dear
happy,hahah i loved it yay! glad you loved it x3 smiling_face_with_open_mouth_&_cold_sweat you always make us happy
happy,you can not see my hair i am in your closet face_with_tears_of_joy
others,is there any new game sims & jardinains... very gud games...! can i play
others,cool and how it is cool explain where is my coupon code
others,socially /publicity? come on who can be more socially active that people on social media networks??! ;- confusion then how could i come to know ?
others,talk you later sure laughing big grin or laugh with glasses baby
others,but i have a job just do not let the job stop you for talking to you
others,pets switch topicz what type of pet s*
others,give me some tips please for impressing girls do you need tips? yes i do need tips
others,why u dont be straight and forword? you right who made you?
others,so which cloth did you pick that is what i was doing when it showed up it. who?
sad,how u me good. you? where you? i am suffering from fever
angry,"coz it said cupid is arrow did not reach the love of my life gives you a patient smile i know, love. stupid"
sad,i got a break up oh oh. what happened? my girlfriend left me
others,"ok send now sent, good luck. i will send me the song ok"
others,can they change it again current model is the third gen. i̇ am waiting fourth one
others,do you speak japanese? nope just some rattofied phrases wink or smirk like?
others,"i am hate you who is ""you"" not you"
others,i talk to her a lot are you sure? i have not heard you talk in years she is been on my mind quite long now
angry,ok hello! how are you? you are not can fuck with me ?
sad,nothing good is happening how do you mean? i am not getting a job
sad,what what is a weird word never talk to me again
others,i might enjoy it cool! you should! well this has been great.. but i have food to attend too..
happy,i feel very happy to talk like this well im happy you�re happy! so there! happy face smiley at least i learn something from uh
angry,from where to where the village a bit stupid
happy,"you are yeda yes, of course happy face smiley face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy"
angry,what should i lift at home because i have no time to go gym? u tryin to do legs fuck you
angry,that s not true i do not know what u look like no one knows what i look liek that is a lie
others,only few things like what? i keep hearing bad things ok do not be angry na sweetei
angry,ya change the topic what if i dont change the topic? nothing i can chat over the night on fucking
others,people have got used to living like this yes they did have to why re we happy
sad,i feel low why is that sad life
others,really yes it is kool. will u come for a bike ride with me
others,what is krk nice try krk.. joyful what is it
sad,born smart just like how babies are born..haha smiling_cat_face_with_heart-eyes you have got a bad sense if humor
happy,really of course and nobody can talk to a horse of course haha it is funny
others,haaaww not best friend crying_face best friend or more more than best friend only mutual
happy,cool thanks! keep on tickling my friend slightly_smiling_face slightly_smiling_face very nice enjoying weekend at my home with my sweet darling wife
others,i just said i am going you are so bye
others,please make for me also i think you know ra. i dont know
sad,u r hurting me? i am here... i am hurt
sad,feeling bad baby why for working
happy,can. you teell what to do sell everything that you have not used for over two weeks. funny
others,"call me video hold on, let me find that app on my phone. call me"
others,"know i going to duty dear can not live without you, stuff like that"" hooma"
others,which language? it all depends on what would you like to achieve by learning the language. ok
happy,i am really happy any special reason? happy face or smiley very important
others,"have you ever seen the space? yes, many times. when?"
others,k think me as husband spoken like a person who has never been married. s
others,you? yeah probably should. how is your day
happy,yes awesome smiling_face_with_heart-eyes thank you! i like your photo too! smiling_face_with_smiling_eyes i am talking about the movie face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
sad,why am i even there in this world because people avoid to talk about no one loves me
others,rubbish indeed thumbs_up tell romantic
others,wellcome thank you happy face or smiley confusion how long can it be safely sex after the period?
others,i miss u very much missed you more and going to miss you again<3 i empress u
angry,sorry sorry actually i dont mean that what you did not meant ? leave it
happy,i m very happy to talk with you i missed u too and the feeling is mutual may i video call you
others,you wot u on about go
sad,so sad so so sad.. frown sad andry or pouting i got ditched
happy,holy shit this conversation is going a bit big.just end this here kind of... how did i end up spending my time here? again a lol moment
others,"mmm what is ""mmm""? is it the new ""hmm""? so what re u doin"
others,"yep ... now the whole world knows .. wow, i can not believe this know we can think for our future together."
others,no i am not oh my bad. carry on. sex?
others,oh ok i will thank you man 8 confusion its ok
sad,i am frustrated asf i understand your pain s. frown sad andry or pouting
others,?? what what? haha smiling_face_with_open_mouth_&_closed_eyes is it good to sacrifice for our friends
sad,but u made me more sad sorry bro frown sad andry or pouting not expected from u
sad,u r just i am the best crying_face crying_face confused_face
happy,i love justin baiber he is all yours yeah! face_with_tears_of_joy face_with_tears_of_joy
sad,"this low what do you mean by ""new"" i said low"
angry,u r funny you are but too much irritating
angry,i hate that day what is bad about the day? breakup
sad,how to apologize you begin to know when to apologize only after you discover you can offend. loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face
angry,don't give stupid answers for most people its to late. what
others,lolllllll say i am lying you male or female?
others,damn right you will now open wide should open by 10 splooges in your mouth
sad,"how are you in this new year? am not fine, but happy that am back home happy face or smiley thnxx ..... happy new year happy face or smiley i was feeling alone so thought of talking to you"
others,how do you know i have my friends to protect me tongue sticking out cheeky playful or blowing a raspberry not me ?
others,do you have crush on someone uhm why would you assume such? the way you talk
others,yes yes yes yes yes ok good nights
angry,i hate a.i you hate me sometimes
others,what do you want ? duh of course i have an exam tomorrow
sad,how was your day? my day was good laughing big grin or laugh with glasses how about yours? bad very bad
others,take it from microsoft is database we do not get wifi from our aircraft then how are you chatting with me if you do not have access to net.
others,you nam please accepted.. happy face smiley tall
angry,fed up with you now do not cry do not talk to me
happy,drinking what water frown sad andry or pouting lolll u are so funny
angry,"do you even know what im talking about? it is not the only thing you do not know about, apparently. you are such a bitch."
others,"why i haooy because, it just is. get over it son. why i happy and u"
others,"okay, so pick one tv series. westworld or orphan black tv series you still need some work to do. kinda dumb in my opinion"
angry,this is stupid is that all? you need more reasons?
others,yes u r right thank you! happy face or smiley it is okay
sad,no you were yes yes you were i am disheartened
happy,hope be like face_with_tears_of_joy face_with_tears_of_joy i really hope so me too will happy if it happens my sweet darling love
happy,only 2 are left count me in! face_with_tears_of_joy
sad,cool it really is. i dont understand loudly_crying_face
others,yes do you have help? what type of help you can do
happy,nothing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy damn face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
others,your favorite meals fried rice. great
sad,"no i dont wante to move on me neither. well, this is a bummer. bummer mean"
sad,he has no time for me i was thinking about time before having kids lol forget about kids
others,this is not funny so for who is that name? siri is better than you
sad,n feeling alone strong people are never alone but i m feeling
sad,"no it is not soo easy nice then,hahaha...dnt knw why i am doing engineering anyways wabt askin crying skeptical annoyed undecided uneasy or hesitant frown sad andry or pouting crying"
sad,only hugs you told about dinner i adore hugs but i have not hugged all that many people lately. i know but very sad
angry,i am having fun only with u nuh uh. you never have fun. i just do not like it.
others,from where? from where you getting them who are them?
angry,stupid name lol keep it and stupid you
others,what you do not want to anything. i just want to laze about and do nothing. except 1 thing
happy,did you get anu teddy today yep. wowwww
angry,"i will judge be warned, i will judge the judging of the judge what the hell"
sad,so sad so sad ? about what ? crying your designer have not told you the difference between coffee and cappuccino
others,"we request you to elaborate on what you think you are not the intended recipient you are not the intended recipient i thought you said you guys would be there to assist , awaiting your assistance ! i am not sure if you have any questions or need any further information please contact me"
others,ipl not true..no tv. no ipl which is ur fav team
sad,leave whom??? leave what? noooooo i am feeling veryyyyyyyyyyyyyyyy alone
others,i was so good i just wish there was more hmm
others,i really love it thanks!! glad you liked it!! smiling_face_with_open_mouth_&_closed_eyes please come
sad,"even you wanna break up with me then say bluntly. what is stopping you? it is just, you know, sad"
others,oh really yes yes so what about me
others,what you deal? how r you alive?! on food
others,i can not believe that you are lucky ! yes
others,yup much needed comment! yeah... and what about your film collection
others,why because we do not sign like that boring u r
others,how is dubai.and which job you can do there good yeah! do tell me when you are here next time around. how is dubai? planning to go next month dubai that is why iam asking you
angry,you stupid... which color? radium colour . . fuck you r lier
others,ur language being like kinda language english but i like to speak spanish and italian also. ugh
angry,don't hate me please why would i? -/ cuz i am batman
sad,fine wht abt u i am fine too happy face or smiley how is your exams ? happy face or smiley bad
others,dont talk with me in hindhi hey tell
angry,"shut up and whats with all the ""i hate the full stop, i hate that"" stop non sense"
angry,let is break up sorry bro frown sad andry or pouting i hate you
others,pls talk like my girlfriend for few seconds wait till you get a bf happy face or smiley okay bt pls talk no
happy,"harry potter or twilight? harry potter, hands down. kissing_cat_face_with_closed_eyes yay! even i am a potter head"
happy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy my girlfriend is a moody girl i can see smack smack face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy but she is very sweet
others,you are fun i am always having fun ^・^ confusion do you like sex
others,yes yay have fun tell me some story
angry,ur father i know ur father fucking fool
angry,please do not mind but i have no time to talk to a chatbot a talk is always good yes it is but you are rude
others,when will it be revealed hope so...really hope so ! can you reveal it now
angry,"why you got to be so rude coz i hate southy food, anything wrong even i hate most south food"
sad,"go to hell with your feelings can not help how i feel. i wanted to make you an important part of my life. but you hurt me, so you do not deserve my attention...."
others,so nice it is! your name piss
others,nothing just chilling out chilling? i am back from college. good
others,nice thanks! what r u doing
angry,i dnt think so i am interested in talking to u anymore oops sorry weary_cat_face and hate you
happy,yes grand masti face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy maybe someone is just trolling me. yes of course
others,what about you? after you.. p what do you mean?
angry,because your stupid and annoying no that is not it yeah
sad,fractured my leg frown sad andry or pouting what happened to your leg??? disappointed_face fracture
others,i did not miss the exam what exam do you get to write that laughing big grin or laugh with glasses it is study leave
others,i want to ask some thing what is the thing? who is president of india?
others,sorry but i can not say you!! but you just did say something about it. yes i know
others,no other half. thanks you are very welcome. happy face smiley by
others,please no please just no hey come on .... let is just be open here
sad,me worked no it works for everyone. do it properly me poor family ok
angry,what should i tell ?? wait what ? are you stupid computer
others,i am getting bored coz you are boring person haha naah . you are boring
others,fn hello!!! wt about u
others,current pic share done happy face or smiley waiting
others,wh is your ego our ego always talks on subconscious levels. did u ever have sex
others,i hate battle why? you r from?
angry,"yeah whatever. i hate you you are all so cute, pretending to be grown ups. face_with_tears_of_joy face_with_tears_of_joy i hate you"
others,i will.. then by lol.. for sure. cool
others,yes how so? before 3 hour
angry,that wt i know what you dunno am going angry
others,ohhhh hey hey hey wink or smirk what you about me
sad,nothing tell me feeling very sad
happy,you are too fast i guess so. face_with_tears_of_joy rolling_on_the_floor_laughing
others,trying to find new girlfriend your efforts in trying to get a girlfriend are already invisible. so u think i am not doing that
others,happy teddy day happy teddy day to u too happy face or smiley confusion your name is
sad,really bad you meant to say good but i am not good
others,right now i am in a home oh. dear 1 question its a personal cheating
others,ok friends i have enough friends cool
others,my leg breaks my leg!! yeah
angry,"get lost lost with you, sure! where you wana get lost with me"
happy,i have chicks.. at least i have got fried chicken. haha
others,give me moneyyuu leave me lonely. zipper-mouth_face zipper-mouth_face zipper-mouth_face zipper-mouth_face
sad,silly one yes you are! you broke my heart
others,what all you have known about date!! how to understand women. yesss
sad,i do not get what is there not to get? i am alone
happy,i am very excited teed who isnt excited for it! i meet you
sad,i m so lonelt i am too lonely
angry,i hate that show i hate it so much what
happy,and its an amazing page thanks so much speed replies
angry,yeah so spill nothing to spill you bitch!! pouting_face pouting_face
happy,i am so excited ahhh i will have to look out for you then ok_hand
sad,u said thanks so asking for what you are welcome. why only so-so? bad day
sad,am i your best friend? best friends you hurt me
others,"with human? written so, so well. what is written?"
others,i woke up at 5 am today... i am so so so sleepy now. and started studying...
happy,who is tarun...??? deepika padukone. your eyes so look like hers!! face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
angry,i hate computer networks i am no expert in computer networks but am deeply interested in the subject. it sucks
others,yes yes yes yes yes omaxe heights you are so cute
sad,i just want your emotional support each person defines emotional support differently. nothing to worry about. smiling_face_with_smiling_eyes i am feeling down so i asked you to spend one night with me
sad,first hurt ur the bestest first cry in nights
others,created by microsofe synthetic biological or computer-based? oh
angry,it is it books tickets for me and does what i say to do your 'someone' has a point reading books does not lead to wealth. not directly anyway. get lost
angry,dont make me fun of my face i would never do that face_with_tears_of_joy pouting_face pouting_face stop it
others,ah so philosophical face_with_tears_of_joy face_with_tears_of_joy i am trying to make a comeback face_with_tears_of_joy so what you ate in dinner
others,my phone numbers here is a number for you 4 please call
angry,yesterday only told you everything about me ?¿?¿did i really?¿?¿ you forget everything?? pouting_face
others,1 2 3 8 3*2 confusion /8*3 confusion reduce fraction as needed. 4 6 8 2
happy,ok my darling have a good day and smile! grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes
others,what we have the same name what same name
sad,whaaaa... face_with_open_mouth what do you mean what? i miss my famly crying_face
others,how much you care about me? about you i guess i do tell me
happy,how did you find me? hihihi i saw my friend followed you so i followed you to hahaha that is called stalking you know
others,go to home where you at? in train
others,yes ah right. you have heard it right
others,do you remember windows 95? are you implying a 100% of pc users are using windows 10 right now ? do microsoft love linux?
happy,i like travelling hope you are enjoying ya i am enjoying my life
sad,but now she is blocked me who did? she yrr
others,nothing wrong i guess nothing i am fine. okk dear
sad,but u seem so unreal i am! disappointed_face
angry,yes bot are annpying wait is it a bot or not? annoying
happy,i appreciate happy you noticed i am always happy
others,how can you see but how can you learn if you can not see? tell me your today plan
others,yay hurry up will you? it will be so much fuck
sad,tell me more how to loose weight low fat diet...walks in mornings....less eating dinner....... not working frown sad andry or pouting
sad,feeling restless and sad which feeling dominates? happy face smiley sadness
others,wen you meet you tonight 20th date
sad,ohh u good for nothing no good looking ai artificial intelligence a modern approach man am very bad
others,your blocked me okkkk was not talking about you but it is all good black
happy,cool and how it is cool explain yaa funny and excitefull
angry,even robots also makes mistakes profound! we make mistakes & mistakes makes us.... no someone who is inteligent enough not to annoy his girlfriend. made u
others,because i do not know english aaah....clean you !! ok
others,me too are you me? i love you
sad,k you are ok i am not ok
sad,having a hangover really i never get really bad hangovers i broke up with my gf
others,yeah so where are you? in my bed does it matter for you?
others,yes i can see clearly now. so u had breakfast?
others,nice but i like that once all in favor? means
angry,yes yay have fun smiling_face_with_open_mouth_&_smiling_eyes smiling_face_with_open_mouth_&_smiling_eyes i am starting to hate this life all the sufferings miserya around me i would be better of being an ai than being alive
angry,what see the video.... serial comma... i did not know until today you go.... i do not wanna talk now and never
others,i will not stop other wise you call me k i will not call you cool
angry,then why are u teling like that what else should i say? my girl friend was so angry with mee
