ori_sentiment,tweet_text,sentiment
anger,I did that! 3 days later my order is not even in the same postcode as me #fuming,anger
anger,delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger
anger,We are raging angry.=1/2 bil $ for 2 pro Liars.Actors the most useless people in america Where is ours for working 100 X harder?,anger
anger,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy : :*,anger
anger,I almost feel offended that she thinks that is a big deal. she is knows i will literally do anything for her or Kai.,anger
anger,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc not sure anybody has it better! #relentless",anger
anger,"Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",anger
anger,I just wanna know why there is no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger
anger,I do not even #feel #anger anymore can not explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger
anger,Chris ate all my mac n cheese so imma eat all his taffy #revenge,anger
anger,I heard Movie Bob was furious about the Skittles analogy. He was upset that there was not actually any Skittles.,anger
anger,Because you offended by the lies of Alexandria Goddard does not mean that i am deric is friend or anything else. Purely a fishin expedition.,anger
anger,what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger
anger,"Okay you have annoyed me, you have not done a good job there at all. #furious",anger
anger,"What u do wen ur love cheats on u ? Wen thy do not understand the emotions behind the anger, the constant waiting.. what u do ?",anger
anger,there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,anger
anger,:^ well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,anger
anger,turn that shit off! Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? #rage. #iphonePhoneHome,anger
anger,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger
anger,Panpiper playing Big River outside The Bridges in SR1 #outrage,anger
anger,"""Do not fret if you are not cool! Humans who follow me, become instantly cool!"" #Bot",anger
anger,i have just found out it is Candice and not Candace. She can pout all she likes for me 😍,anger
anger,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,anger
anger,and apparently he is supposed to have a Scottish accent??? i am #offended,anger
anger,Candice on great british bake off with that pout does my head in 👊🏻🙄,anger
anger,switch host no bullet rage.,anger
anger,"I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger
anger,.....Seems like a fight ready to rage on.....,anger
anger,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger
anger,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼",anger
anger,630am meeting Olympic House #10golds24 . #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger
anger,i think your high-profile female colleague would be one in yhat category... #massexodus,anger
anger,it is GAME DAY!!!! T MINUS 14:30,anger
anger,i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,anger
anger,"if u have time 2 open a snap, u have time 2 respond",anger
anger,"species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even frown on talking about eating humans #lizardscum",anger
anger,Ok but how are the fast &amp; furious movies NOT classified as comedy is? 🤔,anger
anger,I accidetly dumped boiling water my myself 😫,anger
anger,one month til someone is bday and i think it is time to flaunt that I got them something pretty awesome #revenge,anger
anger,Dentist just said to me' i am going to numb your front lip up so it will feel as if you have got lips like Pete Burns!...... She was right,anger
anger,but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger
anger,Anyway i am in a car with a furious white men and I have a really funny story to tell when i am sober 😂,anger
anger,Ballmer will be furious. Another delivery lost...,anger
anger,#bitter. Nicole and Cory is why she was evicted.,anger
anger,The best revenge is massive success. –Frank Sinatra,anger
anger,#adp is #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger
anger,"sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger
anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town",anger
anger,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter #shouldofVotedforNicole",anger
anger,bad news if ordered online it has not gone through same happened to me had to re order on the phone,anger
anger,i am distraught! 😭 Candice and her pout can piss off,anger
anger,i have never seen fast &amp; furious Tokyo drift. Boutta watch it,anger
anger,"also other people who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, the rest of the gc bc i ran out of chara!",anger
anger,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger
anger,35. Do you hold a grudge against your ex?,anger
anger,: im now writing abt the changing face of sex industry in tr : now men will talk to me then! #revenge,anger
anger,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder,anger
anger,Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....,anger
anger,Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger
anger,wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #con!,anger
anger,Goddamn headache.,anger
anger,"I either look like a raging bitch, or i am obnoxiously laughing at something not that funny. I do not think there is any middle ground.",anger
anger,I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,anger
anger,My back is starting to irritate me and it is barely 2:19 😓,anger
anger,Take public opinion on revenge with Pakistan if govt is unable to decide.,anger
anger,"thanks for ios10 update, even the best app freezing and crashing on SE.",anger
anger,New madden kicking 🚮,anger
anger,"and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏",anger
anger,nice. why are u fuming then 😂,anger
anger,Literally burst out laughing.,anger
anger,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration is support of the Muslim Brotherhood,anger
anger,Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,anger
anger,"I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",anger
anger,then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,anger
anger,My baskets are better when i am in a bad mood someone irritate me before practice please,anger
anger,"I miss my gran singing Rawhide, in her deep baritone growl.",anger
anger,i am about to fly into a fit of rage it is not FAIR,anger
anger,You insult the late Sherri Martel,anger
anger,No offense but to the people out there using creams to build your glutes...COME ON. Go squat and what not.,anger
anger,fuming,anger
anger,"i am offended, I actually am",anger
anger,Don't be bitter,anger
anger,#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak,anger
anger,i love the word fret so much and im in heaven,anger
anger,i am not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger
anger,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,anger
anger,"#Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite",anger
anger,I agree but our offense was ass after the second half td score on the first drive,anger
anger,Just paid for chicken at and did not even get any 😑😑😑 there goes 4 dollars and me as a customer,anger
anger,Chick told me I look like Childish Gambino. #insult or #compliment,anger
anger,Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry food,anger
anger,delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading,anger
anger,her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger
anger,I offered gold or silver but they said Nah... #bitcoin #snap,anger
anger,"You offend me,",anger
anger,watching on +1. I would have been straight out of there with the guy who was getting irate! #ExtremeWorld,anger
anger,my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,anger
anger,Unbelievable takes 10 minutes to get through to then there is a fault and the call hangs up #fuming #treatcustomersfairly,anger
anger,I believe that is what you call the fury of the righteous.,anger
anger,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. i would blame karma but my dumb ass forgot to pay the meter.,anger
anger,"If I spend more than £10 in shimmy on £1 drinks i will be raging, but we all know it is gonna happen",anger
anger,Actually fuming I have nothing to wear Saturday,anger
anger,"This fuck you is boiling up inside, its not gonna be good when I let it out.",anger
anger,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up,anger
anger,"If you let a general tweet offend you, you definitely should not be on twitter.",anger
anger,Bloody right,anger
anger,2. the N-word. But I think all Afr-Am are entitled to it: we should not take away from them the insult they have claimed back.,anger
anger,I can not guess if you holding a grudge against the best',anger
anger,#Scorpio always seek revenge!,anger
anger,exactly what I have been saying on fb.. #bitter,anger
anger,"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",anger
anger,Opioid rapid pill plague...Speed generations Pulse Rapid rabid Impairment Ist Choice Stacked usage vs street ingestion demo US,anger
anger,angry already,anger
anger,is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types?,anger
anger,"im on holiday for the next round, fuming!",anger
anger,"If someone keeps #laughing at you, do not #fret . At least u r giving #happiness .'\n#quotes #quotestoliveby",anger
anger,"you are so thirsty for the chance to disagree w/ the left, that you do not even realize when something is an affront to your bigoted platform.",anger
anger,Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #nudes #tits #snapchat,anger
anger,the 1975 are playing antichrist why will not play hustle it is an outrage,anger
anger,"Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'",anger
anger,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,anger
anger,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage,anger
anger,"it is buzzing pathetically for sympathy if you let it out it will twirl it is moustache, chuckle and sting you #Psychowasp",anger
anger,Can't believe are putting their prices up!! They already know i am struggling to pay my bill &amp; will not change my package!! #raging,anger
anger,Some bloke on the train who is obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone,anger
anger,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,anger
anger,"Ha. Right. i am from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",anger
anger,Since it is a friend of pereg is I do not want to offend : #Peace,anger
anger,"they are like the rape apologists who inadvertently? make men sound like rabid, mindless beasts. With friends like these...",anger
anger,they irritate me. Them and their inch thick made up masks,anger
anger,I am irate at you check-in system. I have tried to checkin all day and it would not let me do it because I had no seat assigned,anger
anger,"Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual",anger
anger,I asked Jared to marry me and he said no.,anger
anger,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #HuckFP2",anger
anger,"Y'all bitches be so angry and bitter, that must truly suck lol",anger
anger,Bloody parking ticket 😒💸 #fuming,anger
anger,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snapchat #snapme #nudes #dickpic #cocktribute,anger
anger,happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme #tater,anger
anger,Huh! it is always my fault is not it &gt;: #sulk,anger
anger,so you WOULDNT date me?????,anger
anger,"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,",anger
anger,What King says does not matter. The fact he came w/ psycho Don is by far more of an affront.,anger
anger,Dear please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,anger
anger,Still can not log into my fucking Snapchat #Snapchat,anger
anger,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown,anger
anger,summar one more insult from you and you are gone Idc if you are my dad,anger
anger,Looks like a rabid pack of inbreds.,anger
anger,I wonder what American city will be next to protest about police shootings. who is next? Smh. #whenwillitstop #howmanymoretimes,anger
anger,she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby,anger
anger,add tracking but resent them,anger
anger,People often grudge others what they can not enjoy themselves.,anger
anger,What if the supposed animosity is all bullshit to con the Iranians?,anger
anger,"_Support Cancelling home Fibe, Internet and TV this afternoon as soon as I can arrange alternate Internet. 2/2 #angry #fedup",anger
anger,Well trump is rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n,anger
anger,my snap is andriaprebles ❤️,anger
anger,So my Indian Uber driver just called someone the N word. If I was not in a moving vehicle i would have jumped out #disgusted #offended,anger
anger,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",anger
anger,"some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",anger
anger,shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos,anger
anger,ESPN just assumed I wanted their free magazines #offended,anger
anger,Weak people revenge. Strong people forgive. Intelligent people ignore.,anger
anger,fuming am not the word,anger
anger,"you are not stealing my girl, i have solo would crota is End flawlessly. Do not try or face the wrath of the machine 😤",anger
anger,People fuckin irritate me,anger
anger,I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer,anger
anger,": Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted😬",anger
anger,Ever put your fist through your laptops screen? If so its time for a new one lmao #hp,anger
anger,Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen,anger
anger,i resent biting my tongue.,anger
anger,"huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em",anger
anger,"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates . on #Mylan #Epipen",anger
anger,They gonna give this KKk police bitch the minimum sentence..just wattch #angry,anger
anger,I fell and heard a snap hffffhj,anger
anger,"Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry #BBCTW",anger
anger,You can not fight the elephants until you have wrestled the pigs. #quoteoftheday,anger
anger,Can't believe i have only got 2 days off left 🙄 #backtoreality #raging,anger
anger,That AK47 leave your spine with a frown,anger
anger,i feel furious,anger
anger,I love when people say they are not racist right before they say some racist shit... Not how that works...,anger
anger,I do not know how much more of that bloody pout I can take!!,anger
anger,Will I offend you\nif I am truthful but kind\nor will you see why?\n #haikuchallenge,anger
anger,come on let is make em hate 😘make em pout they face 👿😩.,anger
anger,All Brian does is sleep and aggravate me,anger
anger,"Not by wrath does one kill, but by laughter. Friedrich Nietzsche #friedrichnietzsche",anger
anger,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger
anger,not near my kitchen so unfortunately I can not do a cooking snap series 🍳,anger
anger,You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us😤😤😤,anger
anger,i am not use to getting up early asf this shit goin irritate me.,anger
anger,testing,anger
anger,i am furious 😩😩😩,anger
anger,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.,anger
anger,Sorry guys I have absolutely no idea what time i will be on cam tomorrow but will keep you posted.,anger
anger,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",anger
anger,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",anger
anger,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.,anger
anger,My blood is boiling,anger
anger,Look at those teef!,anger
anger,That is at least the 3rd time the balls been burst in our games,anger
anger,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter",anger
anger,Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,anger
anger,"there is a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can not really control it.",anger
anger,oh yeah. I HATE the air raid and I do not like the Oregon/Baylor offense and i am not a fan of the ole miss one either,anger
anger,you are an angry glass of vodka,anger
anger,is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! : #wwe,anger
anger,#DonKing lion of #black community speaks truth to power of insult 'black vote is given away cavalierly...playing by,anger
anger,with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.,anger
anger,"not received verification email, asked for it to be resent 5 times still nothing.",anger
anger,Nor hell a fury like a woman scorned -- William Congreve,anger
anger,": Wrongdoing! Grrr. After the fact, I know, but emailing displeasure now anyway .",anger
anger,fucked my coupon that goal!,anger
anger,like going to a so called cardiac arrest that turned out to be a cut finger! #medchat,anger
anger,I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can not they understand that it is not always amazon fault..\n#carrierfault,anger
anger,I wonder what American city will be next to protest about police shootings. who is next? Smh. #whenwillitstop #angry #howmanymoretimes,anger
anger,You ever just be really irritated with someone u love it is like god damn ur makin me angry but I love u so I forgive u but i am angry,anger
anger,I would not bring this up if I were you. it is a very touchy subject. And people get way to offended these days,anger
anger,I wanna see you smile I do not wanna see you make a frown,anger
anger,Karev better not be out!!! Or I am seriously done DONE with #angry #unfair #ugh,anger
anger,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger
anger,im so mad about power rangers. im incensed. im furious.,anger
anger,i am not used to pretty girls that use curse words to express their anger. I just feel like i am a little bit surprised and turned off as well,anger
anger,he is mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees,anger
anger,I wonder what would happen if I were to tell some people the truth #savage #uhoh,anger
anger,"— Self-hatred gives rise to fury, fury to the desire for self-change.",anger
