sentiment,tweet_text
joy,"Her cheeks were already aglow from a combination of the heat and the exhilaration of being the centre of attention , and this had lent an extra , youthful radiance to her beauty ."
joy,"Clive also attended , visibly gleeful that he had spared the school any undesirable publicity by unloading me in the nick of time ."
joy,"Mention of the press 's glee at the humiliation of the investigators behind this summer 's high-profile surveillance project Operation Blackbird , who were fooled by an obvious hoax , brings out Tarr 's own nascent conspiracy theory ."
joy,"Many Labour MPs could not hide their glee at the SNP 's action , such is their antipathy to cross-party co-operation ."
joy,"Whereas in Crime and Punishment and in the novels which follow he can , though his narrow glee over being ahead of the fact is unworthy of his art and of what ` idealism "" and ` deeper realism "" intend ."
joy,"On reaching the Fish I let out a cry of triumph , overjoyed to have got there while conveniently forgetting the Verdon-like wall which lay above ."
joy,"Thacker was not overjoyed to see them , but he played along , switching on the charm ."
joy,Most estate agents were overjoyed at the election result .
joy,"The warden and his wife , being owners of a Siamese cat , were not overjoyed to see Emily but they reluctantly fed her a saucer of milk , saying that she could stay for one night ."
joy,Louise was overjoyed with the suggestion .
joy,So the chief librarian was surprised and not particularly overjoyed to be dragged down from his rooftop sun terrace by Harry 's telephone call .
joy,The young lord was overjoyed to see what a beautiful wife his friends had found for him .
joy,The very idea is preposterous and I was overjoyed to see that you believed me .
joy,"` You know Joanna will be overjoyed to see you in any condition . """
joy,"` They take young grandpas , "" said Linda , amazed and overjoyed he 'd had the idea for himself and still not able to get over her daughter 's news ."
joy,"I do n't suppose you 're overjoyed that I 've got a friend in the rival camp . """
joy,Neighbours recalled how Ms Bailey was overjoyed at the birth of her daughter .
joy,"But his father was overjoyed to see him , and at once threw a party ."
joy,Landlords were not pleased to find that their apartment blocks had overnight become the property of the tenants .
joy,"He seemed pleased to remind us of yet more evidence of Bouilland 's humming modernity , and took us out into the sun again ."
joy,The London Irish Women 's Centre are pleased to announce that the Irish language classes for adults will continue with Siobhan Ni Neill on Fridays from 10.30 am to 12.30 starting on Feb 7 .
joy,"We were pleased to see the Canadians do so well in the World Cup after they had beaten us over there "" !"
joy,We are pleased to see the guidance state unequivocally that major retail developments are inappropriate in Green Belts .
joy,I have said we will be pleased to provide back-up with visitor 's packs etc and that I would inform you of the request .
joy,"I am pleased that there has been a threefold increase in , for example , HRT prescriptions during the past 10 years ."
joy,I am pleased that they have responded very positively .
joy,George Grindal was pleased that he could turn to the bedside cabinet and take up the feeding glass containing orange juice .
joy,Guinness is particularly pleased that its own employees can participate in these programmes through matched giving schemes .
joy,"` Yes , yes , I did , "" she told him , feeling ridiculously pleased that he was clearly enjoying her first attempt at baking a cake ."
joy,Lexie 's parents are pleased that their efforts may prevent other children dying from the side effects of steroid treatment .
joy,"` I think everyone is very pleased they 've changed their minds , "" said England 's most-capped player , Rory Underwood ."
joy,` I was so pleased she lived until just after Sam was born .
joy,"Blake says how pleased he is with the firm 's improved performance , acknowledging the considerable efforts and progress it has made ."
joy,` Your mother and I are so pleased you are so happy .
joy,She washed the floor thorough and was pleased she had done so .
joy,"To tell you the truth , I was n't at all pleased about Russell sitting in the same coach with us ."
joy,"I could never have agreed to such a plan , but was pleased at Mick 's change of mood ."
joy,The King was bluntly informing him that he was ill pleased at the lack of progress Corbett was making .
joy,"Smiling across the room at Laura 's tall , slender figure , she added , ` Besides , everyone in your office was so pleased at your promotion ."
joy,"I was particularly pleased at the emphasis on investment in education and training , in science research and development and the commitments he gave on transport and health and community care ."
joy,I can see you 're pleased with yourself `
joy,"` Everyone seemed very pleased with the arrangements Philippe had made , did n't they , Rose ? """
joy,"I saw him return this morning , so pleased with himself . """
joy,"He laughed , showing his white , sharp teeth , pleased with his joke ."
joy,I 'm delighted that you were pleased with the response .
joy,"Apparently Skipper landed , felt extremely pleased with himself and threw an enormous buck with a twist in it ."
joy,"Even my father was n't too pleased about continually having to clean his porch roof , which our residents had covered in droppings and other nest debris ."
joy,"At the beginning of the O-level summer term I weighed eight stone three pounds and , if I was pleased at having lost two pounds , I certainly did n't say so ."
joy,"She smiled , as if pleased at displaying her superiority ."
joy,He liked to think of her being pleased at getting a letter .
joy,I hope you were pleased with how much we sold .
joy,"Mrs Thatcher has mastered the sound-bite , to be repeated at intervals like a mantra ` So very pleased with how it 's going . """
joy,"I 'm very pleased with how we 've reacted to our bad start to the season . """
joy,"She was pleased at how low her voice was , how steady ."
joy,"Whatever I want , she wants , and she 's pleased at how things have turned out ."
joy,They obviously thought I was doing terribly badly at that time and were very pleased at how well they had rigged me out until I put on the mac .
joy,"Nevertheless , your father and mother , too for that matter ! Confusion may well be very pleased if your boyfriend takes the time to have a chat with them ."
joy,"` Katherine , I haven t yet told you how pleased we all are that you shall be going to school here and be with us at Valois frequently ."
joy,"` I am supposed to be going there with Sister Agape , but I 'd be pleased if you would take my place ."
joy,"As it was , I felt thrilled to be walking on the same ground that young Thomson had trodden long before ."
joy,"A friend said ` Joan is thrilled Katy has found such a nice chap . """
joy,Professor Winston said ` I 'm thrilled to see them all here .
joy,Most pool owners are thrilled if they can persuade their fish to breed successfully .
joy,I felt thrilled to be back in Abyssinia and stared entranced at the arid landscape of the Danakil desert .
joy,I 'm thrilled to see her !
joy,"Keith , a general operator at Associated Octel 's plant in Ellesmere Port , is thrilled to see his brother back home ."
joy,"His excitement at the prospect of exploiting that potential is palpable , though he has no illusions about current difficulties ."
joy,FOR months now I have been trying to contain excitement at the thought of the compact disc .
joy,"Because of what had happened , some of her excitement at the thought of seeing Czechoslovakia had ebbed ."
joy,Manufacturers could play on the excitement of a commentary to sell their sets .
joy,I had lost the excitement of the first Ramble to the Trossachs which had all been new territory .
joy,But a dry day would bring bigger crowds and add to the excitement of the vital third round of the tournament .
joy,"Travellers might get used to jet-lag in the sense that they learn to live with it , or they might find it progressively more irksome as their initial excitement with travel begins to wear thin ."
joy,I enjoyed his excitement with politics .
joy,All around there was the electric atmosphere of first night excitement .
joy,"This would normally push up her heart rate but with her pulse already racing due to the alcohol , dancing and general party excitement the increase is not as noticeable as normal ."
joy,"` It was a sort of excitement to him . """
joy,"As Christmas approached , the excitement of preparation began to get through to her ."
joy,You are afraid and full of excitement at thoughts of what you might find .
joy,He had seen beyond the excitement of being approached for his first book ; he already visualised it on the bookshelves !
joy,"Perhaps only she knows the journey he has made , from the cocky Jack-the-lad who neglected the discipline of academic study for the raw excitement of Left-wing politics to the measured politician with an answer for everyone ."
joy,We are off and have great excitement fishing up treasure fake Confusion tied to bladders .
joy,Neither he nor Peter can conceal excitement at being back in the limelight again .
joy,"I have explained to pupils that I do not know ` the answer "" and so I can share the excitement of working out a problem with them ."
joy,I remember being highly amused at his rendering of a young rook 's cry whilst gobbling a worm it was perfectly true to nature .
joy,"She was already feeling a bit better and she felt quite amused at this cool domination , especially as she was not going to pay any attention to it ."
joy,"Even falling asleep as he was , McLeish was amused at Bruce Davidson 's hopeful , proprietorial air ."
joy,"Clattering on , trying to hold five ponies and eat an ice-cream , Perdita was not amused to hear whoops and noisy hooting behind her ."
joy,Hauser was amused at the suggestion .
joy,"Robert Stephenson , when John met him after the week 's delay , was amused at the story of the Triumph of Rhyll ."
joy,Our amusement at his false assumption seemed to ease the tension between us .
joy,"However , I thought you might share my amusement at the thought of baked beans at a low tension !"
joy,His amusement at the scene was rekindled .
sadness,"I was quite sad to hear my right hon. Friend the Minister of Agriculture , Fisheries and Food say that he was prepared to sit in the negotiations for months ."
sadness,I am really sad that nobody wants to do it like I have done it for them .
sadness,"The Denning family feel sad that , although Sharpness is still thriving , it 'll never be the busy port it once was ."
sadness,Now it makes me sad to think of them growing up .
sadness,"` I 'm sad that it folded , but it 's come at a good time , "" she tells me ."
sadness,` I am desperately sad that our scheme did not come to fruition but I am glad that someone will take it over and bring these jobs to the area .
sadness,"` I am sad we have not been afforded the same welcome given to the Beirut hostages , "" he told a deeply moved audience at the AGM last month ."
sadness,"We were all sad it was over "" ."
sadness,I 'm particularly sad my mother has n't had the opportunity to buy even his MC .
sadness,"It 's possible to be sad about your babies becoming children , and yet accept the fact that you wo n't have any more ."
sadness,Anne was sad at the death of the Misses Dolan but too much was happening for her to dwell on it .
sadness,Everyone will be sad at their departure .
sadness,"The truth was that Mr Wolski was sad with himself , for he did not wish to stay on at the Zoo any longer ."
sadness,He was sad about missing the forthcoming whiskies .
sadness,I WAS sad and also slightly amused to read the recent letter from a reader about the skilled worker only being offered 3 an hour .
sadness,"` Madam Speaker , I know that there will be great sadness at this news ."
sadness,Some grandparents have the sadness of losing rather than gaining grandchildren .
sadness,I am saddened that the article uses the spurious connection between dialect and poverty as a means of attacking English teaching in this country .
sadness,John Parsons in Nice is saddened to see the former world No 1 humbled in another comeback attempt at the age of 35
sadness,"We are saddened to learn that for some people , the conference failed to develop strategies for action ."
sadness,I am saddened to find that such thinking still exists within the profession .
sadness,A CLERGYMAN who trains priests yesterday said he was saddened but not surprised that he had been sacked after admitting he does not believe in God .
sadness,"Rosemary Sandford of Darlington Association on Disability , said they were saddened and disappointed they were not given the opportunity to express their views at the meeting ."
sadness,"He turned away , his feeling of anguish at the nothingness of it all overwhelming him ."
sadness,"She still , after all these years , did not know , and one hand clenched in involuntary anguish at what she thought of as her intolerable betrayal of her brother ."
sadness,"` We feel very strongly about that and that the law should be changed for future children , so that they should be spared the anguish of separation and no contact at all . """
sadness,"In the pictures of Belsen , the sheer anguish on the faces of the Tommies contrasts starkly with the indifference of the SS recorded in their cheery souvenir albums ."
sadness,He remembers the anguish of disapproval and the comforting security of guardians .
sadness,"But last night he insisted he had no grudge against Taylor , even though in his column he openly discussed his innermost anguish at being one of only three England players not to kick a ball during finals ."
sadness,LEE SHARPE last night relived the anguish of discovering he had a disease which he feared could not only end his career -- but kill him .
sadness,"Segments in D major and B minor accord with episodes of the drama as this unfolds , but two isolated D minor movements underscore Dido 's anguish at being betrayed ."
sadness,"At a news conference at the Royal Geographical Society in London , they described the mental and physical anguish of their 95-day trek ."
sadness,Politicians who objected to Mrs Thatcher and her radical conviction politics suffered the anguish of apparently unresolvable frustration .
sadness,Both were crestfallen after Stevie 's erratic performance on the 17th .
sadness,There 's no reason to feel dejected about the future .
sadness,It 's not just health problems they suffer but many people can get really depressed living in houses where they have to keep washing the mould off the walls .
sadness,"Even the Prince of Wales , depressed at the thought of the ordeal to come , cheered up at the sight of the food ."
sadness,"In spite of everything , Burun felt depressed by the whole affair and could not understand why ."
sadness,"Then , still depressed at being ditched , he drank eight pints on a night out with other squaddies , said prosecutor Graham Boal ."
sadness,"Behind her she heard Emilia say , ` I think the child will be quite desolate to see me go ."
sadness,` I am desolate that Anthony has died .
sadness,"The sense of relief that the Danes had ` let us all painlessly off the Maastricht hook "" was immediately replaced by a despondency at the Government 's response ."
sadness,Julie is devastated to discover she is adopted and she sets out to find her natural parents .
sadness,"It was hot , sunny and the water looked so cool and inviting that Maggie felt quite downcast about having no swimsuit ."
sadness,Dolores felt glum at the sight
sadness,The people of America and throughout the world were stunned and grief-stricken by the President 's assassination .
sadness,The queen was grief-stricken at his death .
sadness,Her emotion this time was not prompted by grief for her mother -- but by the seriousness of the moment .
sadness,Kurzlinger hated Voss for what he had done and the man 's grief for his murdered love was not to be underestimated .
sadness,Amanda 's grief for her father was compounded by anxiety over his ontological status .
sadness,A 16-year-old girl works herself into a frenzy of grief for a friend killed by right-wing vigilantes .
sadness,"To express their grief over the Warrington atrocity , the people of Dublin sent thousands of floral tributes to Liverpool this morning with the Irish Air Corps ."
sadness,"Within the ranks of the music press , there seemed to be a genuine grief at the split and the band 's loyal followers responded accordingly , filling the letter pages with tearful , doleful sentiment ."
sadness,"In spite of her grief at being parted from her cousins , she could not help but feel excited ."
sadness,"John had been moved to Norfolk and promoted to Corporal and he wrote to Anne nearly every day , loving letters which helped to make her grief for her mother more bearable ."
sadness,"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion ."
sadness,"He was not overwhelmed with grief for Kit , but evidently his eyes felt otherwise ."
sadness,Her grief at his death was deep and sincere .
sadness,And even those could be put down to excessive grief at the loss of his wife .
sadness,And -- though the heartbreak of her troubled marriage still haunts her -- she raised a grin as Prince Harry waved from their car in London .
sadness,They suffered the heartbreak of losing three children through premature births .
sadness,Jane Moss said yesterday that the double heartbreak of her daughter 's death and the murder of her own mum 11 years ago made her want to care for the needy .
sadness,"For the owner , it can mean heartbreak at the loss of a family pet ."
sadness,So many families will face the heartbreak of burglary before Christmas .
sadness,She regarded the wife of former Beirut hostage Jackie Mann as a ` dear friend' and was heartbroken she could not see her before she died of lung cancer on November 30 .
sadness,YEOVIL TOWN captain Mark Shail was heartbroken last night over the rash moment which may cost him the chance of playing in the dream FA Cup tie against Arsenal .
sadness,"Britt is heartbroken that her eight-year marriage to toyboy husband ` Slim "" Jim McDonnell , 31 , is to end in divorce ."
sadness,She was heartbroken to hear the voice of Camilla .
sadness,She 'd be heartbroken if her father was n't at her wedding .
sadness,"Their mother died a month later , heartbroken by the loss of her mate ."
sadness,No wonder she was now inconsolable at the prospect of the child being returned to London .
sadness,"Several hours passed while he sat there , knowing that Maud would be inconsolable at having missed a charity dinner ."
sadness,Nails became miserable with anxiety .
sadness,She 's miserable that it all has to end .
sadness,"Me , I 'm miserable that it 's all beginning ."
sadness,"Even so , I was miserable when we were second from last ."
sadness,"And I know that 's miserable for you , but what else can you do ? """
sadness,` It is miserable for us to look back on these things .
sadness,"Life , you know , it 's miserable for them ."
sadness,"Thenceforward I was always wanting to take the joys of solitude and of society in their extreme forms , and was alternatively miserable from the lack of company or the presence of uncongenial company ."
sadness,The walk to the town centre is long enough to invigorate me and short enough to avoid getting miserable from the cold .
sadness,"I was miserable with cold , but although I was prepared to admit that I was miserable , I was n't prepared to admit that my misery had any connection with cold ."
sadness,He was miserable at being left out .
sadness,"Since many parents were miserable at being separated from their offspring and it would be a struggle for some to pay money for their misery , they finally decided to have them home again ."
sadness,Members requested the committee 's sorrow that the work had begun without permission should be passed on to the county council .
sadness,It soon developed into disillusion as the town 's death toll grew and ended in jubilant relief not unmixed with sorrow at the memory of towns-folk who would not return .
sadness,"Goebbels himself had signed her travel papers under pressure from his sympathetic wife Magda , who had mistaken Lais 's hysterical sobs for sorrow at Karl 's death ."
sadness,"He is portrayed as showing sorrow at the destruction caused by German bombers and it is he who ` saves the day "" by first giving himself up and then being shot by Clogger ."
sadness,Three of our candles are in this colour to represent our sorrow for our failure to love in so many parts of our lives .
sadness,"The awakened will gives rise to fear of God , sorrow for sin , hope for forgiveness and love of God Leah 's first four children Confusion ."
sadness,He told of his sorrow at having to quit a job he passionately enjoyed .
sadness,Was n't there one word of sympathy he could offer to ease her sorrow at having loved and lost him ?
sadness,To his great sorrow he could never recall his mother .
sadness,"Yet the dog had grown old and less capable , and one day the gillie had come and explained with great sorrow that the dog had suffered a stroke , and must be put down ."
sadness,Peers expressed their sorrow at the news of the separation of the Prince and Princess of Wales after the Lord Chancellor Lord Mackay of Clashfern relayed the Prime Minister 's announcement to them .
sadness,He expressed at once his sorrow for my father 's death .
sadness,I join the hon. Gentleman in expressing our sorrow at that tragic loss .
sadness,Both of them were aware of Alain 's black anger and Marguerite was feeling the sorrow of leaving her own house .
sadness,"Despite my anger and despair at what had happened to Brian , killing myself now would n't make amends for not helping him ."
sadness,"He had understood James 's despair at the enormity of the ruin , but not what the loss of Edward was already meaning ."
sadness,Away from the defence debate Dr Mowlam also yesterday spoke of her despair at the growing homeless problem in her constituency .
sadness,Nizan 's despair in 1939 at the Nazi-Soviet pact and the Soviet invasion of Poland echoed Sartre 's despair in 1956 at the Soviet repression in Hungary .
sadness,"In their communiqu , the finance ministers could usefully point out that the current despair over eastern Germany is overdone ."
sadness,It does at times reveal a certain despair over her present situation -- a fact that is rather concerning .
sadness,"Lewis Verne-Smith sat shaking his head , less as a gesture of denial than of a generalized despair at the state of the world ."
sadness,` I feel despair at being deceived and betrayed .
sadness,Labour supporters must be in despair at not being able to race away from the Tories in the run up to the election .
surprise,"<surprise>Now you see in our day and generation , we do n't need to be reminded of the importance of little things. the more we learn about the atom , the more we 're astonished at its complexity and its unseen power . <\surprise>"
surprise,"<surprise>Lin Foh blinked , quite astonished at being spoken to so sharply . <\surprise>"
surprise,"<surprise>When Ramsey came to read the book himself , later in life , he was astonished , and at one point burst out laughing , to discover what irrational expressions he could use . <\surprise>"
surprise,<surprise>I was astonished at the smallness of the area which these enclosed . <\surprise>
surprise,"<surprise>From the outset , commentators seem to have been astonished at the great interest the competition evoked . <\surprise>"
surprise,<surprise>He was astonished at the change in him . <\surprise>
surprise,<surprise>Now as he strode north determined on its recovery he was ashamed and astonished at his own folly . <\surprise>
surprise,"<surprise>But when I got to be twenty-one , I was astonished at how much he had learned in seven years . <\surprise>"
surprise,"<surprise>She was astonished , and secretly pleased , that he had remembered her name . <\surprise>"
surprise,<surprise>Those new to the area were always astonished at the vivid crimson of the earth and buildings . <\surprise>
surprise,<surprise>Maggie was quite astonished at her own determination on that score . <\surprise>
surprise,<surprise>But she was even more astonished at her ladyship 's next words . <\surprise>
surprise,"<surprise>Eleanor Thorne half-sat up in the great bed , astonished at the freshness , the absolute appeal of her idea . <\surprise>"
surprise,"<surprise>` I 'm astonished at what you 've achieved , Kitty . <\surprise>"
surprise,"<surprise>` From all you say of Papa , "" announced Dr Neil naughtily , ` I 'm astonished to learn that he went bankrupt . <\surprise>"
surprise,"<surprise>She saw his fear , his bewilderment , and above all , a kind of astonishment at the enormity of the complications that lay ahead . <\surprise>"
surprise,"<surprise>My previous astonishment at the fact that people who came here like De Michelis the former foreign secretary , or like ex-Prime Minister Andreotti , never endowed us with any money is now diminished . <\surprise>"
surprise,"<surprise>Martha replied , and left her twin sister blinking in astonishment at a possibility that had n't occurred to her before , but which was now enticingly attractive . <\surprise>"
surprise,<surprise>Mrs Syms 's astonishment at her appearance was almost comical . <\surprise>
surprise,"<surprise>Carolyn watched him , caught between her astonishment at his presence here , and the sudden absolutely natural way they were talking . <\surprise>"
surprise,"<surprise>Miss Logan concealed her astonishment at this curious lecture , but felt bound to enquire further . <\surprise>"
surprise,"<surprise>But there was some astonishment at the size and timing of the exceptional write-offs , which will result in 9,000 job losses from a worldwide total of 128,600 . <\surprise>"
surprise,<surprise>John Lahr told me of his astonishment at how unpleasant he could be to waiters at the Indian restaurant they visited together . <\surprise>
