sentiment,tweet_text
joy,FB is boring and i wanna sing RIGHT NOW
sadness,The link doesnt work
fear,The humpalow um ya I think so Cell is dying
fear,Last day at workSick to the bone
fear,i feel like Im on house arrest
surprise,ur supposed to be in BK tho
fear,Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers It is very sad
surprise,Oh no Nighty night
joy,Must have new music I wont sleep until you give us Chapter 1 I might die first though Hurry
sadness,my computers broken and I broke my laptop so I had to use the phone ahh still on he because they fucked up my order
fear,Its a sad economy Just heard of another friend losing their job so sad But just a reminder that
fear,Im just starting to feel really panicky and anxious that something bad has happened cos it seems like its been ages
fear,my dog ran awayyy
disgust,Those suck so bad
fear,Im back top molar extracted swollen face all numb But no more toothache or sinus pain
fear,does anyone know any good rap songs i need to make a rapfun cd and i have no idea helllllpppp
sadness,Im awake Anybody else awake Wish I lived in the US since all the fun happens when Im asleep
disgust,At Charles with the power out Laughing Out Loud Damn SaveMart lost power and we could not buy beer
sadness,heehee i love you i am tired
fear,my mobile phone refuses to charge either the battery is broken or the chargerrr booooo
fear,oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
fear,hmmm I thought u were sleeping Too bad I cant see those videos until tomorrow night
sadness,Morning everyone sorry for going early last night had bad news felt totally crap Today is a new day
sadness,how I wish my parents put me into a Chinese school when I was younger Then itll be so much easier for me to get a job
fear,jealous it looks like schindlers list in toronto
sadness,being in your room makes me sad
fear,Nearly fell asleep but was jolted out of bed by a massive panic attack and now Im not sure if I can sleep at all
sadness,oh fck I completely forgot about Thirsty Thursday oh my gaga this sucks
sadness,if one people did any wrong the world blames all the people over there this is the great world which we are living in Shit
surprise,nope they are all sleeping cuz they live on the east coast
fear,Tactical mistake going to the city library and buying milk Who knew OUCH OUCH OUCH Maybe a good thing I didnt try for uni
sadness,sorry bout the cat
fear,my stomach feels like its touching the groundim SO full
fear,Sooo much work so little time
sadness,missed iron chef
sadness,the DS version sucks
sadness,what a bad day
fear,Ugh my internet was down
surprise,omg i didnt tweet all that much today sadness
fear,is feeling so giddy and wanna go home
fear,Up and packing Its the last day of youth camp
fear,Somebody please save the polar bears
joy,noooooooooooo i just look at a lot of pictures lol lol
surprise,Not really sleepy bored is the right word again not much work
fear,It has come to my attention from a 16yo friend that Ive recently gained a TON of weight He didnt know it was me
fear,guess im staying home tonightno movieing for me
sadness,went to the cd store to search for the cd But
fear,reminds me of the weather a month ago it was horrible I hope all is well hugs
sadness,I miss my mom quotMay angels lead you inquot
disgust,on jacksonville beach walking in the cold Ass water but have to work in the morning ily ltgt
sadness,i feel the same way every day
sadness,Cant sleep Sucks The one day i have to sleep in and i have to get up and go shopping with mom Ugh
sadness,Sleppytime Really missing my godfather right now Love you Wayne
sadness,So have a headache right now and it sucks
fear,hope ya sleepin well guys still here
sadness,Lakers baby Lakers Ill miss the game tmwr I have to work youll have to keep me posted please
sadness,comfort food of the day pan mee though it didnt taste any good
fear,damn being drunk and hot sucks
fear,is not sleeping because he has paperwork to do
fear,Showered in icecold water Sweating now Means one thing Im sick
fear,midnight cry wish the person I wanted wanted me right now
sadness,Im poorly and cant sleep
fear,Went to pole class Feeling discouraged I am hopeless when it cones to dancing or sexy moves or spreading my legs
fear,And these poor unfortunate souls dont appear to have any pants at all
fear,If I told you how often I wash my hair you would never speak to me again
fear,Looks like another sleepless night dedicated to homework Sorry in advance Ms Chapman
fear,WHY DO You LOT MOCK ME
fear,didnt say goodnight to you
disgust,I am not a pussy damnit sending you an email right now btw
sadness,has work tom
sadness,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and Im definately NOT working this pm
fear,I met a stranger just 10 min ago He was stalking me at the store
surprise,tee we beefinwhat was u supposed to do before leavin
sadness,Sometimes the things you say hurt the ones you love most unintentionally And you can never ever take it back or fix it
sadness,Having Fever dont feel to work
fear,Taking Horse Pills hoping I can get some sleep tonight
sadness,missing days cant pass quick enough
disgust,Hey Thats my school I hate that place
sadness,Working from home today my back is killing me Doctor and then physio after later today
joy,demi just say hi to me and its enough just replay to me please love you so much
fear,Looks like its going to be too nice to work today how annoying as I have no choice
fear,is desperatly hoping my dad takes me to vanessas game
fear,hi Fuck your job
sadness,Missing you all deeply
joy,big now Vanessa is going to be 3 in September its going by so fast its hard cuz Im workin so much I miss out on alot
sadness,sniff sniff take care ravels Hopefully well be chatting again soon In the mean time Ill HELLA miss you
fear,Somebody please save the polar bears
fear,My nose is runny my head is pounding and teeth hurt like a bitch MAN I feel awful
sadness,I dont want her to leave
joy,good lord just seen the agency work for our upcoming Open Day Money for Jam
anger,Working But its Fridaaaayyyyy
fear,At the Grove for Drag Me to Hell I hope that it doesnt suck
fear,so i feel like shit for saying HAPPY BELATED BIRFDAYY im only a month late
sadness,lmaothats sad kinda discourages me 4rom goin if the shits wack
surprise,Got home from work 945 and JUST finished cleaning Now I need to eat dinner and dont know what I want Ughoh well Might not eat
sadness,I wish I was there
sadness,I miss my little Batty she was only 3 months old when she got sick she was always so fun and full of life lt3 Even at the very end
sadness,morning again I hate mornings So offensive
sadness,bed bed bed do you never answer texts anymore I thought of you the other day and sent one but never heard back Sad day
sadness,Laughing Out Loud wow dawg doesnt sound like youre playing I feel bad now haha
joy,My little foster kittens are getting bigchubba and Winston are going 2 b missed when they get amazing homes
fear,hoping i didnt fail english that would just be sad
fear,Know what would be great For my shoulder to stop hurting so I can sleep normal again I just wantneed a few solid hours of good sleep
sadness,Im sorry about your bad driving experiences
disgust,plan may changes nooooooo
disgust,my sister is a douchebag
surprise,theres relisting fees when you dont complete a sale that sucks
fear,I knew I shouldve worn the SARS mask on the plane from SoCal feeling the beginnings of a sore throat
sadness,Gutted that the bathroom still isnt free early work isnt going to happen And I need the loo
fear,awww I wish I could have been there Im stuck here about to jab out my eyes with knitting needles
surprise,Me too Wonder if Mnet will show it
fear,finished sewing for the night uploading pictures from slidebar and beach i cant believe i am having difficulties with twitter
sadness,thank you cant wait ummm btw ima crash still sick
sadness,First my work computer now my home laptop is fucked
fear,liesgirlstell a guy calls her phone to see if the number is real ohh my phone isnt working try tomorrow
fear,beer friday melbourne cbd mtub mini cmon Thirsty and lonely you buggers are making me feel like a scotty no mates
fear,I know We came back from 22 down in the 1st just to lose the lead in the last 6 minutes
fear,gosh summer vacation is almost over here at the philippines kinda sad i wonder what section will i be in
fear,Im bummed that I cant wear my sweet Nike kicks to work
fear,your twitter is broken
sadness,Its depressing Im stuck inside all day
fear,I even saw the news feeds of the archie website But cant believe hed choose veronica Im disappointed
sadness,i hate being sick i miss and
joy,Getting ready for school second maths test today also its my last day of 3rd year Next week i will officially be in 4th year
sadness,Woke UpI Wanna Stay In My bed
fear,depressed that i wasnt included in the morcom gardens quiz on facebook
fear,yeah its still totally in the high 60s here soooo notlooking forward to aug and sept up here
sadness,Upsidedown tomato plants died
fear,Oh come on You get next week off and I get next week full of exams
fear,i know dont tell anyone i dont know if my dad told the famz yet i think im taking it online
sadness,Caant Iht Be Earlier ICant Wait That Long Ahar Embarrassed or blushing
joy,Friday yay And a bonus dont have to drive to Wales tonight Athough will miss kitten cuddles and going for a ride
fear,My children have promised me birthday brekkie in bed Theres a problem with that in that theres bugger all food in the house
fear,woops I only just realized my DMs to you are not going through
surprise,I cant use my blackberry today This sucks
sadness,why do you hate me
disgust,time for tv in bedThen spending all day catching up on studying i hate online summer classes
sadness,Wanted to visit the animals but we were too late
fear,PC I agree We have a problem We must stop spending and only work
sadness,jonaswebcast i just missed it
disgust,Dang it I REALLY look like crap Sigh only had 35mins to shower and 10mins to get ready
sadness,So exhaustedcant sleep I dont like these nights
sadness,im gonna miss all the live Comet action tomorrow i have to go take care of my cousins and they dont have access to the interwebz
surprise,lol i cant drink
surprise,if bill compton has wii why cant he have twitter
sadness,sorry to hear that
fear,Morning Sports day today and I have to do the threelegged race with Mr Pettigrew said Im not aloud to trip her up
sadness,Just found out I cant drink at this bar Booo missing e1 at palominos No cheers sad face
fear,Cannot sleep 2 hours of tossing and turning
fear,Omg going to die of swine flu when I go to Melbourne
anger,Packing I dont like it
sadness,finished a whole box of ice cream
fear,plus I just deposited tax return cheque but for first time in 7 years it didnt clear immediately
fear,I knooww amp my hot water bottle iss in whangamata without me ahhhhh
joy,Ok other then my shoe the club is cool Its fun and its poppin except 4 the people tryna dance wit me
fear,Holy crap Its raining in LA and I dont have a jacket oh no
fear,Wish I could attend E3 this year But these small events like the NBA and Stanley Cup Finals keep getting in the way Work work work
joy,lol hi emmy latin would help me study for the aptitude tests to get into grad school thats why i wanna take it
sadness,btw I am not a wimp
fear,Rejecting all food substances
fear,no I was trying to interview Dr Paul Twomey CEO of ICANN Phone issues cut the interview from 30 mins to 15
sadness,i cant add you on myspace girly it asks for a last name and email
disgust,back at Vienna sooo tired luggage lost Manchester d been great very good outcome from Seminar at MBS amp great people around
fear,dont think i can take a needle watched a horribly gory short film on drugs a few months ago im scarred for life
sadness,I dont wanna go back to work sleepy time
fear,It feels not good
fear,Thinking about getting up for work
fear,I was a very naughty girl tonight dissappointed with myself
fear,Thats better than Missy 8 telling me I should be on The Biggest Loser
sadness,NOOOO he goes for Orlando OMG Im gonna CRY
surprise,AAAAAAHHHHHHHH SOOOOOOOO SWEEEEEEET I miss that age SOOOO MUCH
surprise,Just saw a fox as i was getting on the freeway I hope it goes home
surprise,recapping on britains got talent britain seems more talented than america
sadness,Morning John yes I do however I have a diary clash and sadly cant attend
sadness,I miss my friend
sadness,Yea i just saw this really sad commercial
sadness,Hmmm Using TinyTwitter on a small nontouch screen is really not much fun
fear,my new lens isnt working It worked for a bit and now gives an fEE error
sadness,Hates having to sleep alone
fear,back at school again almost weekend oh wait i gotta work from eight to four tonight
sadness,I loved johnny carson now Im going to hate seeing jay leno go
sadness,even though everyone wanted to do a newish song and our teacher agreed Skeptical annoyed undecided uneasy or hesitant old grumpy doesnt like us happy haha
fear,doing my english essay on rampjwtf that i should have done a long time ago when it was assigned last thursday
fear,I think I do it too much
sadness,ya i was suffering the whole day yesterday met dentist and feel a bit better i still look like rocky balboa though
fear,I didnt end up really eating had more snacks sigh
surprise,FINALLYthe internet is up The server is down in Phoenix and it was fucked up
fear,sorry guys i have to drop out of the trip some personal commitments
sadness,I didnt get a callback for the play I cried oh well I guess its back to being a techie
joy,Awesome Wish I could fly out to see her
sadness,I kinda wish I went with you now I cant fall asleep
fear,At Rocky Cola Diner in Whittier tonight with teacher pal Mr B we had a great time chatting but no one else came
fear,ummm sooo yehits really hard to concentrate rite now wen i have this weird lupus feeling goin thro my body
fear,OUCH That looks so painful
sadness,Not yet sorry
fear,All I want to do is sit back amp relax for a little while How can that be this difficult
fear,I thought I was your best friend
sadness,FALL ASLEEP ON ME AGAIN But I know how it feels now Laughing Out Loud Drag Me To Hell tonight Quite excited
fear,god i cant even catch public transport swine flu is shit house
fear,Dad just said that our trip to UK is cancelled due to da swine flu Ooops Sorry abang
disgust,i have to wake up earlier than i thought my dad wants me to take him food at 9AM no0o0o0o
joy,someone take me to LA I NEED TO SEE THE LEMON TREE
sadness,um so I dont think my text msgs have a quotsubject linequot I fail
surprise,Math quiz If Meow but Allergies then Meow Allergies
fear,youre so far away I dont know what to do
joy,whos the one always working now oh yeah still me
sadness,Im sorry Andrew I wish there was something I could do
sadness,as if i finsh work at eleven IS THAT EVEN ALLOWD cauz i really dont want to lol
sadness,im not at chasetons either please dont die my heart will be really sad
joy,that was an interesting show to say the least recap tomorrow first i must sleep work in am
fear,o its feels like a hot box and no matter where i go in here it still feels like a hot box ice cream isnt working n e more
fear,Very Sad please get better Grandma
fear,uuuugh i hate everything
fear,Gosh Todays weather is HOrriTerrible Extreme hotness Im losing a lot of water weight by doing nothing
fear,Is taking a moment to reflectI want my annonymity backFB Is it safe to say anything about someone else to another friend again
surprise,Hey Peter thanks for the follow So many Sydney pastors tweet Shame no Bris pastors are on Twitter were behind
surprise,aku kbangun gara2 mimpi very bad dream
fear,aww me too annoying Straight face
sadness,I cant sleep this is so darn frustrating
sadness,just one of those days where loneliness creeps up on you slaps you in the face
sadness,RIP kelly fucccccck
fear,well I dont have vacations so lets NOT go there
fear,I think im being ignoredby my best friend jakea i hate being ignored b we all know how things go with him
sadness,Not feeling too good
sadness,Ok Time to nodd off its gonna be a long day tomorrow Saying goodbye to my car for good
fear,Taking a nap after workno sleep right now The nap felt soooo good but now it seems like a bad idea
fear,is going home Ive seriously had enough
sadness,i miss oklahomaaaaa listening to citizen cope til i pass out
fear,that makes me sad for you
fear,Feels like im going to cough up a lung
sadness,its funny im kinda sad on my last day
sadness,Jenny fell asleep and didnt come over
fear,Why do we love those that we can not have
sadness,Wishes you had teased me with movie night
fear,I lost 4 followers over night nobody likes me
sadness,Ive missed one this year Its the forbidden fruit Of all the trees in the garden I munch in disappointment on that one
fear,I want a new phone Ive seen too much cellphone commercials
fear,Im soo sad Its just on the edges of the pages but its not gonna come out cries
fear,this time i really need to shut it im going to sleep my head aches badly and i really cant take it
sadness,i love it to but i knw there gna cut stuff out on tv
