sentiment,tweet_text
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences."
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about.
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed."
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they could not get the bodies out at the scene of the accident."
joy,When I got the loan for my studies.
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night.
anger,On the T.V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip.
sadness,The thought of having to read a boring book of 400 pages in English.
disgust,Grovelling people.
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners."
joy,When my sister after a history of one abortion and one stillbirth gave birth to a perfectly healty boy.
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover."
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful."
sadness,"When my boyfriend openly let me down, preferring another girl."
disgust,"I felt some disgust for my boyfriend for a time, after he had left me."
joy,"Unexpected visit by a close friend, whom I had not seen for half a year."
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at."
anger,Being treated unfairly.
sadness,Breaking up with a girl.
disgust,Nothing.
joy,"When I was accepted as a student at the college, not having thought it possible."
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed."
anger,"I was accused of having done something, which I had not and got very angry."
sadness,When my grandmother died.
disgust,Not applicable.
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music."
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. later I realized that it was the corner of the blanket"
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer."
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad."
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke."
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday."
fear,"I went to practice in Sweden during summer, and I was afraid that I would not do well."
anger,"In the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room it was the morning service at its loudest."
sadness,My grandmother died suddenly last summer.
disgust,"My superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which I could not but detest him."
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry how shall I succeed ?"
fear,"Our tutorial group was soon to be divided, and we got a list of names of freshmen, out of which five were to be in my group. We read the names and then each group went its own way to a seminar room. I wondered how I would cope with the new situation and if I would succeed as a group leader."
anger,"We were in a disco and the evening was not at all pleasant. Despite my not knowing why, I was angry with my companion. I let him feel my bad humour as I can not hide my feelings."
sadness,"My grandmother died, and my mother called me one sunday morning in the Autumn. The way my mother told me about it, I hated her at that moment. She sounded as if she had been waiting for the death of my grandmother. I had lost a person close to me. I felt guilty too as I had been bad to my grandmother of late. I had not remained calm when she no longer understood everything so well."
disgust,"At the underground station, a drunkard came to speak to me. He tried to ask me something but I did not answer so he began to speak about me with his companion. I detested this dirty growling man."
joy,"Last night I had a chat with a fellow student. I had known her for about half a year, and for the first time we were speaking ""the same language""- meaning an inspiring discussion and encounter."
anger,"I sometimes quarrel with my mother because she blames me, though I have not in any way been connected to some events."
sadness,"After hearing about the death of my grandfather. First I could not believe it, but later I wept and felt the situation was hopeless. I felt lonely and wanted to be consolated."
disgust,"In the evening, while I was watching TV, my little brother came in and started eating food he had brought from the kitchen while I was trying to concentrate on the program."
joy,"I met a dear friend of mine after a long time. I expressed my feelings in our own usual way, by mutual scolding and abusing with complete understanding and by touching, patting and taking the hand of the other person, etc..."
fear,"I felt fear of the purest kind after a car accident. The incident and images of horror kept coming back to my mind. I wondered what could have happened to my sister, my friend and me, though nothing very serious actually happened."
anger,"Two boys whom I know were telling me, in an indecent manner, how they had teased a young and shy girl I know. They had despised her conviction, scorned and touched her. I got very angry and did not try to conceal it and gave it back to them."
sadness,"My sweetheart left me, or rather we decided to break it off by mutual consent. The consequences were unrestrained weeping, feelings of loneliness, hopelessness and disconsolation. I felt that I should find a friend, to talk to joyfully and to forget."
disgust,"Out of sheer curiosity, I went to see a pornographic movie in Copenhagen. The room was full of men, who panted and masturbated. Very disgusting."
joy,When I won a tennis match.
fear,When my dog ran out on thin ice last spring.
anger,When my tennis match was interrupted because a kid cycled right into the court.
joy,Celebrations on the graduation day with the orchestra playing in the garden I am a part of this orchestra.
fear,Risk of being involved in a fight after a party.
anger,"I had a very heavy work load and two colleagues, whom I have nothing against, disturbed me by ""terror ringing"", i.e continously interrupting me by telephoning."
sadness,After an exam which I failed.
joy,When I met an old schhol friend school love.
fear,"When I was cycling to school, I nearly got knocked down by a car which overtook me too closely did not give me any swerving space."
anger,"When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal."
sadness,"When I realized that my girlfriend, whom I like, and I were going to separate."
disgust,Dog dirt which thaws in the spring.
joy,Passed the last exam.
fear,Was nearly knocked down by a car.
anger,I reached the bus stop and realized that I had forgotten my bus pass.
sadness,My current work load is too much. The feeling comes back from time to time.
joy,When my one year old son gives me a spontaneous kiss.
fear,When someone close to me is travelling by car and is delayed.
anger,When someone does something wrong which affects me negatively.
sadness,When I think about my parents getting old.
joy,"An ex-colleague asked me if I was interested in working in their accounts bureau. They needed ""clever people"" and he had ""immediately thought of me."""
fear,I was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me.
anger,I saw a report on T.V news on apartheid in South Africa.
joy,When my girlfriend became pregnant.
fear,When I nearly collided with another car.
anger,The time when someone let the air out of the tyres of my cycle.
sadness,When I read a lot and did not remember anything.
sadness,Long illness.
joy,When I passed an exam.
fear,"When I was travelling by tram, I tripped and fell against the door. I thought that I was going to fall out."
anger,When I missed the tram after having run for it.
sadness,The inability to read a book at college.
disgust,If a guy one is not interested in makes advances.
joy,I worked at a lawyer is office during Summer and I got a very good reference from him.
fear,I had been watching a triller a dark night in the country and I had to go the outside toilet on my own.
anger,"When I am accused of something I have not done, I get unbelievably angry."
sadness,"When I began to read a thick book, which I had a limited time to read. Also when I have a lot of work to do and I can not keep up."
disgust,Someone vomited on the street.
joy,When I was finally qualified for my profession.
fear,Someone attacked me with a knife.
anger,Someone drove into my car and then denied that it had happened.
sadness,When I was told that my friend is wife had cancer.
disgust,When I saw a dog which had been knocked down by a car.
joy,I stopped working had a boring job.
fear,"I was going home by car late one night when it was cold, dark and windy. I became rather panicky on the way to my house."
anger,Quarrel in the family.
sadness,When I am alone in a room with no contact with anyone loneliness drains me.
disgust,When I was on holiday someone vomited in front of me.
joy,When I get a hug from someone I love.
fear,I was driving very fast on a small road and I met an oncoming carin a right handed bend. The other driver was on his own side ofthe road and I had to skid out of it to avoid a collision. Itwas dark.
anger,My car had been towed away by the traffic police because it hadbeen wrongly parked. However the sign had been put up only afterI had already parked.
sadness,After an operation I had to stay in bed for a long time.
disgust,I was forced to stay in the canteen and eat the food that I hadnot asked for but got it anyway.
joy,When I won an unexpected sum of money.
fear,My 2 year old daughter disappeared in a moment of inattention; Iwas responsible for her.
anger,A colleague asked me for some advice and as he did not haveenough confidence in me he asked a third person.
sadness,"I wanted to be pregnant and did not succeed, so I was depressedat every menstruation."
disgust,"In a warm bus full of people, someone vomited and the whole busstank."
joy,When I was at a party I met an old friend from an adulteducation course. We had not met for 2 years but had both thoughta lot about each other. A wonderful experience.
fear,"When I was cycling through the park late one night, two peoplejumped out of the woods and tried to stop me. There wereshouting something at the same time."
anger,When close relatives tried to dissuade me from studyingPsychology because of its low status.
sadness,I had a long discussion on politics with an acquaintance. Hewas more knowledgeable than me and I failed to explain my pointof view and was misunderstood so I felt depressed and left.
disgust,When I read a newspaper article on a young girl who had beenraped and assaulted one night by several men when she was unconscious.
joy,When I recently got an appartment in central Gottenburg.
fear,When I saw a large spider crawling up the wall.
anger,My employer took too many aspirins for a bad back and also drankan enormous amount of spirit. This was dangerous and he didnot understand that he had done anything wrong.
sadness,"When I left New York, and all my family and my friends behind me."
disgust,When I slept with a guy because my best friend wanted me to.He had never had intercourse with anyone and had a terriblecomplex about it.
joy,When my son returned from mountaineering healthy in body andsoul.
fear,When one meets new people with whom one is forced to collaboratewith.
anger,The sports fishermen who catch gulls instead of fish with their hooks. It is often a mistake but it makes me angry.
sadness,I feel sad about an event I can not influence.
disgust,"When a member of the family complains about the food that isserved, it disgusts me."
joy,When I was informed that I had been accepted as a student ofPsychology.
fear,When I was in a little fishing boat and we ran into hard weatherin the open sea.
anger,When I found out that the guy I was dating at a particular timehad a steady relationship going on with someone else for a longtime.
sadness,I felt sad and depressed when I heard that our cat had died.
disgust,"When I was working as a nurse in a mental hospital, a patient ateup the contents of another patient is spitoon."
joy,When I was acceptted as a student of psychology.
fear,When my son has a pain in his leg for no apparent reason.
anger,"When, after a week at school, a teacher sent a note home sayingthat my son was inattentive and unable to do his lessons."
sadness,When I thought that it was going to be impossible for me to startstudying due to wrong information from the student advisor.
disgust,"At a certain person is lack of cleanliness, at home andpersonally."
joy,When my son was born.
fear,When I nearly drowned in icy water wearing ice skates. It wasdifficult to get out.
anger,When I was pointed out as a problem child in primary school andmy mother took the teacher is point of view.
sadness,When I was accused of neglecting work for the wrong reasons.
disgust,"My parents attitude towards each other when they should becomereconciled, despite my father is long-time addiction."
joy,"When after 10 months of national service I was ""downgraded"" anddid not have to do the remaining 5 months."
fear,When I was reprimanded by the manager of the hotel where Iworked during Autumn 1984.
anger,When my parents drove me to a nearby place and went homeimmediately instead of waiting a few hours. They could haveeasily waited.
sadness,When my ex-girlfriend and I discovered that there was a certain riskof her being pregnant.
disgust,When I was about to clean the draining board and saw it lookedunderneath the sink I live in a students hostel.
joy,When my older sister told us that she was thinking of joining therest of the family for the winter sports holiday.
fear,Slept in a chapel and in the middle of the night I realized thatthere was someeone else in the chapel. I never discovered whoit was and why he was there.
anger,"When we were in high school a few guys sometimes provoked afriend of mine. They called her a pig and then grunted. Thisirritated most of the girls. Once, one of the girls got angry atmy friend and said something nasty and this made me terriblyangry."
sadness,I talked to my boyfriend on the phone when I was in high spiritsand had a lot to tell him. I had been looking forward to thisconversation and he did not listen to me to the extent that Ihad anticipated.
disgust,A mother who shouts at her child for nothing.
joy,When I got through the first day here at the department.
fear,When I was cycling past a parked car someone opened the door andnearly pushed me off my bike and into the traffic.
anger,When my boyfriend sat up half the night playing computer gameswith a friend.
sadness,When I had to leave my mother and my sister after a week is visit.
disgust,When I saw a big spider from very close.
joy,When i was asked to be a child is godmother.
fear,On the way down a ski slope which was difficult and steep.
anger,When my mother interfered in my life.
sadness,When I was left alone one week-end without being prepared forit.
disgust,The first time that I saw a surgeon cut off a leg and put it in ablack rubbish bag.
joy,When my husband suddenly came to see me at my new job andbrought some flowers and cake with him.
fear,When I was nearly attackad by a man who had been chasing me.
anger,"When my father asked me if I was a communist, at the same time hemade it clear that I should no longer see myself as his daughter."
sadness,"When I applied for a job which I thought I had a good chance ofgetting, I was not even granted an interview and did not get thejob."
disgust,T.V features showing the violation of defenceless people.
joy,When we were able to afford a new sofa a leather one which costSEK 20000. I had waited for it for 2-3 years.
fear,Vertigo standing on a ladder and painting the house.
anger,When my boss enrolled in a course to satisfy his own ends totrample on his associates. I have the misfortune to have one ofmy superiors in my course.
sadness,When I argue with my mother about the way she treats her twochildren differently.
disgust,Spit and vomit.
joy,"When I recently managed to get my first consulting assignment""myself"" i.e on my own initiative."
fear,I was within a hair is breadth of knocking down a drunkard whosuddenly ran into the street. The fear came later when Irealized what could have happened.
anger,"When my friend, as usual, forgot the tickets at home for aperformance. We missed it."
sadness,"The elections of 1982 and 1985. The thought of what a socialdemocrat and communist majority could achieve, especially ""workershare"" funds and its extension."
disgust,"A study visit to a chicken factory : the butchery, the smell,the environment and the noise."
joy,When I was appointed to position of trust in a group set up tochange the working environment.
fear,I was alone in a cottage I often stay in. I was woken up by arustling sound in the middle of the night.
anger,"When I tried to explain to a plumber, face to face, that thetoilet was broken and he did not believe it it had been mendedten times."
sadness,When the result of a project work was treated nonchalantlyintead of being criticized by the teacher.
disgust,When programmes on violence or pornography are shown on T.V.
joy,After my girl and I talked things over our relationship changedand became positive. A diificult time turned into pleasant one.
fear,When we could not land our plane and we knew that the fuel wasrunning out. Bad weather had already frightened us.
anger,When I read about reagan is tactical decision concerning theSouth African boycott.
sadness,When my half brother became seriously ill with cancer and diedlater.
disgust,A film were a woman was attacked and raped. One did not see theworst but it had the desired effect very strong.
joy,"When I was offered a high position of trust, which I lateraccepted."
fear,I had the window open and the door was shut so that the kittenwould not go out. My partner came in and started talking aboutsomething and I forgot about the window and suddenly I saw thekitten hanging from the window frame. I was rigid with frighttill I got hold of her.
anger,Some noisy guests arrived at the hotel. I had been slightlyirritated earlier. At night when I was trying to sleep they werehaving a party so I went and yelled at them. I wanted to sleepas I had to get up early the next day.
sadness,When I was told that I had not been successful in getting the job Ihad been expecting. I was sure that I was sufficientlyqualified.
disgust,When my cat vomited and a worm came out which was still alive. Iwas forced to wipe it up.
joy,"Cycling in the spring sunshine gives me such delight.Happiness is to be healthy, my wonderful finance. Simply beinghere on earth."
fear,"When my relationship with my family is very poor I often fearbeing excluded from the group, a fear which is stronger insituations when an argument is on hand."
anger,"Recently when my sister, who is four years younger than me andvery spoiled, shouted at my mother for no apparent reason . Theheart-broken expression on my mother is face made me feel veryangry."
sadness,"When I watched the T.V programme called ""The living planet"" andsaw the far reaching environmental destruction caused by man."
disgust,"Disgust is a feeling that I have never experienced with peopliebut , on the other hand, it has been with repulsive animals, i;esnakes on T.V."
joy,"On a boat trip to Denmark, 14 of us had a lot of fun and wespent SEK 10 each on one armed bandits and against all odds wewon the jackpot of SEK 1000."
fear,"A rainy day, I was cycling downhill and a car door suddenlyopened and while trying to avoid it the back wheels of my bikegot caught in the tram tracks. I somersaulted but had noinjuries."
anger,On the way home from Marstrand I was driving behind my father iscar. Another car tried to push in front of my father and he wasforced to swerve and he thus collided the car with a pillar. Theother car drove off without even seeing what had happened.
sadness,My girlfriend who had spent 6 months abroad broke off ourrelationship by letter.
disgust,At the police centre a man between 40-50 was brought in. He wasvery drunk and in all likelihood had not slept indoors for a longtime and had relieved himself in his trousers.
joy,When I was at the end-of-term party last week and had fun washappy and sang and drank only soft drinks. It is possible tohave a good time without alcohol.
fear,Last Summer I was walking along the beach in a bikini and anawful man came cycling after me. He was shouting and I ran asfast as my legs could carry me.
anger,In a course I thought that I deserved good marks but I only gotordinary marks with no justification as to why I was given thesemarks.
sadness,When I crashed my car and it had to be scrapped then. It was myfault and I feel depressed as I miss the car.
disgust,"I had some sort of a stomach virus last week and I vomited incollege in the morning, then in the cake shop, three times duringthe trip home and again when I got home."
joy,When I felt that my love was returned.
fear,When I was convinced that someonne had broken into my flat and Iwoke up and heard sounds that frightened me.
anger,"When it became clear that a man had used many people sexuallyand psychologically, despite the fact that many people looked upto him. I understood that one could not trust him and I wasforced to hide this for a while."
sadness,When I feel helpless after having tried to help someone withoutany result.
disgust,When I think now about the way my father behaved when filing adivorce.
joy,When I recently got a very positive answer from a clinic tellingme that they would willingly assist and collect data for me for aclinical pilot study.
fear,Every time I meet a certain dog that has once bitten me.
anger,When after a lot of provocation my child threw a plate on thefloor.
sadness,When I realized that I could not communicate properly with myclosest friend.
disgust,When I tried to explain to my child as to why there weremagazines wiith naked girls on them at the kiosk.
joy,"When I began dansing, the teacher came and told me that I wasvery good and would soon get into the ballet academy."
fear,"A late Saturday night I found myself locked in the centralunderground station of Stockholm with a group of 50 hard rockerswho were drunk and equipped with various kinds of chains, etc."
anger,"When I was forced to call the telephone company about a billconcerning a disconnected phone belonging to my landlord. Thebill was four months overdue and in the meanwhile he had beenusing my phone, he seemed to have no intention of having his ownphone reconnected."
sadness,Whenever I read or think about the way people treat animals andnature.
disgust,When I saw a T.V programme on animals in the film worldmistreated and used.
joy,When my 6 month old son is happy and well.
fear,A four year girl ran away from her father straight in front of mycar. I was forced to use the emergency brakes.
anger,After an examine I had been satisfied with.
sadness,When a colleague failed to contact me at the arranged time.
disgust,When I read racist slogans on the walls.
joy,When I gave birth to a healthy boy.
fear,When my husband and I spent a night by ourselves in a house whichwas in an area on the outskirts of a large town with which we werenot familiar. We heard strange noises outside the house and thehouse had glass walls so the whole thing was even morefrightening.
anger,Jealous of my husband is old girlfriend. We met her with herhusband and there was a lot of reminiscing.
sadness,When my daughter had problems with her friends and I could seeher predicament from the window. She was given a the coldshoulder.
disgust,"When I was an auxiliary nurse at the hospital and I had to changethe nappies, for the first time, of a very old and sick woman."
joy,When my husband and I decided to take a few days holiday after aparticularly trying period.
fear,Before a hospital visit prior to a D&C under anasthesia for anexpected miscarriage.
anger,Exchange of points of view with my sister on a family matter.
sadness,Treatment to become pregnant with a negative result.
disgust,"When I woke up one morning and went to the kitchen I discoveredthat our dog had diarrhoea. There were small ""piles"" all overthe floor and the smell was choking."
joy,When I gave birth to a child and saw that it was normal when itwas put against my breast.
fear,During labour when the foetal sounds became faint and there was abig alert for a forceps delivery.
anger,"At a cash desk where I had gone to buy 16 rolls of kitchen paperat a reduced price. After queuing with screaming children; itturned out that I had taken two 8 roll packets instead of the one16 roll packet to which the rebate applied. The assistant said""You will have to get it another time."""
sadness,When I first heard that Tage Dannielsson had died.
disgust,The lift of Stockholm central station stank of vomit and urine.
joy,The high school entrance exam.
fear,"A gang of screaming and drunk youths ""captured"" a tram."
anger,An unjust refree decision at a sports event when I was the teamleader.
sadness,When my girlfriend left me.
disgust,I was dominated by a certain person and even though I knew it Icould not change my own reactions.
joy,"Yesterday, when the final whistle blew at the final match betweenOIS and IFK and it was certain that OIS had won the Swedishtitle."
fear,I was teaching someone to drive and when we were about to crash Iwas scared.
anger,A drummer who had borrowed my drums destroyed both the drumskinand the sticks. He did not repair them nor did he tell me aboutit.
sadness,When my dad gives priority to my kid brother is band and hisother activities. We both play in different bands and rehearsein my parents garage.
disgust,A friend unjustly put the blame on me to relieve his conscienceand also spread lies for the same purpose.
joy,"When I dived among sharks and the brightly coloured fish on theouter reef of Tvavni, Fidgi."
fear,"When I missed crashing, by a hair is breadth, into a man who cameout 20 metres ahead of me when I was driving at 110km/h."
anger,When I told off a computer teacher who did not want to teach mebeacause of prejudice.
sadness,When I could not do anything because of a bad back.
disgust,When I discovered that the house we had hired in Tonga was fullof cockroaches.
joy,When I passed the driving test three weeks ago and got mylicence.
fear,When the car I was driving skidded on an icy road and landed ina ditch with one side against a rock.
joy,When I met friends I had not seen for the last 2-4 years.
fear,When a guy chased me when I was out jogging.
anger,When the morning newspaper has not arrived.
joy,"I feel unbelievably happy about the relationship between myboyfriend and me, it is a reoccurring feeling."
fear,A reoccurring fear that something will happen to my relatives.
anger,"When I argue with my boyfriend, I feel as though he feelssuperior to me."
sadness,When I failed an exam last Summer. I had worked very hard for itand I was very disappointed thinking that it was hopeless tocontinue at college. I did overreact.
joy,I was very happy when I got an attractive Summer job.
joy,The birth of my child.
fear,"When I have to leave the baby in the carriage and go shopping, Ifear that something will happen to the baby."
anger,When during Winter the water pipes froze and we did not have anywater for two days.
sadness,I did not quite succeed in breast feeding my baby.
disgust,The smell of garlic in rush-hour bus.
joy,"During the Christmas holidays, I met some of my old friends,after not having seen them for six months."
fear,"We were driving a car of a friend of mine when we turned in thewrong direction towards an unknown district, and nearly drovedown a precipice."
anger,When our religion teacher presented shocking sectarian thoughtsand doom is day as official teaching.
sadness,"My grandfather died, when I was an exchange student in the USA."
disgust,"I happened to see the video-tape movie ""This is America Partone"" at my friend is place."
joy,"In the underground is escalator, a youngish bum asked me formoney. Although I did not give him anything, the fellow told methat I was really good-looking. A man who was in front of mealso turned to look at me."
fear,I was afraid of moving away from home and moving to Helsinki formy studies.
anger,"In the student kitchen that we share, somebody drank from myjuice pot one litre so that I only got one glass out of thewhole pot."
sadness,My father gave money to my brother but not to me.
disgust,"During the week-end at home, my mother fries greasy and unhealthymeat dishes which make me feel sick."
fear,"At about nine p.m., I went home by bike on a dark cycle-track;because of lack of time I had to take the short-cut."
fear,Once I had to go home on foot at 5 a.m. I had to pass through aforest and I was going alone.
anger,I missed the train and had to wait for the next for two hours.For this reason I missed an appointment which had been veryimportant for me.
sadness,When my grandmother died. I had lived with her for ten years.
disgust,"When I went home by train from Sicilia, I was molested by a man."
joy,"A person with whom I had been on bad terms, gave me a present. Webecame reconciled."
fear,"A friend is father had died, I was to come and see this friendalthough I did not know his family."
anger,I was watching TV with a friend. After the first film I wanted towatch another film on the same channel. My friend switched overto the other cannel without asking me what I wanted.
sadness,My boy-friend an I seperated on his initiative.
disgust,"A friend is boy-friend treated her very badly, let her serve him,provoked her and just utilized her."
joy,After having considered it for hours I was able to overcome myscruples and to call a friend with whom I had fallen in love. Irealized that my decision was right and was very glad.
fear,After having slept for a short time I woke up I had the feelingof someone standing beside me and was very frightened. I had toturn on the light turn on the light for several minutes before Iwas able to get to sleep again.
anger,"I moved to a flat. A friend who had lived there before, had leftthe flat in a terrible mess. I was very angry about thatsloppiness and impudence."
sadness,"My father had a complicated operation. A long time before andalso a long time after that, we did not know how he would getover it. During all that time I felt very sad."
disgust,It was in a tramway-carriage: A stranger insulted a girl justbecause she blew her nose. I detested his behaviour.
joy,In summer when I was sailing with friends in Greece I felt joy.
fear,I was riding with a friend in his car. At a speed of 120 km/h onthe snow-covered motorway I would have liked to get out.
joy,"Walking along the beach with a friend another girl, talking,picking up shells, laughing, chasing seagulls."
fear,"Climbing a mountain to see a view, towards the top we suddenlycame across a ledge with a nearly sheer drop on either side,which I had to cross."
