Correction	ErrorFrequency	Errors
sunglasses	147	[sunglasss, sunglusses, sunglass, sungrass, sun glasses, sunglases, runglasses, sunclasses, sun glasses, sunglassess, sunglassis, sunclasses, sunglass, sunglass, soonglasses, sunglass, sunglasees, sunglass, unglosses, sunglasess, sunglassis, sunglass, sunglassess, suglasses, sunglesses, sunglasse, sunglases, sunglases, sunglases, sunglassess, sunglassess, sun glasses, sunglasess, sanglasses, sungrasses, sungalsses, sungless, sunglass, sunglass, sunglassess, suglasses, sungrasses, sunglass, sunglasess, sunglases, sunglass, sun galsses, sunglasess, sunglass, sunglases, sanglasses, sunglasess, sunglass, sunglases, sungglasses, sunglassess, sanglasses, suglasse, sunglass, sunglass, suneless, sunglass, sanglasses, sun glasses, sunglassess, sun glasses, sunglases, sunglases, sun glasses, sanglesses, sun glasses, sunglesses, sunglases, sunglass, sunglesses, sun glass, sunglass, sunclasses, sungglass, sunglesses, sunnglasses, sungless, sunglass, sunglesses, sungasses, sungasses, sunglass, sunglases, sunglesses, sunglases, sungasses, sunglass, sunglass, sunglass, sunglasess, sunglases, sunglass, sunglases, sunglesses, sunglass, sunglass, sunglasse, sunglesees, sunglass, sunglasse, sunglases, sungless, sangriases, sunglass, sunglass, sunglass, sunglass, sanglass, sunglases, sunglasees, sunglass, sun glasses, songlases, sunclasses, sunglass, sunglassis, sunglass, sunglusses, sunglass, sunglssses, sunglesses, sunglases, sunglases, sunglass, sunglases, sun glasses, sungless, songlasses, sun glasses, sunglesses, sunglass, sun-glass, sunglass, sungalasses, sunglesses, sungrasses, sungalsses, sunglassed, sunglass, sungalsses, sunclasses, sun glasses]
washing	10	[woshing, wash, whashing, watshing, whashing, waching a, waching, washen, watching, washinng]
assertive	2	[assertative, acertive]
stadium	7	[studium, stadion, stadio, stadion, stadiom, statium, estadium]
payments	7	[payemnts, payings, payements, paymants, pauments, paymants, paymentes.]
retiring	1	[retairing]
steady	8	[steadly, stead, staedy, stady, steadly, stedy, steadly, stady]
compatibility	2	[compability, in [[comptability]
disabilities	1	[desabilities]
chairs	99	[cairs, charis, chears, chiars, chais, chirs, chaírs, charis, chaires, chars, cairs, chairrs, chirs, chaers, chaires, chiars, chairsa, cheirs, chaires, ohairs, cair, chars, chiars, chirls, cairs, chiairs, chais, chars, chaires, chirs, ?hairs, chais, charis, cheirs, chires, cheins, chears, chais, chais, chiars, chais, charis, charis, chaírs, chears, charis, chayrs, cairs, chaies, chais, chais, cairs, chars, chirs, chais, charis, chiars, charis, chasirs, clairs, chaus, cheirs, cheirs, chaires, chears, chaurs, chires, chears, chaire, cahirs, charis, cheats, chaurs, cairs, clairs, chars, chaírs, chiars, chiars, chaires, cahirs, chais, chais, chears, chears, chaire, chails, chiars, chiar, chires, chiars, charis, chais, chiras, chiars, chaira, chiars, chaírs, shair]
sweetheart	3	[sweatheart, sweatheart, sweathart]
biggest	12	[bigest, bigest, bigest, bigest, bigest, bigest, bigest, bigest, bigest, bigest, biggst, biger]
parted	1	[aparted]
name's	235	[nam's, names's, nane's, neme's, neme's, mane's, names's, names's, names's, names's, neme's, neme's, nam's, nam's, neme's, neam's, nama’s, neme's, mane's, nam'es, nam's, nam's, nane's, mane's, mame's, neane's, nem's, names's, mame's, nam'''s, mane's, neme's, naem's, namme's, nam''s, neme's, names, mane's, nam's, mane''s, names, naim's, nam's, neme.s, name'a, mane's, name', naem's, mane's, name', names's, mame's, name''s, name''s, neam's, name', nam's, nam's, nemes's, nane's, mane's, names' s, names's, neme's, names's, name''s, nems, nena's, nam's, name'a, mane's, nam's, mane's, nam's, mane's, nam's, nam's, nam's, name''s, nam's, name', mane's, nam's, nam's, name', names, nam's, neme's, nome's, neam's, name', neme's, mane's, mame's, nam's, neme'e, "name""s", names, names, neme's, nam's, mame's, nme's, names', names's, nam's, nam's, nane's, nam's, nams's, neme's, names's, nam's, names, neme's, nam's, nam's, mane's, nema's, nema's, nam's, nam's, naame's, names's, nam's, nam's, names's, nam's, naman's, name''s, mane's, namy's, name''s, names's, names's, nsme's, nam's, mname's, nam's, namés, names's, nam's, mane's, nane's, mame's, mame's, nome's, nam's, nam''s, names's, name', hame's, neme's, mane, nam's, neme's, mane's, nam's, neme's, names's, nam's, names's, name 's, name', nome's, names's, names's, names's, mane's, namse's, names, nam's, names's, nae's, neme's, "nam""s", name', nam's, nam's, nam's, mane's, neme's, neme's, names's, nome's, mame's, names's, nam's, namy's, mane's, neam's, nam's, names's, neme's, nam's, mame's, mname's, name', nam's, neme's, nam's, names's, mane's, mane's, neme's, nama's, names's, nam's, names, nam's, nam's, nam's, name 's, namen's, name', nema's, neme's, name 's, nama's, nam's, names, nane's, nema's, nam's, mane's, nime's, names's, nane's, nime's, namy's, mame's, neme's, nam's, mane's, nam's]
mathematics	30	[matematic, mathmatics, mathimatics, mathematic, mathematic, matimatics, matematic, mathematic, mathmatics, mathematic, mathmatics, matematics, matematics, matematics, mathematical, matematics, mathematiks, mathmatics, mathematik, matematic, mathematic, mathematic's, mathematic, mathematic, mathematiques, mathematic, mathmatics, mathmatics, mathematic, mathemathic]
drawing	10	[drowing, draowing, drowing, drowing, drowing, drawin, drawiing, drowing, drowing, drowing]
relief	1	[relife]
elephants	12	[elephantes, elefants, elephantes, elephantes, elephantes, elephangt, eleffants, elefants, elephantes, elephats, elephonts, elephannts]
impractical	1	[unpraticable]
advised	14	[adviced, adviced, adviced, advaced, adviced, advice, adviced, adviced, adviced, advaised, adviced, adviced, adviced, adviced]
guidelines	3	[guid lines, guildlines, guid]
times	6	[time, time, tames, timens, timeas, onces]
lettuce	7	[rettuce, lattuce, letucce, letuce, lettuse, letucce, letucce]
address's	2	[adress's, adress's]
tripped	2	[triped, triped]
happier	1	[happir]
formally	1	[formaly]
invisible	2	[invsible, unvisible]
fruits	36	[fruts, fruites, fluit, friuts, fuits, fruids, frurts, fruts, fruite, fruite, frutes, fruts, fruites, frouit, fruites, fruites, fruite, fruts, fruites, fruts, fruite, fuits, fruites, friuts, friuts, fuits, fruis, fuits, friut, friuts, fuirts, furits, frults, friuts, friuts, friuts]
consultant	11	[consultor, consulent, consultanting, consultand, consultor, consuliting, consultor, consutant, onsultant, consultante, concultant]
astounded	1	[astoned]
cutting	1	[cuting]
bloggers	2	[blogger's, blogger’s]
analyze	10	[analize, analize, analize, analize, analyse, first we [[analize, analize, analize, analize, analize]
days	5	[dyas, daies, day's, das, das]
snooker	1	[soonker]
extorted	1	[exhoeted]
basis	6	[base, basics, bases, baisis, basic, basys]
consumption	4	[consuption, consumtion, consum, cunsumption]
drop	3	[droped, dropp, drope]
hiking	1	[hikking]
strengthening	1	[strenghening]
basic	3	[bassic, basec, bacis]
estimated	7	[stimated, stimated, stimated, estamated, estimeted, estimeted, estimeted]
sunsets	2	[susnets, sumsets]
composition	2	[compostion, comppsition]
affectionate	11	[affecionate, affectives, affectionates, affectional, affectonate, affectonate, affectives, afecctionate, affecionate, affectionale, affectinate]
derived	1	[derivated]
jam	1	[jum]
fathers	2	[father, faher]
alongside	1	[alonside]
dozens	1	[dosens]
pumpkin	2	[pumping, punkin]
align	4	[aling, aligns, allign, aline]
belongs	1	[belonges]
resist	2	[risist, resiste]
double	4	[doube, [[doubl, doble, doubble]
preferred	84	[prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefererred, prefered, prefered, prefered, prefered, prefered, prefered, preferide, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, preferite, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, preferd, prefered, preffered, why  mostly are [[preffered, preferd, prefferred, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered, prefered]
much	66	[muche, mutch, mutch, mach, mach, mach, match, mach, mach, moch, mush, mutch, mutch, match, match, muth, mach, mauch, mach, mach, mych, mush, mutch, mach, mutch, mutch, mouch, match, mutch, muc, munch, mach, mutch, mutch, mutch, mucha, mutch, mutch, mauch, mucht, mach, mutch, match, mutch, mutch, munch, munch, munch, munch, mutch, mucha, mutch, murh, mush, mach, [[munch, mytch, mucho, match, mutch, mucht, mch, mush, mcuh, mush, mutch]
mislead	1	[meslead]
column	2	[colum, colum]
areas	7	[ereas, aera, aeras, aeras, áreas, aereas, aeras]
orders	2	[oders, oders]
wears	7	[waer, waer, weares, wear, wear, wear, wearing]
smelled	1	[smeels]
update	19	[uptdate, uptade, updata, up date, undates, uptade, undate, updates, updates, updates, uptade, uptade, updters, uptade, uptade, uptade, uptade, uptade, upatade]
indicator	1	[indicatior]
steaks	1	[steakes]
conveniences	2	[conveniecies, conviniences]
generous	1	[jenerous]
completely	36	[completly, completly, completly, completly, complitely, comletely, completly, completly, completly, completly, complety, complitely, completly, completly, completly, completly, compeletly, completly, complety, comletly, completly, competely, completly, completeley, completly, compleatly, completly, completly, completly, completelly, completey, completly, completly, complety, completly, complety]
twin	2	[a zwin, zwin]
sequential	1	[sequencial]
possible	86	[posible, posible, possibe, posible, passible, posible, posible, posible, passible, posible, possibile, poosible, imposibles, posible, posssible, posible, possibble, posible, posible, posible, possiple, posible, possibly, posible, poosible, posible, posible, posible, posible, posible, passible, posible, posible, posible, posible, posible, posible, posible, posible, posible, possilbe, possibile, posible, posibile, posible, posible, possibles, posible, posible, posible, posibles, possibile, possibble, posible, posible, possibile, posible, possibe, posible, posible, possilbe, possilble, posible, posible, posibble, possibile, possiple, as son as [[posible, posible, posible, posible, posible, possoble, posible, possiple, poosible, possbile, posible, apossible, posibal, posible, posible, posible, posebol, posible, posible]
especially	101	[specially, espessialy, special, especialy, especailly, specially, especialy, especial, espesially, espacially, expecially, espesially, espacialy, specially, specially, especialy, expecially, expecially, specially, espectilly, especialy, expecially, espesially, specially, espesially, specialy, specialy, especialy, especialy, espically, specially, specia is, specialy, espesially, expecially, specially, especial, specially, expecially, especialy, especcially, special, especialy, especilly, specialy, especialy, specially, expecially, exspecially, specially, especailly, especailly, ecpecially, specialy, specially, espescially, espetially, expecially, expecially, espcially, specially, especialy, especialy, acpecially, specialy, specially, specialy, specially, expecially, especialy, especialy, especialy, specially, especailly, specialy, speacially, esspecially, specially, specially, specially, specialy, especialy, especcially, espacially, specialy, specialy, especialy, especial, esepecially, expecially, especialy, specailly, espiacally, ecpeaciall, especilly, especiaally, expecially, specially, expecially, expecially, espacially]
flute	8	[flaute, flaute, flaute, fluet, flûte, fulte, flout, flut]
fuel	1	[fuil]
concerts	3	[conserts, concers, consert]
interventions	1	[intervetions]
assigned	3	[assigne, assignated, assaigned]
landscaping	1	[lansdcaping]
finished	69	[finshed, finisher, fineshed, fineshed, finshed, finishid, finshed, fineshed, fished, finishied, fininshed, fineshed, finisched, finshed, fineshed, finishd, finhished, finidhed, finhished, finisched, finshed, finshed, finnished, finshed, fineshed, finised, finshed, fineshed, fineshed, finshed, fineshed, finisched, fineshed, fineshed, finihed, fiished, fineshed, finnished, finshed, finnished, finnished, finishied, finihed, finisched, finisched, finishid, finsh, finshed, finshed, finishedd, finiched, fisnished, finshed, finisched, finishid, finishen, finisched, fisnihed, fineshed, finiched, finishd, furnished, finshied, finshed, fnishide, finshied, fininshed, finisched, finishied]
mayonnaise	2	[mayonnasise, mayonaise]
evacuation	14	[evacuaton, evacution, avacuation, evacuateion, evauation, avacuation, evacutaion, evacutation, avacuation, avacuation, evaluation, evactuation, evacuvation, avacuation]
confront	1	[comfront]
hello	329	[hallo, hallo, hallo, hallo, halloo, hallo, helo, helo, hellow, hallo, hallo, helow, hallo, hellou, hllo, helo, holle, hallo, hallo, hellow, heloo, hallo, hollow, ?ello, helo, hallo, hallo, helo, hellow, helleo, hellow, hallo, helow, helo, hallo, helo!, hollo, hell, hallo, hellow, hallo, hallo, hallo, hellou, hallo, helo, hallo, hallo, hillo, hallo, hello!, hallo, hellow, hallo, helloy, hellow, helloy, helo, hallo, hallo, helo, hollo, hellow, hallo, halllo, hellow, hallo, hel, hellow, helo, hallo, hallo, hallo, hallo, helo, heollo, hallo, hallo, hloe, helloy, hallo, hallo, helo, helo, hellos, hellow, holle, hallo, helloy, hellow, hellow, helo, hallo, hellow, hellow, helo, hallo, helo, helo, hallo, hallo, hellow, hllo, hallo, helo, hellow, hallo, hallo, helo, hallo, hallo, helo, hallo, hallo, hellow, hallo, hallo, hellow, hellow, hallo, hellow, hollo, helloy, helo, hollo, helo, hellow, hellow, hellow, hellow, hellow, helo, hellow, hell, hollo, hallo, hallo, hallo, hallo, hellow, hallo, helo, hallo, hella, hallo, hlloo, hellow, helo, hellow, hallo, hellow, helloy, helo, hallo, helo, hallo, holla, hallo, hallo, hallo, hallo, hellow, helow, hellow, hollo, hellow, helo, hallo, hallo, helo, helo, helo, hellow, hellou, hellow, hellow, heiio, hellp, helo, hallo, helo, halle, hallo, heloo, hillo, hallo, hallo, helo, hellow, hallo, hellou, halle, hellow, helloy, holl, hallo, helo, hellow, hallo, hallo, hallo, holle, hell0, holle, hellow, hellio, helo, hellow, helo, hallo, hellow, hallo, hallow, hallo, hallo, hellow, hellow, hellow, hallo, hallo, hallo, helo, helo, ello, helow, heloo, hellow, hellow, hallo, hallo, helo, hellou, hallo, hellow, helo, holle, hllo, hallo, hallo, hallo, hellow, helo, he lo, hellow, helo, helo, helo, helo, hellow, hallo, hallo, helloooo, hollo, hollow, hallo, hallo, helloy, hallo, helo, hallo, hellow, hallo, hallo, hellow, hellon, hallo, hallo, hallo, helo, helly, helo, hallo, helo, hallo, hallo, hélio, hellow, hillo, hellou, hallo, hellou, helo, hellow, hallo, helo, hallo, heloo, hollo, hellol, hellow, hallo, hullo, helo, helo, hellow, helo, hallo, helo, hallo, hallo, hellow, hallo, hellow, helo, hellow, holle, hallo, holle, holle, holle, hellp, holle, helle, heoll, hell, helle, hellow, holle, hlello, halla, helllo, holle, hallo, holle, heloo, holle, hallo, holle, hallo]
siren	1	[sirene]
entire	2	[entier, entiere]
which	393	[wich, wich, wich, wich, wich, wich, wich, wich, whitch, wich, wihch, wich, wich, wich, wich, wich, wich, wich, wich, whitch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wihch, wich, witch, wich, wich, [[wich, witch, wich, wich, wich, whitch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, whuch, wich, wich, wich, wich, wich, wich, wich, whitch, wich, [[wich, witch, wich, wich, wich, witch, wich, wich, wich, wich, wich, wich, witch, witch, witch, wich, wich, wich, [[wich, wich, whicch, wich, witch, wich, witch, wich, wich, wich, wich, wich, wichi, wich, wich, wich, wich, witch, wich, whitch, wich, wich, wich, hich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wiche, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, witch, wich, wich, whish, wich, wich, wich, wich, wihch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, swhich, [[wich, whic, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, whitch, wich, wich, wich, wich, wich, witch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, whitch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, whitch, wich, wich, wich, whic, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, whish, wich, wich, wich, wich, wich, wich, whick, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, witch, wich, wich, wich, wich, wich, whitch, for example [[wich, wich, witch, wich, wich, witch, wich, witch, [[wich, wich, whitch, wich, witch, witch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, witch, [[wich, wich, whitch, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, [[wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, wich, whick, wich, wich, wich, wich, wich, wich, wich, wich, witch, wich, wich, wich, wich, wich, wich, wich, witch, got pas after a review in [[wich, wich, wich, witch, witch, wich, wich, wich, whitch, wich, whice, whicch, witch, whihc, wich, wich, wich, witch]
wooden	2	[wodden, wodden]
headache	21	[hedache, headhache, headacke, hadache, hadache, headace, headach, headach, headeche, hedache, hadache, headeche, hadchache, hedache, headeache, headcahe, headche, haedache, headacke, headach, headach]
exhaust	1	[exhauste]
brown	301	[brawn, brawn, braun, brow, braun, braun, bown, brawn, bwown, braun, braun, bown, brow, browen, bronw, bronw, broen, grown, abrown, brow, bronw, broun, browen, browen, browen, brone, broun, broen, brow, braun, broun, browm, browm, brawn, brawn, brow, blown, blown, brwon, brow, brow, brow, brow, bronw, brow, broen, brow, brow, broun, brow, browm, bronw, bronw, brow, browm, browb, braun, brow, browm, brawn, browen, brow, broun, brawn, broun, broun, broun, brow, brwon, brawn, brawn, brawn, brawn, browm, broun, brow, browm, bronw, brawn, bronw, bown, bronw, brow, broun, browv, browm, bown, brow, bronw, braun, brouwn, brwon, brwon, brow, bronw, brwon, browm, brow, brow, braun, brwon, brow, bronwn, brwon, brow, brow, brawn, browm, browm, bronw, browm, browm, bornw, brawn, browm, brow, broun, bronw, browm, browm, brwn, bronw, browr, browr, braun, browne, browen, brow, bmrown, brow, brow, brow, borwn, blown, blown, brow, brow, brow, browm, brow, bown, bown, brow, bown, bown, bronwn, borwn, browm, brow, brawn, brow, blown, blown, blown, blown, blown, brow, browm, brwon, brow, brow, broun, broun, brow, browm, braun, broun, brow, bronw:, bronw, bronw, brow, brwan, browm, borwn, browm, browm, blown, blown, beown, broun, brow, brow, brow, brow, brow, browm, blown, brouwn, brow, brow, brow, bronw, bronwn, borwn, brow, bronw, bronw, broun, brwon, braown, bown, broen, brow, bronw, bronw, bronw, broun, broun, bronw, brow, brow, brow, brow, borwn, browm, blown, brow, brow, brawn, brawn, borwn, brwon, browm, broun, bronw, bronw, bronw, bown, brouwn, brow, bronwn, browne, bown, browm, broun, broun, broun, brow, brouwn, browns, bronw, brow, brow, brow, brow, brwon, brawn, brow, buown, brwon, blown, blown, bronw, bronw, broun, birown, brow, brow, brow, browm, brawn, brawn, brow, brow, broun, braun, braun, bround, browm, brow, brawn, brawn, borwn, brow, brow, brow, bronw, braun, rown, bronw, brawn, blown, bronw, brow, brow, browm, brawn, brawn, brawn, brow, bronw, browm, brow, i have big [[browd, blown, bronwn, broen, blown, browen, browm]
unmarried	1	[unmarreid]
suspicious	6	[suspiciuos, suspcious, suspecious, suspictios, man [[suspicius, suspicius]
attacking	1	[atacking]
cycling	7	[cyclig, cyclig, cykling, cyling, cyclyng, cucling, ciclyng]
souvenir	1	[souvenier]
kiwis	1	[kivis]
rock	9	[rook, lock, rochk, rosk, roke, rocke, rack, rok, rok]
rode	1	[rided]
visually	1	[visuilly]
testimonial	1	[testimonal]
capability	4	[capabality, capobilty, capablility, cpability]
upturn	1	[uptrurn]
dolphin	2	[dolfin, delphin]
consequences	2	[consecquences, concequences]
shrimps	4	[shirmps, shremps, shirms, shirimps]
interpreted	1	[interpretated]
volleyball	283	[voleiboll, bolley ball, volleybol, volleyboll, voleyball, voleyball, voleyball, wolleyboll, voleyball, voleyball, volle ball, voleybol, volleyboll, wolleyball, voleyball, voleyball, voleyball, voleyball, volleibal, volleybol, volleybol, volayball, volleiball, voleyball, voleball, voleyball, volleiball, voleyball, voleyball, voleybool, voleyball, voleyball, voleyball, voley ball, voleyball, volleybll, voleyball, voleyball, voleyball, voleyball, voleyball, voleyball, voleiball, vooley ball, volleyboll, voleyball, voleyball, voleiboll, volleiball, vollyball, voleyball, volley ball, volleyboll, voleyball, voleyball, voleyball, vollyball, voleyball, voleyball, voleyball, baleyball, voley ball, wolleyball, voleiball, volyball, volleybool, voleyball, voleyball, voolleyball, voleyball, valeyball, vollyball, volleybooll, volleybol, volleybol, volleybal, volleyboll, voleyball, voleibol, voleyball, volleball, voleibol, voley ball, voleyball, voleyball, voleyball, voleyball, voleyball, voleyball, voleiball, voleyball, voleyball, boleyball, voleyball, voleyboll, vollyball, volleybol, volleybol, voleyball, valleyball, volyball, voleyball, vollyball, voleyball, voleyball, volleybol, voleybaal, voleyball, voleyball, voleyball, volleball, voleyball, voleyball, voleyball, valleyball, voleiball, voleiball, voleyball, volleyboll, voleyball, volleybool, voley ball, voleyball, voleyball, voley ball, voleball, voleyball, voleyball, valleball, voleyball, voleyball, volleybol, volei ball, vollyball, voleyball, volleyboll, voleiball, volleybool, voleyball, voleyball, voleyball, voleyball, vollyball, volleybal, voleyball, volleyboll, voleyball, voleyball, volleyboll, volley boll, voleyball, volleybol, voleyball, voleyball, voleyball, voleyball, voleyball, volleybol, vollyball, voleyball, voleyball, volleiball, voleyball, volley bool, voleyball, voleyball, volleyboll, voley-ball, voleyball, volleball, volleyboll, vollayball, voleyball, voleyboll, vollyball, voleyball, vollebol, vollebol, voleybool, voleiball, vollyball, voleyball, voileyball, voleiball, voleyball, voleyball, valleyball, volleball, volleybol, volleiball, voleyball, voleiball, voleiball, wolleyball, volleiball, voleyball, voleyball, voleyball, voleyboll, bolleiboll, voleyball, volleyballl, voley, voleyball, volleybool, voleyball, voleiball, voleiball, volleybal, voleyball, volleuball, volleyboll, voleyball, voleyball, voleyball, voleiboll, voleyball, bolleyball, voleyball, voleyball, voleyball, voleyball, voleiball, voleyball, vollyball, voleyball, volleibal, voleiboll, voleyball, voleyball, voleyball, voleyball, voleyball, voleyball, voley ball, voleyball, boliball, voley, voleyball, voleiball, voleyball, voleybol, voleyball, voleyball, voleibol, voleyball, voleyball, voleyball, voleyball, voleiball, voleyball, voleyball, voleyball, vooleyball, voleyball, volleybol, velloyball, voleyball, volleyboll, volleyboll, valeyball, voleyball, voleyball, voleyball, voleyball, volley ball, voliball, volleybal, volleybay, vollayball, volleyrball, vollewball, valleyball, valleyball, valleyball, valleyball, valleyball, valleyball, valleyball, valleyball, voilyball, vollball, valleyball]
menu	34	[memu, menue, meun, manu, menue, men, menue, menue, menü, manu, munu, manu, meun, munu, meny, menü, menü, menü, meny, meun, meau, manu, menue, manu, menù, meny, menü, menü, menü, memu, menue, memu, meanu, menue]
job	217	[jop, jop, jo, jub, jop, jb, jop, jb, jod, jod, jop, jop, jop, jop, jop, jod, jib, jop, jop, jog, jobe, jop, jod, joob, jod, job’s, jog, jog, jop, jobe, gob, jop, jobe, jod, jod, jobe, jop, yob, joub, jop, jop, jop, joh, jobe, jod, job's, jop, jod, gob, jop, jop, jop, jop, jop, ob, jop, jop, jod, jop, jop, jop, jop, jobe, jop, jod, jop, jop, jop, jo, jop, jod, jop, jpb, jod, jod, jub, jobe, jobe, jobe, jop, jb, jop, jop, jop, jop, jod, jod, jop, jop, jop, jop, jop, jop, jobt, function, jo, lob, jop, jod, jop, gob, jop, jop, jop, dob, jb, jobe, jod, jope, jop, jop, jop, jop, jobe, jop, jog, jop, jog, job's, [[jod, jobe, jop, yob, jod, yob, jo, work, jog, jop, jop, jog, jop, gob, jog, jop, jab, jod, jop, jog, jop, jobe, jog, jod, jop, jop, jop, jod, jop, jod, jop, jove, jop, jop, jop, jab, jos, jop, jop, jop, jop, jop, jogb, jod, jop, jop, fob, jop, jod, jod, jod, jog, jobe, jod, jop, jop, jop, jop, jop, jop, jop, jog, jop, jop, jop, jop, jop, jop, jop, jobe, jop, jog, jobis, jop, jop, jod, jobes, jub, jot, jub, jub, jop, jib, joy, jop, jod, jot, jop, jop, iob, jod, jub, jod, jop, jop, jop, iob, jpb]
aerobics	1	[aerobiks]
resign	3	[resigne, resigne, designate]
robe	1	[thobe]
hamburger	17	[hamburg, hamburgher, hamburguer, hamburg, hamburguer, hamberg, hamburguer, humburger, hanburguer, hambuger, hamburguer, hamburguer, humburger, hamburguer, hamburguer, hamburguer, hamburguer]
shoulders	6	[shouldes, schoulders, shouders, shouders, shouders, sholders]
subsidy	1	[subsity]
