tweet_text,sentiment,sentiment_score,tweet_text_tmp
WERE GETTING MARRIED imsoinlovewithyousorightnow ring ring ring gemstone gemstone bridewithveil tophat peoplewithbunnyearspartying twowomenholdinghands twowomenholdinghands Sunset Cove,anticipation,1.367,getting married twowomenholdinghands 
when u tell me a letter is fine cuz it come from the heart but expect a boatload of stuff at ppnj,anticipation,1.226,tell come expect 
everyone is sleeping so imma go down to snack and watch tv hope ft doesnt hang up the slepover with kate or i will be mad,anticipation,1.296,sleeping go watch hang 
kyle said red shoe ok im wearing red shoe to ppnj i wa planning on that too facewithtearsofjoy,anticipation,1.093,said wearing ppnj planning 
BOL Actually Im hoping Old Furnace crank up this evening Getting chilly now that sun is setting,anticipation,1.218,hoping crank getting setting 
actually I WAS a huge fan and this republican paid good money for your book SMH,anticipation,1.43,paid 
tbh i just wanna announce where ill be continuing my basketball career at next year amp get off twitter confusedface,anticipation,1.3199999999999998,wan announce continuing get confusedface 
waiting for JR amp Najah prom pic seenoevilmonkey,anticipation,1.187,waiting 
glad my first workout not until 3 tomorrow thats clutch raisinghands,anticipation,1.1840000000000002,
leaving for school july 26th excited to start a new chapter thumbsup,anticipation,1.609,leaving start 
lol car shopping with me my parent is just asking for a disaster Every1 pray for me HARD tomorrow,anticipation,1.75,asking 
You thought it wa embarrassing so far wait until there is a baseball game played today with no fan on live television for everyone to see,anticipation,0.937,thought wait is played see 
Maybe next time Im on the right coast Heading back to the PNW tomorrow cigar smokeemifyougotem,anticipation,1.164,heading 
Grind time moneywithwings basketball,anticipation,0.9690000000000001,grind 
Heard she got the birdflu babychick cant wait to treat her doubleexclamationmark ️,anticipation,1.039,heard got wait treat 
How could I ever get tired of waking up by your side amp the taste of your sweet kiss tell me I am not ready to quit,anticipation,1.656,get waking tell quit 
How could I ever get tired of waking up by your side amp the taste of your sweet kiss tell me I am not ready to quit,anticipation,1.656,get waking tell quit 
So happy I got to see everyone amp catch up with it been too long wearyface faceblowingakiss twohearts,anticipation,0.961,got see catch 
Well see how long it last this time smilingfacewithsmilingeyes,anticipation,0.922,see last 
Well see how long it last this time smilingfacewithsmilingeyes,anticipation,0.922,see last 
We watched him drink his pain away a little at a time but he never could get drunk enough to get her off his mind,anticipation,1.039,watched drink get get 
We were small town summertime sunset dreamin man there am not nothin like a first time feelin,anticipation,0.9690000000000001,nothin 
We were small town summertime sunset dreamin man there am not nothin like a first time feelin,anticipation,0.9690000000000001,nothin 
I cant wait for Aunt Kathy to finish my quilt of Mommoms clothes I finally gave her everything after 2 year babyangel mediumlightskintone,anticipation,1.093,wait finish gave 
Still waiting for mel to send me the hw answer,anticipation,1.187,waiting send 
Hey guy We need recyclable material for the Middle School Festival tomorrow Try and bring some in if you can litterinbinsign performingarts,anticipation,1.21,need try bring litterinbinsign 
Rp I have over 50dozen of frame coming in today in tomorrow order will be fulfilled old in new…,anticipation,1.281,have coming fulfilled 
Celebrity look for le shop our site NOW collision glass sparkle,anticipation,1.0,shop 
If theyre coming into towson I really dont feel safe going to school tomorrow,anticipation,1.281,coming feel going 
In my attempt to be healthy and look hot I just ate oatmeal for the first time No pain no gain I guess confoundedface facewithmedicalmask,anticipation,1.734,look ate guess 
Most of the day wa spent prepping for next week FCBD got a couple of idea for a couple of art piece Hope to have time to draw them,anticipation,1.6800000000000002,spent prepping got have draw 
I started relying in my phone heavily thanks to andtheir phone discussion andnow I cant pay the bill until wed thestruggle,anticipation,1.2109999999999999,started relying pay 
Protesting is all fun and game until it happens in your city,anticipation,1.046,protesting happens 
On the bright side finally got my radio unit installed Only to find out that there are 627262 thing wrong with my car lol Thanks KP facesavouringdeliciousfood,anticipation,1.0,got installed find are 
Getting ready for the Middle River Tigers Little League Baseball Parade GO TIGERS tiger Victory…,anticipation,1.7180000000000002,getting 
This is absolutley historical thats what baltimore city deserves letting these indesireables get away with bullshit this long,anticipation,1.008,deserves letting get 
My anxiety is out the roof I hope nobody wa in those corner storesPrayForBaltimore,anticipation,1.734,hope 
I have no reason to worry I have no reason to stress persontippinghand kissmark Kisses to those who wish me the best,anticipation,1.203,have worry have stress persontippinghand wish 
why would you wait till after graduation to smack someone in school when you can just meet them outside of school or come to their house,anticipation,1.156,wait smack meet come 
every time Im in art I get so mad because I seriously have no artistic ability expressionlessface,anticipation,0.907,get have 
Shopping for my next boy toy smirkingface anchor ️ findMellyAMid Midshipmen Store anchor ️,anticipation,0.907,find 
This is the place where I grew up I dont understand what it did to deserve thisPrayForBaltimore BaltimoreRiots,anticipation,1.157,grew understand did deserve 
Why do people feel the need to come up behind me and scare me all the time neutralface,anticipation,0.985,feel come scare 
still not over Finns death in the 100 smh I hope he come back somehow in season 3,anticipation,1.171,hope come 
still waiting for a chance to use doubletriple integral Calc3 wa cool but not useful,anticipation,1.187,waiting use 
cant wait to start a new chapter of my life in Cali i am literally miserable here,anticipation,1.273,wait start 
I hate opening myself up to people because the same thing happens every time I do confusedface,anticipation,1.0,hate opening happens confusedface 
Big training session for Peak Racing planned tomorrow morning nosnowatskiliberty,anticipation,1.218,planned 
u deserve happiness Guess wat in a month u wont give victoryhand shit cant wait to see that personality shine again,anticipation,1.766,deserve guess give wait see 
I have been waiting 50 min for a pretzel which I wa mislead in believing it would be ready in 1012minutes nothappy,anticipation,1.6870000000000005,waiting mislead believing 
so let destroy the city wa everyones first plan of action Good plan,anticipation,0.9529999999999998,let destroy 
So for every memory every thought and every tear a pebble Hope youre making everyone up there…,anticipation,1.187,hope making 
wish there wa another planet I could live on where people dont worry about what celebrity are doing 247,anticipation,1.008,wish wa live worry doing 
You prolly watch basketball Zoe,anticipation,0.976,watch 
Dude Id take football over basketball and baseball any day,anticipation,0.922,take 
Im in such a bad mood I hope I can sleep from now until time to wake up for school,anticipation,1.289,hope sleep wake 
But now I got my own house a full time job I start Tuesday Ive graduated high school and I am the first in my family to go to college,anticipation,1.266,got start graduated go 
If we make plan and you end up ditching me for someone else Yea Im be pretty pissed at you,anticipation,0.9840000000000001,make end ditching 
Ive been kicked out of 2 of my family house been through 4 part time job on top of all the bullshit Ive dealt with in my crazy life,anticipation,1.3159999999999998,kicked dealt 
Coming soonDiamond Allure May Madness kissmark Are you tired of getting burn from hot comb amp small flat…,anticipation,1.321,coming getting 
My bffs are going to look so good at prom I cant wait,anticipation,0.906,going look wait 
Emme found a pic of my mom holding a puppy her face isnt in the photo but oh her hand her hand All I can do is cry Tomorrow is 1 year,anticipation,1.148,found holding hand do cry 
Staying away from any and every social medium starting nowsomething happened on Greys Anatomy ad I havent watched yet seenoevilmonkey seenoevilmonkey hearnoevilmonkey hearnoevilmonkey,anticipation,1.757,staying happened watched 
Imma sleep extra good now Cant wait to hit my sheet,anticipation,0.906,mm wait hit 
Im surprised that the Duggars can pick out 19 name that start with a J Even though their child that passed started with a C,anticipation,1.273,pick start passed started 
Im waiting for Adam to wake up so I can hear his opinion facewithtearsofjoy,anticipation,1.187,waiting wake hear 
Im not even white Im pasty Starting my own race,anticipation,0.9840000000000001,starting 
When your boss insist on waiting until the day before the new work week to send out the schedule smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes,anticipation,1.187,insist waiting send 
Glad kevy is only working til 10 tonight but Georgies dad is downtown so keep him in your thought grimacingface policeofficer darkskintone,anticipation,0.95,working keep grimacingface 
When nigga thought they wa getting money cant even hit a sale broke as nigga i tell you,anticipation,1.0,thought getting hit broke tell 
I just watch the crawl for GTAV thx to all involved in making a great game All 45 minute of credit Wooo long,anticipation,0.929,watch making 
Look like a loser standing out here waiting for Kate to pick me up facewithtearsofjoy,anticipation,1.187,look standing waiting pick 
i dont know if ill have shirt in time BUT if not Ill be coming to give everyone free Titty sticker,anticipation,1.149,know have coming give 
This personnel had no business on the court together Thibs is so stubborn at time,anticipation,1.008,had 
Not looking forward to starting this diet tomorrow,anticipation,1.398,looking starting 
how do you figure Cabrera young rarely start and Davis is abismal So yeah no Hardyschoop behind em leaf no threat,anticipation,1.25,figure start 
We all know Oday cant pitch to lefty Matusz cant throw strike and manny make a huge error Just waiting to happen,anticipation,1.6710000000000005,know pitch throw make waiting happen 
Madame Mayor why are you waiting until tomorrow to start a curfew,anticipation,2.585,waiting start 
If you would have told me the wizard would be up 30 on the raptor before the series started id call you an idiot,anticipation,1.156,told started call 
ALL estudents Dont FORGET Tomorrow we start our 40 Day Challenge We are going to journey…,anticipation,2.109,forget start going journey 
ALL estudents Dont FORGET Tomorrow we start our 40 Day Challenge We are going to journey…,anticipation,2.109,forget start going journey 
Dark chocolatea tropical fruit amp vanilla Chard from Caliairing the house out to TheGoodWife before planning my weekamwriting wine,anticipation,1.093,caliairing planning 
Wait nig I havent even started it yet Ill send you the rubric or whatevaaa,anticipation,1.273,wait started send 
Parents for the night since cant be at apartment building oooo what a week Lol thank god tomorrow start new one,anticipation,1.882,thank start 
Life happens and there are thing that have to get done Im going to get back in n track 2GodBTheGlory,anticipation,1.3430000000000002,happens are have done going get 
Mourinho report Oscar went to hospital at halftime He is waiting to hear the latest CFC,anticipation,1.187,went waiting hear 
I think there a investigation coming soon after this speaknoevilmonkey seenoevilmonkey ChicagoFire CrossoverWeek,anticipation,1.219,think coming 
Yep investigation time raisedfist raisedfist Called it lol ChicagoFire CrossoverWeek,anticipation,1.102,raisedfist called 
Cant wait till tomorrow CrossoverWeek,anticipation,1.171,wait 
Waiting for ChicagoFire to come on like wearyface disappointedface twelveo’clock twelvethirty oneo’clock fire ChicagoPD lawandordersvu CrossoverWeek,anticipation,1.5619999999999998,waiting come disappointedface 
Yo Mel and Gruden in the same room chopping it up on this coming draft class is all a real football fan could ever ask for,anticipation,1.5630000000000002,chopping coming ask 
Obviously this isnt right but what do you expect We dont live in a world that promotes peace and verbal resolution Our world is violent,anticipation,1.172,expect live promotes 
If you deal drug on a serious level in the city of Baltimore you need to call the commect and tell em now the time for the big shipment,anticipation,0.9179999999999999,deal need call tell 
Oh wow now people are telling the Mayor what to do facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Lets just have law enforcement use force to sustain citizen wait why did this start,anticipation,1.273,telling do let have sustain 
Cant believe my uncle isnt trying to watch the news I mean I respect his choice but this shit is really happening right up the road,anticipation,1.4449999999999998,believe trying watch mean respect happening 
you looked absolutely gorgeous last night Hope you had a great time missyougirl smilingfacewithsmilingeyes smilingfacewithsmilingeyes faceblowingakiss,anticipation,1.289,looked hope had 
say shit starting to come near his houseMe and Bentz are going in Wish u luck foldedhands foldedhands foldedhands,anticipation,1.344,say starting come going wish foldedhands foldedhands 
Wasnt expecting this disappointedface,anticipation,1.469,expecting 
HUGE announcement coming from 7 Happy face smiley 0pm tonight WordisBond,anticipation,1.922,coming 
May 16th hurry up wearyface smirkingface necktie watch,anticipation,1.218,hurry smirkingface watch 
When you expect to get a shitty paycheck and it wayyyyyy more money than you ever imagined for some odd reason hellocancun dontmindifido,anticipation,1.3279999999999998,expect get imagined 
got me waiting for that fire fire fire it droppn,anticipation,1.187,got waiting 
Time Ticcin watch,anticipation,1.039,watch 
My nigga headed 2 da blk 2 see da money Coming nigga dyin in my hood b4 dey see 21,anticipation,1.219,headed see coming see 
So ready 2 killem but it like iknow da time waiting,anticipation,1.6800000000000002,like waiting 
Omg cant wait to watch,anticipation,1.046,wait watch 
if he cant make time for you he doesnt deserve you,anticipation,1.118,make deserve 
Wish I knew if I wa getting housing like now so I can either start looking for roommate and an apartment or preparing myself to commute,anticipation,1.383,wish knew getting housing start looking preparing commute 
I seen bad time but I cherish the good,anticipation,1.376,seen cherish 
All prepared for HurricaneNegroes DollarTree BaltimoreUprising BaltimoreRiots2015 Business as…,anticipation,1.071,prepared 
woman’shat you seem pretty weve snapchatted a couple time but other then that I dont really know you,anticipation,0.93,shat seem snapchatted know 
Sooo happy my ID came in the mail,anticipation,1.016,came 
princess mediumlightskintone hibiscus starting to see you out and talk to you more and more Cool person fun to be around,anticipation,1.3119999999999998,starting see talk 
And ooo how it ha glad I never give into hate God and karma work in mysterious way,anticipation,1.5819999999999999,give hate 
This wa so hard to watch last night a it unfolded Baltimore is a great city and this just showed nothing but hate,anticipation,1.078,watch unfolded showed hate 
this show is one of the best I have seen in a long time,anticipation,0.922,seen 
I have no sex appeal at all if you ever undress me you WILL be disappointed,anticipation,1.226,have undress 
Your the LAST person I thought would ever misspell expect,anticipation,1.156,thought misspell expect 
Bruh hope yall have fun tonight before you spend tomorrow in jail,anticipation,1.983,hope have spend 
Just paid 3 dollar for a quest bar What is life,anticipation,1.227,paid 
please step in this mess in Baltimore Business people do not deserve this and ultimately we the tax payer will pay,anticipation,1.586,step deserve pay 
Night time shenanigan with msmmorton getting a biteto eat after a long day work still need to…,anticipation,0.922,getting eat need 
8 hour work shift tomorrow amp then 45 hour of babysitting directly after it totally fine really Skeptical annoyed undecided uneasy or hesitant,anticipation,1.031,
The only thing thats making the thought of tomorrow even slightly bearable is the fact thats it a half day,anticipation,1.062,making 
Waiting to get picked up,anticipation,1.187,waiting picked 
Jason Aldean is pretty much the only good way to start your morning,anticipation,1.547,start 
Starting to work out and Im feeling so much better,anticipation,1.3050000000000002,starting work feeling 
nothing interesting happened so dont worry,anticipation,0.976,happened worry 
I hear ya on the ESPN DRAFT promo The Rising,anticipation,1.109,hear 
Cant wait to start my new job Tuesday smilingfacewithhearteyes easier work and more hour,anticipation,1.273,wait start 
Time go by so slow when youre excited for something facewithtearsofjoy facewithtearsofjoy loudlycryingface,anticipation,1.375,go 
yes stink tiredface faceblowingakiss cant wait to tomorrow seenoevilmonkey,anticipation,1.171,stink tiredface wait 
I thought this game started at 3GOCAPS,anticipation,1.1640000000000001,thought started 
helicopter are starting to circle siren are starting to screamgetting ready for a long nightI wish it wa just a bad dreamBaltimore,anticipation,1.656,starting circle starting screamgetting wish 
You choose your destiny dizzy sparkle,anticipation,1.117,choose 
I cant deal with not knowing whats coming next,anticipation,1.035,deal knowing coming 
I worry about other people feeling more than my own,anticipation,1.0470000000000002,worry feeling 
Even tho my weekend plan fell thru a expected I still had a decent Friday night yellowheart even tho nigga be sloppy smhhhh facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,anticipation,1.874,fell expected had 
Everyone steer clear of Baltimore city the Saturday really hope this protest doesnt get out of hand People will be coming from all over,anticipation,1.406,steer hope get coming 
Im praying that this is one of those asshole from out of town you dont deserve to live in this city,anticipation,1.149,praying deserve live 
Rey shower then watch this movie with my erky as mother,anticipation,0.929,watch 
Sunday fun day laying in bed watching trueblood all over again,anticipation,1.085,laying watching 
Watching glass being blown at McFadden Art Glass Baltimore ProudlyBaltimore BmoreWednesday,anticipation,0.914,watching blown 
if netflix doesnt update adventure time soon i am going to be really pissed,anticipation,1.266,update going 
I would pay someone 100 dollar to work my 8 am game tomorrow for me Ive been up for 40 hour and waking up at 6 tomorrow night kill me,anticipation,1.109,pay work waking kill 
Every time it spring these nigga wanna start acting up doubleexclamationmark ️ thumbsdown mediumskintone,anticipation,1.266,spring wan start acting 
half of you dont even know what youre truly rioting about youve just been waiting for an opportunity to act like idiot n get away with it,anticipation,1.835,know rioting waiting act get 
Our arrival time for Florida 806 am Current time 6 pm Fuck,anticipation,1.211,
Omg yes Real Housewives of Atlanta Reunion start NOW,anticipation,1.469,start 
It wa so GOOD the first time I need to watch it again Outlander Lallybroch,anticipation,1.422,need watch 
IM SO HUNGRY GOD DAMMIT,anticipation,1.031,im 
I shouldve got a lawyer way earlier now I gotta pay hella money within a month smh,anticipation,1.047,got got pay 
Ready start having to pay hella money for this lawyer,anticipation,2.297,having pay 
I cant wait to get my faux dread I wana wear a head wrap raisinghands mediumdarkskintone wearyface,anticipation,1.054,wait get wear raisinghands 
all the good movie coming on tonight grinningfacewithsmilingeyes,anticipation,1.016,coming 
Im hungry but I really shouldnt eat this time of night,anticipation,1.0630000000000002,eat 
on god im ready to push this nigga off the seat,anticipation,0.9840000000000001,push 
IGetMadWhen you lend someone money and they dont pay you back,anticipation,1.047,lend pay 
Ready for whatever coming my way hundredpoints raisinghands mediumdarkskintone,anticipation,1.133,coming raisinghands 
Good karma is coming ya way tho,anticipation,1.016,coming 
Im finally happy ring,anticipation,1.125,
I can remember when the Hubble wa launched and how excited everyone wa about it and have followed it ever since,anticipation,1.5,remember launched wa followed 
hope it feel nice tomorrow,anticipation,1.421,hope feel 
OMalley the poster child what is wrong with our state He wa soundly voted out last elect Shame on the people tht voted that as,anticipation,1.07,voted voted 
The Gov wa waiting for call for help which is required from the mayor of Balt Nat Grd should have been called out 3 day ago,anticipation,1.187,waiting required called 
shoutout to that piece of trash senior who dropped the nword multiple time on fb and didnt expect someone to get her fired from her job,anticipation,1.258,dropped expect get fired 
I just wanna watch the sunset down on a pair sunrise smilingface ️ relievedface,anticipation,0.976,wan watch 
Im patiently waiting for the National Guard to come in honestly,anticipation,1.187,waiting come 
Got my Long swim time,anticipation,1.4220000000000002,got 
The one time I let my guard down easily shit like this happens unamusedface,anticipation,1.0,let shit happens 
Still kook good with make up on think imma do the same tomorrow relievedface,anticipation,1.031,kook make think do 
imma be stressed to the max by the time you get ready wearyface wearyface,anticipation,1.016,stressed get 
Can never find the perfect fitting pant wearyface Im in between a 12 and a 14 but not every store sell size 13 perseveringface,anticipation,1.242,find 
If were being honest this would have happened if it wasnt a Monday lol everyone ready to pop off on a Monday,anticipation,0.9840000000000001,happened pop 
Our new series crave start this Thursday Oasis,anticipation,1.758,crave start 
Flex all you want but homeboy you am not ready 10 time sharper then Michael Myers machete,anticipation,1.016,flex want 
Im glad that this girl expects her baby to be here tomorrow,anticipation,1.926,expects 
How many time have you bragged about having sex with chick from here Oh,anticipation,1.211,bragged having 
Waiting for a man to love me for me and not for what happens in the bedroom,anticipation,1.671,waiting love happens 
So did the White Sox announce who theyre starting tomorrow amp Tuesday neutralface,anticipation,1.632,announce starting 
You need to hope everyone get home safe instead of your fucking plan coming up Selfish bitch,anticipation,1.976,need hope get coming 
Every time I get a little bit of confidence someone always knock it down,anticipation,0.961,get knock 
When you dont understand you cant see His Plan when you cant trace His Hand Trust His Heart,anticipation,0.961,understand see trace trust 
Ooo adventure time is on,anticipation,1.266,
Despite if Im alive today or gone tomorrow As long a I help one person Im satisfied with my life,anticipation,1.515,gone help 
U Feeln like the thrown is for the Taken watch me take it hundredpoints sparkle OKbutton whitemediumstar ️ crown,anticipation,1.007,thrown taken watch take 
Idk whats worse Waisted time or waisted money,anticipation,1.102,
Starting to Stop Worrying and Live In My Favor Feeling Bless And Loving His Plan StayBless…,anticipation,3.398,starting stop worrying live bless loving 
I spent so much money yesterday And I know I still have to wait this whole week till pay day Toooo long,anticipation,1.976,spent know have wait pay 
Patiently waiting for Andy to stop being a little bitch and come visit me,anticipation,1.187,waiting stop come visit 
My money is going to me my sister ebony kelly and my brother grinningfacewithsmilingeyes grinningfacewithsmilingeyes grinningfacewithsmilingeyes seenoevilmonkey cant wait,anticipation,1.109,going wait 
waiting on my prom loudlycryingface wearyface it too longnow I know you going fucking SLAYYY nailpolish persongettinghaircut yes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes seenoevilmonkey,anticipation,1.187,waiting wearyface know going fucking persongettinghaircut 
Lovely feeling grinningfacewithsmilingeyes grinningfacewithsmilingeyes tiredface,anticipation,1.11,tiredface 
watching our lovely city be broken down hbu,anticipation,1.078,watching broken 
didnt gain NOOO extra weight smilingfacewithsmilingeyes raisinghands this all baby relievedface facewithstuckouttonguewinkingeye flexedbiceps,anticipation,0.914,gain raisinghands relievedface 
In other news the US Supreme Court might redefine marriage today,anticipation,1.148,redefine 
swear to god i knew that wa coming,anticipation,1.117,swear knew coming 
Kinda wanna take ah nap but Im waiting for this food confusedface,anticipation,1.187,wan take waiting confusedface 
Waiting for her to call back grinningfacewithsmilingeyes,anticipation,1.187,waiting call 
I Got This raisinghands mediumlightskintone Im So Ready To See How This Turns Out grinningfacewithsmilingeyes Im So Excited Bcus I Know This Time is gonna…,anticipation,1.875,got see turns know 
Gm smilingfacewithhearteyes From My Boy lockedwithkey School Ready raisinghands mediumlightskintone ampamp He Finally Eating Breakfast Home speaknoevilmonkey grinningfacewithsmilingeyes I Thought he wa ona…,anticipation,1.4839999999999998,raisinghands ampamp eating thought wa 
Dont forget to fill out our job interest form on the website firejobs career hiring employment firefighter paramedic annapolis,anticipation,0.922,forget fill firejobs 
yes wearyface I waiting for you too walk in first period but I forgot you wa suspended,anticipation,1.187,waiting walk forgot suspended 
Good thing none of this protest bullshit will happen tomorrow,anticipation,1.515,happen 
god is good all the time raisinghands,anticipation,1.383,
i hope my birthday shoe be here before my birthday wearyface,anticipation,1.406,hope 
expecting a niece or nephew smilingcatfacewithhearteyes blueheart growingheart excited smilingfacewithsmilingeyes,anticipation,2.3280000000000003,expecting growingheart 
Waiting for my baby Dee to do this quick slayy tonight faceblowingakiss raisinghands,anticipation,1.187,waiting do 
Progress park is looking good CCDay,anticipation,1.086,looking 
Love seeing result even though I got a long way to go flexedbiceps mediumlightskintone flex,anticipation,1.0,love seeing got go 
could you be anymore of a Apologist for these animal seriously peaceful protester we have court and a constitution dumb as,anticipation,0.914,have 
hey Denise dumb as peaceful protester disburse when people become violent to stop the attention there seeking,anticipation,1.008,disburse become stop seeking 
just keep waiting OKbutton facewithcoldsweat facewithtearsofjoy facewithtearsofjoy wyd,anticipation,1.187,keep waiting 
Now tomorrow the bus are gon be running slow sleepyface the street are gonna be nasty openhands amp were gonna have curfew for a long periodically time oncomingfist,anticipation,1.57,running gon gon have 
Lmaoooo outfit on point wo no type of footwear prepared sooo Im just about to be on fleek from head to ankle,anticipation,1.071,prepared 
So happy to be surrounded by such amazing people tonight Fly high Grandpa and relay on Mom…,anticipation,1.0,surrounded fly 
Ready hang up on hold too long,anticipation,0.9059999999999999,hang 
still waiting for some more money idk,anticipation,1.773,waiting 
Was waiting for that purge sirenchildish skull,anticipation,1.187,waiting 
They ready start their own black business OK,anticipation,1.25,start 
Wait what happened to Mason,anticipation,1.007,wait happened 
When the national guard coming in but Tashjian still expect you at 750 sharp smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes,anticipation,1.375,coming expect 
He said we were glad when she finally made the call and they were trying to contact her all day,anticipation,1.106,said made trying contact 
OK let me eat get ready for tomorrow,anticipation,1.148,let eat get 
Were still on for tomorrow demo day Looking forward to showcasing all the good in Baltimore acceleratebmore,anticipation,1.031,looking showcasing 
Waiting for someone to make my night,anticipation,1.187,waiting make 
Waiting for someone to make my night,anticipation,1.187,waiting make 
Opportunities dont happen you create them,anticipation,1.132,happen create 
Good thing come to people who wait but better thing come to those who go out and get them,anticipation,0.906,come wait come go get 
I will have somebody I deserve Im just not going to rush it My soulmate will come to me when the time is right ImPatient,anticipation,1.7039999999999995,have deserve going rush come 
Those that are struggling amp those who have a hard time getting up dont worry God have a different path for u hundredpoints,anticipation,1.492,struggling have getting worry have 
My ppuss run on watch battery which are way more expensive But I think in the long run it a solid investment,anticipation,0.929,run think run 
Retweet if you played anyBasketball basketball Football americanfootball Volleyball raisinghands Baseball baseball Hockey snowflake Soccer soccerball Tennis tennis Golf flaginhole Cheer partypopper Track personrunning Dance peoplewithbunnyearspartying,anticipation,1.828,retweet played personrunning 
Not sayin that shit is right but it expected Defensless people being killed LEGALLY is wats making mf go off,anticipation,1.304,expected killed making go 
Incredible night speaking with student on working in the art Thanks for the invite alumnus Entrs career,anticipation,1.4140000000000001,speaking working 
Idc how many time I watch Martin I be Dfl facewithtearsofjoy facewithtearsofjoy,anticipation,1.039,watch 
I hope this curfew start tomorrow over tomorrow,anticipation,2.1710000000000003,hope start 
So this happened in my hometown Goodfellas Reunion TFF2015 Rp warnerbrosentertainment The…,anticipation,1.203,happened 
Ive lived here almost a year and to this day every time they drop the mail in the door I freak out a little facewithcoldsweat,anticipation,0.977,lived drop freak 
smilingfacewithopenmouthcoldsweat smilingfacewithopenmouthcoldsweat smilingfacewithopenmouthcoldsweat imma just wait til this next appt so this little person get there thought together and is ready to reveal themselves facewithtearsofjoy,anticipation,1.4369999999999998,wait get thought reveal 
and take our trip to Cheesecake Factory weve been planning for so long loudlycryingface,anticipation,1.499,take planning 
that wa gone a long time ago,anticipation,0.922,gone 
Cant trust every face yea I gotta watch exclamationmark ️,anticipation,0.914,trust got watch 
look all of u watching the forecast,anticipation,1.132,look watching 
grinningfacewithsmilingeyes the smell of this lasagna in the oven is making u really excited Hurry up and get in my belly wearyface wearyface wearyface,anticipation,1.554,making hurry get 
