tweet_text,sentiment,sentiment_score,tweet_text_tmp
Had a blast last night watching ska band Jam Good Times Awesome Show,surprise,1.071,had watching 
Bang Bross smilingfacewithhorns,surprise,0.836,
You did a scene a Wonder Woman and are also a dominatrix Any chance of a Wonder Woman femdom scene,surprise,1.039,did 
Seeing my roommate get on flinch is hilarious,surprise,1.203,seeing get 
I hear car alarm outside aww shit smh,surprise,0.852,hear 
I wonder when Ju is gonna pop,surprise,1.031,wonder gon pop 
the most unexpected people make me feel so good about myself,surprise,0.93,make feel 
Amazing shot of yesterday TIGERFEST performance by heyitsmichelle who covered the event Feeling…,surprise,1.0699999999999998,covered 
Itll be some type of miracle if I get outta bed today,surprise,0.8590000000000001,get 
Not used to these bang yet,surprise,0.836,used 
If we start being violent it gonna take away from the situation and our goal RIPFreddieGray protest,surprise,0.992,start gon take 
Pop Punk Takeover ha commenced There wa a nice line poppunktakeover 247entertainment POWER…,surprise,0.867,commenced wa 
Honestly surprised Ive made it this far in the semester without failing anything,surprise,0.867,made failing 
Why did my mom just text me a whole birthday list for her facewithtearsofjoy uhhhh im broke girla amp your birthday still a month away,surprise,0.953,text broke amp 
So In Awe I Had To Sit Amongst The Madness And Pray Mark G Cartwright GODGrantMercyNGrace…,surprise,0.899,had sit pray 
Just my luck to go to a Red Sox game and they lose 187 WadeMileysuckseggs,surprise,0.8909999999999999,go lose 
Big Beers before the game baseball ️ clinkingbeermugs LetsG Surprised s CityLiving Baltimore Orioles sfry012 The Cross Street…,surprise,0.867,️ 
Had a blast tonight Who knew I wa such a great dancer Heading back to Shelton first thing in the morning,surprise,0.852,had knew heading 
Thank You Affion Crockett For Putting Our Table On Blast Last Night It Was AWESOME Realness Baltimore,surprise,0.852,thank putting 
Wild advance after beating the Blues 41 in Game 6 Zach Parise scored twice including a shorthanded…,surprise,1.344,beating scored including shorthanded 
Wild advance after beating the Blues 41 in Game 6 Zach Parise scored twice including a shorthanded…,surprise,1.344,beating scored including shorthanded 
Orioles note Wieters to catch Monday in extended spring training Hardy receives cortisone shot Matt Wieters…,surprise,1.031,note catch extended receives 
Its finally Friday Sneak out of the office and make this happen Raspberry Amaretto Pop Tarts bomb,surprise,2.25,sneak make happen 
Having a blast,surprise,0.852,having 
I swear a soon a the police became militant all them people who were acting like they wa about that wreck broke off and started looting,surprise,1.5470000000000002,swear became acting wa broke started 
we just survived the traffic to Baltimore and excited to see you defy gravity,surprise,1.227,survived see defy 
Had a blast jamming to in the jhuspringfair beergarden today They make my life more…,surprise,0.852,had jamming make 
Downtown Baltimore working the Orioles game and having a blast,surprise,0.852,working having 
Opened Incident Debris Removal request via iPhone at 262–298 W Chase St Someone broke up curb to loot rite aid,surprise,0.938,opened broke loot 
i hope they crash into each other,surprise,1.1010000000000002,hope crash 
Due to an ongoing security emergency no one is allowed to leave Camden Yards,surprise,1.0619999999999998,allowed leave 
Shout out to twitterless Mona for the sweet camo hat WiseWordsToLiveBy KumAndGo,surprise,0.8439999999999999,shout 
awh thank you pretty girl heartwitharrow I had a blast smilingface ️,surprise,0.852,thank had 
birdland letsg Surprised s Oriole Park at Camden Yards,surprise,0.867,letsg 
Cause I may or may not have caught a home run tonight LetsG Surprised s Oriole Park at Camden Yards,surprise,1.187,caught 
The boy called said they needed me LetsG Surprised s Birdland Oriole Park at Camden Yards,surprise,0.867,called said needed 
Finally made it into the game letsg Surprised s birdland talkbirdytome Orioles Oriole Park at Camden Yards,surprise,1.1640000000000001,made 
Gorgeous day for baseball littleleagueday baltimoreorioles G Surprised s Oriole Park at Camden Yards,surprise,0.867,littleleagueday 
Take the good with the bad victoryhand darkskintone ️ baseball ️ LetsG Surprised s Orioles CamdenYards Mrdarknuglyasever Oriole Park…,surprise,1.086,take 
My Koozies are better than yours Koozies Orioles LetsG Surprised s Oriole Park at Camden Yards,surprise,0.867,lets 
LetsG Surprised s Oriole Park at Camden Yards,surprise,0.867,lets 
WeBroughtTheSunAt TheRevolutionIsMe TheRevolutionIsYou BuildingOverKilling N Surprised neLeftBehind…,surprise,0.867,overkilling 
Famous birdland letsG Surprised s teamgadget,surprise,0.867,lets 
LetsG Surprised s with my Pop Oriole Park at Camden Yards for Boston Red Sox v Baltimore Orioles,surprise,1.375,lets 
LetsG Surprised s There in sprit Oriole Park at Camden Yards for Chicago White Sox v Baltimore Orioles,surprise,0.867,lets 
LetsG Surprised s,surprise,0.867,lets 
Baltimore just turned Camden Yards into Hamsterdam Not allowed to leave the stadium until further notice LetsG Surprised s,surprise,1.101,turned allowed leave 
Orioles Marlins blast Nationals win second straight series SportsRoadhouse,surprise,0.852,blast win 
Birdland letsg Surprised s,surprise,0.867,letsg 
Cant think straight right now Im feeling very unstable,surprise,0.968,think feeling 
Who need no stinkin alarm when my body wake up 6 minute before my alarm 439am,surprise,0.852,need wake 
im surprised i got this far facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy wearyface,surprise,0.867,got 
man we should have a weekly sgc mkx round robin or something had a blast playing with and,surprise,0.852,have had playing 
want another bang wrap wearyface,surprise,0.836,want 
Those that fuck people over and dismiss murder wont start caring fast enough if at all Build with those that have awakened,surprise,0.961,fuck dismiss start caring awakened 
I always set off my truck alarm at the most awkward time and place,surprise,0.852,set 
Nice work big fella crush LetsG Surprised s,surprise,0.867,crush 
EIGHTEEN EIGHTEEN EIGHTEEN AND I LIKE IT LetsG Surprised s OrangeCrush,surprise,0.867,like lets 
So glad i dont have to wake up to an alarm for work,surprise,0.852,have wake 
Head banging YO wearyface pensiveface,surprise,0.836,banging 
Im not even surprised actually,surprise,0.867,
Opened Incident Debris Removal request via Android at 1212 W Pratt St Baltimore Dpw broke the fence on lot while,surprise,0.938,opened broke 
I just realized there a gift sitting in my closet that wa for one of my ex but I never got to give it too him bc we had broke off the,surprise,0.8909999999999999,realized sitting got give broke 
Insane but not surprising how normal downtown Baltimore look right now A good thing Mobtown,surprise,1.086,look 
Fuck McDonalds RN idek why Im surprised,surprise,0.867,fuck idek 
Surprised Posey Hunt Valley Maryland,surprise,0.867,
neck kiss be bomb wearyface smilingfacewithhearteyes,surprise,1.101,
i wanna know who came up with the idea to break into mondawmin they deserve to get slapped confusedface,surprise,1.141,wan know came break deserve slapped 
They Saying Freddy Jumped Out A Window amp broke His Spine amp Was in Shock amp His Lead Made Him Walk smh,surprise,1.3050000000000002,saying jumped broke made walk 
I want oomf to be mine smilingcatfacewithhearteyes kiss bomb hundredpoints,surprise,1.101,want 
My Uncle Party tomar we Going have A Blast raisinghands,surprise,0.852,going have 
My son baseball game wa cancelled his coach called for a split squad scrimmage w Dads filling out the lineup What a blast that wa,surprise,1.1640000000000001,cancelled called filling 
Climber Had Camera Rolling When Earthquake and Avalanche Struck Everest,surprise,1.523,had 
Bagged Up streetart stickerart sticker art artist style print slap StickerSlaps diy…,surprise,0.8520000000000001,bagged print 
Woman scream out of the window a 3 young men arrested eyewitness say they were in their yard,surprise,0.883,scream arrested say 
These all kid who caused this crazy but not surprised,surprise,0.867,caused 
let me set my alarm,surprise,0.852,let set 
be surprised wat youll do for somebody you love,surprise,0.867,do love 
be surprised wat youll do for somebody you love,surprise,0.867,do love 
oomf always full blasting me smilingfacewithopenmouthcoldsweat,surprise,0.852,blasting 
Shits popped off Im 2 block away Niggas raided the 711 about 20 minute ago and mf beat a cop…,surprise,1.281,popped raided beat 
Surprised I wa able to wake up for my 9am class,surprise,0.867,wake 
We are winner Most creative GreatChefs designer challenge Shout out to our…,surprise,1.188,winner 
Cousin look good smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes trying tell you she ah str8 bomb,surprise,1.008,look trying tell 
why you s Surprised Surprised obsessed wit meeee,surprise,0.867,
Wrapping up our MidAtlantic Spring Explosion Tournament we would like to thank everyone for a great weekend,surprise,0.898,wrapping like thank 
Miracle Watts smilingfacewithhearteyes wearyface ring,surprise,0.8590000000000001,
I have a sudden urge to watch Hairspray Good morning Baltimore BWI,surprise,0.946,have watch 
So our flight is delayed because a volcano erupted on the island volcano mapofJapan,surprise,1.453,delayed erupted 
But that alarm got my as up to no good,surprise,1.071,got 
Lmaoooooo Surprised ooooo youre right were Baltimore,surprise,0.867,surprised 
Surprisingly little traffic on 95 Colored me supposed,surprise,0.875,colored supposed 
Not hungover Im very surprised Welp time to get up and go to work lol,surprise,0.867,get go 
Beagle definitely scored We got em on Monday tho they dont stand a chance in DC CapsIsles CapsPlayoffs bluecircle redcircle,surprise,0.899,scored got stand 
When it come to lesbian and gay experimenting just holding hand is sexual experimentation in itself aw Surprised OOOO THIS ARTICLE,surprise,1.281,come experimenting holding 
Still have no clue why you all the sudden hate me One week we good the next we arent but it whatever I guess,surprise,1.344,have hate good guess 
I wonder who I wa ampwhat I had done in the past life because in this one I cant seem to catch a fuckin break man,surprise,1.304,wonder done seem catch 
One of my sister is getting married and shes stunning ANshaadi2015 twowomenholdinghands redheart ️ smilingfacewithhearteyes The…,surprise,0.953,married twowomenholdinghands 
Head wa BANGING angersymbol,surprise,0.836,
Im surprised Kris stayedBruceJennerABC,surprise,0.867,stayed 
I need to sleep before my brain explodes sleepyface victoryhand,surprise,0.906,need sleep explodes 
right I use to be out there a lot too surprised we never ended up at the same party,surprise,0.867,use ended 
Album Fucking Amazing My Nigga thumbsup CherryBomb Golf Art,surprise,0.961,fucking 
still in Shock facescreaminginfear still feel so unreal,surprise,0.8440000000000001,feel 
I mean lot of creepy ci men said I look 17 or 18 so I guess I shouldnt be that surprised,surprise,1.265,mean said look guess 
Btw before anyone get on my as at my cat suddenly jerking and the bird flying she only did that because his loud wing startled her dw,surprise,2.265,get jerking flying did startled 
I wish Liam left 1D instead of zayn so that I could yell LIAM NOOO,surprise,0.929,wish left yell 
If I didnt answer when he called he would break up with me divorce me on fb write a status about me and acuse me of cheating,surprise,0.8590000000000001,answer called break divorce write acuse 
Why I randomly start getting hella request on facebook I dont just accept anybody got my fam and old folk on there why u wanna be nosey,surprise,0.93,start getting accept got wan 
giant screw fall from ceiling Train Conductor Im not surprised flushedface,surprise,0.867,
Toronto dont have a chance break the broom out sweep Toronto is just overrated are not ready for big game,surprise,0.977,have break 
I hope no one is surprised This is Baltimore,surprise,1.234,hope 
The way the Cavs roster is set up the CANT lose a Kevin Love or Iman Shumpert and have any chance against the Bulls,surprise,0.899,set lose have 
My credit score is shot Itll be better next year,surprise,1.094,
thanks for checking Im safe I dont live around there But Im really not surprised thats it happening in those area smh,surprise,0.867,checking live happening 
That Aint Surprising,surprise,0.867,
That Aint Surprising,surprise,0.867,
All we do is bang bang like we be wit chief keef pistol,surprise,0.836,do 
Suddenly the feeling of greatness fade away,surprise,1.6789999999999998,fade 
Having a blast,surprise,0.852,having 
All of a sudden he wanna start caring,surprise,1.071,wan start 
Sure if your goal is to shatter a window then yesyouve committed your revolutionary act but you did nothing to advance your ppl,surprise,0.9840000000000001,is shatter committed did advance 
dont bang with me no more smh,surprise,0.836,bang 
caught your Stray Shots article few day ago Good stuff,surprise,1.25,caught 
My brother said he goin bang me tiredface facewithtearsofjoy I probably dont open the door smilingfacewithsmilingeyes,surprise,0.836,said goin bang open 
Wouldnt be surprised if CVS pulled out of Baltimore City all together now,surprise,0.867,pulled 
SAY THAT am not nobody goin bang her in her mouth tf wasnt that lastnight anyway,surprise,1.008,say bang 
Man that Honda Accord just exploded on live TV,surprise,0.906,exploded 
this isnt even funny you scared and excited the shit out of me,surprise,2.117,scared excited 
Im in shock,surprise,0.8440000000000001,
This is Andys last year in Cincy Im surprised they extended Marvins contract tho,surprise,0.867,extended 
I wouldve banged tf out of London by now if I wa those little girl facewithtearsofjoy she get to smart,surprise,0.836,banged wa get 
Go for what you want or who ya want Take ya shot or always wonder what if,surprise,1.234,go want want take wonder 
Go for what you want or who ya want Take ya shot or always wonder what if,surprise,1.234,go want want take wonder 
For anyone looking to stay informed Download this app 50 radi Surprised ver 8000 Baltimore listener BaltimoreRiots,surprise,0.867,looking stay informed download 
I promise that banging figure will still shine forth in a dress Try some on,surprise,0.836,promise shine try 
Next thing people will start carrying shot glass in their makeup bag,surprise,1.055,start carrying 
Rode around and picked up other people a that young man screamed in painshit saddens me Justice4Freddie,surprise,0.883,rode picked screamed saddens 
Full version on Facebook Christian Varner 1 major reason why this issue ha exploded so Fast…,surprise,0.906,exploded 
Bang Bros headphone flexedbiceps mediumdarkskintone,surprise,0.836,
Omg they broke in dtlr Im surprised they am not go there first,surprise,1.328,broke go 
Oo Surprised OOoo Surprised o RitasICE Ritas of New Town Village,surprise,0.867,
Oh And another striking target lacazette scored In case the day isnt bad enough for you,surprise,1.75,striking scored 
All of a sudden le goon dont value Henrys opinion lol because he isnt bashing chicharito this time We were told to deal with it,surprise,0.9540000000000001,value bashing told deal 
Arsenal news Danny Welbeck unhappy at goalshy season all act surprised,surprise,0.867,
We need to score 3 goal in a half Have we done it before this season Only once Vs Leciester Who were dire Everton are not dire,surprise,1.047,need score done 
Ok I am really in shock but thank you very much for following me back on snapchat smilingfacewithopenmouth smilingfacewithopenmouthsmilingeyes partypopper confettiball smilingcatfacewithopenmouth speaknoevilmonkey hearnoevilmonkey seenoevilmonkey raisedhand thumbsup,surprise,0.8440000000000001,thank following raisedhand 
Eel amp Cucumber Roll RolledT Surprised rder Love this place I want to move in WegmansColumbia,surprise,0.867,rolled love want move 
Not that sour but surprisingly tasty Drinking a Lemon Drop Ale V20 at,surprise,0.875,drinking 
Being a shock jock is not for me,surprise,0.8440000000000001,
miracle watt is the baddest bitch smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes,surprise,0.8590000000000001,
24 minute before breaking out Brooms Spacing and ball movement amazing wizard dcRising WizRaptors radioparty,surprise,0.93,breaking dcrising 
blast legend at 250 am,surprise,0.852,
Why all of sudden it everybodys birthday,surprise,1.219,sudden 
Oh sweet Now the protesting in Baltimore is turning violent,surprise,0.851,turning 
you should probs hold onto it for me bc with my luck Id lose it smilingfacewithopenmouthcoldsweat,surprise,0.8909999999999999,hold lose 
BANG BANG BANG Skeet Skeet SkeetShe do that thing for 3Rts watermelon,surprise,0.836,do 
Enslavement by illusion is comfortable it is the liberation by truth that people fear David Hawkins,surprise,0.953,fear 
Browns Drafting another QB Im not surprised,surprise,0.867,drafting 
Taking a shot every time the pen score IBelieve LetsGoPens FuckTheRangers,surprise,1.094,taking 
Playoff hockey may be the most exciting of all sporting event This game is incredible LetsGoCaps RockTheRed CapsPlayoffs,surprise,1.36,
Just left Nathans speech class he had a blast with other kid,surprise,1.086,left had 
Im pretty sure Shelly n Stephyy had a blast tonight lol,surprise,0.852,had 
